time,MPI-ESM-LR,NORESM1-M,CANESM2,CNRM-CM5,CSIRO-MK3-6-0,IPSL-CM5A-LR,GFDL-CM3,CCSM4,GISS-E2-R,GFDL-ESM2G
2019.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0
2020.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0
2021.0,707816900000.0,714012360000.0,696303700000.0,705544100000.0,703345300000.0,701600100000.0,707343350000.0,705617000000.0,708985550000.0,708883500000.0
2022.0,693218100000.0,698332300000.0,687230750000.0,693495330000.0,695846240000.0,689216950000.0,697215550000.0,688658000000.0,687410840000.0,693540300000.0
2023.0,674432350000.0,682860200000.0,682441400000.0,683757860000.0,685316440000.0,677484900000.0,678172360000.0,671145460000.0,671637960000.0,682273730000.0
2024.0,655239800000.0,671210600000.0,666471500000.0,678491650000.0,680908700000.0,653208200000.0,650263460000.0,651343600000.0,675000300000.0,663292540000.0
2025.0,637607600000.0,655004400000.0,648661600000.0,674897500000.0,671027760000.0,647334900000.0,631342000000.0,636405900000.0,665282000000.0,653938300000.0
2026.0,621269940000.0,647212760000.0,637384000000.0,656660500000.0,656252900000.0,637093500000.0,604942700000.0,623221000000.0,660658650000.0,637196400000.0
2027.0,606345200000.0,630127100000.0,614119700000.0,641040300000.0,648766000000.0,627749400000.0,589255600000.0,615684240000.0,650782800000.0,627503140000.0
2028.0,592369160000.0,617276640000.0,607644500000.0,634175500000.0,648075150000.0,615230000000.0,573864740000.0,602593100000.0,627227560000.0,615367100000.0
2029.0,575027350000.0,600774740000.0,597377400000.0,620030460000.0,631992750000.0,595974000000.0,552450900000.0,586704200000.0,609534740000.0,609682260000.0
2030.0,568177000000.0,585709260000.0,599813060000.0,604253000000.0,619429600000.0,581940540000.0,526208760000.0,574894000000.0,598391460000.0,600521000000.0
2031.0,571599300000.0,571771060000.0,572455200000.0,588491200000.0,627479500000.0,576601400000.0,504752700000.0,560613750000.0,594527900000.0,585812500000.0
2032.0,571711900000.0,559484100000.0,560734500000.0,569812000000.0,610981600000.0,557882600000.0,481573830000.0,542869650000.0,582280150000.0,589878260000.0
2033.0,565007500000.0,542795400000.0,545258180000.0,556754900000.0,596549800000.0,550732300000.0,454149540000.0,530553700000.0,566457100000.0,573459660000.0
2034.0,547621370000.0,531538280000.0,526948000000.0,549741760000.0,587753650000.0,536277100000.0,427713330000.0,515942400000.0,553450800000.0,562478450000.0
2035.0,535724330000.0,519524900000.0,508536650000.0,538681900000.0,568546400000.0,511218200000.0,404601270000.0,505948540000.0,534531240000.0,540157000000.0
2036.0,520350920000.0,506633520000.0,500333800000.0,530145800000.0,568558350000.0,493546180000.0,381679400000.0,494857160000.0,518518770000.0,530303250000.0
2037.0,510005400000.0,493586550000.0,499066140000.0,521844600000.0,561184200000.0,465489920000.0,365780630000.0,475756270000.0,502726950000.0,517963870000.0
2038.0,500511180000.0,484498300000.0,483719250000.0,508445660000.0,552766540000.0,449974270000.0,349739000000.0,458902440000.0,483738300000.0,506175880000.0
2039.0,486972650000.0,468949730000.0,463762460000.0,496237540000.0,532092650000.0,429217550000.0,329829780000.0,444160200000.0,465977770000.0,488859500000.0
2040.0,465598940000.0,454078300000.0,455741540000.0,476046000000.0,523685700000.0,406580950000.0,315330070000.0,433885680000.0,456939200000.0,484397580000.0
2041.0,450411330000.0,443183460000.0,449809870000.0,464412930000.0,508129770000.0,386464100000.0,297217400000.0,421521560000.0,448784430000.0,467846800000.0
2042.0,434331220000.0,423904700000.0,436695700000.0,449802900000.0,491293080000.0,369801500000.0,282126220000.0,410165250000.0,432056000000.0,456216770000.0
2043.0,421816570000.0,410965200000.0,427643700000.0,432948870000.0,468361770000.0,355764400000.0,267636500000.0,400959100000.0,412144070000.0,440448160000.0
2044.0,409037200000.0,396029070000.0,412371650000.0,414495080000.0,457549550000.0,345977030000.0,248878140000.0,384453770000.0,399754720000.0,427424150000.0
2045.0,400031680000.0,383827200000.0,396112170000.0,393595400000.0,457425750000.0,323025760000.0,231678690000.0,372894920000.0,385542750000.0,414789600000.0
2046.0,386009240000.0,369785960000.0,389006500000.0,385227130000.0,442295260000.0,309361930000.0,214423030000.0,360652140000.0,369853760000.0,405946140000.0
2047.0,372862520000.0,353794200000.0,380182230000.0,366854640000.0,431640640000.0,291005900000.0,199900600000.0,354117750000.0,357517600000.0,394223780000.0
2048.0,359481000000.0,340909800000.0,364559300000.0,352311740000.0,422869200000.0,278267820000.0,186555940000.0,345531680000.0,344908100000.0,383652800000.0
2049.0,345821740000.0,326559270000.0,345860180000.0,338734150000.0,409447860000.0,261146210000.0,173398840000.0,339589960000.0,334406450000.0,367632120000.0
2050.0,334718470000.0,319792580000.0,331391500000.0,328823140000.0,400383400000.0,245664730000.0,159917150000.0,330702200000.0,320320180000.0,349713630000.0
2051.0,321851700000.0,304962860000.0,317231530000.0,324144530000.0,419796100000.0,233922100000.0,154649740000.0,323901360000.0,313877950000.0,344928550000.0
2052.0,314399820000.0,302778650000.0,300242040000.0,314208620000.0,407618100000.0,220964910000.0,146677660000.0,317102260000.0,306330700000.0,331989350000.0
2053.0,303413230000.0,290061520000.0,283040020000.0,301037450000.0,401766450000.0,207855940000.0,134705000000.0,304040150000.0,304521770000.0,327038440000.0
2054.0,290252100000.0,279995550000.0,263062220000.0,290018660000.0,388326500000.0,199313640000.0,125531914000.0,293997500000.0,303683300000.0,319336700000.0
2055.0,277608820000.0,269819500000.0,253187540000.0,277614400000.0,387762000000.0,188574020000.0,117316110000.0,287683840000.0,294513380000.0,308495060000.0
2056.0,260834930000.0,267363060000.0,240747580000.0,267381440000.0,376224700000.0,180844540000.0,111019205000.0,275680620000.0,285377950000.0,297452240000.0
2057.0,247574480000.0,262320900000.0,232040740000.0,262600050000.0,359842380000.0,178949900000.0,103243200000.0,263967880000.0,278764750000.0,290991000000.0
2058.0,242547650000.0,255276580000.0,218051250000.0,253648030000.0,348089000000.0,171045420000.0,96876850000.0,253914320000.0,266369970000.0,279648500000.0
2059.0,228199840000.0,248722260000.0,207261290000.0,247046110000.0,337423630000.0,165335920000.0,91780730000.0,245734440000.0,259672110000.0,275659880000.0
2060.0,220650620000.0,247925560000.0,194775650000.0,243008520000.0,332263030000.0,157372060000.0,86957160000.0,233294740000.0,254808970000.0,268015940000.0
2061.0,211627660000.0,240383080000.0,180348850000.0,239450100000.0,320842430000.0,152660500000.0,82640420000.0,223696800000.0,242988120000.0,258152660000.0
2062.0,205068000000.0,230564990000.0,170434020000.0,232311200000.0,307597340000.0,143943710000.0,80061686000.0,212790460000.0,232456130000.0,246052270000.0
2063.0,197132350000.0,227147600000.0,165591370000.0,227561520000.0,286498420000.0,138472340000.0,76848890000.0,202394700000.0,221668050000.0,238215630000.0
2064.0,182557520000.0,223241220000.0,156865970000.0,228367160000.0,273655370000.0,130554660000.0,73990540000.0,194064520000.0,209185750000.0,229738800000.0
2065.0,171739770000.0,215651960000.0,149465870000.0,224035770000.0,258828980000.0,125719690000.0,70178930000.0,187196770000.0,203452240000.0,223461110000.0
2066.0,166431160000.0,209565520000.0,144785970000.0,221592500000.0,248947740000.0,117875140000.0,66644582000.0,181929820000.0,194839130000.0,214269150000.0
2067.0,157494950000.0,201158300000.0,141415830000.0,216893550000.0,239918100000.0,109618864000.0,64696922000.0,173639710000.0,187828980000.0,205190050000.0
2068.0,151318280000.0,194910880000.0,136909620000.0,213149610000.0,229259210000.0,105845950000.0,62275200000.0,167588130000.0,180760940000.0,197588840000.0
2069.0,146308220000.0,183541810000.0,130710550000.0,209036850000.0,213254130000.0,99831415000.0,60066560000.0,158161260000.0,174271150000.0,187378960000.0
2070.0,140158600000.0,172885310000.0,125344680000.0,208212820000.0,201211300000.0,95238850000.0,56677474000.0,151056600000.0,165341430000.0,179397970000.0
2071.0,135185220000.0,166406680000.0,121301330000.0,201447060000.0,195268330000.0,88887270000.0,54096060000.0,147494060000.0,161745830000.0,172922180000.0
2072.0,128446870000.0,159302470000.0,119882410000.0,193092860000.0,187506970000.0,84720390000.0,50817250000.0,143325400000.0,161272380000.0,166716960000.0
2073.0,123821510000.0,152015980000.0,116315620000.0,186231500000.0,181097790000.0,78189150000.0,49059734000.0,139812260000.0,157602890000.0,162773830000.0
2074.0,117243355000.0,146194000000.0,119169300000.0,178380780000.0,173471510000.0,78634780000.0,47341330000.0,135800680000.0,152058600000.0,159210460000.0
2075.0,111566586000.0,137094410000.0,119966695000.0,175841250000.0,163698230000.0,75770260000.0,45478785000.0,132362060000.0,148825390000.0,156075310000.0
2076.0,108676180000.0,128912920000.0,115783600000.0,168164100000.0,159518240000.0,70891110000.0,43090244000.0,127473510000.0,146675200000.0,153358070000.0
2077.0,106363010000.0,124649590000.0,111962690000.0,165137900000.0,155713290000.0,67114586000.0,41229630000.0,124568360000.0,141943550000.0,149384680000.0
2078.0,99554430000.0,118782845000.0,107933690000.0,157562320000.0,148247360000.0,64068220000.0,38987297000.0,118833570000.0,136974580000.0,142428780000.0
2079.0,96005290000.0,113294070000.0,104426580000.0,151324790000.0,142787070000.0,62294170000.0,38232195000.0,114408090000.0,133358160000.0,138702340000.0
2080.0,91283210000.0,108992570000.0,101188420000.0,146489930000.0,135055730000.0,59705463000.0,37012845000.0,111447380000.0,129849180000.0,132054330000.0
2081.0,89426700000.0,106569850000.0,96884425000.0,137535780000.0,128489650000.0,55103476000.0,35458140000.0,105550870000.0,128298820000.0,129105180000.0
2082.0,85191800000.0,102530800000.0,91137360000.0,129194360000.0,121083460000.0,52553896000.0,33975270000.0,102185000000.0,125305810000.0,129152340000.0
2083.0,81122435000.0,97941140000.0,86550600000.0,123710440000.0,115003910000.0,50400640000.0,32280056000.0,98693610000.0,124452350000.0,125982560000.0
2084.0,76910450000.0,93163870000.0,80471450000.0,117722866000.0,110915480000.0,48566420000.0,30488127000.0,96635820000.0,121688990000.0,124014060000.0
2085.0,73374530000.0,91486580000.0,77110710000.0,118240350000.0,111016440000.0,48118473000.0,29497221000.0,93955105000.0,120638500000.0,121178380000.0
2086.0,70349455000.0,93307360000.0,74647590000.0,112342760000.0,105573420000.0,44508860000.0,28854491000.0,90173055000.0,117427590000.0,117632620000.0
2087.0,68104190000.0,91290680000.0,71111180000.0,106757560000.0,98565670000.0,43224715000.0,27745096000.0,88459890000.0,113172890000.0,115485190000.0
2088.0,65760133000.0,89106140000.0,68250490000.0,104836050000.0,93510025000.0,40487993000.0,26556144000.0,87445210000.0,109640070000.0,112234210000.0
2089.0,63051120000.0,86442750000.0,65353605000.0,98251320000.0,91059070000.0,39528894000.0,25594319000.0,85216125000.0,110588084000.0,110730250000.0
2090.0,59591260000.0,84054000000.0,63222383000.0,94314504000.0,85663190000.0,38446680000.0,24932436000.0,81528370000.0,109674800000.0,109762990000.0
2091.0,57698296000.0,81163020000.0,60204630000.0,88215940000.0,82651720000.0,35949347000.0,23844320000.0,79409390000.0,107150110000.0,106851210000.0
2092.0,55732625000.0,78426096000.0,58787488000.0,84174496000.0,80641606000.0,33524668000.0,22924173000.0,76969290000.0,107812160000.0,104416570000.0
2093.0,53822722000.0,75279030000.0,57724346000.0,80599960000.0,79327674000.0,31758594000.0,22451331000.0,74647585000.0,105128040000.0,100838000000.0
2094.0,51462963000.0,72182820000.0,55403184000.0,79431150000.0,77893130000.0,31141364000.0,21161595000.0,74540040000.0,103486570000.0,99703120000.0
2095.0,48864113000.0,69493270000.0,53555740000.0,79218690000.0,73162430000.0,29257656000.0,20837886000.0,71573630000.0,101627210000.0,99105720000.0
2096.0,48110998000.0,67490330000.0,51147170000.0,80043385000.0,69571000000.0,28005057000.0,20182872000.0,70089100000.0,101467700000.0,97726780000.0
2097.0,47505207000.0,66803720000.0,51887944000.0,77871850000.0,68952330000.0,26658386000.0,19553935000.0,68399907000.0,97861450000.0,94620360000.0
2098.0,46205915000.0,66788307000.0,51402660000.0,74813720000.0,68466655000.0,25254468000.0,18920716000.0,67991863000.0,97504920000.0,94525750000.0
2099.0,44320640000.0,64969700000.0,50193195000.0,75717470000.0,66865720000.0,23964412000.0,18538752000.0,65994936000.0,94965650000.0,91719060000.0
2100.0,42648370000.0,64671027000.0,47379223000.0,72507350000.0,65905336000.0,22342896000.0,18263648000.0,65962780000.0,94632360000.0,88047910000.0
