time,GFDL-ESM4,EC-EARTH3-VEG,MRI-ESM2-0,CAMS-CSM1-0
2000.0,19678475000000.0,19678475000000.0,19678475000000.0,19678475000000.0
2001.0,19717442000000.0,19717442000000.0,19717442000000.0,19717442000000.0
2002.0,19695300000000.0,19695300000000.0,19695300000000.0,19695300000000.0
2003.0,19648651000000.0,19648651000000.0,19648651000000.0,19648651000000.0
2004.0,19586129000000.0,19586129000000.0,19586129000000.0,19586129000000.0
2005.0,19500418000000.0,19500418000000.0,19500418000000.0,19500418000000.0
2006.0,19422815000000.0,19422815000000.0,19422815000000.0,19422815000000.0
2007.0,19375331000000.0,19375331000000.0,19375331000000.0,19375331000000.0
2008.0,19291498000000.0,19291498000000.0,19291498000000.0,19291498000000.0
2009.0,19311207000000.0,19311207000000.0,19311207000000.0,19311207000000.0
2010.0,19226803000000.0,19226803000000.0,19226803000000.0,19226803000000.0
2011.0,19144225000000.0,19144225000000.0,19144225000000.0,19144225000000.0
2012.0,19099277000000.0,19099277000000.0,19099277000000.0,19099277000000.0
2013.0,19055302000000.0,19055302000000.0,19055302000000.0,19055302000000.0
2014.0,18957027000000.0,18957027000000.0,18957027000000.0,18957027000000.0
2015.0,18872407000000.0,18872407000000.0,18872407000000.0,18872407000000.0
2016.0,18795140000000.0,18795140000000.0,18795140000000.0,18795140000000.0
2017.0,18614750000000.0,18614750000000.0,18614750000000.0,18614750000000.0
2018.0,18489857000000.0,18489857000000.0,18489857000000.0,18489857000000.0
2019.0,18371272000000.0,18371272000000.0,18371272000000.0,18371272000000.0
2020.0,18190315000000.0,18190315000000.0,18190315000000.0,18190315000000.0
2021.0,18064660000000.0,18041562000000.0,18110495000000.0,17997872000000.0
2022.0,17881748000000.0,17841925000000.0,17980954000000.0,17842676000000.0
2023.0,17726884000000.0,17710663000000.0,17856610000000.0,17660590000000.0
2024.0,17601660000000.0,17558609000000.0,17735342000000.0,17474878000000.0
2025.0,17474231000000.0,17371579000000.0,17631707000000.0,17404268000000.0
2026.0,17332192000000.0,17192226000000.0,17557836000000.0,17233871000000.0
2027.0,17240051000000.0,17034334000000.0,17473486000000.0,17069828000000.0
2028.0,17210732000000.0,16865735000000.0,17347643000000.0,16898926000000.0
2029.0,17103588000000.0,16716977000000.0,17192328000000.0,16786067000000.0
2030.0,16942438000000.0,16566029000000.0,17024445000000.0,16629818000000.0
2031.0,16898191000000.0,16384038000000.0,16888460000000.0,16496074000000.0
2032.0,16744980000000.0,16197207000000.0,16710476000000.0,16362802000000.0
2033.0,16614803000000.0,15992556000000.0,16549877000000.0,16242024000000.0
2034.0,16552023000000.0,15710308000000.0,16431848000000.0,16224539000000.0
2035.0,16453511000000.0,15540646000000.0,16331304000000.0,16144237000000.0
2036.0,16303781000000.0,15455002000000.0,16145522000000.0,16041113000000.0
2037.0,16118281000000.0,15286578000000.0,15993014000000.0,16020133000000.0
2038.0,15931296000000.0,15150565000000.0,15833523000000.0,15915407000000.0
2039.0,15872250000000.0,14978625000000.0,15664865000000.0,15737575000000.0
2040.0,15838539000000.0,14844058000000.0,15549189000000.0,15618887000000.0
2041.0,15702107000000.0,14726243000000.0,15447238000000.0,15603336000000.0
2042.0,15577859000000.0,14569951000000.0,15277307000000.0,15448511000000.0
2043.0,15445107000000.0,14468504000000.0,15119114000000.0,15363732000000.0
2044.0,15286579000000.0,14347819000000.0,15072394000000.0,15289159000000.0
2045.0,15221670000000.0,14208213000000.0,14958715000000.0,15165557000000.0
2046.0,15132100000000.0,13915533000000.0,14859614000000.0,15061165000000.0
2047.0,14987089000000.0,13806863000000.0,14771872000000.0,14979971000000.0
2048.0,14834787000000.0,13734837000000.0,14693518000000.0,14921483000000.0
2049.0,14802770000000.0,13637172000000.0,14601638000000.0,14910502000000.0
2050.0,14732569000000.0,13523863000000.0,14549972000000.0,14866676000000.0
2051.0,14572457000000.0,13437069000000.0,14443094000000.0,14781155000000.0
2052.0,14426055000000.0,13282236000000.0,14329895000000.0,14716344000000.0
2053.0,14322022000000.0,13169720000000.0,14218697000000.0,14606237000000.0
2054.0,14245189000000.0,12957790000000.0,14165312000000.0,14499223000000.0
2055.0,14153966000000.0,12817896000000.0,14128138000000.0,14417336000000.0
2056.0,14090285000000.0,12695476000000.0,14040396000000.0,14360661000000.0
2057.0,14048834000000.0,12583192000000.0,13973004000000.0,14291187000000.0
2058.0,14010756000000.0,12529156000000.0,13885802000000.0,14195892000000.0
2059.0,13932768000000.0,12395450000000.0,13804323000000.0,14070596000000.0
2060.0,13920489000000.0,12339229000000.0,13697711000000.0,14010976000000.0
2061.0,13853226000000.0,12226806000000.0,13619853000000.0,13934673000000.0
2062.0,13740658000000.0,12079603000000.0,13549788000000.0,13892603000000.0
2063.0,13595595000000.0,11985494000000.0,13454012000000.0,13843185000000.0
2064.0,13474107000000.0,11897314000000.0,13401630000000.0,13820118000000.0
2065.0,13407442000000.0,11768609000000.0,13334495000000.0,13741828000000.0
2066.0,13409461000000.0,11683924000000.0,13250353000000.0,13699396000000.0
2067.0,13349197000000.0,11594639000000.0,13217837000000.0,13634489000000.0
2068.0,13333837000000.0,11556255000000.0,13199350000000.0,13585008000000.0
2069.0,13274173000000.0,11454709000000.0,13115539000000.0,13499890000000.0
2070.0,13160425000000.0,11427984000000.0,13026283000000.0,13510339000000.0
2071.0,13119185000000.0,11342059000000.0,12916944000000.0,13456405000000.0
2072.0,12975841000000.0,11262698000000.0,12887547000000.0,13377845000000.0
2073.0,12863718000000.0,11209514000000.0,12857318000000.0,13349720000000.0
2074.0,12790292000000.0,11165676000000.0,12808303000000.0,13274378000000.0
2075.0,12737440000000.0,11026163000000.0,12772259000000.0,13246266000000.0
2076.0,12689382000000.0,10939186000000.0,12742589000000.0,13224402000000.0
2077.0,12619041000000.0,10823848000000.0,12668874000000.0,13220881000000.0
2078.0,12613722000000.0,10746722000000.0,12624177000000.0,13153869000000.0
2079.0,12547062000000.0,10655511000000.0,12619881000000.0,13059070000000.0
2080.0,12501194000000.0,10585475000000.0,12538161000000.0,12989490000000.0
2081.0,12417712000000.0,10569047000000.0,12507065000000.0,12930943000000.0
2082.0,12376216000000.0,10558240000000.0,12468612000000.0,12779399000000.0
2083.0,12315529000000.0,10541718000000.0,12416883000000.0,12719276000000.0
2084.0,12332700000000.0,10456151000000.0,12397241000000.0,12649255000000.0
2085.0,12282236000000.0,10385247000000.0,12391963000000.0,12558737000000.0
2086.0,12231991000000.0,10263069000000.0,12365941000000.0,12573803000000.0
2087.0,12203740000000.0,10169328000000.0,12258585000000.0,12553093000000.0
2088.0,12160676000000.0,10151661000000.0,12194073000000.0,12507866000000.0
2089.0,12106239000000.0,10115723000000.0,12159197000000.0,12420921000000.0
2090.0,12066916000000.0,10097356000000.0,12176392000000.0,12330102000000.0
2091.0,12011788000000.0,10024288000000.0,12149783000000.0,12213843000000.0
2092.0,11937705000000.0,9949608000000.0,12076628000000.0,12137788000000.0
2093.0,11898449000000.0,9904199000000.0,12069868000000.0,12068872000000.0
2094.0,11846191000000.0,9849887000000.0,12028711000000.0,12023922000000.0
2095.0,11827515000000.0,9774413000000.0,11957063000000.0,12032997000000.0
2096.0,11782759000000.0,9681120000000.0,11912144000000.0,11965826000000.0
2097.0,11719196000000.0,9656808000000.0,11866376000000.0,11868971000000.0
2098.0,11700114000000.0,9576213000000.0,11796693000000.0,11835812000000.0
2099.0,11675448000000.0,9540854000000.0,11757238000000.0,11812195000000.0
2100.0,11661008000000.0,9513149000000.0,11774030000000.0,11808822000000.0
