time,MPI-ESM-LR,CSIRO-MK3-6-0,CCSM4
2000.0,87715920000.0,87715920000.0,87715920000.0
2001.0,88070840000.0,88070840000.0,88070840000.0
2002.0,87760240000.0,87760240000.0,87760240000.0
2003.0,87546360000.0,87546360000.0,87546360000.0
2004.0,87360940000.0,87360940000.0,87360940000.0
2005.0,87202824000.0,87202824000.0,87202824000.0
2006.0,87080900000.0,87080900000.0,87080900000.0
2007.0,87030550000.0,87030550000.0,87030550000.0
2008.0,86972980000.0,86972980000.0,86972980000.0
2009.0,87331170000.0,87331170000.0,87331170000.0
2010.0,86907550000.0,86907550000.0,86907550000.0
2011.0,86778130000.0,86778130000.0,86778130000.0
2012.0,86709805000.0,86709805000.0,86709805000.0
2013.0,86802440000.0,86802440000.0,86802440000.0
2014.0,86541690000.0,86541690000.0,86541690000.0
2015.0,86330300000.0,86330300000.0,86330300000.0
2016.0,86145410000.0,86145410000.0,86145410000.0
2017.0,85831030000.0,85831030000.0,85831030000.0
2018.0,85600260000.0,85600260000.0,85600260000.0
2019.0,85395160000.0,85395160000.0,85395160000.0
2020.0,85067540000.0,85067540000.0,85067540000.0
2021.0,84808700000.0,84808516000.0,84863115000.0
2022.0,84684570000.0,84403266000.0,84803140000.0
2023.0,84163170000.0,84800200000.0,84749420000.0
2024.0,83782070000.0,84542780000.0,84079670000.0
2025.0,83366470000.0,84056424000.0,83899710000.0
2026.0,82938634000.0,83713294000.0,83361720000.0
2027.0,82287620000.0,83476720000.0,82870436000.0
2028.0,81830490000.0,83158870000.0,82210636000.0
2029.0,81420860000.0,82882740000.0,81621640000.0
2030.0,81070550000.0,82476380000.0,80745820000.0
2031.0,81038240000.0,83023820000.0,80068630000.0
2032.0,80869286000.0,82085790000.0,79664130000.0
2033.0,79933650000.0,81998750000.0,78820730000.0
2034.0,79168840000.0,81464710000.0,77891060000.0
2035.0,78961250000.0,81063576000.0,77142110000.0
2036.0,78689600000.0,80494420000.0,76385910000.0
2037.0,78233250000.0,79934960000.0,75501360000.0
2038.0,77565590000.0,79415170000.0,74512280000.0
2039.0,77238330000.0,79317160000.0,73626840000.0
2040.0,77047865000.0,79207520000.0,72764720000.0
2041.0,77576420000.0,78471310000.0,71973350000.0
2042.0,76210530000.0,77729825000.0,71134270000.0
2043.0,75527365000.0,77341250000.0,70308420000.0
2044.0,74937524000.0,77108010000.0,69435700000.0
2045.0,74377495000.0,76189330000.0,68505690000.0
2046.0,74064495000.0,75426090000.0,67517972000.0
2047.0,73410730000.0,74532545000.0,66839280000.0
2048.0,72802780000.0,73860500000.0,67408044000.0
2049.0,72228400000.0,73314160000.0,65613554000.0
2050.0,72266540000.0,72910690000.0,65294717000.0
2051.0,71055740000.0,72176970000.0,64390030000.0
2052.0,70276800000.0,71422080000.0,63645135000.0
2053.0,69675020000.0,70574670000.0,62571995000.0
2054.0,68985140000.0,69870070000.0,61818710000.0
2055.0,68375007000.0,69177205000.0,61298627000.0
2056.0,67833010000.0,68278624000.0,60548430000.0
2057.0,67449600000.0,67645190000.0,59858833000.0
2058.0,66919006000.0,67017826000.0,59039584000.0
2059.0,66346852000.0,66496774000.0,58316268000.0
2060.0,65620670000.0,65831735000.0,57646330000.0
2061.0,65124217000.0,64945213000.0,56933814000.0
2062.0,64376263000.0,64272724000.0,55965135000.0
2063.0,63808266000.0,63719567000.0,54893527000.0
2064.0,63091397000.0,63128138000.0,53833093000.0
2065.0,62997270000.0,62306312000.0,52859142000.0
2066.0,62066807000.0,61708670000.0,52000834000.0
2067.0,61226693000.0,60808900000.0,51440750000.0
2068.0,60471976000.0,60044243000.0,50626703000.0
2069.0,59623813000.0,59362652000.0,50022120000.0
2070.0,58764337000.0,58702213000.0,49382840000.0
2071.0,58087748000.0,58041467000.0,48627770000.0
2072.0,57328560000.0,57230530000.0,47797540000.0
2073.0,56792908000.0,56347124000.0,47096760000.0
2074.0,56112644000.0,55762900000.0,46416957000.0
2075.0,55547600000.0,55011398000.0,45650270000.0
2076.0,54977990000.0,54567068000.0,44899664000.0
2077.0,54024210000.0,54012563000.0,44137107000.0
2078.0,53283020000.0,53156960000.0,43359076000.0
2079.0,52267830000.0,52491526000.0,42459697000.0
2080.0,51666813000.0,51649016000.0,41668047000.0
2081.0,51185680000.0,50911175000.0,41071186000.0
2082.0,50353725000.0,50090250000.0,40428007000.0
2083.0,49845137000.0,49485713000.0,39668000000.0
2084.0,48937070000.0,48874926000.0,39002130000.0
2085.0,48050790000.0,48073700000.0,38451190000.0
2086.0,47455592000.0,47169750000.0,37647753000.0
2087.0,46830973000.0,46538416000.0,36902580000.0
2088.0,45971227000.0,45931205000.0,36012937000.0
2089.0,45056094000.0,45294907000.0,35297985000.0
2090.0,44405924000.0,44741145000.0,34260126000.0
2091.0,43720920000.0,44157854000.0,33364914000.0
2092.0,42954790000.0,43512996000.0,32745097000.0
2093.0,42312570000.0,42885860000.0,31969913000.0
2094.0,41753555000.0,42125880000.0,31432874000.0
2095.0,40885250000.0,41457025000.0,30788794000.0
2096.0,40195070000.0,40853960000.0,29753186000.0
2097.0,39535985000.0,40095730000.0,29044273000.0
2098.0,38853160000.0,39443427000.0,28393120000.0
2099.0,38083023000.0,38909060000.0,27802761000.0
2100.0,37551223000.0,38123180000.0,27228183000.0
2101.0,36836520000.0,37469630000.0,26607860000.0
2102.0,36122616000.0,36764463000.0,25841672000.0
2103.0,35325620000.0,36046238000.0,25192350000.0
2104.0,34660070000.0,35389178000.0,24485222000.0
2105.0,34056436000.0,34586976000.0,23787547000.0
2106.0,33412878000.0,33890120000.0,23271293000.0
2107.0,32540010000.0,32965780000.0,22648263000.0
2108.0,31944389000.0,32003944000.0,22159325000.0
2109.0,31507302000.0,31183366000.0,21561582000.0
2110.0,30943865000.0,30205680000.0,21087128000.0
2111.0,30271310000.0,29424940000.0,20361005000.0
2112.0,29860640000.0,28748270000.0,19747780000.0
2113.0,29240187000.0,28045222000.0,19189246000.0
2114.0,28751730000.0,27326237000.0,18795872000.0
2115.0,28406649000.0,26488885000.0,18272694000.0
2116.0,27937278000.0,25658240000.0,17721055000.0
2117.0,27595130000.0,24669878000.0,17202862000.0
2118.0,27153623000.0,24140420000.0,16739547000.0
2119.0,26716662000.0,23413920000.0,16383090000.0
2120.0,26178090000.0,22774231000.0,15899246000.0
