time,MRI-ESM2-0,IPSL-CM6A-LR
2000.0,49990950000.0,49990950000.0
2001.0,49940525000.0,49940525000.0
2002.0,49712198000.0,49712198000.0
2003.0,49917313000.0,49917313000.0
2004.0,50970206000.0,50970206000.0
2005.0,50624913000.0,50624913000.0
2006.0,50596426000.0,50596426000.0
2007.0,49998020000.0,49998020000.0
2008.0,49719054000.0,49719054000.0
2009.0,49656672000.0,49656672000.0
2010.0,49692795000.0,49692795000.0
2011.0,50927860000.0,50927860000.0
2012.0,49707140000.0,49707140000.0
2013.0,49405780000.0,49405780000.0
2014.0,49360364000.0,49360364000.0
2015.0,49305432000.0,49305432000.0
2016.0,49249296000.0,49249296000.0
2017.0,49184297000.0,49184297000.0
2018.0,49240580000.0,49240580000.0
2019.0,49375457000.0,49375457000.0
2020.0,49128990000.0,49128990000.0
2021.0,48693940000.0,48688160000.0
2022.0,48481133000.0,48329175000.0
2023.0,48208634000.0,48084490000.0
2024.0,47910105000.0,47781884000.0
2025.0,47654070000.0,47738720000.0
2026.0,47475483000.0,47754330000.0
2027.0,47166190000.0,47130400000.0
2028.0,46910018000.0,46789845000.0
2029.0,46734066000.0,46487835000.0
2030.0,46348354000.0,46115082000.0
2031.0,46015140000.0,45819210000.0
2032.0,45599010000.0,45324960000.0
2033.0,45304700000.0,44837605000.0
2034.0,44925520000.0,44373960000.0
2035.0,44636750000.0,43810402000.0
2036.0,44213970000.0,43313816000.0
2037.0,43659250000.0,42725237000.0
2038.0,43203690000.0,42362614000.0
2039.0,42646550000.0,41703313000.0
2040.0,42508046000.0,40933020000.0
2041.0,41769110000.0,40339510000.0
2042.0,41347320000.0,39769416000.0
2043.0,40843477000.0,39660663000.0
2044.0,40297054000.0,38773150000.0
2045.0,39766983000.0,38080176000.0
2046.0,39206480000.0,37378070000.0
2047.0,38634635000.0,36820640000.0
2048.0,38054703000.0,36138480000.0
2049.0,37321850000.0,35500057000.0
2050.0,36651545000.0,35037975000.0
2051.0,36100006000.0,34328610000.0
2052.0,35448140000.0,33630580000.0
2053.0,34836947000.0,32826016000.0
2054.0,34231708000.0,32224717000.0
2055.0,33596248000.0,31475173000.0
2056.0,32844476000.0,30907566000.0
2057.0,32649583000.0,30271140000.0
2058.0,31851936000.0,29628619000.0
2059.0,31244665000.0,29030031000.0
2060.0,30625407000.0,28480340000.0
2061.0,29906969000.0,27978316000.0
2062.0,29352233000.0,27289094000.0
2063.0,28842478000.0,26706287000.0
2064.0,28409868000.0,26093638000.0
2065.0,27784219000.0,25495867000.0
2066.0,27519599000.0,24854868000.0
2067.0,26984108000.0,24257204000.0
2068.0,26578043000.0,23722842000.0
2069.0,26121798000.0,23116993000.0
2070.0,25783407000.0,22511825000.0
2071.0,25277610000.0,21946420000.0
2072.0,24912415000.0,21563380000.0
2073.0,24359227000.0,20989750000.0
2074.0,23848730000.0,20591483000.0
2075.0,23415706000.0,20142905000.0
2076.0,23075183000.0,19664280000.0
2077.0,22682214000.0,19220951000.0
2078.0,22411393000.0,18763580000.0
2079.0,21904703000.0,18245320000.0
2080.0,21477170000.0,17794687000.0
2081.0,21245860000.0,17371600000.0
2082.0,21112089000.0,16947476000.0
2083.0,20637182000.0,16460650000.0
2084.0,20201193000.0,16122924000.0
2085.0,19896060000.0,15800662000.0
2086.0,19496591000.0,15337705000.0
2087.0,19195951000.0,15014266000.0
2088.0,18930377000.0,14557145000.0
2089.0,18680254000.0,14192664000.0
2090.0,18358010000.0,13789237000.0
2091.0,18134753000.0,13522102000.0
2092.0,17803110000.0,13219634000.0
2093.0,17805312000.0,12896633000.0
2094.0,17300886000.0,12632728000.0
2095.0,17046606000.0,12322703000.0
2096.0,17009697000.0,12024115000.0
2097.0,16575192000.0,11700097000.0
2098.0,16301297000.0,11444061000.0
2099.0,16072599000.0,11172758000.0
2100.0,15782390000.0,10981639000.0
