time,CANESM5,MRI-ESM2-0,CNRM-ESM2-1,IPSL-CM6A-LR,UKESM1-0-LL
2000.0,49990950000.0,49990950000.0,49990950000.0,49990950000.0,49990950000.0
2001.0,49940525000.0,49940525000.0,49940525000.0,49940525000.0,49940525000.0
2002.0,49712198000.0,49712198000.0,49712198000.0,49712198000.0,49712198000.0
2003.0,49917313000.0,49917313000.0,49917313000.0,49917313000.0,49917313000.0
2004.0,50970206000.0,50970206000.0,50970206000.0,50970206000.0,50970206000.0
2005.0,50624913000.0,50624913000.0,50624913000.0,50624913000.0,50624913000.0
2006.0,50596426000.0,50596426000.0,50596426000.0,50596426000.0,50596426000.0
2007.0,49998020000.0,49998020000.0,49998020000.0,49998020000.0,49998020000.0
2008.0,49719054000.0,49719054000.0,49719054000.0,49719054000.0,49719054000.0
2009.0,49656672000.0,49656672000.0,49656672000.0,49656672000.0,49656672000.0
2010.0,49692795000.0,49692795000.0,49692795000.0,49692795000.0,49692795000.0
2011.0,50927860000.0,50927860000.0,50927860000.0,50927860000.0,50927860000.0
2012.0,49707140000.0,49707140000.0,49707140000.0,49707140000.0,49707140000.0
2013.0,49405780000.0,49405780000.0,49405780000.0,49405780000.0,49405780000.0
2014.0,49360364000.0,49360364000.0,49360364000.0,49360364000.0,49360364000.0
2015.0,49305432000.0,49305432000.0,49305432000.0,49305432000.0,49305432000.0
2016.0,49249296000.0,49249296000.0,49249296000.0,49249296000.0,49249296000.0
2017.0,49184297000.0,49184297000.0,49184297000.0,49184297000.0,49184297000.0
2018.0,49240580000.0,49240580000.0,49240580000.0,49240580000.0,49240580000.0
2019.0,49375457000.0,49375457000.0,49375457000.0,49375457000.0,49375457000.0
2020.0,49128990000.0,49128990000.0,49128990000.0,49128990000.0,49128990000.0
2021.0,48435700000.0,48652497000.0,48614113000.0,48977310000.0,48578556000.0
2022.0,47887350000.0,48563982000.0,48408520000.0,48681726000.0,48246088000.0
2023.0,47249160000.0,47987060000.0,48127128000.0,48930230000.0,48053846000.0
2024.0,46507470000.0,47685590000.0,47900385000.0,48149852000.0,47696806000.0
2025.0,45662663000.0,47381004000.0,47611050000.0,47952970000.0,47359427000.0
2026.0,44610572000.0,47148646000.0,47492256000.0,47710413000.0,46939877000.0
2027.0,43724890000.0,46685573000.0,47167476000.0,47366025000.0,46598820000.0
2028.0,42724000000.0,46301143000.0,46816920000.0,47224990000.0,46164025000.0
2029.0,41598837000.0,45829640000.0,46501753000.0,46836634000.0,45754155000.0
2030.0,40367430000.0,45455840000.0,46368874000.0,46551044000.0,45181293000.0
2031.0,39105530000.0,45158076000.0,45836890000.0,46453953000.0,44640657000.0
2032.0,37957865000.0,44626035000.0,45331845000.0,46018163000.0,44000547000.0
2033.0,36758307000.0,44126704000.0,44959973000.0,45580653000.0,43332890000.0
2034.0,35617313000.0,43523390000.0,44451020000.0,45105324000.0,42512343000.0
2035.0,34284526000.0,42930016000.0,43854630000.0,44697260000.0,41740890000.0
2036.0,33385742000.0,42301030000.0,43649160000.0,44323560000.0,40966226000.0
2037.0,32062902000.0,41697520000.0,42777584000.0,43917206000.0,40086008000.0
2038.0,30850836000.0,41046610000.0,43332874000.0,43599350000.0,39275830000.0
2039.0,29484320000.0,40101507000.0,42482336000.0,42938642000.0,38276710000.0
2040.0,28669045000.0,39506022000.0,41805260000.0,42339045000.0,37401720000.0
2041.0,27428950000.0,38700827000.0,41823690000.0,41632380000.0,36531806000.0
2042.0,26350572000.0,38002130000.0,40965857000.0,41053180000.0,35537410000.0
2043.0,24926839000.0,37050286000.0,40436388000.0,40385774000.0,34508014000.0
2044.0,23774138000.0,36090930000.0,39655535000.0,39728140000.0,33585324000.0
2045.0,22727055000.0,35372896000.0,39157334000.0,38967000000.0,32781408000.0
2046.0,21723440000.0,34505050000.0,38446700000.0,38019770000.0,31665650000.0
2047.0,20765516000.0,33823566000.0,38000670000.0,37212926000.0,30540417000.0
2048.0,19824462000.0,32917760000.0,37364060000.0,36443590000.0,29534790000.0
2049.0,18848344000.0,32160400000.0,36595380000.0,35707290000.0,28597158000.0
2050.0,17897669000.0,31303188000.0,36100776000.0,34905272000.0,27256058000.0
2051.0,17265551000.0,30628411000.0,35317785000.0,34000296000.0,26367797000.0
2052.0,16515273000.0,29844363000.0,34632550000.0,33441014000.0,25433506000.0
2053.0,15817245000.0,29105707000.0,33877414000.0,32504777000.0,24486627000.0
2054.0,15063640000.0,28469895000.0,33409751000.0,31731937000.0,23731546000.0
2055.0,14419004000.0,27801928000.0,32726104000.0,30942140000.0,22962463000.0
2056.0,13671568000.0,27175483000.0,32073540000.0,30293576000.0,22064898000.0
2057.0,13042889000.0,26605930000.0,31547187000.0,29487778000.0,21293056000.0
2058.0,12530183000.0,26046468000.0,30880582000.0,28927064000.0,20639600000.0
2059.0,11953493000.0,25495560000.0,30455306000.0,28193636000.0,19966396000.0
2060.0,11495687000.0,24942926000.0,29716603000.0,27331035000.0,19322601000.0
2061.0,11188022000.0,24392050000.0,29080418000.0,26746330000.0,18726214000.0
2062.0,10826259000.0,23904618000.0,28443093000.0,25971770000.0,18152186000.0
2063.0,10405118000.0,23843832000.0,28069947000.0,25407900000.0,17603838000.0
2064.0,10057701000.0,23230403000.0,27424115000.0,25013533000.0,17009666000.0
2065.0,9756345000.0,22791387000.0,26822638000.0,24324583000.0,16666411000.0
2066.0,9476054000.0,22489410000.0,26343227000.0,23737223000.0,16031110000.0
2067.0,9155439000.0,22495922000.0,25974161000.0,23194218000.0,15581863000.0
2068.0,8862568000.0,21939028000.0,25838225000.0,22780652000.0,15283085000.0
2069.0,8557693000.0,21511375000.0,25133430000.0,22314582000.0,14809278000.0
2070.0,8322891300.0,21531093000.0,24751491000.0,22072830000.0,14336944000.0
2071.0,8805929000.0,20973200000.0,24466995000.0,21364062000.0,13918484000.0
2072.0,8057688000.0,20764709000.0,23922135000.0,20942041000.0,13542586000.0
2073.0,7847202300.0,20388970000.0,23671900000.0,20557423000.0,13632061000.0
2074.0,7662812700.0,20254515000.0,23289166000.0,20263860000.0,13190111000.0
