time,IITM-ESM,CESM2-WACCM,TAIESM1,IPSL-CM6A-LR,MRI-ESM2-0,GFDL-ESM4,UKESM1-0-LL,KACE-1-0-G,MPI-ESM1-2-HR
2000.0,49990950000.0,49990950000.0,49990950000.0,49990950000.0,49990950000.0,49990950000.0,49990950000.0,49990950000.0,49990950000.0
2001.0,49940525000.0,49940525000.0,49940525000.0,49940525000.0,49940525000.0,49940525000.0,49940525000.0,49940525000.0,49940525000.0
2002.0,49712198000.0,49712198000.0,49712198000.0,49712198000.0,49712198000.0,49712198000.0,49712198000.0,49712198000.0,49712198000.0
2003.0,49917313000.0,49917313000.0,49917313000.0,49917313000.0,49917313000.0,49917313000.0,49917313000.0,49917313000.0,49917313000.0
2004.0,50970206000.0,50970206000.0,50970206000.0,50970206000.0,50970206000.0,50970206000.0,50970206000.0,50970206000.0,50970206000.0
2005.0,50624913000.0,50624913000.0,50624913000.0,50624913000.0,50624913000.0,50624913000.0,50624913000.0,50624913000.0,50624913000.0
2006.0,50596426000.0,50596426000.0,50596426000.0,50596426000.0,50596426000.0,50596426000.0,50596426000.0,50596426000.0,50596426000.0
2007.0,49998020000.0,49998020000.0,49998020000.0,49998020000.0,49998020000.0,49998020000.0,49998020000.0,49998020000.0,49998020000.0
2008.0,49719054000.0,49719054000.0,49719054000.0,49719054000.0,49719054000.0,49719054000.0,49719054000.0,49719054000.0,49719054000.0
2009.0,49656672000.0,49656672000.0,49656672000.0,49656672000.0,49656672000.0,49656672000.0,49656672000.0,49656672000.0,49656672000.0
2010.0,49692795000.0,49692795000.0,49692795000.0,49692795000.0,49692795000.0,49692795000.0,49692795000.0,49692795000.0,49692795000.0
2011.0,50927860000.0,50927860000.0,50927860000.0,50927860000.0,50927860000.0,50927860000.0,50927860000.0,50927860000.0,50927860000.0
2012.0,49707140000.0,49707140000.0,49707140000.0,49707140000.0,49707140000.0,49707140000.0,49707140000.0,49707140000.0,49707140000.0
2013.0,49405780000.0,49405780000.0,49405780000.0,49405780000.0,49405780000.0,49405780000.0,49405780000.0,49405780000.0,49405780000.0
2014.0,49360364000.0,49360364000.0,49360364000.0,49360364000.0,49360364000.0,49360364000.0,49360364000.0,49360364000.0,49360364000.0
2015.0,49305432000.0,49305432000.0,49305432000.0,49305432000.0,49305432000.0,49305432000.0,49305432000.0,49305432000.0,49305432000.0
2016.0,49249296000.0,49249296000.0,49249296000.0,49249296000.0,49249296000.0,49249296000.0,49249296000.0,49249296000.0,49249296000.0
2017.0,49184297000.0,49184297000.0,49184297000.0,49184297000.0,49184297000.0,49184297000.0,49184297000.0,49184297000.0,49184297000.0
2018.0,49240580000.0,49240580000.0,49240580000.0,49240580000.0,49240580000.0,49240580000.0,49240580000.0,49240580000.0,49240580000.0
2019.0,49375457000.0,49375457000.0,49375457000.0,49375457000.0,49375457000.0,49375457000.0,49375457000.0,49375457000.0,49375457000.0
2020.0,49128990000.0,49128990000.0,49128990000.0,49128990000.0,49128990000.0,49128990000.0,49128990000.0,49128990000.0,49128990000.0
2021.0,48691720000.0,48847260000.0,48492958000.0,49208906000.0,48583110000.0,48444674000.0,48469758000.0,48610160000.0,49137824000.0
2022.0,49053446000.0,48828030000.0,48593646000.0,48768274000.0,48270918000.0,48247284000.0,48147722000.0,48256280000.0,49245446000.0
2023.0,48737178000.0,48319492000.0,47955970000.0,48250995000.0,48108740000.0,48024175000.0,48150413000.0,48066765000.0,48560630000.0
2024.0,49378062000.0,48076890000.0,48578200000.0,48145097000.0,47858590000.0,47885570000.0,47569035000.0,47596016000.0,48216420000.0
2025.0,49185770000.0,48148156000.0,47697998000.0,47816544000.0,47491510000.0,47702884000.0,47074880000.0,47473906000.0,48126484000.0
2026.0,48517240000.0,47804252000.0,47286948000.0,47641090000.0,47276016000.0,47348080000.0,46544355000.0,46963420000.0,47941400000.0
2027.0,48166480000.0,47480530000.0,47012536000.0,47443972000.0,47315567000.0,47115380000.0,46021410000.0,46354256000.0,47632270000.0
2028.0,48197100000.0,47192764000.0,46684316000.0,47262024000.0,46689993000.0,47169364000.0,45630190000.0,45883570000.0,47252304000.0
2029.0,47980356000.0,48039210000.0,46253613000.0,46931608000.0,46369178000.0,46791758000.0,45175443000.0,45531746000.0,47316406000.0
2030.0,47864746000.0,47181193000.0,46103940000.0,46600460000.0,46375244000.0,46586626000.0,44871766000.0,44985770000.0,47428160000.0
2031.0,47535673000.0,46530050000.0,46750966000.0,46134050000.0,45702726000.0,46989455000.0,44404850000.0,44469350000.0,46832955000.0
2032.0,47399703000.0,46130397000.0,45326115000.0,45724234000.0,45331546000.0,46175224000.0,44210750000.0,43946130000.0,46532630000.0
2033.0,47858870000.0,45814800000.0,44866253000.0,45381554000.0,44921676000.0,45830760000.0,43641690000.0,43372335000.0,46428940000.0
2034.0,47652140000.0,45341737000.0,44443906000.0,44965925000.0,44411027000.0,45461045000.0,42796990000.0,42623988000.0,46075646000.0
2035.0,47282704000.0,45331210000.0,43917420000.0,44314810000.0,44274610000.0,45347830000.0,42019130000.0,41940440000.0,46832670000.0
2036.0,47072387000.0,44758495000.0,43363566000.0,43864875000.0,43484987000.0,44885828000.0,41254880000.0,41286242000.0,45727035000.0
2037.0,46910500000.0,44316754000.0,42719760000.0,43284380000.0,42765160000.0,44435186000.0,40737430000.0,40759837000.0,45065105000.0
2038.0,46796010000.0,44298433000.0,42329117000.0,42654910000.0,42333155000.0,44093366000.0,39859892000.0,39880167000.0,44664422000.0
2039.0,46664155000.0,44042584000.0,41737105000.0,42046850000.0,41792160000.0,43553284000.0,38912942000.0,39166930000.0,44275440000.0
2040.0,46335033000.0,43316007000.0,41227370000.0,41388392000.0,41303675000.0,43553910000.0,38274700000.0,38241130000.0,43951174000.0
2041.0,46608204000.0,42889597000.0,40669442000.0,40715043000.0,40650285000.0,42957087000.0,37392690000.0,37277930000.0,43596784000.0
2042.0,45952193000.0,42369080000.0,40545920000.0,40010900000.0,40034010000.0,42484417000.0,36433494000.0,36871250000.0,43287355000.0
2043.0,45950890000.0,41975095000.0,40269558000.0,39373373000.0,39582097000.0,42665190000.0,35449045000.0,36041798000.0,42894983000.0
2044.0,45893353000.0,41537750000.0,39171270000.0,38775472000.0,39122940000.0,43120030000.0,34496170000.0,35480904000.0,42377196000.0
2045.0,45532350000.0,41076260000.0,38493370000.0,38049460000.0,38509502000.0,42076017000.0,33799414000.0,34768208000.0,41708093000.0
2046.0,45313524000.0,40846316000.0,37915603000.0,37476667000.0,37861340000.0,41299562000.0,32947507000.0,33656300000.0,41323926000.0
2047.0,45197767000.0,40223113000.0,37385490000.0,36822990000.0,37377114000.0,40759673000.0,32006089000.0,33110075000.0,41352598000.0
2048.0,45434860000.0,39817916000.0,36796970000.0,35970605000.0,36759860000.0,40425610000.0,31096228000.0,32239466000.0,41198543000.0
2049.0,45816283000.0,39234417000.0,36159554000.0,35363496000.0,36243714000.0,40377156000.0,30367506000.0,31562586000.0,40266314000.0
2050.0,45125083000.0,38655844000.0,35537437000.0,34755130000.0,35567020000.0,39754100000.0,29419700000.0,30826885000.0,39718232000.0
2051.0,44804334000.0,38195210000.0,34781147000.0,34019723000.0,34802130000.0,39170100000.0,28603742000.0,30050183000.0,39191347000.0
2052.0,44594393000.0,37666935000.0,34142054000.0,33293318000.0,34156345000.0,38722940000.0,27771603000.0,29242708000.0,39016423000.0
2053.0,44428590000.0,37115113000.0,33638630000.0,32610404000.0,33646244000.0,38292746000.0,27200510000.0,28419260000.0,38391374000.0
2054.0,44123920000.0,36552760000.0,33108867000.0,31964594000.0,32830510000.0,38111480000.0,26386864000.0,27771204000.0,37932024000.0
2055.0,43781394000.0,36034646000.0,32462910000.0,31603694000.0,32300837000.0,37485363000.0,25726112000.0,26961648000.0,37375120000.0
