time,IITM-ESM,CESM2-WACCM,TAIESM1,IPSL-CM6A-LR,MRI-ESM2-0,GFDL-ESM4,UKESM1-0-LL,KACE-1-0-G,MPI-ESM1-2-HR
2056.0,43558126000.0,35764830000.0,31924132000.0,30802166000.0,31910965000.0,37408625000.0,25118255000.0,26293092000.0,36892766000.0
2057.0,43348402000.0,35526177000.0,31110398000.0,30211109000.0,31316244000.0,37186840000.0,24479994000.0,25769060000.0,36371526000.0
2058.0,43776102000.0,34723877000.0,30468622000.0,29723486000.0,30765079000.0,36337566000.0,23866010000.0,25467664000.0,36215935000.0
2059.0,43432830000.0,34158236000.0,29908896000.0,28963742000.0,30200020000.0,36049380000.0,23141224000.0,24677290000.0,35641364000.0
2060.0,42739550000.0,33646402000.0,29632428000.0,28399626000.0,29649715000.0,35382866000.0,22565994000.0,24047161000.0,35486100000.0
2061.0,42513252000.0,33345227000.0,29310237000.0,27836641000.0,29019010000.0,34859620000.0,22023790000.0,23537598000.0,34599960000.0
2062.0,42613000000.0,32893487000.0,28463587000.0,27381574000.0,28469914000.0,34268938000.0,21527750000.0,22969047000.0,34024315000.0
2063.0,42238430000.0,32373790000.0,27653468000.0,26845889000.0,27961893000.0,33817629000.0,20899662000.0,23171420000.0,33420886000.0
2064.0,41910660000.0,31883317000.0,27357905000.0,26471064000.0,27336704000.0,33280106000.0,20209138000.0,22083977000.0,33146180000.0
2065.0,41612890000.0,31413168000.0,26974183000.0,25807090000.0,26858078000.0,32916503000.0,19738170000.0,21600266000.0,32575150000.0
2066.0,41454490000.0,30899325000.0,26379639000.0,25453750000.0,26457911000.0,32528308000.0,19213707000.0,21431106000.0,32326552000.0
2067.0,41545960000.0,30322272000.0,25900947000.0,24919540000.0,26048141000.0,32597221000.0,18829914000.0,20843358000.0,31753677000.0
2068.0,41179760000.0,29983599000.0,25389947000.0,24369433000.0,25502919000.0,31625249000.0,18400535000.0,20494168000.0,31686746000.0
2069.0,41248616000.0,29572140000.0,25057282000.0,23759106000.0,25105620000.0,31352830000.0,17948336000.0,20131019000.0,30934850000.0
2070.0,40626310000.0,29112230000.0,24585576000.0,23233729000.0,24688835000.0,30848113000.0,17663386000.0,20197286000.0,30415483000.0
2071.0,40657550000.0,28698354000.0,24099440000.0,22728735000.0,24162093000.0,30492805000.0,17691927000.0,19377478000.0,29912859000.0
2072.0,40206033000.0,28946823000.0,23743540000.0,22262485000.0,23870065000.0,30001959000.0,16924432000.0,19063235000.0,30193590000.0
2073.0,39953097000.0,27810976000.0,23338066000.0,21844795000.0,23523222000.0,29701690000.0,16419968000.0,18692932000.0,29371650000.0
2074.0,40237003000.0,27375092000.0,22876620000.0,21434409000.0,23240210000.0,29155502000.0,16051909000.0,18453600000.0,29122533000.0
2075.0,39613837000.0,26982298000.0,22567369000.0,21016142000.0,22835976000.0,28756589000.0,15734754000.0,18028036000.0,28586684000.0
2076.0,39467123000.0,26621338000.0,22687855000.0,20573270000.0,23390353000.0,28280465000.0,15290740000.0,17716200000.0,28076515000.0
2077.0,39306314000.0,26312198000.0,21727683000.0,20200077000.0,22432842000.0,27907052000.0,15093024000.0,17397289000.0,27491938000.0
2078.0,38877704000.0,25897345000.0,21272594000.0,19793443000.0,21791179000.0,27546825000.0,14758134000.0,17268660000.0,26839600000.0
2079.0,39762645000.0,25513763000.0,20895451000.0,19379150000.0,21420288000.0,27183921000.0,14389358000.0,16878870000.0,26253100000.0
2080.0,38639505000.0,25185925000.0,20446763000.0,19046586000.0,21374058000.0,28304562000.0,13971419000.0,16714232000.0,25866830000.0
2081.0,38538596000.0,24806797000.0,20395432000.0,18664063000.0,20948025000.0,26796665000.0,13705023000.0,16407899000.0,25418975000.0
2082.0,38306152000.0,25566214000.0,19678149000.0,18296852000.0,20795640000.0,26489065000.0,13438979000.0,16003086000.0,25153516000.0
2083.0,38015980000.0,24746838000.0,19257344000.0,17982690000.0,20627767000.0,26048467000.0,13140371000.0,16281567000.0,24712626000.0
2084.0,37788107000.0,24850487000.0,18905040000.0,17594288000.0,20246570000.0,25784267000.0,12793113000.0,15561678000.0,24225782000.0
2085.0,37479480000.0,23808313000.0,18568462000.0,17279904000.0,20115880000.0,25678895000.0,12537602000.0,15338193000.0,23917971000.0
2086.0,37325025000.0,23402640000.0,18218359000.0,16962135000.0,19821472000.0,25210425000.0,12305338000.0,15090446000.0,23549321000.0
2087.0,37053650000.0,23155186000.0,17868194000.0,16633711000.0,19491017000.0,24806042000.0,12032218000.0,15011611000.0,23165938000.0
2088.0,37393375000.0,23091260000.0,17569548000.0,16291065000.0,19235520000.0,24572508000.0,11785484000.0,14684955000.0,22961383000.0
2089.0,37040330000.0,22601216000.0,17192278000.0,16040849000.0,18957033000.0,24361755000.0,11519973000.0,14656361000.0,22519876000.0
2090.0,36557156000.0,22293869000.0,16922170000.0,15888772000.0,18737666000.0,23923388000.0,11197819000.0,14281753000.0,22320781000.0
2091.0,37018632000.0,21982058000.0,16657434000.0,15484341000.0,18470900000.0,23755315000.0,11006077000.0,14160347000.0,22109944000.0
2092.0,36439073000.0,21670790000.0,16263544000.0,15213724000.0,18214822000.0,23464442000.0,10779961000.0,14046089000.0,21774529000.0
2093.0,36071563000.0,21291540000.0,15985476000.0,14993340000.0,17970006000.0,23172436000.0,10591364000.0,13816493000.0,21376020000.0
2094.0,35857297000.0,21277016000.0,15701753000.0,14739651000.0,18884538000.0,22821253000.0,10397053000.0,13656506000.0,21062986000.0
2095.0,35613670000.0,20801245000.0,15388990000.0,14442994000.0,17688630000.0,22522620000.0,10169304000.0,13484830000.0,21013910000.0
2096.0,35450855000.0,21200386000.0,15057713000.0,14223022000.0,17385095000.0,22376000000.0,9928596000.0,13346961000.0,20467070000.0
2097.0,35272053000.0,20328188000.0,14694566000.0,13971036000.0,17546852000.0,22057853000.0,9794443000.0,13165369000.0,20176390000.0
2098.0,34836484000.0,20102992000.0,14430864000.0,13752744000.0,17135959000.0,21959703000.0,9593874000.0,13005018000.0,20438243000.0
2099.0,34610910000.0,20161942000.0,14156879000.0,13518734000.0,17076407000.0,21510253000.0,9365377000.0,12899875000.0,19855610000.0
2100.0,34641383000.0,20489845000.0,14017868000.0,13275232000.0,17014140000.0,21494151000.0,9105947000.0,12843975000.0,19402887000.0
