time,TAIESM1,CESM2-WACCM,NORESM2-MM,ACCESS-ESM1-5,ACCESS-CM2,IPSL-CM6A-LR,EC-EARTH3,CESM2,CMCC-CM2-SR5,INM-CM4-8,EC-EARTH3-VEG,BCC-CSM2-MR,INM-CM5-0,CANESM5,CAMS-CSM1-0,MRI-ESM2-0,GFDL-ESM4,FGOALS-F3-L,MPI-ESM1-2-HR
2018.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0
2019.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0
2020.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0
2021.0,135090890000.0,134471860000.0,135083340000.0,135027080000.0,134589686000.0,134528520000.0,136093510000.0,134346540000.0,134472835000.0,134738756000.0,134535020000.0,134698074000.0,134613980000.0,134498170000.0,135019184000.0,134406890000.0,134640960000.0,134880805000.0,134530230000.0
2022.0,134327440000.0,134323580000.0,135344650000.0,134328640000.0,134274690000.0,134795940000.0,134828020000.0,134246490000.0,134219210000.0,134772940000.0,134591790000.0,134401770000.0,134338675000.0,134260860000.0,135218660000.0,134916690000.0,136088400000.0,134499540000.0,134387360000.0
2023.0,134158885000.0,134259710000.0,134854300000.0,134155444000.0,134331654000.0,134463180000.0,134567174000.0,134150275000.0,134852560000.0,134626460000.0,134343010000.0,134259440000.0,134290530000.0,134261430000.0,135447360000.0,134482550000.0,134709354000.0,134242990000.0,134737830000.0
2024.0,134164580000.0,133963645000.0,134354070000.0,134412130000.0,134136000000.0,134547910000.0,134360830000.0,134188605000.0,134857010000.0,134403645000.0,134216880000.0,133955650000.0,134202060000.0,134402120000.0,134885400000.0,134392365000.0,134954280000.0,133994450000.0,134336830000.0
2025.0,133758010000.0,133920510000.0,134605910000.0,134048150000.0,133924410000.0,134122860000.0,134722750000.0,134309730000.0,134348740000.0,134272210000.0,133884854000.0,134260430000.0,134175570000.0,133869270000.0,134191140000.0,134055110000.0,134077686000.0,133863270000.0,134450740000.0
2026.0,133668150000.0,133757560000.0,134162020000.0,134019020000.0,134341720000.0,133809684000.0,134336610000.0,133882120000.0,135760495000.0,134233596000.0,133882225000.0,133689000000.0,134087210000.0,134633440000.0,133980340000.0,134034014000.0,133848650000.0,134212624000.0,133961654000.0
2027.0,133377990000.0,133645190000.0,134068360000.0,133980370000.0,133870400000.0,134005250000.0,133963980000.0,133796640000.0,134331270000.0,133900810000.0,133883500000.0,133473610000.0,134027120000.0,134017030000.0,134158110000.0,133827140000.0,134496500000.0,133724340000.0,134477300000.0
2028.0,133300900000.0,133334840000.0,134102204000.0,133714895000.0,133619710000.0,133916940000.0,134046220000.0,133724040000.0,133759070000.0,133678590000.0,133716080000.0,133337760000.0,134089040000.0,133807730000.0,133856780000.0,133567410000.0,134081810000.0,133356265000.0,133867850000.0
2029.0,133172750000.0,133546190000.0,133773820000.0,133749514000.0,133384630000.0,134213485000.0,133911945000.0,134404550000.0,133728590000.0,133888130000.0,133652330000.0,133176660000.0,133934960000.0,133639340000.0,133586310000.0,133978150000.0,133546435000.0,133136900000.0,134276420000.0
2030.0,132807360000.0,134208600000.0,133625810000.0,134275530000.0,133560900000.0,134025690000.0,133941900000.0,133610690000.0,133932340000.0,133683240000.0,133471180000.0,133287620000.0,134367300000.0,134359070000.0,133834790000.0,133710170000.0,133451880000.0,132956700000.0,133832820000.0
2031.0,132680860000.0,133227420000.0,133665560000.0,133363340000.0,133117430000.0,133232250000.0,133869404000.0,133842985000.0,134122890000.0,133499480000.0,133465930000.0,132996500000.0,133869430000.0,133433410000.0,133746520000.0,133416485000.0,133498080000.0,133504900000.0,133880420000.0
2032.0,132733400000.0,132927210000.0,133897994000.0,133318150000.0,132887220000.0,133228480000.0,133449286000.0,133603110000.0,133588440000.0,133495595000.0,133296100000.0,132812810000.0,133995320000.0,133695370000.0,133879235000.0,133147840000.0,133177700000.0,132991255000.0,133639700000.0
2033.0,132603650000.0,132879230000.0,134264020000.0,133734540000.0,132779220000.0,133128590000.0,133416290000.0,133327310000.0,133067730000.0,133351890000.0,133241790000.0,132718090000.0,135256040000.0,133068410000.0,133780220000.0,133034440000.0,133289075000.0,132624430000.0,133264065000.0
2034.0,132352800000.0,132807840000.0,133470730000.0,133581180000.0,132705510000.0,133596340000.0,133112430000.0,132980180000.0,133362990000.0,133306490000.0,132996430000.0,132477950000.0,134410306000.0,132930110000.0,133865830000.0,133075470000.0,132819520000.0,132479795000.0,133122860000.0
2035.0,132003020000.0,132683145000.0,133198365000.0,133973115000.0,132866560000.0,133312970000.0,133033190000.0,132922800000.0,133165490000.0,133460020000.0,132883290000.0,132348090000.0,134168390000.0,132847420000.0,133972296000.0,133312230000.0,133292925000.0,132517880000.0,133136260000.0
2036.0,131812630000.0,132541040000.0,133401780000.0,133324470000.0,132692990000.0,132919480000.0,132830050000.0,132880790000.0,133017090000.0,133175770000.0,132812880000.0,132190650000.0,133619420000.0,132675576000.0,134026380000.0,132673640000.0,132637110000.0,132805580000.0,133171940000.0
2037.0,131467240000.0,132317520000.0,133634580000.0,133771256000.0,132534940000.0,132688175000.0,132878970000.0,132728380000.0,133784720000.0,132753600000.0,133290205000.0,131977355000.0,134269846000.0,133224250000.0,133362830000.0,132536380000.0,132518670000.0,132182400000.0,133159354000.0
2038.0,131282520000.0,132003135000.0,133007290000.0,132942610000.0,132081860000.0,132582140000.0,132737690000.0,132885300000.0,132744130000.0,132653330000.0,132948470000.0,131751650000.0,133624450000.0,132532580000.0,133330805000.0,132560380000.0,132494344000.0,131743470000.0,132974280000.0
2039.0,130964000000.0,131804750000.0,133311540000.0,133104706000.0,131861670000.0,132218630000.0,132490740000.0,132911490000.0,132492100000.0,132590944000.0,132406210000.0,131455566000.0,133241995000.0,132532310000.0,133061640000.0,132458230000.0,132735110000.0,131440310000.0,132843310000.0
2040.0,130560836000.0,131657760000.0,133097220000.0,132646860000.0,131692405000.0,132118180000.0,132379520000.0,132394180000.0,132398146000.0,132416520000.0,132136580000.0,131259030000.0,133349080000.0,132630310000.0,132929020000.0,132270465000.0,132048380000.0,131438240000.0,133044250000.0
2041.0,130032500000.0,131700380000.0,132828670000.0,132420360000.0,131624440000.0,131968700000.0,132283820000.0,132106576000.0,132231750000.0,132383660000.0,132336845000.0,131182320000.0,133115330000.0,132334320000.0,132840600000.0,131932900000.0,131891120000.0,131157660000.0,132683010000.0
2042.0,129739580000.0,131927800000.0,132490900000.0,132275266000.0,131584050000.0,131470156000.0,131974630000.0,132009850000.0,131878530000.0,132456650000.0,131983884000.0,130952980000.0,132976845000.0,131990960000.0,133016990000.0,131878340000.0,131814030000.0,130811680000.0,132526880000.0
2043.0,129219805000.0,131299900000.0,132890350000.0,132860400000.0,131548190000.0,131339166000.0,131879840000.0,131834630000.0,131806160000.0,131931830000.0,132036610000.0,130610280000.0,133237400000.0,131975160000.0,132539090000.0,131934090000.0,131703366000.0,130541355000.0,132400150000.0
2044.0,128794436000.0,131112790000.0,132099826000.0,132573720000.0,131010410000.0,131182756000.0,131605400000.0,131686830000.0,131872310000.0,131629800000.0,131698336000.0,130463810000.0,132925610000.0,131919030000.0,132632700000.0,131573670000.0,131738960000.0,130423610000.0,132412785000.0
2045.0,128311000000.0,130732160000.0,132003226000.0,132016970000.0,130602525000.0,130885935000.0,131467600000.0,131538305000.0,131526400000.0,131679010000.0,131555475000.0,130526994000.0,132808580000.0,131655350000.0,132312050000.0,131243470000.0,131662420000.0,129896980000.0,132158940000.0
2046.0,127990964000.0,130529400000.0,132224050000.0,131802960000.0,130450720000.0,130629220000.0,131245080000.0,131370200000.0,131456220000.0,131363750000.0,131223620000.0,130133890000.0,132816680000.0,131696060000.0,133526390000.0,131010930000.0,131414650000.0,129783366000.0,132068370000.0
2047.0,127573120000.0,130069620000.0,131830374000.0,131928770000.0,130038070000.0,130344230000.0,131098970000.0,131423370000.0,131138880000.0,131256530000.0,131046640000.0,129576140000.0,132649150000.0,131440800000.0,132860430000.0,130659525000.0,131151820000.0,129381155000.0,132080976000.0
2048.0,127130250000.0,129686454000.0,131834200000.0,131786370000.0,129775680000.0,130029320000.0,130744840000.0,130993130000.0,130934860000.0,131713340000.0,130814400000.0,129083060000.0,132594490000.0,131193500000.0,132817120000.0,130493360000.0,130938900000.0,129040820000.0,132081510000.0
2049.0,126522990000.0,129383030000.0,131846850000.0,132033610000.0,129465950000.0,129845540000.0,130262606000.0,130601910000.0,130683760000.0,131532720000.0,130368570000.0,128840880000.0,132837550000.0,130935830000.0,132296794000.0,130339000000.0,130948060000.0,128833675000.0,131764310000.0
2050.0,126025390000.0,129092000000.0,131627010000.0,131396660000.0,129149800000.0,129174350000.0,129953260000.0,130094790000.0,130264670000.0,131183550000.0,130234884000.0,128433560000.0,132221305000.0,130785075000.0,132049280000.0,129933510000.0,130636734000.0,128895500000.0,131843050000.0
2051.0,125388040000.0,128619990000.0,131523940000.0,131004600000.0,128940040000.0,128791080000.0,129727900000.0,129914630000.0,130175470000.0,131005374000.0,130090660000.0,128317240000.0,132241760000.0,130141710000.0,131975840000.0,129642410000.0,130309554000.0,128643890000.0,131465880000.0
2052.0,124585430000.0,128375050000.0,131224800000.0,131062590000.0,128758820000.0,128437740000.0,129620410000.0,129555970000.0,129577570000.0,131124760000.0,129776680000.0,127756200000.0,132943520000.0,130109620000.0,131641400000.0,129300530000.0,130045340000.0,128346110000.0,131283740000.0
2053.0,123481694000.0,127971560000.0,131106865000.0,130566910000.0,128229620000.0,128074030000.0,129162610000.0,129292980000.0,129557890000.0,130914330000.0,129507434000.0,127275850000.0,132226650000.0,129788805000.0,131753160000.0,129107160000.0,129821500000.0,127821190000.0,130875466000.0
2054.0,122720575000.0,127661170000.0,130771050000.0,130491620000.0,128148636000.0,127882350000.0,128942400000.0,128914880000.0,129423800000.0,130483910000.0,129058870000.0,126886090000.0,132162494000.0,129630320000.0,131220740000.0,128810566000.0,129645600000.0,127621276000.0,130838010000.0
2055.0,122118545000.0,127047350000.0,130510540000.0,130306240000.0,127671484000.0,127540800000.0,128608260000.0,128528180000.0,128938615000.0,130484790000.0,128797720000.0,126490870000.0,132021895000.0,129352880000.0,131504366000.0,128591930000.0,129551710000.0,127310560000.0,130693250000.0
2056.0,121233570000.0,126552424000.0,130298130000.0,130452470000.0,127125090000.0,127061630000.0,128278270000.0,128117000000.0,128580900000.0,130121250000.0,128554380000.0,125840515000.0,131931570000.0,129113880000.0,131358520000.0,128305760000.0,129220370000.0,127074090000.0,130585760000.0
2057.0,120306655000.0,126026070000.0,130229650000.0,130084160000.0,126368380000.0,126927766000.0,128168230000.0,127567100000.0,128281990000.0,129882100000.0,128175055000.0,125572960000.0,131824706000.0,129139160000.0,132160570000.0,127987840000.0,128927760000.0,126589640000.0,130425620000.0
2058.0,119472020000.0,125646580000.0,130417830000.0,130159190000.0,125944210000.0,126096570000.0,127814060000.0,127240330000.0,128012670000.0,129786990000.0,127593420000.0,125232810000.0,131745940000.0,128933130000.0,131711580000.0,127400305000.0,128786330000.0,126365000000.0,130230280000.0
2059.0,118848150000.0,124749250000.0,129816035000.0,129513520000.0,125422660000.0,125809934000.0,127144485000.0,126769590000.0,127748596000.0,129469964000.0,127338570000.0,124946000000.0,131314970000.0,128430730000.0,131352940000.0,127242310000.0,128422000000.0,125741500000.0,130039370000.0
2060.0,117250960000.0,124338060000.0,129703846000.0,129072460000.0,125232456000.0,125188680000.0,126531180000.0,126112326000.0,127068090000.0,129422205000.0,126950340000.0,124188205000.0,131204530000.0,127824585000.0,130643010000.0,126913380000.0,128187340000.0,125458190000.0,129796110000.0
2061.0,116406960000.0,123557350000.0,129457820000.0,128681150000.0,124577686000.0,124772490000.0,126094940000.0,125399900000.0,126649180000.0,129213520000.0,126488390000.0,123713050000.0,131480220000.0,127452020000.0,130945065000.0,126537810000.0,128055640000.0,124917260000.0,129606570000.0
2062.0,115513510000.0,122712700000.0,129211660000.0,128243980000.0,124042830000.0,124299210000.0,125569670000.0,124896240000.0,126265490000.0,128963240000.0,126039286000.0,123142690000.0,131079610000.0,127112100000.0,130173110000.0,125807550000.0,127761990000.0,124467770000.0,129291790000.0
2063.0,114282090000.0,121970730000.0,129020000000.0,127773620000.0,123697594000.0,124061450000.0,125052174000.0,124319000000.0,125485105000.0,128735625000.0,125627500000.0,122233450000.0,131132000000.0,126320796000.0,130275610000.0,125374054000.0,127453800000.0,124260550000.0,129230184000.0
2064.0,113445085000.0,121153220000.0,128876380000.0,127232590000.0,123091280000.0,123246360000.0,124492825000.0,123483740000.0,125114980000.0,128572480000.0,125157110000.0,121405910000.0,130793930000.0,125665050000.0,129719460000.0,124800066000.0,127192690000.0,123881600000.0,129007280000.0
2065.0,112267920000.0,120513540000.0,128695810000.0,126950270000.0,122529290000.0,122729030000.0,123738260000.0,122802580000.0,124816700000.0,128262275000.0,124649440000.0,120773160000.0,130716570000.0,125159875000.0,129786724000.0,124416280000.0,126445360000.0,123432710000.0,128919700000.0
2066.0,110807490000.0,119656900000.0,129139570000.0,126235870000.0,122133380000.0,122483150000.0,123247520000.0,122464030000.0,124742730000.0,128060650000.0,124409670000.0,120210030000.0,130478825000.0,124833866000.0,129548755000.0,123856085000.0,126022060000.0,122786950000.0,128932860000.0
2067.0,109755830000.0,118739820000.0,128532700000.0,125621625000.0,121618310000.0,121997100000.0,122673920000.0,121706430000.0,124253340000.0,127825670000.0,123657675000.0,119751630000.0,130341750000.0,124430860000.0,129760310000.0,122978560000.0,125729470000.0,122405950000.0,128587710000.0
2068.0,108849810000.0,117837820000.0,128063170000.0,124860820000.0,120873680000.0,120806240000.0,122631350000.0,121044970000.0,123740440000.0,127678080000.0,123288840000.0,119179040000.0,130191620000.0,123669150000.0,129152450000.0,122322910000.0,125355380000.0,121704464000.0,128472130000.0
2069.0,107560590000.0,116835475000.0,127341560000.0,124234200000.0,120189670000.0,119968555000.0,121736670000.0,120343420000.0,123344320000.0,127198630000.0,122642310000.0,118583010000.0,129934220000.0,123052240000.0,128763770000.0,121950170000.0,124964364000.0,121041680000.0,127770060000.0
2070.0,106228440000.0,115820610000.0,127492000000.0,123818656000.0,119379210000.0,119396980000.0,121263110000.0,119764664000.0,123020610000.0,126861664000.0,122037620000.0,117951180000.0,129806570000.0,122230190000.0,128801990000.0,120983610000.0,124609770000.0,120539455000.0,127573740000.0
2071.0,104839460000.0,114534820000.0,127031600000.0,123012530000.0,118822230000.0,118446080000.0,120791560000.0,118941870000.0,122520035000.0,126656900000.0,121285665000.0,117226240000.0,130046665000.0,121441714000.0,128553520000.0,120319490000.0,124201660000.0,119697460000.0,127547830000.0
2072.0,103552760000.0,113798726000.0,126788890000.0,122367290000.0,118224470000.0,117865865000.0,120153940000.0,118077220000.0,121952910000.0,126289895000.0,120711630000.0,116416220000.0,129655850000.0,120738840000.0,128997590000.0,119730086000.0,123939480000.0,119023470000.0,127256674000.0
2073.0,102209780000.0,112551270000.0,126234750000.0,121831465000.0,117316350000.0,117091885000.0,119392680000.0,116932370000.0,121409500000.0,126053474000.0,119933010000.0,115758470000.0,129735540000.0,119876780000.0,128552350000.0,119007150000.0,123487590000.0,118334100000.0,127128370000.0
2074.0,100646230000.0,111424170000.0,125935250000.0,120980040000.0,116579520000.0,115861610000.0,118603325000.0,116107680000.0,120780110000.0,126785370000.0,118452570000.0,115132540000.0,129434240000.0,118997230000.0,128194600000.0,118390915000.0,123806810000.0,117726610000.0,126850030000.0
2075.0,98919050000.0,110159045000.0,125718670000.0,120485470000.0,116170130000.0,115195896000.0,118070750000.0,114851040000.0,120217900000.0,125612480000.0,117815070000.0,114406690000.0,129409370000.0,118231110000.0,127995620000.0,117564695000.0,122887864000.0,117270020000.0,126714710000.0
2076.0,97440180000.0,109346230000.0,125198926000.0,120093300000.0,115442730000.0,114446115000.0,117280410000.0,114116300000.0,119744900000.0,125156860000.0,117194630000.0,113798760000.0,128904870000.0,117276040000.0,127169750000.0,116959370000.0,122222535000.0,116435526000.0,126483710000.0
2077.0,96002286000.0,107748720000.0,125010220000.0,119352890000.0,114421514000.0,113297930000.0,115930480000.0,113041680000.0,119265214000.0,125053540000.0,116073540000.0,112894370000.0,128531340000.0,116484250000.0,126994750000.0,116133990000.0,121866084000.0,115584950000.0,126081600000.0
2078.0,94221025000.0,106685550000.0,124618960000.0,118726370000.0,113399990000.0,112443640000.0,115142460000.0,111783620000.0,118721130000.0,125227205000.0,115377710000.0,112087340000.0,128160470000.0,115490430000.0,126849130000.0,115444640000.0,121453690000.0,114900080000.0,125557140000.0
2079.0,92235850000.0,105237496000.0,124453120000.0,118388210000.0,112151020000.0,111386395000.0,114508350000.0,110342030000.0,117951230000.0,124826034000.0,114379686000.0,111036980000.0,127932520000.0,114524050000.0,126611595000.0,114570910000.0,120956764000.0,113732280000.0,125306710000.0
2080.0,90370850000.0,103487370000.0,124111090000.0,117196380000.0,111452094000.0,110657440000.0,113571020000.0,109564130000.0,117192100000.0,124090550000.0,113720630000.0,110531040000.0,127821160000.0,113396600000.0,126357840000.0,113680170000.0,120503760000.0,113081490000.0,125125100000.0
2081.0,88927400000.0,101927980000.0,124066234000.0,116528390000.0,110559710000.0,109540200000.0,112488390000.0,108474925000.0,116288470000.0,123795415000.0,112670245000.0,109719320000.0,127468520000.0,112356065000.0,126340220000.0,112840220000.0,119846100000.0,112400720000.0,124774195000.0
2082.0,87363420000.0,100614880000.0,123425200000.0,115668370000.0,109613580000.0,108852625000.0,111487020000.0,107354400000.0,115292020000.0,123241440000.0,111764726000.0,108805320000.0,127090380000.0,111187300000.0,125805494000.0,112167300000.0,119346660000.0,111493130000.0,124368200000.0
2083.0,85314670000.0,99178000000.0,123059536000.0,115098330000.0,108545860000.0,107837194000.0,110259495000.0,105909770000.0,114501560000.0,123159430000.0,110472730000.0,108261770000.0,126985490000.0,109945330000.0,125859780000.0,111040350000.0,118843245000.0,110557820000.0,123958600000.0
2084.0,83093000000.0,97417855000.0,122633990000.0,114236770000.0,107270775000.0,106780670000.0,108426430000.0,104817860000.0,113869780000.0,122591130000.0,109370200000.0,107381800000.0,126749500000.0,108755075000.0,125619905000.0,110436240000.0,118523890000.0,109651170000.0,123257490000.0
2085.0,81319625000.0,95960530000.0,122121960000.0,113438065000.0,106335580000.0,105574580000.0,107364794000.0,103872180000.0,112972020000.0,122639720000.0,108325820000.0,106705805000.0,126395376000.0,106935450000.0,125487710000.0,109470010000.0,117662780000.0,108806550000.0,122885760000.0
2086.0,79804640000.0,93986470000.0,122113516000.0,112596980000.0,105052690000.0,104703460000.0,106315630000.0,102167530000.0,112331170000.0,121771980000.0,106857720000.0,105767080000.0,126317355000.0,105786660000.0,125140410000.0,108643100000.0,117121870000.0,107991440000.0,122257340000.0
2087.0,77977720000.0,92214760000.0,121577800000.0,111934340000.0,104025300000.0,103475160000.0,104936260000.0,100608300000.0,111507490000.0,121291980000.0,105946140000.0,105116410000.0,126064680000.0,104487090000.0,124544490000.0,107762800000.0,116721705000.0,107164470000.0,121889280000.0
2088.0,76100840000.0,89961550000.0,120898580000.0,110979160000.0,102444655000.0,102382510000.0,103846080000.0,99126480000.0,110683410000.0,120691245000.0,104989530000.0,104324660000.0,126068080000.0,103275760000.0,124340890000.0,106776610000.0,116014785000.0,106152690000.0,121434030000.0
2089.0,74573455000.0,88179140000.0,120655600000.0,110235890000.0,101417540000.0,101044130000.0,102483380000.0,97776270000.0,109651890000.0,120428410000.0,103538370000.0,103300710000.0,125420330000.0,102149790000.0,124897760000.0,105774530000.0,115245340000.0,105306300000.0,120897250000.0
2090.0,72684910000.0,85883360000.0,120094060000.0,109316020000.0,100202635000.0,100112090000.0,101246060000.0,96104866000.0,108930680000.0,119850760000.0,102276340000.0,102571510000.0,124854210000.0,101227370000.0,123914820000.0,104761980000.0,114775040000.0,104495110000.0,120385225000.0
2091.0,70891750000.0,84195205000.0,119769220000.0,108467120000.0,98927020000.0,98799950000.0,99870260000.0,94367590000.0,108083945000.0,119489470000.0,101212080000.0,101636415000.0,124508230000.0,99884010000.0,123413310000.0,103619240000.0,114187670000.0,103466000000.0,120127680000.0
2092.0,69225980000.0,82159090000.0,119139610000.0,107701420000.0,97748380000.0,97006720000.0,98055470000.0,92488065000.0,107435210000.0,118992470000.0,99795960000.0,100614830000.0,124201000000.0,98448564000.0,123619434000.0,102812400000.0,113662600000.0,102395740000.0,119639100000.0
2093.0,67382840000.0,80115410000.0,118598566000.0,106935150000.0,96741140000.0,95451750000.0,96665710000.0,90018840000.0,106520430000.0,118363726000.0,98158420000.0,99663905000.0,123973410000.0,96761270000.0,123475750000.0,101572890000.0,112866780000.0,101312190000.0,119138680000.0
2094.0,65230220000.0,77509090000.0,118015160000.0,105990220000.0,95152020000.0,93823650000.0,95388750000.0,87930920000.0,105309160000.0,117670806000.0,96508890000.0,98765510000.0,123733656000.0,95300470000.0,122573150000.0,100225835000.0,112130710000.0,100233540000.0,118554540000.0
2095.0,63285050000.0,75175680000.0,117414010000.0,105225130000.0,93997480000.0,92302550000.0,93609410000.0,86311310000.0,104081250000.0,117140685000.0,95398560000.0,98076434000.0,123253514000.0,93380230000.0,122420085000.0,98555320000.0,111095890000.0,98872160000.0,118047240000.0
2096.0,61804016000.0,73207330000.0,117083600000.0,104199910000.0,92367460000.0,90922890000.0,92283390000.0,84033100000.0,103005830000.0,116569200000.0,93919540000.0,96978395000.0,122819625000.0,91416950000.0,121997840000.0,97107804000.0,110376755000.0,97319590000.0,117184870000.0
2097.0,60059540000.0,70919310000.0,116676420000.0,102640140000.0,91052100000.0,89705210000.0,90409750000.0,81748660000.0,101855150000.0,115818330000.0,92119010000.0,95887500000.0,122415290000.0,89178956000.0,121726910000.0,95886320000.0,109482750000.0,96566910000.0,116698960000.0
