time,GFDL-ESM4,MPI-ESM1-2-HR,FGOALS-F3-L,CAMS-CSM1-0,INM-CM5-0,MRI-ESM2-0,EC-EARTH3-VEG,BCC-CSM2-MR,INM-CM4-8,CMCC-CM2-SR5,CESM2,EC-EARTH3,CESM2-WACCM,NORESM2-MM
2061.0,129021720000.0,129287160000.0,128087900000.0,131915880000.0,132080030000.0,128742020000.0,128737920000.0,125359055000.0,129397300000.0,128341030000.0,127887260000.0,127599670000.0,125750700000.0,129445960000.0
2062.0,129463180000.0,128852340000.0,127699210000.0,131339420000.0,132166140000.0,128559284000.0,128246280000.0,124659910000.0,129581924000.0,127789285000.0,127265660000.0,127093860000.0,125412170000.0,129531260000.0
2063.0,128898740000.0,129018060000.0,127429960000.0,130973140000.0,131848200000.0,128238790000.0,127934070000.0,124058480000.0,129239970000.0,127345820000.0,126814490000.0,126521990000.0,124686246000.0,129114180000.0
2064.0,128727750000.0,128820930000.0,127068004000.0,130787295000.0,131805630000.0,127939715000.0,127586220000.0,123815970000.0,129068196000.0,127077925000.0,126450100000.0,126207620000.0,124077540000.0,128404190000.0
2065.0,128358820000.0,128537110000.0,126650270000.0,130611536000.0,132268660000.0,128084140000.0,127062880000.0,123621390000.0,128887610000.0,126728470000.0,125914915000.0,125747300000.0,123420670000.0,128439900000.0
2066.0,128237150000.0,128296680000.0,126045080000.0,130443395000.0,131714000000.0,127883160000.0,126804074000.0,122989700000.0,128596310000.0,126388140000.0,125738080000.0,125539630000.0,122932740000.0,128287890000.0
2067.0,128192000000.0,128226170000.0,125774545000.0,130374100000.0,131624650000.0,127477390000.0,126372660000.0,122887100000.0,128861060000.0,126228740000.0,125371680000.0,125278626000.0,122335170000.0,128202710000.0
2068.0,128040180000.0,128139720000.0,125447995000.0,130210636000.0,131794760000.0,127285250000.0,125974750000.0,122258874000.0,128324070000.0,125720125000.0,124786910000.0,124833235000.0,121938020000.0,128150100000.0
2069.0,127602640000.0,127913880000.0,125055960000.0,130234000000.0,131834750000.0,126911950000.0,125767300000.0,121738840000.0,128355910000.0,125586530000.0,124237070000.0,124054190000.0,121208365000.0,127949324000.0
2070.0,127237060000.0,127470080000.0,124955116000.0,129904570000.0,131298970000.0,126370420000.0,125267020000.0,121482370000.0,128529330000.0,125642650000.0,123818160000.0,123881390000.0,120545040000.0,127612350000.0
2071.0,126939500000.0,127148420000.0,124517700000.0,129745460000.0,131067680000.0,126130180000.0,124726490000.0,121359650000.0,128052620000.0,125104590000.0,123415240000.0,123329905000.0,120103390000.0,127420960000.0
2072.0,126989630000.0,126812700000.0,124264510000.0,129849720000.0,130885170000.0,125790810000.0,124374794000.0,120743670000.0,127883395000.0,124865800000.0,122892280000.0,122808490000.0,119436894000.0,126949970000.0
2073.0,126673306000.0,126527580000.0,123866825000.0,129557140000.0,130709940000.0,125311250000.0,124040400000.0,120400900000.0,127503480000.0,124625330000.0,122464860000.0,122415560000.0,118729654000.0,126888080000.0
2074.0,126612046000.0,126351360000.0,123485200000.0,129123240000.0,130640134000.0,125077774000.0,123358610000.0,120074410000.0,127290080000.0,124332040000.0,121797140000.0,122109430000.0,118082270000.0,126723210000.0
2075.0,126433770000.0,126274490000.0,123389180000.0,129098040000.0,130533130000.0,124599755000.0,123020390000.0,119635330000.0,127015895000.0,124427990000.0,121165090000.0,121527840000.0,117320030000.0,126599030000.0
2076.0,125987380000.0,126147460000.0,122959450000.0,129292590000.0,130486790000.0,124117590000.0,122651220000.0,119293070000.0,126579370000.0,123976350000.0,120750920000.0,121116910000.0,116677630000.0,126155235000.0
2077.0,125683450000.0,125767980000.0,122533940000.0,128729120000.0,130375565000.0,124100480000.0,122367980000.0,118567880000.0,126639750000.0,123543140000.0,120252230000.0,120662790000.0,115855340000.0,126855600000.0
2078.0,125331866000.0,125769080000.0,122344630000.0,128636010000.0,130801970000.0,123692570000.0,121988980000.0,118168750000.0,126419345000.0,123989360000.0,119258930000.0,120328210000.0,114719556000.0,126204670000.0
2079.0,125285695000.0,126018896000.0,122236084000.0,129726710000.0,130269930000.0,123230610000.0,121600150000.0,117975880000.0,126086490000.0,123293140000.0,118696490000.0,120152220000.0,114257370000.0,125372770000.0
2080.0,124926630000.0,125115040000.0,121782895000.0,128505150000.0,130553405000.0,122974590000.0,121176510000.0,117598090000.0,126217430000.0,122725196000.0,118240575000.0,119828580000.0,113382220000.0,125198670000.0
2081.0,124710780000.0,124794190000.0,121455420000.0,128732610000.0,130211996000.0,122801635000.0,120775680000.0,116930085000.0,125809566000.0,122542320000.0,117772845000.0,119154580000.0,112456600000.0,125114800000.0
2082.0,124558930000.0,124565190000.0,121144386000.0,128653885000.0,129820280000.0,122326320000.0,120103980000.0,116660840000.0,125595600000.0,121760660000.0,116823320000.0,118667540000.0,111347065000.0,124814420000.0
2083.0,124303540000.0,124571320000.0,120765670000.0,128417760000.0,129962580000.0,121768930000.0,119371730000.0,116376840000.0,125211190000.0,121439750000.0,115865260000.0,118235505000.0,110637760000.0,124763660000.0
2084.0,124104580000.0,124241640000.0,120362510000.0,127837580000.0,129594810000.0,121428750000.0,118277145000.0,116018300000.0,125094340000.0,121177720000.0,115120480000.0,117989230000.0,109640850000.0,124314160000.0
2085.0,123965825000.0,124092900000.0,120392260000.0,127360820000.0,129356110000.0,120815790000.0,118058240000.0,115386140000.0,124682950000.0,120467740000.0,114310414000.0,117597720000.0,108914540000.0,124070410000.0
2086.0,123727225000.0,123913130000.0,119928160000.0,127114265000.0,129830730000.0,120454660000.0,117198590000.0,114977230000.0,124371970000.0,119765510000.0,113500660000.0,116984380000.0,107925635000.0,123797160000.0
2087.0,123429010000.0,123609070000.0,119798520000.0,126975380000.0,129037010000.0,120196660000.0,116583784000.0,114972795000.0,124028110000.0,119378410000.0,112515970000.0,116732690000.0,107043590000.0,123533250000.0
2088.0,123111680000.0,123504980000.0,119243480000.0,126726720000.0,128913100000.0,119641060000.0,116077806000.0,114257600000.0,123325860000.0,119203100000.0,111826170000.0,116419764000.0,106309700000.0,123416895000.0
2089.0,122712420000.0,123240590000.0,118970786000.0,126455685000.0,128996426000.0,119259970000.0,115574920000.0,114128790000.0,123211055000.0,118771384000.0,110976360000.0,116152640000.0,105392070000.0,123248720000.0
2090.0,122534170000.0,122953450000.0,118649180000.0,126378010000.0,128837706000.0,118810960000.0,115092480000.0,113302850000.0,122880870000.0,118502410000.0,110198320000.0,115759710000.0,104297636000.0,122967600000.0
2091.0,122293350000.0,122914824000.0,118210650000.0,126295830000.0,128861990000.0,118290180000.0,114545790000.0,113044546000.0,122731225000.0,118076450000.0,109374185000.0,115016510000.0,103318880000.0,122520560000.0
2092.0,122029670000.0,122704860000.0,117741180000.0,126403580000.0,128514740000.0,117961060000.0,113945830000.0,112442730000.0,122706575000.0,117468810000.0,108591640000.0,114574180000.0,102614330000.0,122205250000.0
2093.0,121694570000.0,122561150000.0,117288680000.0,125924250000.0,128522900000.0,117319746000.0,113347500000.0,111864610000.0,122377700000.0,117004984000.0,107506250000.0,114127946000.0,101314020000.0,121966800000.0
2094.0,121334284000.0,122021140000.0,117063720000.0,125686130000.0,128523410000.0,116930370000.0,112871170000.0,111497945000.0,122047410000.0,116650220000.0,106648740000.0,113422770000.0,100619440000.0,121661270000.0
2095.0,121129255000.0,122107240000.0,116482410000.0,125632730000.0,128249905000.0,116462174000.0,112106570000.0,111135190000.0,121907580000.0,116283730000.0,105901040000.0,113077540000.0,99562750000.0,121849270000.0
2096.0,120719700000.0,121642970000.0,116052210000.0,125534050000.0,128262780000.0,116093110000.0,111282250000.0,110698050000.0,121423440000.0,115988200000.0,104976360000.0,112700965000.0,98902000000.0,121334320000.0
2097.0,120491260000.0,121533630000.0,115758750000.0,125383950000.0,127795540000.0,115634010000.0,110715580000.0,110216830000.0,121132250000.0,115422580000.0,104116890000.0,111861440000.0,97937670000.0,121016300000.0
2098.0,120268950000.0,121203106000.0,115219380000.0,125170640000.0,127688560000.0,115065380000.0,110457470000.0,109582610000.0,120851510000.0,115179360000.0,103415420000.0,111082220000.0,96669520000.0,120795290000.0
2099.0,119749320000.0,121033590000.0,114884330000.0,124958170000.0,127479150000.0,114751230000.0,109721810000.0,108769700000.0,120820400000.0,114329510000.0,102185900000.0,110551650000.0,95573220000.0,120353710000.0
2100.0,119269510000.0,120664670000.0,114335910000.0,125820540000.0,127210185000.0,113776700000.0,109115490000.0,108462420000.0,120272610000.0,113769190000.0,101595920000.0,109928550000.0,94387536000.0,120163960000.0
