time,GFDL-ESM4,MPI-ESM1-2-HR,FGOALS-F3-L,CAMS-CSM1-0,INM-CM5-0,MRI-ESM2-0,EC-EARTH3-VEG,BCC-CSM2-MR,INM-CM4-8,CMCC-CM2-SR5,CESM2,EC-EARTH3,CESM2-WACCM,NORESM2-MM
2000.0,135826070000.0,135826070000.0,135826070000.0,135826070000.0,135826070000.0,135826070000.0,135826070000.0,135826070000.0,135826070000.0,135826070000.0,135826070000.0,135826070000.0,135826070000.0,135826070000.0
2001.0,136177570000.0,136177570000.0,136177570000.0,136177570000.0,136177570000.0,136177570000.0,136177570000.0,136177570000.0,136177570000.0,136177570000.0,136177570000.0,136177570000.0,136177570000.0,136177570000.0
2002.0,136348640000.0,136348640000.0,136348640000.0,136348640000.0,136348640000.0,136348640000.0,136348640000.0,136348640000.0,136348640000.0,136348640000.0,136348640000.0,136348640000.0,136348640000.0,136348640000.0
2003.0,135735165000.0,135735165000.0,135735165000.0,135735165000.0,135735165000.0,135735165000.0,135735165000.0,135735165000.0,135735165000.0,135735165000.0,135735165000.0,135735165000.0,135735165000.0,135735165000.0
2004.0,135826890000.0,135826890000.0,135826890000.0,135826890000.0,135826890000.0,135826890000.0,135826890000.0,135826890000.0,135826890000.0,135826890000.0,135826890000.0,135826890000.0,135826890000.0,135826890000.0
2005.0,135576880000.0,135576880000.0,135576880000.0,135576880000.0,135576880000.0,135576880000.0,135576880000.0,135576880000.0,135576880000.0,135576880000.0,135576880000.0,135576880000.0,135576880000.0,135576880000.0
2006.0,135419140000.0,135419140000.0,135419140000.0,135419140000.0,135419140000.0,135419140000.0,135419140000.0,135419140000.0,135419140000.0,135419140000.0,135419140000.0,135419140000.0,135419140000.0,135419140000.0
2007.0,135270900000.0,135270900000.0,135270900000.0,135270900000.0,135270900000.0,135270900000.0,135270900000.0,135270900000.0,135270900000.0,135270900000.0,135270900000.0,135270900000.0,135270900000.0,135270900000.0
2008.0,135339610000.0,135339610000.0,135339610000.0,135339610000.0,135339610000.0,135339610000.0,135339610000.0,135339610000.0,135339610000.0,135339610000.0,135339610000.0,135339610000.0,135339610000.0,135339610000.0
2009.0,135254690000.0,135254690000.0,135254690000.0,135254690000.0,135254690000.0,135254690000.0,135254690000.0,135254690000.0,135254690000.0,135254690000.0,135254690000.0,135254690000.0,135254690000.0,135254690000.0
2010.0,135071605000.0,135071605000.0,135071605000.0,135071605000.0,135071605000.0,135071605000.0,135071605000.0,135071605000.0,135071605000.0,135071605000.0,135071605000.0,135071605000.0,135071605000.0,135071605000.0
2011.0,134957910000.0,134957910000.0,134957910000.0,134957910000.0,134957910000.0,134957910000.0,134957910000.0,134957910000.0,134957910000.0,134957910000.0,134957910000.0,134957910000.0,134957910000.0,134957910000.0
2012.0,135080030000.0,135080030000.0,135080030000.0,135080030000.0,135080030000.0,135080030000.0,135080030000.0,135080030000.0,135080030000.0,135080030000.0,135080030000.0,135080030000.0,135080030000.0,135080030000.0
2013.0,135617405000.0,135617405000.0,135617405000.0,135617405000.0,135617405000.0,135617405000.0,135617405000.0,135617405000.0,135617405000.0,135617405000.0,135617405000.0,135617405000.0,135617405000.0,135617405000.0
2014.0,135009485000.0,135009485000.0,135009485000.0,135009485000.0,135009485000.0,135009485000.0,135009485000.0,135009485000.0,135009485000.0,135009485000.0,135009485000.0,135009485000.0,135009485000.0,135009485000.0
2015.0,135710030000.0,135710030000.0,135710030000.0,135710030000.0,135710030000.0,135710030000.0,135710030000.0,135710030000.0,135710030000.0,135710030000.0,135710030000.0,135710030000.0,135710030000.0,135710030000.0
2016.0,135022305000.0,135022305000.0,135022305000.0,135022305000.0,135022305000.0,135022305000.0,135022305000.0,135022305000.0,135022305000.0,135022305000.0,135022305000.0,135022305000.0,135022305000.0,135022305000.0
2017.0,134635310000.0,134635310000.0,134635310000.0,134635310000.0,134635310000.0,134635310000.0,134635310000.0,134635310000.0,134635310000.0,134635310000.0,134635310000.0,134635310000.0,134635310000.0,134635310000.0
2018.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0
2019.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0
2020.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0
2021.0,134543940000.0,134558810000.0,134483610000.0,134631660000.0,134698230000.0,134443300000.0,135302110000.0,134402440000.0,134615300000.0,134610800000.0,134568360000.0,134376630000.0,135004730000.0,134539256000.0
2022.0,134609700000.0,135026704000.0,134339850000.0,135091690000.0,135922520000.0,134140610000.0,134561230000.0,134164185000.0,134437730000.0,134840130000.0,134471115000.0,134284616000.0,135130055000.0,134353620000.0
2023.0,134584480000.0,135084280000.0,134446530000.0,134772970000.0,134545965000.0,134562170000.0,134480370000.0,134157640000.0,134636085000.0,134494660000.0,134330120000.0,134222100000.0,134555615000.0,134166176000.0
2024.0,134605660000.0,134971680000.0,134108996000.0,134734680000.0,134985520000.0,133972890000.0,134272246000.0,133861020000.0,134373950000.0,134652720000.0,134567210000.0,134866140000.0,134600480000.0,133905000000.0
2025.0,134497760000.0,134545105000.0,133880190000.0,134914400000.0,134685780000.0,133835600000.0,134106776000.0,133735330000.0,133967830000.0,134191000000.0,134212190000.0,134427260000.0,134589735000.0,133820350000.0
2026.0,133910110000.0,134425240000.0,133945336000.0,135189750000.0,134494980000.0,134188890000.0,134109610000.0,134166080000.0,134092920000.0,134139060000.0,133928850000.0,134377730000.0,134079410000.0,133774295000.0
2027.0,133836940000.0,134358230000.0,133570330000.0,134553936000.0,134733810000.0,134075425000.0,133887115000.0,134087090000.0,133877390000.0,133834960000.0,133879660000.0,133683880000.0,134466840000.0,134694715000.0
2028.0,133670700000.0,133909450000.0,133703930000.0,134713740000.0,134200254000.0,134286920000.0,133567790000.0,133776540000.0,133772630000.0,133802074000.0,134113640000.0,133456510000.0,133846710000.0,133758980000.0
2029.0,133533500000.0,133670600000.0,133468350000.0,134214530000.0,134017590000.0,134096540000.0,133410560000.0,133285590000.0,133648170000.0,133869220000.0,133803780000.0,133525594000.0,133828130000.0,133853980000.0
2030.0,133418476000.0,133880545000.0,133369725000.0,134037690000.0,133846385000.0,133883300000.0,133283670000.0,133289880000.0,133532450000.0,133645270000.0,133998340000.0,133402860000.0,133641495000.0,133616830000.0
2031.0,133747925000.0,133689524000.0,133432975000.0,133909455000.0,133962980000.0,133692420000.0,133387125000.0,132979204000.0,133459620000.0,133553545000.0,133549870000.0,133396450000.0,133424340000.0,133470060000.0
2032.0,133075530000.0,133687860000.0,133137710000.0,133758706000.0,133674205000.0,133634830000.0,133596880000.0,132873660000.0,133262460000.0,133734800000.0,133317710000.0,133410180000.0,133224600000.0,133253550000.0
2033.0,133174256000.0,133456190000.0,132927590000.0,133897585000.0,133865440000.0,133375230000.0,133374460000.0,132755145000.0,133281960000.0,133888510000.0,133084950000.0,133045520000.0,133055865000.0,133961875000.0
2034.0,133064460000.0,133469766000.0,132998430000.0,133997770000.0,133370660000.0,133205380000.0,133070340000.0,132613595000.0,133522640000.0,133474484000.0,133078810000.0,133188240000.0,132949240000.0,133422780000.0
2035.0,132756520000.0,133171850000.0,132552320000.0,134073990000.0,133363210000.0,133005350000.0,132948240000.0,132499930000.0,133026320000.0,133126190000.0,132942960000.0,133648670000.0,132727540000.0,133139325000.0
2036.0,132630340000.0,133152670000.0,132603460000.0,133440240000.0,133414035000.0,133088280000.0,132800725000.0,132743360000.0,133329396000.0,132933510000.0,132926500000.0,132895670000.0,132740870000.0,132939330000.0
2037.0,132883415000.0,133262030000.0,132282440000.0,134119360000.0,133337810000.0,133015410000.0,132663750000.0,132229220000.0,132936580000.0,132778760000.0,132875110000.0,132754370000.0,132573370000.0,132901904000.0
2038.0,132558365000.0,133457584000.0,132227000000.0,134363220000.0,133191300000.0,132876485000.0,132527540000.0,131953400000.0,132774035000.0,132817060000.0,132769860000.0,132435940000.0,132467360000.0,132754290000.0
2039.0,132600210000.0,133082554000.0,132009705000.0,134282430000.0,133754910000.0,132741740000.0,132644920000.0,131772780000.0,132556055000.0,132970815000.0,132645470000.0,132554800000.0,132428780000.0,132955500000.0
2040.0,132422615000.0,132985274000.0,131859400000.0,134173730000.0,133181460000.0,132717400000.0,132200590000.0,132028140000.0,132650670000.0,132670650000.0,132517130000.0,132227460000.0,132076500000.0,132534680000.0
2041.0,132150940000.0,132856865000.0,131778870000.0,133295415000.0,133616304000.0,132467770000.0,132101240000.0,131397170000.0,132767700000.0,132326530000.0,132370870000.0,132081420000.0,131866616000.0,132509990000.0
2042.0,132183250000.0,132815760000.0,131731464000.0,133197160000.0,133046850000.0,132678150000.0,131929220000.0,131311700000.0,132355056000.0,132985280000.0,132311520000.0,132024670000.0,131712530000.0,132228104000.0
2043.0,131842245000.0,132447270000.0,131575690000.0,133021210000.0,132978570000.0,132449050000.0,132231800000.0,131006310000.0,132757990000.0,132265090000.0,132063126000.0,132007920000.0,131556170000.0,132127834000.0
2044.0,132151370000.0,132600185000.0,131473695000.0,135838990000.0,133045950000.0,132082070000.0,132288770000.0,130715280000.0,132128600000.0,132073430000.0,132012150000.0,131640435000.0,131520360000.0,132074150000.0
2045.0,131943145000.0,132128465000.0,131373460000.0,133740590000.0,133003660000.0,132060774000.0,132361265000.0,130385265000.0,131876454000.0,131758560000.0,131750150000.0,131581936000.0,131163620000.0,132413840000.0
2046.0,132030145000.0,132084630000.0,131536650000.0,132823750000.0,133298270000.0,131929965000.0,131692060000.0,130273110000.0,131862100000.0,131671040000.0,131676500000.0,131343390000.0,130911920000.0,132095476000.0
2047.0,131824886000.0,131822810000.0,131148060000.0,132854096000.0,132930780000.0,131694805000.0,131636520000.0,130223540000.0,131559500000.0,131245980000.0,131583710000.0,131199510000.0,130580220000.0,131733020000.0
2048.0,131366380000.0,131837290000.0,131095230000.0,132431670000.0,133052050000.0,131512295000.0,131294320000.0,129693870000.0,131695270000.0,131348530000.0,131345146000.0,131064760000.0,130410840000.0,131388120000.0
2049.0,131234020000.0,131637445000.0,130719520000.0,132656630000.0,132808100000.0,131429020000.0,131072130000.0,129235760000.0,131447190000.0,130956610000.0,131142040000.0,130806560000.0,130135150000.0,131402610000.0
2050.0,131077580000.0,131372060000.0,130554510000.0,132690846000.0,133020885000.0,131207545000.0,130810030000.0,128892970000.0,131174570000.0,130801340000.0,131044470000.0,130558970000.0,129737425000.0,131220365000.0
2051.0,130619480000.0,131129200000.0,130225780000.0,132244440000.0,133153325000.0,130939810000.0,130790950000.0,128763290000.0,131533220000.0,130635200000.0,130594050000.0,130055270000.0,129403020000.0,131083560000.0
2052.0,130378050000.0,131050330000.0,129891360000.0,133095150000.0,132865060000.0,130804965000.0,130666660000.0,128697930000.0,131624040000.0,130498085000.0,130418300000.0,129861940000.0,129206080000.0,130879740000.0
2053.0,130883420000.0,130833600000.0,129755410000.0,132169520000.0,132553240000.0,130554250000.0,130264720000.0,128343155000.0,130797850000.0,130109760000.0,130086750000.0,129709390000.0,128901930000.0,130559460000.0
2054.0,130672706000.0,130577570000.0,129479930000.0,132361190000.0,132803310000.0,130405970000.0,129996750000.0,127783035000.0,130976350000.0,129811470000.0,129955340000.0,129560420000.0,128496206000.0,130697314000.0
2055.0,130242070000.0,130742940000.0,129338974000.0,131946560000.0,132463830000.0,130212766000.0,129857870000.0,127591840000.0,130320090000.0,129360360000.0,129571630000.0,129350000000.0,128240615000.0,130396370000.0
2056.0,130170870000.0,130313810000.0,129252565000.0,132397990000.0,132378100000.0,130054630000.0,129674600000.0,127203440000.0,130184460000.0,129163160000.0,129371100000.0,128979130000.0,127860100000.0,130389060000.0
2057.0,130064350000.0,130009874000.0,129018960000.0,133576280000.0,132348430000.0,129879474000.0,129526360000.0,127016624000.0,130392630000.0,129204290000.0,129044420000.0,128748010000.0,127334195000.0,130271445000.0
2058.0,129787620000.0,129957870000.0,128622670000.0,131934440000.0,132191880000.0,129879340000.0,129419780000.0,126375390000.0,130096920000.0,129200780000.0,128639100000.0,128364880000.0,126799905000.0,130015000000.0
2059.0,129521060000.0,129918525000.0,128335200000.0,133012630000.0,132285170000.0,129396080000.0,129127640000.0,126067080000.0,130064150000.0,128567380000.0,128602950000.0,128220725000.0,126365550000.0,130174010000.0
2060.0,129337160000.0,129590730000.0,128187790000.0,131989520000.0,132230690000.0,128939880000.0,129190110000.0,125823010000.0,129729670000.0,128261840000.0,128158830000.0,128188410000.0,126168480000.0,129726644000.0
