time,CSIRO-MK3-6-0,GISS-E2-R,GFDL-CM3,CCSM4,GFDL-ESM2G,NORESM1-M,CESM1-CAM5,IPSL-CM5A-LR
2000.0,1151744400.0,1151744400.0,1151744400.0,1151744400.0,1151744400.0,1151744400.0,1151744400.0,1151744400.0
2001.0,1147744100.0,1147744100.0,1147744100.0,1147744100.0,1147744100.0,1147744100.0,1147744100.0,1147744100.0
2002.0,1156264800.0,1156264800.0,1156264800.0,1156264800.0,1156264800.0,1156264800.0,1156264800.0,1156264800.0
2003.0,1155491300.0,1155491300.0,1155491300.0,1155491300.0,1155491300.0,1155491300.0,1155491300.0,1155491300.0
2004.0,1163514500.0,1163514500.0,1163514500.0,1163514500.0,1163514500.0,1163514500.0,1163514500.0,1163514500.0
2005.0,1182121600.0,1182121600.0,1182121600.0,1182121600.0,1182121600.0,1182121600.0,1182121600.0,1182121600.0
2006.0,1182299100.0,1182299100.0,1182299100.0,1182299100.0,1182299100.0,1182299100.0,1182299100.0,1182299100.0
2007.0,1171451400.0,1171451400.0,1171451400.0,1171451400.0,1171451400.0,1171451400.0,1171451400.0,1171451400.0
2008.0,1165995800.0,1165995800.0,1165995800.0,1165995800.0,1165995800.0,1165995800.0,1165995800.0,1165995800.0
2009.0,1162879600.0,1162879600.0,1162879600.0,1162879600.0,1162879600.0,1162879600.0,1162879600.0,1162879600.0
2010.0,1180014700.0,1180014700.0,1180014700.0,1180014700.0,1180014700.0,1180014700.0,1180014700.0,1180014700.0
2011.0,1158774100.0,1158774100.0,1158774100.0,1158774100.0,1158774100.0,1158774100.0,1158774100.0,1158774100.0
2012.0,1157816300.0,1157816300.0,1157816300.0,1157816300.0,1157816300.0,1157816300.0,1157816300.0,1157816300.0
2013.0,1151259300.0,1151259300.0,1151259300.0,1151259300.0,1151259300.0,1151259300.0,1151259300.0,1151259300.0
2014.0,1149258000.0,1149258000.0,1149258000.0,1149258000.0,1149258000.0,1149258000.0,1149258000.0,1149258000.0
2015.0,1141856400.0,1141856400.0,1141856400.0,1141856400.0,1141856400.0,1141856400.0,1141856400.0,1141856400.0
2016.0,1134794200.0,1134794200.0,1134794200.0,1134794200.0,1134794200.0,1134794200.0,1134794200.0,1134794200.0
2017.0,1131525400.0,1131525400.0,1131525400.0,1131525400.0,1131525400.0,1131525400.0,1131525400.0,1131525400.0
2018.0,1123737300.0,1123737300.0,1123737300.0,1123737300.0,1123737300.0,1123737300.0,1123737300.0,1123737300.0
2019.0,1113759900.0,1113759900.0,1113759900.0,1113759900.0,1113759900.0,1113759900.0,1113759900.0,1113759900.0
2020.0,1103291800.0,1103291800.0,1103291800.0,1103291800.0,1103291800.0,1103291800.0,1103291800.0,1103291800.0
2021.0,1103277600.0,1092473700.0,1086551200.0,1092317000.0,1101340000.0,1083471500.0,1096197800.0,1083858300.0
2022.0,1086970200.0,1084102700.0,1064276000.0,1099829900.0,1086021800.0,1072478000.0,1094352000.0,1083925100.0
2023.0,1076285800.0,1070619460.0,1059153340.0,1076836900.0,1081252400.0,1054101400.0,1075063900.0,1068381630.0
2024.0,1063360200.0,1064575800.0,1027657400.0,1066634700.0,1069718400.0,1039102000.0,1066599600.0,1040960830.0
2025.0,1038048200.0,1043302460.0,1006323260.0,1057179900.0,1053869950.0,1030751200.0,1049885000.0,1017303550.0
2026.0,1023394750.0,1024426940.0,986366800.0,1047398850.0,1059904300.0,1019619900.0,1031718100.0,982720800.0
2027.0,1007848800.0,1005876400.0,957799700.0,1032661760.0,1040608100.0,996769800.0,1016210400.0,966572300.0
2028.0,996248200.0,994094460.0,912381900.0,1015454340.0,1035368000.0,976403100.0,1013560300.0,963775400.0
2029.0,980777540.0,973711500.0,901234240.0,999375600.0,1028777100.0,959265540.0,1002551550.0,960520060.0
2030.0,977563260.0,954645700.0,870872770.0,982781630.0,1013308740.0,945422800.0,988993900.0,924154500.0
2031.0,956223400.0,964849700.0,839758800.0,988081200.0,1013404500.0,918862800.0,961212000.0,906159600.0
2032.0,935005500.0,975852160.0,812365440.0,981088000.0,1002721200.0,893925300.0,983145300.0,872359230.0
2033.0,931208400.0,930539650.0,777202200.0,963317570.0,991207500.0,873988400.0,938640700.0,849585300.0
2034.0,904658940.0,932173630.0,746456060.0,939311040.0,977298370.0,847344700.0,917932700.0,818090050.0
