time,CSIRO-MK3-6-0,GISS-E2-R,GFDL-CM3,CCSM4,GFDL-ESM2G,NORESM1-M,CESM1-CAM5,IPSL-CM5A-LR
2035.0,884054700.0,914462460.0,712013000.0,919112260.0,981833860.0,808234560.0,895313900.0,803489340.0
2036.0,876110460.0,888005300.0,686188160.0,906955300.0,967937300.0,787830400.0,876327550.0,784236350.0
2037.0,862359740.0,860854700.0,653937400.0,897077000.0,964954050.0,765730560.0,856251300.0,763677060.0
2038.0,847694850.0,855914600.0,633175040.0,885377860.0,954039200.0,738687900.0,860630100.0,750835800.0
2039.0,845705340.0,828095800.0,588972100.0,869720800.0,946549400.0,717934460.0,838308000.0,737329000.0
2040.0,815763650.0,813019650.0,547778750.0,856645700.0,940353660.0,707543360.0,823396300.0,729399700.0
2041.0,796142660.0,820952600.0,519908860.0,845388350.0,935271100.0,691628900.0,807310850.0,716303940.0
2042.0,777669200.0,826275460.0,505483200.0,832282050.0,918897860.0,678127700.0,787460400.0,696833300.0
2043.0,762328800.0,804491500.0,493275360.0,814279000.0,911296400.0,659863700.0,783153900.0,684348800.0
2044.0,745320500.0,806627460.0,479271170.0,803593100.0,920650400.0,644791230.0,786834370.0,664125800.0
2045.0,747613950.0,786028160.0,462213020.0,789350300.0,902770100.0,620509300.0,783438400.0,654625150.0
2046.0,726326600.0,766225860.0,443480500.0,775459140.0,889315000.0,608898750.0,752270400.0,641079400.0
2047.0,714874400.0,771396030.0,419158100.0,763092350.0,946043900.0,582974900.0,729607500.0,630533700.0
2048.0,696312500.0,753083900.0,401459040.0,738978900.0,884195460.0,562286800.0,712854850.0,613870800.0
2049.0,666394200.0,731969660.0,391318140.0,716382100.0,871607360.0,547200500.0,701693630.0,599823940.0
2050.0,678207800.0,722469500.0,381177800.0,710704000.0,861544450.0,534318880.0,705567040.0,581921900.0
2051.0,697220500.0,713212350.0,363279360.0,701292160.0,857084400.0,533676640.0,686194370.0,573141600.0
2052.0,640344800.0,706743360.0,351200540.0,690495100.0,850166500.0,525375840.0,671705600.0,555923500.0
2053.0,620640100.0,717472800.0,343129300.0,674046200.0,833314400.0,516225100.0,657787140.0,542037400.0
2054.0,661946800.0,700763460.0,342788200.0,659387970.0,822263230.0,500142500.0,644975740.0,534706600.0
2055.0,598475700.0,691223300.0,324659740.0,629476200.0,800178500.0,484366400.0,635147460.0,521693540.0
2056.0,584506200.0,681507650.0,315203650.0,613700160.0,787006600.0,475106370.0,625812900.0,520479740.0
2057.0,568320640.0,704022700.0,330630140.0,589212200.0,784407000.0,473898270.0,605861600.0,501368770.0
2058.0,561169000.0,674791230.0,303522880.0,575610200.0,775175230.0,458054530.0,592231100.0,493051140.0
2059.0,546083460.0,730645570.0,296683870.0,553180540.0,764332900.0,446630850.0,580242400.0,493309280.0
2060.0,648473200.0,663332800.0,288237860.0,535190050.0,755553340.0,438349950.0,601090700.0,480658880.0
2061.0,541637700.0,650685700.0,278963140.0,523519100.0,754366660.0,431988380.0,561129800.0,472533730.0
2062.0,528984260.0,644850900.0,275879650.0,512692300.0,738297860.0,424886050.0,547592800.0,462290400.0
2063.0,521502820.0,639179140.0,268060060.0,498664480.0,724810240.0,415734940.0,536015420.0,458109920.0
2064.0,507567680.0,780194050.0,262203710.0,488571520.0,708534500.0,410939900.0,520063680.0,443401340.0
2065.0,505426340.0,631605900.0,257129040.0,473958000.0,710510140.0,403665060.0,516238300.0,431436400.0
2066.0,497544130.0,672181570.0,249935100.0,462520100.0,701457200.0,397066100.0,500539940.0,413644160.0
2067.0,493972640.0,626523200.0,244312750.0,457161570.0,685743900.0,390568960.0,493878660.0,409291550.0
2068.0,487521280.0,617945900.0,238868290.0,472644200.0,669985100.0,384404450.0,476047230.0,398265950.0
2069.0,525683620.0,615688100.0,229920780.0,446789860.0,648085440.0,391753860.0,467208770.0,391783420.0
2070.0,477606620.0,606308500.0,235089360.0,433394050.0,633964600.0,373909300.0,458734100.0,383921950.0
2071.0,465654430.0,635191940.0,223362980.0,424329000.0,616869600.0,363065570.0,446143700.0,374576600.0
2072.0,457386660.0,607311400.0,219508530.0,417358270.0,596790800.0,357583300.0,440286050.0,366979260.0
2073.0,449103780.0,602759800.0,214794020.0,411964030.0,583986400.0,352129440.0,439844500.0,360900580.0
2074.0,441564740.0,592494660.0,213684340.0,404521730.0,576523200.0,345934720.0,418723780.0,351628100.0
2075.0,436435800.0,585577340.0,203466540.0,397305280.0,557037300.0,339893800.0,404851260.0,345771740.0
2076.0,433660580.0,584184900.0,196978320.0,398740130.0,541641860.0,334295740.0,398463400.0,339360060.0
2077.0,432692800.0,574243900.0,191595540.0,394038000.0,539772900.0,327546270.0,392509900.0,335339740.0
2078.0,422684800.0,567767700.0,184463790.0,384636130.0,531628860.0,321576830.0,385852540.0,322573820.0
2079.0,414885630.0,595506560.0,175355740.0,378321800.0,521772160.0,313321280.0,380115680.0,316191700.0
2080.0,408657200.0,556888500.0,169194320.0,384730750.0,510471740.0,306760900.0,372057340.0,307914080.0
2081.0,399788900.0,554179000.0,161814370.0,368704420.0,497428670.0,302588100.0,366648740.0,295993060.0
2082.0,394212540.0,553906600.0,160885330.0,374279580.0,485844030.0,297095840.0,362263360.0,287333500.0
2083.0,388321280.0,542507600.0,152056350.0,374201540.0,475098900.0,290829120.0,365065820.0,275811680.0
2084.0,386487840.0,537004800.0,142871660.0,359312500.0,466560060.0,288587260.0,350391360.0,264618830.0
2085.0,373988540.0,526180450.0,140052640.0,351339700.0,457524220.0,283072740.0,346624220.0,267381660.0
2086.0,367600500.0,517680450.0,136792740.0,346852160.0,445293500.0,274706180.0,337323740.0,261154540.0
2087.0,363921470.0,511791330.0,132087730.0,342226750.0,439821820.0,269907000.0,329265760.0,251857760.0
2088.0,347146880.0,503244930.0,126603336.0,338641900.0,433498780.0,260688960.0,319167000.0,240657020.0
2089.0,332652770.0,500394430.0,119954664.0,342796770.0,424666850.0,255434380.0,315217400.0,233603570.0
2090.0,328489440.0,493492930.0,116286150.0,344333250.0,417840450.0,249435650.0,304123700.0,226667060.0
2091.0,313717100.0,523568480.0,117781910.0,335275200.0,414368900.0,244885330.0,299262900.0,222118110.0
2092.0,302924100.0,485799230.0,111771190.0,327299900.0,403218660.0,241559150.0,289738020.0,211469810.0
2093.0,291518000.0,475019170.0,102073980.0,320404130.0,390386850.0,244682640.0,282696770.0,202840480.0
2094.0,277234800.0,477853250.0,98512070.0,315538530.0,380625540.0,237736140.0,274500580.0,198800500.0
2095.0,271539460.0,454104060.0,94697090.0,311959460.0,382207520.0,234306140.0,265758960.0,193040130.0
2096.0,266879730.0,449747140.0,91337390.0,311231500.0,369445860.0,226380080.0,258378050.0,185334140.0
2097.0,261286140.0,443821600.0,82980460.0,310202270.0,368241280.0,219834560.0,250082000.0,181195600.0
2098.0,254050620.0,434485920.0,81130090.0,301348700.0,358649400.0,214097650.0,240000290.0,176452450.0
2099.0,246990990.0,427043500.0,77265740.0,297639260.0,353030620.0,209635860.0,249976030.0,173402980.0
2100.0,238595000.0,427790080.0,73937560.0,298572100.0,346817300.0,205346050.0,237996800.0,167154460.0
