time,NORESM1-M,GFDL-ESM2G,CNRM-CM5,GFDL-CM3,CCSM4,CANESM2,IPSL-CM5A-LR,CSIRO-MK3-6-0,GISS-E2-R,MPI-ESM-LR
2023.0,1070086850.0,1047029900.0,1047033860.0,1072211200.0,1085289100.0,1080852600.0,1077844900.0,1066031900.0,1071238850.0,1093003900.0
2024.0,1044232600.0,1034845800.0,1037291840.0,1040705500.0,1053461700.0,1060588600.0,1075166000.0,1090145900.0,1071606400.0,1074285800.0
2025.0,1021245250.0,1019640100.0,1022212700.0,1015969100.0,1027221760.0,1081209700.0,1052749300.0,1060265540.0,1055692900.0,1060022400.0
2026.0,997079700.0,999307600.0,1018523000.0,997331460.0,1033797400.0,1046900800.0,1036464100.0,1036796500.0,1046907400.0,1050725000.0
2027.0,978920000.0,973063360.0,991173200.0,960984100.0,1002421250.0,1031174340.0,1011515500.0,1018656200.0,1026659650.0,1033727040.0
2028.0,958523650.0,952193700.0,967564540.0,939821630.0,978258600.0,1010857400.0,989234700.0,1078626300.0,1003685440.0,1024324800.0
2029.0,933444860.0,948441000.0,948185000.0,908700740.0,962800060.0,985563260.0,937048200.0,1004166700.0,986684600.0,1018390600.0
2030.0,899745600.0,945509760.0,940529860.0,876538430.0,935330100.0,962656640.0,924340540.0,989510200.0,958284800.0,1001370000.0
2031.0,863231600.0,909359940.0,928592960.0,847053760.0,908181250.0,958114370.0,909948900.0,980096640.0,944431740.0,1013154800.0
2032.0,835473100.0,890743700.0,910735740.0,799273500.0,883695500.0,952276400.0,901954600.0,939623550.0,923138600.0,976400200.0
2033.0,810673500.0,895281660.0,899646200.0,767743500.0,870650900.0,946104800.0,870503700.0,925798140.0,898948350.0,954757700.0
2034.0,792696600.0,875377800.0,873700860.0,737179300.0,852660740.0,947663360.0,846163460.0,892110400.0,870306300.0,960902900.0
2035.0,775198900.0,839551550.0,851486900.0,694629100.0,826997440.0,909516740.0,831769100.0,869572860.0,842776700.0,961627300.0
2036.0,753808830.0,818316600.0,836788700.0,672839300.0,797588030.0,886940740.0,810027800.0,836801340.0,822052740.0,969858940.0
2037.0,731793340.0,814474000.0,824899500.0,643761150.0,782272060.0,870710000.0,779637300.0,817048450.0,793884600.0,904476350.0
2038.0,712728700.0,880077600.0,805622400.0,614635300.0,750872770.0,851603100.0,753784000.0,809707840.0,772470800.0,884138940.0
2039.0,687194300.0,875832500.0,786786000.0,592314900.0,727681400.0,839785300.0,734190900.0,771552300.0,753360300.0,866678400.0
2040.0,663706200.0,828701950.0,767474300.0,564070600.0,699498400.0,820405760.0,705923140.0,751904400.0,732830900.0,844150460.0
2041.0,641021000.0,796851650.0,742509800.0,533338900.0,671458370.0,800727940.0,669909760.0,717659800.0,716808800.0,819534000.0
2042.0,617210240.0,767217660.0,728517500.0,517911000.0,644029800.0,792851500.0,645416800.0,681784300.0,700588500.0,801305300.0
2043.0,586322940.0,749261600.0,713306940.0,487297800.0,611392300.0,774348200.0,613227600.0,635136060.0,670183100.0,788053900.0
2044.0,564643900.0,752331460.0,697238400.0,470271600.0,581250240.0,756065540.0,584781760.0,616019840.0,655096400.0,778229000.0
2045.0,549294900.0,722988200.0,677445500.0,459422500.0,564368500.0,729495400.0,578701250.0,594658600.0,632284400.0,755070340.0
2046.0,534546200.0,703779400.0,670339140.0,433462900.0,541404350.0,706148100.0,560661250.0,591024600.0,616584100.0,734054100.0
2047.0,512536100.0,681693000.0,661249660.0,419420100.0,510339700.0,694036030.0,531180000.0,561750400.0,600931000.0,723527740.0
2048.0,504997800.0,670557200.0,655895500.0,401636000.0,486320700.0,667700300.0,510931330.0,535617760.0,578623900.0,696136500.0
2049.0,488792670.0,653607940.0,667704600.0,386103970.0,468636500.0,646632450.0,495619600.0,516537020.0,567160450.0,656285950.0
2050.0,478541540.0,643745200.0,636245300.0,367465150.0,451586370.0,630373060.0,476116960.0,506636320.0,548517000.0,630491300.0
2051.0,460496600.0,623608700.0,631413570.0,350553570.0,429731200.0,599697660.0,458176320.0,480740640.0,533565540.0,613121200.0
2052.0,440974600.0,607792960.0,618222460.0,334546880.0,421305470.0,578987300.0,452272350.0,472727400.0,523474800.0,600243460.0
2053.0,424002370.0,606741300.0,609553900.0,315332350.0,406254820.0,557933100.0,428083740.0,468629820.0,517389760.0,572221630.0
2054.0,407464060.0,592561540.0,620722100.0,300642750.0,388237700.0,536688300.0,436984130.0,445038080.0,505353150.0,541649860.0
2055.0,394950400.0,575526660.0,587644100.0,284187600.0,379019460.0,518739400.0,420387550.0,430929020.0,500124580.0,531513540.0
2056.0,383281020.0,554266500.0,578833700.0,262306370.0,361466430.0,507601100.0,410611870.0,421426100.0,482586240.0,512692320.0
2057.0,364513950.0,535524220.0,558863940.0,248077890.0,355407400.0,481996130.0,393771650.0,403553100.0,474748480.0,495118700.0
2058.0,353114270.0,514719330.0,542266240.0,227510530.0,341046500.0,455945950.0,373337280.0,390525440.0,462776450.0,476775840.0
2059.0,337649920.0,487201060.0,529907780.0,213316690.0,327093150.0,442806620.0,356207330.0,379501100.0,452890600.0,459106980.0
2060.0,324447000.0,470503100.0,511090600.0,201205740.0,318491460.0,420202000.0,346797000.0,371341220.0,444918820.0,441385660.0
2061.0,309779940.0,451117340.0,496290720.0,191118400.0,307817280.0,413704740.0,335042240.0,369986300.0,437465020.0,422199650.0
2062.0,297813500.0,434482020.0,486959070.0,183611650.0,291782750.0,396880400.0,328487740.0,353292800.0,431057570.0,405793900.0
2063.0,285826660.0,418809380.0,469360100.0,172026750.0,281152320.0,383480200.0,315083230.0,347853380.0,422430900.0,387979620.0
2064.0,273165980.0,394604740.0,463228060.0,164296830.0,271537380.0,378372860.0,303499070.0,340608300.0,413584060.0,409434940.0
2065.0,255968830.0,379493820.0,449989820.0,152667220.0,260670700.0,358964900.0,291126000.0,328774140.0,407203700.0,360750400.0
2066.0,246231180.0,365267700.0,435761730.0,139212420.0,249653710.0,343153100.0,283912130.0,324934880.0,398690180.0,348614240.0
2067.0,239116590.0,351798900.0,423452640.0,133601080.0,239485600.0,325416060.0,267527100.0,313686200.0,390370270.0,328597540.0
2068.0,228419600.0,343236350.0,407505730.0,124448056.0,227367790.0,310442700.0,251865570.0,304504860.0,385456770.0,319266900.0
2069.0,217806700.0,330074780.0,374867700.0,116166490.0,222110380.0,312596580.0,249133310.0,288418700.0,374316770.0,311435000.0
2070.0,205483760.0,313114020.0,364896000.0,105730744.0,209295870.0,276057380.0,230603020.0,276929060.0,366555040.0,294400580.0
2071.0,199439180.0,298441400.0,359627620.0,94152190.0,203921600.0,259111740.0,216566690.0,269487840.0,356965400.0,271971620.0
2072.0,192138750.0,279180260.0,347034500.0,90085256.0,194992030.0,249844480.0,200991940.0,255854030.0,351502880.0,251417520.0
2073.0,190361580.0,263675460.0,337434750.0,81523060.0,184275360.0,240127520.0,186821120.0,243395020.0,356842780.0,245342020.0
2074.0,182688430.0,254281550.0,328173220.0,75765700.0,179976620.0,224088480.0,180478820.0,234009490.0,338663650.0,284896220.0
2075.0,173356940.0,238261200.0,319205570.0,74155230.0,179147440.0,208388660.0,169083800.0,226861840.0,331769900.0,219517890.0
2076.0,167094980.0,219645920.0,305410300.0,68585490.0,173768900.0,200340740.0,160799630.0,218593250.0,329306050.0,195020660.0
2077.0,159474510.0,208985760.0,297875360.0,60884936.0,167131420.0,186867940.0,151110560.0,205383570.0,318062100.0,184328850.0
2078.0,154519440.0,200413020.0,288868320.0,58506070.0,160182720.0,177879760.0,140883860.0,196407300.0,304478000.0,252323470.0
2079.0,149768260.0,195850340.0,273746500.0,53843456.0,157411870.0,171163900.0,132223420.0,185988160.0,296199840.0,182425280.0
2080.0,145137760.0,190899870.0,274020380.0,51258804.0,152524350.0,167785400.0,120194860.0,174713890.0,282233300.0,173322220.0
2081.0,140283660.0,186009310.0,258288780.0,47143420.0,147068560.0,164656340.0,132500890.0,183079820.0,283508670.0,163458720.0
2082.0,138327260.0,179160430.0,251413630.0,46353530.0,148496560.0,154963760.0,115623960.0,161159580.0,268387470.0,155093230.0
2083.0,131641544.0,169238850.0,246030700.0,45323424.0,211186720.0,152835460.0,104950250.0,155790420.0,258677520.0,149013660.0
2084.0,125034824.0,164342480.0,243647660.0,42063604.0,140516340.0,146837340.0,99201260.0,144666260.0,250826690.0,143460430.0
2085.0,121898350.0,158039410.0,232328720.0,39406964.0,146752930.0,140559070.0,92346080.0,139198300.0,248164290.0,143422260.0
2086.0,118734184.0,153464800.0,225955800.0,37766076.0,133173990.0,135595250.0,83364790.0,132207464.0,242009740.0,135932400.0
2087.0,116141440.0,150631520.0,212728000.0,33458952.0,129582696.0,129502480.0,78566210.0,125767830.0,238589700.0,127768200.0
2088.0,112130430.0,147035940.0,208898220.0,32567664.0,135424030.0,121728100.0,72189960.0,119627860.0,230383890.0,124886744.0
2089.0,116257100.0,141667780.0,205298530.0,31839724.0,127671970.0,116538840.0,69616720.0,112239270.0,221574660.0,121644420.0
2090.0,103718830.0,134535260.0,200789740.0,31471976.0,123789944.0,115648216.0,65166100.0,104550900.0,214633860.0,118859256.0
2091.0,99363610.0,128771144.0,194051060.0,31305436.0,120574600.0,110193660.0,62510304.0,93488190.0,211157170.0,115262664.0
2092.0,95781704.0,127527620.0,189949000.0,29406064.0,119521896.0,105135500.0,59500780.0,87899464.0,202777180.0,103286776.0
2093.0,89702520.0,121428480.0,186838980.0,28129892.0,116739710.0,98863170.0,54588820.0,84580824.0,196487710.0,95281200.0
2094.0,85929850.0,117936820.0,178208800.0,26053880.0,110141064.0,93722520.0,53871504.0,78926390.0,192597250.0,90896936.0
2095.0,83136810.0,111348660.0,169925150.0,25687680.0,109636776.0,88942020.0,52420308.0,74685750.0,189930270.0,88156344.0
2096.0,78918100.0,105994184.0,165284670.0,25396770.0,105119864.0,83705830.0,51039064.0,69950400.0,183235410.0,83636056.0
2097.0,78788184.0,101692104.0,159714830.0,21682708.0,102423816.0,79637576.0,48966190.0,65605660.0,175001570.0,74911790.0
2098.0,73920220.0,97326370.0,154751600.0,19259784.0,98070170.0,71738200.0,46446332.0,62046904.0,171273630.0,71816150.0
2099.0,73256950.0,94438610.0,166181710.0,18569144.0,95923370.0,67761784.0,44657896.0,60493730.0,166954000.0,68871320.0
2100.0,72401730.0,90633960.0,148635140.0,17333472.0,89379064.0,68789290.0,44077416.0,58430684.0,160835090.0,63693060.0
