time,CANESM2,IPSL-CM5A-LR,CESM1-CAM5,NORESM1-M,CNRM-CM5,GFDL-ESM2G,CCSM4,GFDL-CM3,GISS-E2-R,MPI-ESM-LR,CSIRO-MK3-6-0
2057.0,555616260.0,585754300.0,554063740.0,496306600.0,598053440.0,664849700.0,715990850.0,370765820.0,816142400.0,579724700.0,667533800.0
2058.0,549658940.0,704055800.0,538632200.0,484886340.0,591012700.0,669183040.0,711953800.0,360863260.0,870236200.0,572615040.0,654631900.0
2059.0,664819700.0,581637250.0,531940000.0,479797540.0,584569900.0,655087200.0,650721000.0,347385100.0,850610300.0,566905540.0,644501100.0
2060.0,561367400.0,568125100.0,523785060.0,481962200.0,581759360.0,676777800.0,664340030.0,341694530.0,755987800.0,573304900.0,633442500.0
2061.0,551485900.0,561779140.0,514412670.0,469126820.0,569574660.0,631824450.0,711097800.0,334043600.0,737874500.0,618141950.0,624355260.0
2062.0,546256100.0,555565950.0,514198270.0,461534940.0,565872960.0,636466750.0,676432700.0,333334800.0,734718340.0,620674370.0,607923800.0
2063.0,536037660.0,568305400.0,562319200.0,450215300.0,554148030.0,648621950.0,682873150.0,331445280.0,722304830.0,750547260.0,789434750.0
2064.0,614594100.0,545792000.0,495210140.0,457146140.0,547470700.0,620158000.0,647020740.0,320230140.0,718809100.0,641234050.0,623949760.0
2065.0,541171840.0,544016450.0,489306180.0,444490370.0,537752100.0,672348600.0,649424500.0,315092860.0,711901100.0,674410900.0,586014000.0
2066.0,541734400.0,541688100.0,494531360.0,435824540.0,529921600.0,625569700.0,682382900.0,312526850.0,707152960.0,656957400.0,569157700.0
2067.0,645315200.0,571861300.0,484509200.0,495654940.0,523472540.0,599798900.0,654257660.0,301104420.0,702390140.0,697208800.0,561185800.0
2068.0,606228700.0,553808060.0,478920060.0,451282600.0,513576400.0,590988300.0,642774340.0,326776420.0,699658600.0,801695600.0,560716700.0
2069.0,536647040.0,531371650.0,476267600.0,451396380.0,508668640.0,594779650.0,727580540.0,300822660.0,694108400.0,713539260.0,543633150.0
2070.0,527627100.0,542028800.0,490201760.0,431843300.0,515563740.0,682218700.0,694304450.0,320405860.0,686942660.0,661690050.0,537430000.0
2071.0,526695500.0,527262700.0,478957220.0,424555780.0,512768100.0,615271230.0,661194750.0,298239680.0,686016900.0,648833150.0,527069760.0
2072.0,521974500.0,523901820.0,489157570.0,425670750.0,500199800.0,629606600.0,641093760.0,297867260.0,733364500.0,622891260.0,618975500.0
2073.0,522955070.0,622658900.0,467699650.0,418907200.0,500038660.0,624963900.0,651702460.0,289653660.0,694290370.0,621231360.0,518721020.0
2074.0,519412960.0,533888480.0,558900000.0,416594530.0,496035400.0,593620500.0,635778500.0,287014620.0,685684030.0,616500100.0,601819000.0
2075.0,511272400.0,577595000.0,635310300.0,416375200.0,490802700.0,577095100.0,687044030.0,284226750.0,675237060.0,736428400.0,521505340.0
2076.0,507977920.0,519800900.0,508518750.0,414118940.0,487355550.0,575257300.0,652329100.0,279981060.0,683085100.0,606336060.0,676881150.0
2077.0,509149400.0,511239780.0,490723680.0,416404600.0,531311550.0,679090800.0,630128700.0,281428960.0,690153100.0,600104800.0,573953340.0
2078.0,505057660.0,509781570.0,475521340.0,423056060.0,503483420.0,670253900.0,722276000.0,278124700.0,684011140.0,591006850.0,511952030.0
2079.0,507070820.0,509276860.0,480511800.0,411688580.0,523695260.0,711381200.0,649761800.0,274087780.0,674553660.0,591558340.0,501782900.0
2080.0,504785120.0,521631260.0,529994370.0,417312450.0,483300260.0,643466400.0,661401400.0,271449760.0,701741950.0,631202200.0,497327550.0
2081.0,526981800.0,522698530.0,469568450.0,417978050.0,477255360.0,615103600.0,629616260.0,272862300.0,685913100.0,583984260.0,497267330.0
2082.0,507012670.0,503930370.0,462482700.0,409959100.0,477346180.0,732449540.0,625897340.0,267074910.0,677392830.0,578747400.0,490272420.0
2083.0,500402240.0,523559330.0,485853600.0,409829120.0,476356350.0,620425150.0,681428600.0,260998030.0,672540860.0,575397400.0,485284300.0
2084.0,494117820.0,554945600.0,482241800.0,404109800.0,470583840.0,631206700.0,627041000.0,263762540.0,671125250.0,574656060.0,488029700.0
2085.0,490318270.0,595436700.0,463387040.0,400549950.0,470036030.0,620996800.0,657985500.0,257386900.0,662412600.0,568635800.0,485476320.0
2086.0,486829120.0,521736540.0,483593820.0,420044700.0,469302880.0,646990700.0,625703700.0,253727250.0,749549440.0,662685300.0,473766820.0
2087.0,510862400.0,511102300.0,503100380.0,397406200.0,464096260.0,609051140.0,629215200.0,250276770.0,718286600.0,572084860.0,471991040.0
2088.0,497020900.0,573483800.0,476303970.0,394451940.0,460586940.0,603150660.0,696658400.0,248413090.0,659737340.0,566363140.0,472842800.0
2089.0,619737400.0,513289440.0,458782800.0,393414880.0,457466460.0,606080800.0,649224450.0,264896750.0,724407600.0,559942100.0,466686200.0
2090.0,568458240.0,503905340.0,469731040.0,394684480.0,454195260.0,622320450.0,624213060.0,268956060.0,674212100.0,547831400.0,465599330.0
2091.0,528237200.0,543086000.0,471418000.0,547080700.0,452846240.0,687537600.0,621400960.0,246299740.0,731813900.0,546948700.0,460170850.0
2092.0,572739200.0,547659500.0,529811700.0,435142820.0,453474370.0,632625500.0,623648800.0,241393620.0,752723600.0,540484350.0,453003040.0
2093.0,493768860.0,538761600.0,563543700.0,422744700.0,447239260.0,605660000.0,683024400.0,239906060.0,711877500.0,544725700.0,452378900.0
2094.0,495465060.0,520514700.0,474784900.0,513171360.0,443575040.0,595327800.0,624514700.0,233387700.0,670996160.0,667703500.0,473904670.0
2095.0,489399600.0,514354500.0,473304640.0,418998620.0,441289300.0,633535000.0,625933400.0,232277820.0,684341700.0,547098940.0,492411650.0
2096.0,498895330.0,506512260.0,458946050.0,416046900.0,437946340.0,616873660.0,622710200.0,229780820.0,708462200.0,536808000.0,452816220.0
2097.0,493576500.0,507196580.0,453118820.0,403945660.0,433949380.0,603141570.0,618646200.0,336544160.0,693185600.0,539132800.0,446192770.0
2098.0,485351400.0,519797730.0,455805920.0,398957900.0,432828400.0,661861950.0,687259700.0,245550220.0,701666100.0,527477660.0,445030600.0
2099.0,480040800.0,514843170.0,448997120.0,424703300.0,428433600.0,614856800.0,646952060.0,234691580.0,706473860.0,527425600.0,463257570.0
2100.0,474870460.0,515580300.0,446983780.0,417769800.0,440048260.0,894001400.0,623315500.0,232648450.0,729634000.0,517821760.0,447076900.0
