time,GFDL-CM3,CCSM4,NORESM1-M,GFDL-ESM2G,CNRM-CM5,IPSL-CM5A-LR,CESM1-CAM5,CANESM2,CSIRO-MK3-6-0,MPI-ESM-LR,GISS-E2-R
2057.0,335362140.0,615125400.0,474509630.0,566790600.0,700540350.0,600102850.0,550392600.0,715465600.0,437276740.0,660444900.0,616869950.0
2058.0,325389100.0,606325700.0,463247260.0,570491200.0,680734200.0,584779700.0,538937700.0,698820160.0,426701660.0,655492540.0,606667460.0
2059.0,308785860.0,622423300.0,452718750.0,569875000.0,676049800.0,566006800.0,526235780.0,677347200.0,424253000.0,660756740.0,596824000.0
2060.0,294210050.0,598577900.0,440715000.0,550676600.0,671721340.0,552982700.0,515499900.0,699982900.0,418310700.0,643390660.0,590247360.0
2061.0,286825950.0,593684600.0,436048260.0,548652100.0,653737340.0,535492960.0,505521100.0,682834560.0,409103740.0,632149300.0,591156500.0
2062.0,277059260.0,587321100.0,432229950.0,539877500.0,641750400.0,523351260.0,494571650.0,656070660.0,397855230.0,620059700.0,588292300.0
2063.0,262169390.0,578595400.0,415687680.0,533086660.0,630307400.0,498263100.0,484671200.0,636880800.0,389293980.0,627560600.0,578942200.0
2064.0,254493260.0,572613900.0,403889630.0,530754000.0,628997250.0,478820540.0,473140740.0,641036350.0,387995170.0,616405900.0,562297300.0
2065.0,238340420.0,608204700.0,398023800.0,532377730.0,610364900.0,459513340.0,459351870.0,610196500.0,375629020.0,603522300.0,557247500.0
2066.0,228645180.0,578137000.0,396873300.0,526008670.0,596658560.0,440762460.0,449478940.0,593810900.0,367992130.0,587562560.0,545808400.0
2067.0,220196420.0,557701200.0,382219900.0,530104600.0,586244500.0,434386620.0,443284000.0,584450240.0,360896160.0,569974340.0,539008200.0
2068.0,216360060.0,553148350.0,373819230.0,519028930.0,566458240.0,417485060.0,438640030.0,572484200.0,354328420.0,561466940.0,530565250.0
2069.0,209162700.0,610480200.0,364130750.0,510371700.0,556390900.0,411793900.0,432110820.0,561232600.0,348865250.0,552593900.0,540942100.0
2070.0,199674910.0,552444000.0,356583200.0,504942400.0,546186700.0,403205800.0,436624640.0,587438460.0,343808400.0,578144450.0,537529900.0
2071.0,203803620.0,553535600.0,354128060.0,503838900.0,539725900.0,388341250.0,421121630.0,554971600.0,337491300.0,685642200.0,522414430.0
2072.0,185735600.0,550945100.0,349378020.0,499820160.0,527238800.0,383275550.0,415508540.0,544713900.0,330208830.0,567129100.0,518724770.0
2073.0,174129140.0,538139600.0,346265730.0,496164260.0,518449440.0,367576350.0,406889500.0,523812350.0,326710660.0,533030240.0,515829120.0
2074.0,166978240.0,535333470.0,333806050.0,490458430.0,509669920.0,358169950.0,399457380.0,510382850.0,324817440.0,523655800.0,506990750.0
2075.0,162428430.0,530199600.0,330436160.0,485620350.0,501887330.0,346852540.0,394719870.0,500759040.0,317506700.0,524443500.0,501497540.0
2076.0,157147570.0,523810050.0,322010460.0,484510980.0,495080670.0,336248260.0,387822100.0,490002180.0,312064540.0,507113660.0,496117900.0
2077.0,151598900.0,517998430.0,315439000.0,480160450.0,486119040.0,326457100.0,380974300.0,481134050.0,305079100.0,503272130.0,491491360.0
2078.0,165826700.0,512819500.0,309015000.0,473604260.0,479212380.0,324733540.0,377690800.0,585121150.0,297413280.0,510034080.0,499763400.0
2079.0,142320560.0,507758000.0,302110530.0,468437340.0,471647230.0,312552700.0,373164740.0,473423800.0,291624350.0,486356220.0,482477150.0
2080.0,141042880.0,504082200.0,297194700.0,467716600.0,462936960.0,304642270.0,368055500.0,462742270.0,285349220.0,483048740.0,480893400.0
2081.0,158658800.0,500827200.0,289919000.0,507999600.0,455910880.0,307219600.0,362679170.0,485574530.0,287632830.0,516620670.0,474070980.0
2082.0,148315540.0,509614370.0,283085060.0,455783230.0,450337800.0,291317020.0,352509730.0,478213440.0,279058430.0,730166900.0,468233730.0
2083.0,133775810.0,557432640.0,274787360.0,454714240.0,442836030.0,286035040.0,345809000.0,452208670.0,270895780.0,532008800.0,462398800.0
2084.0,130669336.0,503690600.0,283612800.0,463116260.0,435071460.0,276566820.0,341424000.0,438591500.0,305368830.0,477359870.0,456462560.0
2085.0,127325464.0,494164160.0,285832420.0,446347360.0,433383740.0,271375970.0,338596740.0,470857100.0,262332820.0,467233540.0,451049760.0
2086.0,126508610.0,487354430.0,265025200.0,434804800.0,424780320.0,269784860.0,336145440.0,434558980.0,252863490.0,462361250.0,444813900.0
2087.0,127034110.0,481386430.0,258917040.0,446016580.0,417775140.0,264833440.0,327870940.0,420950660.0,246954900.0,456847200.0,440825440.0
2088.0,124158936.0,476404130.0,251369630.0,430100860.0,416142940.0,259438660.0,318864030.0,497975650.0,242814110.0,463253700.0,446015780.0
2089.0,122982220.0,607543600.0,255177150.0,425483500.0,407642300.0,251137300.0,312518800.0,422418020.0,238770140.0,455461860.0,433289300.0
2090.0,117335096.0,525973250.0,246773870.0,416820060.0,403457440.0,243306110.0,307203550.0,515762340.0,232057550.0,471308060.0,429532320.0
2091.0,114523190.0,485151800.0,242274900.0,412321570.0,419434240.0,234218900.0,361025100.0,409806500.0,224411890.0,463827260.0,426269150.0
2092.0,109139100.0,467599780.0,247928930.0,439601120.0,393535900.0,230986160.0,296335170.0,402372480.0,218000590.0,464825180.0,467057120.0
2093.0,106972590.0,461117630.0,235885000.0,406870460.0,386202020.0,236507410.0,288422850.0,419324400.0,215798850.0,445594300.0,420880320.0
2094.0,104927670.0,454819520.0,233566770.0,401777920.0,381808000.0,260892350.0,289900060.0,396561920.0,211685330.0,438367740.0,462746080.0
2095.0,120506024.0,451022180.0,238260820.0,396214000.0,377858080.0,224318560.0,277144160.0,394024860.0,204206180.0,436596670.0,416448060.0
2096.0,105956310.0,456908770.0,228683970.0,388082340.0,371841020.0,219894340.0,275210200.0,393322700.0,285338500.0,439806500.0,416558880.0
2097.0,106061430.0,485237380.0,226775400.0,384489860.0,365996130.0,220884220.0,276344400.0,387524300.0,219316380.0,429179170.0,412701570.0
2098.0,100867440.0,474557980.0,218547410.0,383267870.0,359919780.0,232664580.0,276838800.0,383813920.0,203622130.0,419957280.0,436609250.0
2099.0,98036270.0,467325380.0,216839520.0,390921500.0,354779940.0,276176740.0,294854720.0,390399800.0,195811710.0,415861440.0,415988700.0
2100.0,102617760.0,459109120.0,217136160.0,382457500.0,349545700.0,241129550.0,267953890.0,418512500.0,193205060.0,420610200.0,437458620.0
