time,NORESM2-MM,INM-CM4-8,INM-CM5-0,EC-EARTH3,CESM2,CAMS-CSM1-0,ACCESS-CM2,CESM2-WACCM,CANESM5,EC-EARTH3-VEG,ACCESS-ESM1-5,IPSL-CM6A-LR,MRI-ESM2-0,MPI-ESM1-2-HR,GFDL-ESM4,FGOALS-F3-L,BCC-CSM2-MR
2090.0,1736469600000.0,1911089900000.0,1722153700000.0,887571100000.0,1504959900000.0,2141544800000.0,1372003000000.0,1646330600000.0,1514635100000.0,1574110500000.0,1578911500000.0,1638858600000.0,1596783600000.0,2000013600000.0,1813963500000.0,1746366500000.0,1524423700000.0
2091.0,1718882700000.0,1910742700000.0,1713231600000.0,880193900000.0,1501430500000.0,2134611500000.0,1352753100000.0,1630269500000.0,1506833600000.0,1557206700000.0,1563288100000.0,1636512200000.0,1592835000000.0,2001263300000.0,1807693500000.0,1734135800000.0,1502110800000.0
2092.0,1716885000000.0,1896340000000.0,1700372300000.0,871653900000.0,1500818800000.0,2133388200000.0,1339681900000.0,1630131300000.0,1495799600000.0,1542093500000.0,1550103000000.0,1612772900000.0,1595548000000.0,1989768000000.0,1789284000000.0,1727265200000.0,1500372300000.0
2093.0,1699694900000.0,1887035000000.0,1693885700000.0,863751900000.0,1482069400000.0,2126833800000.0,1328363700000.0,1625537200000.0,1488538800000.0,1528008000000.0,1538951900000.0,1602085800000.0,1581525900000.0,1983734900000.0,1782365600000.0,1731292000000.0,1490984400000.0
2094.0,1682532900000.0,1887707500000.0,1694613000000.0,857214940000.0,1471915600000.0,2132901500000.0,1320997200000.0,1615899300000.0,1490945300000.0,1494931000000.0,1522251500000.0,1592250700000.0,1579567000000.0,1976416600000.0,1777794500000.0,1726385600000.0,1480034700000.0
2095.0,1668162700000.0,1875936400000.0,1681001300000.0,848215400000.0,1469350400000.0,2138063500000.0,1308408700000.0,1607338200000.0,1478275600000.0,1469184200000.0,1510027200000.0,1588727100000.0,1568682700000.0,1981309100000.0,1759511700000.0,1715496800000.0,1460513900000.0
2096.0,1653456200000.0,1876278500000.0,1667607400000.0,845971850000.0,1456742600000.0,2145374600000.0,1298916300000.0,1590647300000.0,1472924000000.0,1457254700000.0,1511358700000.0,1577314200000.0,1568391700000.0,1976460800000.0,1750941200000.0,1718319000000.0,1447553900000.0
2097.0,1639455700000.0,1860247100000.0,1651990300000.0,838271200000.0,1446814500000.0,2126007000000.0,1288997400000.0,1573579300000.0,1477323500000.0,1444001500000.0,1503525200000.0,1562561900000.0,1568138100000.0,1973748900000.0,1749937000000.0,1711615100000.0,1442905700000.0
2098.0,1648588200000.0,1850081400000.0,1646346100000.0,833414760000.0,1441086200000.0,2116084800000.0,1283472100000.0,1571175500000.0,1464640200000.0,1416577300000.0,1488831100000.0,1560261600000.0,1568351300000.0,1959391900000.0,1735697500000.0,1706955600000.0,1435611300000.0
2099.0,1633706200000.0,1854824600000.0,1641780500000.0,827595400000.0,1436496200000.0,2102778800000.0,1276944000000.0,1553777800000.0,1451894400000.0,1390869000000.0,1474118800000.0,1558426300000.0,1563976300000.0,1950153700000.0,1724423700000.0,1707287400000.0,1424039300000.0
2100.0,1620189200000.0,1852619600000.0,1636637100000.0,827383500000.0,1431757000000.0,2102696000000.0,1260292300000.0,1550359200000.0,1450833000000.0,1374186400000.0,1472577000000.0,1550171900000.0,1571178800000.0,1944724800000.0,1718838600000.0,1711090300000.0,1418906000000.0
