time,FGOALS-F3-L,BCC-CSM2-MR,MPI-ESM1-2-HR,GFDL-ESM4,MRI-ESM2-0,EC-EARTH3-VEG,CAMS-CSM1-0,CESM2-WACCM,CESM2,EC-EARTH3,NORESM2-MM,INM-CM4-8,INM-CM5-0
2045.0,2140386900000.0,2247094000000.0,2382853800000.0,2432820300000.0,2199865300000.0,2487441200000.0,2452863600000.0,2379339300000.0,2322908600000.0,1841797300000.0,2438921700000.0,2430302200000.0,2234961600000.0
2046.0,2122921300000.0,2220697000000.0,2357092400000.0,2411009400000.0,2169690800000.0,2462727300000.0,2428617400000.0,2359882000000.0,2297822700000.0,1809459200000.0,2421804500000.0,2406682200000.0,2202285400000.0
2047.0,2098913000000.0,2182960100000.0,2340542500000.0,2391607300000.0,2157229100000.0,2434129500000.0,2410735200000.0,2338474000000.0,2266339200000.0,1776044700000.0,2414894400000.0,2385261400000.0,2177685700000.0
2048.0,2059476900000.0,2160785600000.0,2322682600000.0,2373763700000.0,2136529600000.0,2419476000000.0,2383033000000.0,2301094500000.0,2224802500000.0,1741688900000.0,2395159000000.0,2369990400000.0,2162037600000.0
2049.0,2049342800000.0,2131483000000.0,2280863800000.0,2352451200000.0,2108671100000.0,2390717600000.0,2360389400000.0,2274976600000.0,2195590200000.0,1700719400000.0,2365337600000.0,2348199000000.0,2134361400000.0
2050.0,2044376300000.0,2090900400000.0,2258795500000.0,2330195100000.0,2091580900000.0,2355576200000.0,2332199200000.0,2245742300000.0,2182103700000.0,1675194500000.0,2327759000000.0,2350329600000.0,2106017400000.0
2051.0,2009849300000.0,2065387700000.0,2256732000000.0,2302809700000.0,2059693500000.0,2329779000000.0,2291513400000.0,2205774000000.0,2158336900000.0,1626915100000.0,2302671600000.0,2334324700000.0,2075964300000.0
2052.0,1979679400000.0,2023909500000.0,2233059200000.0,2288047000000.0,2036494800000.0,2283452200000.0,2259946300000.0,2198332400000.0,2128431400000.0,1585902400000.0,2288556000000.0,2318976200000.0,2054953600000.0
2053.0,1946509400000.0,1989845300000.0,2215750400000.0,2240848900000.0,2009963000000.0,2251353200000.0,2243189000000.0,2169605500000.0,2099486300000.0,1550268400000.0,2255734200000.0,2286141800000.0,2042493000000.0
2054.0,1908772300000.0,1959492800000.0,2189823200000.0,2217763000000.0,1988362200000.0,2221600700000.0,2235961200000.0,2135301800000.0,2075062000000.0,1532912500000.0,2227149000000.0,2257638000000.0,2017817900000.0
2055.0,1886240000000.0,1928221800000.0,2155728200000.0,2181785500000.0,1959261500000.0,2177684100000.0,2236277900000.0,2092028000000.0,2057686100000.0,1495320900000.0,2194900500000.0,2239581400000.0,1992370400000.0
2056.0,1859256500000.0,1875755300000.0,2135957400000.0,2151028100000.0,1922957400000.0,2139737200000.0,2211287100000.0,2071567400000.0,2048075800000.0,1453170900000.0,2165874400000.0,2230306500000.0,1975338700000.0
2057.0,1818892000000.0,1850199600000.0,2107371700000.0,2131487500000.0,1898050700000.0,2118177800000.0,2186792400000.0,2046202600000.0,2025548500000.0,1404957000000.0,2150318100000.0,2198875800000.0,1947004800000.0
2058.0,1793047900000.0,1802070800000.0,2093930800000.0,2116415900000.0,1872002500000.0,2080343000000.0,2157656400000.0,2010454600000.0,2002128100000.0,1374220300000.0,2123251800000.0,2167504800000.0,1929868000000.0
2059.0,1767044500000.0,1767461000000.0,2069277700000.0,2081628500000.0,1838591100000.0,2052478700000.0,2135545300000.0,1979729200000.0,1992037500000.0,1353355000000.0,2073602800000.0,2141378300000.0,1905836200000.0
2060.0,1729669200000.0,1713750100000.0,2035870700000.0,2068754700000.0,1814293500000.0,2051080000000.0,2110069900000.0,1964715800000.0,1968262100000.0,1310174300000.0,2029533100000.0,2120386300000.0,1874330400000.0
2061.0,1699054000000.0,1671686400000.0,2013091900000.0,2023192500000.0,1779314600000.0,2025503600000.0,2082750100000.0,1933494500000.0,1936387300000.0,1276146400000.0,2016165600000.0,2089122300000.0,1829366300000.0
2062.0,1673764100000.0,1632544900000.0,1975302500000.0,1982482400000.0,1757013900000.0,1983749600000.0,2070229700000.0,1909139800000.0,1908734600000.0,1246607700000.0,1977023600000.0,2064858200000.0,1810255400000.0
2063.0,1634808600000.0,1591586500000.0,1958119600000.0,1957647900000.0,1734752200000.0,1953603400000.0,2046869500000.0,1881130500000.0,1896382700000.0,1221168200000.0,1932338400000.0,2046025400000.0,1786201800000.0
2064.0,1600549800000.0,1546618400000.0,1949833800000.0,1916300300000.0,1700944000000.0,1907223200000.0,2010229000000.0,1841045600000.0,1867775900000.0,1186403000000.0,1893496800000.0,2039064000000.0,1761116800000.0
2065.0,1564943300000.0,1505074300000.0,1913365500000.0,1889412000000.0,1679315600000.0,1874794900000.0,1992931700000.0,1801212500000.0,1837748600000.0,1154123600000.0,1867691300000.0,2020124100000.0,1731123300000.0
2066.0,1536515000000.0,1460673000000.0,1888969400000.0,1853880300000.0,1643721300000.0,1827929300000.0,1976905000000.0,1770726000000.0,1823983000000.0,1123890900000.0,1838741200000.0,1993208800000.0,1705790700000.0
2067.0,1516985300000.0,1426385100000.0,1865595100000.0,1825237100000.0,1613796600000.0,1789589300000.0,1945907200000.0,1747622000000.0,1796557400000.0,1090808050000.0,1821119500000.0,1971385100000.0,1692860300000.0
2068.0,1489825600000.0,1388701500000.0,1841308600000.0,1789971900000.0,1588698700000.0,1759073300000.0,1922294300000.0,1727339400000.0,1770316200000.0,1061017400000.0,1804297800000.0,1952670300000.0,1677569200000.0
2069.0,1464516600000.0,1349614400000.0,1821373600000.0,1752813500000.0,1572096400000.0,1721649700000.0,1910637300000.0,1695903000000.0,1750196600000.0,1031486900000.0,1780463300000.0,1949215000000.0,1660645400000.0
2070.0,1433754400000.0,1313216700000.0,1793023300000.0,1739949900000.0,1543764300000.0,1679959300000.0,1884494500000.0,1674893300000.0,1722901000000.0,1003394560000.0,1749717200000.0,1932544700000.0,1643787000000.0
2071.0,1405720600000.0,1268761200000.0,1762705500000.0,1713855800000.0,1505718600000.0,1649630500000.0,1861465000000.0,1654015300000.0,1700572000000.0,975467100000.0,1725392200000.0,1902734100000.0,1622361100000.0
2072.0,1384303800000.0,1223827100000.0,1742365900000.0,1691554800000.0,1482956500000.0,1609209100000.0,1831444200000.0,1630070100000.0,1672031200000.0,945371150000.0,1702625700000.0,1877001400000.0,1601472200000.0
2073.0,1362001300000.0,1181359700000.0,1721616700000.0,1661804100000.0,1454753400000.0,1572330300000.0,1823512700000.0,1597864500000.0,1644554400000.0,911355500000.0,1690037400000.0,1863700000000.0,1580014500000.0
2074.0,1333915400000.0,1141283700000.0,1702711000000.0,1633502900000.0,1430651900000.0,1536811300000.0,1807770500000.0,1569599000000.0,1617401700000.0,888988960000.0,1661647500000.0,1839151700000.0,1559350300000.0
2075.0,1311502100000.0,1109949700000.0,1687454100000.0,1615743000000.0,1412388700000.0,1506316100000.0,1800998200000.0,1549470900000.0,1590820900000.0,871873100000.0,1629212100000.0,1811055400000.0,1540922700000.0
2076.0,1290176600000.0,1072888150000.0,1656606700000.0,1592302500000.0,1376322700000.0,1467683800000.0,1776729700000.0,1529924800000.0,1565656000000.0,846599200000.0,1609491300000.0,1800440600000.0,1503740300000.0
2077.0,1268155500000.0,1040582600000.0,1634090700000.0,1539786400000.0,1347830300000.0,1432640600000.0,1754766200000.0,1502571300000.0,1534194500000.0,820343400000.0,1577702900000.0,1776527700000.0,1479676300000.0
2078.0,1244180400000.0,1008875200000.0,1601867100000.0,1517918400000.0,1326257900000.0,1382527800000.0,1737619700000.0,1486120800000.0,1503769100000.0,790682000000.0,1544809700000.0,1760348700000.0,1461420700000.0
2079.0,1223241600000.0,981727700000.0,1566478200000.0,1498504200000.0,1305478200000.0,1340120800000.0,1716473700000.0,1462145100000.0,1476806700000.0,769901460000.0,1510138200000.0,1741296600000.0,1451926700000.0
2080.0,1200570500000.0,951074800000.0,1540708600000.0,1469706100000.0,1288783800000.0,1311754000000.0,1697905900000.0,1428913800000.0,1441815500000.0,740743600000.0,1495780300000.0,1714364500000.0,1433749800000.0
2081.0,1183989800000.0,920250200000.0,1512949300000.0,1447751800000.0,1265330300000.0,1273863600000.0,1667131100000.0,1409819000000.0,1410214100000.0,708030600000.0,1487908600000.0,1691586300000.0,1413182700000.0
2082.0,1162307300000.0,886925600000.0,1488298400000.0,1433443100000.0,1250475100000.0,1231862800000.0,1642339100000.0,1392506800000.0,1383204700000.0,680197500000.0,1460937200000.0,1675708300000.0,1398773000000.0
2083.0,1144521600000.0,849726000000.0,1475672900000.0,1416043700000.0,1227763700000.0,1178939300000.0,1624341900000.0,1362976600000.0,1353057700000.0,663089900000.0,1442726400000.0,1652977200000.0,1381758800000.0
2084.0,1113795600000.0,823882740000.0,1453187900000.0,1381167400000.0,1210112000000.0,1140874500000.0,1607863100000.0,1341362700000.0,1324253400000.0,642517600000.0,1429055100000.0,1638415700000.0,1349411400000.0
2085.0,1093646160000.0,792206050000.0,1425438900000.0,1360005200000.0,1190160000000.0,1103472800000.0,1584418400000.0,1318816200000.0,1296169300000.0,612719100000.0,1395632500000.0,1616762500000.0,1331583900000.0
2086.0,1072129800000.0,764886060000.0,1401908600000.0,1338097800000.0,1167577800000.0,1066307160000.0,1566977300000.0,1305307500000.0,1275948700000.0,584746530000.0,1367238600000.0,1602353600000.0,1315214500000.0
2087.0,1050585660000.0,737395000000.0,1383096500000.0,1316223800000.0,1142077500000.0,1022453000000.0,1550559300000.0,1285232900000.0,1252115600000.0,560684000000.0,1338539600000.0,1585236700000.0,1293610000000.0
2088.0,1029954300000.0,711093600000.0,1352545900000.0,1287980200000.0,1123910200000.0,993773940000.0,1516623000000.0,1266609700000.0,1230376900000.0,542585850000.0,1318748200000.0,1565261600000.0,1280518700000.0
2089.0,1006400700000.0,685771700000.0,1331667400000.0,1269699600000.0,1103870400000.0,962671300000.0,1499523300000.0,1245897600000.0,1201860500000.0,523511230000.0,1301836700000.0,1554588900000.0,1261342600000.0
2090.0,971945150000.0,663370500000.0,1315195500000.0,1246280700000.0,1091452700000.0,937516600000.0,1476141000000.0,1224972800000.0,1179930100000.0,507535500000.0,1276644300000.0,1532563000000.0,1249700700000.0
2091.0,955418940000.0,641657200000.0,1288241800000.0,1224779500000.0,1075285600000.0,901414700000.0,1458857700000.0,1213530500000.0,1162413600000.0,487660600000.0,1246847600000.0,1511208100000.0,1230504500000.0
2092.0,934838500000.0,618605700000.0,1261917200000.0,1213909600000.0,1063044000000.0,852677600000.0,1440397100000.0,1186702800000.0,1139332600000.0,465643570000.0,1213734700000.0,1494191400000.0,1208121000000.0
2093.0,914992460000.0,599145500000.0,1244701100000.0,1186161000000.0,1043732040000.0,823861050000.0,1414753800000.0,1162138400000.0,1121306300000.0,443876700000.0,1187926800000.0,1475202900000.0,1186112000000.0
2094.0,897884900000.0,578176550000.0,1218241100000.0,1162789400000.0,1026362440000.0,791665300000.0,1392234300000.0,1149792200000.0,1096168100000.0,427082800000.0,1178294000000.0,1443951000000.0,1156283400000.0
2095.0,880361140000.0,557746500000.0,1199609200000.0,1146100900000.0,1002021100000.0,761217900000.0,1369497400000.0,1130588100000.0,1076060600000.0,402054970000.0,1160454700000.0,1423149000000.0,1128153500000.0
2096.0,859906970000.0,538946930000.0,1175750200000.0,1129329200000.0,988389700000.0,726975700000.0,1348291900000.0,1116229100000.0,1053687740000.0,377396400000.0,1143667800000.0,1396228100000.0,1107767100000.0
2097.0,839746650000.0,518232200000.0,1154901000000.0,1109717000000.0,971609300000.0,695371000000.0,1326220300000.0,1090346700000.0,1028942460000.0,357703200000.0,1114702300000.0,1378213000000.0,1092126970000.0
2098.0,820029800000.0,501009450000.0,1128258200000.0,1090063430000.0,962635370000.0,667690400000.0,1309130400000.0,1072727850000.0,1007912300000.0,341951050000.0,1085736550000.0,1355825200000.0,1076166500000.0
2099.0,801847250000.0,483206760000.0,1106331000000.0,1072677600000.0,944627900000.0,630012050000.0,1273824700000.0,1052345600000.0,986693570000.0,328236070000.0,1068451200000.0,1337524100000.0,1054816000000.0
2100.0,785491170000.0,468046380000.0,1088995400000.0,1056171900000.0,923114400000.0,600093000000.0,1257663600000.0,1025036300000.0,964681200000.0,310682850000.0,1048881000000.0,1312742400000.0,1040102600000.0
