time,GFDL-ESM4,MRI-ESM2-0,EC-EARTH3-VEG,CAMS-CSM1-0
2053.0,2276694400000.0,2149394000000.0,2225241600000.0,2308240000000.0
2054.0,2249191000000.0,2136103800000.0,2213050300000.0,2306510700000.0
2055.0,2232654800000.0,2125231200000.0,2198027400000.0,2301530500000.0
2056.0,2202077500000.0,2113871200000.0,2180912000000.0,2283505700000.0
2057.0,2172538000000.0,2098447900000.0,2154981800000.0,2269418000000.0
2058.0,2152611200000.0,2080885400000.0,2130847600000.0,2284698700000.0
2059.0,2134093200000.0,2060890800000.0,2128773500000.0,2288196800000.0
2060.0,2126808100000.0,2034386300000.0,2075649600000.0,2272290100000.0
2061.0,2115795700000.0,2017744000000.0,2063676900000.0,2263806600000.0
2062.0,2096066600000.0,2005930500000.0,2057499200000.0,2258497200000.0
2063.0,2086807000000.0,1995072700000.0,2040836100000.0,2249862200000.0
2064.0,2066288000000.0,1988791200000.0,2023724400000.0,2236292500000.0
2065.0,2048907800000.0,1977547800000.0,2006000500000.0,2221857600000.0
2066.0,2038176800000.0,1970688800000.0,2000385000000.0,2217877400000.0
2067.0,2021529700000.0,1961454100000.0,1983310500000.0,2220143000000.0
2068.0,2024082900000.0,1950110200000.0,1966059600000.0,2207128700000.0
2069.0,2023076400000.0,1941567000000.0,1969214000000.0,2196435100000.0
2070.0,2015477800000.0,1927296000000.0,1952888800000.0,2205358500000.0
2071.0,2006891800000.0,1919849700000.0,1944099700000.0,2197506600000.0
2072.0,1978808500000.0,1915534700000.0,1944619600000.0,2180822600000.0
2073.0,1957091700000.0,1910564200000.0,1928622500000.0,2178818900000.0
2074.0,1949955700000.0,1906493600000.0,1917213700000.0,2169758500000.0
2075.0,1942312800000.0,1893422700000.0,1910822400000.0,2178044900000.0
2076.0,1930281000000.0,1888924200000.0,1910689500000.0,2167388400000.0
2077.0,1922946400000.0,1888073000000.0,1901582600000.0,2164111800000.0
2078.0,1919738000000.0,1880259000000.0,1901857700000.0,2163750000000.0
2079.0,1922122300000.0,1869887700000.0,1900770900000.0,2162544500000.0
2080.0,1929771900000.0,1868254800000.0,1884589900000.0,2173967800000.0
2081.0,1935829900000.0,1859010600000.0,1888417700000.0,2170316700000.0
2082.0,1934156000000.0,1839008300000.0,1875756300000.0,2166845100000.0
2083.0,1934025300000.0,1829894000000.0,1856773000000.0,2166546600000.0
2084.0,1920318200000.0,1828375600000.0,1857425800000.0,2158810200000.0
2085.0,1925763000000.0,1816820400000.0,1846438100000.0,2153658700000.0
2086.0,1918765100000.0,1811227200000.0,1835341600000.0,2136931000000.0
2087.0,1915143700000.0,1804972000000.0,1835337500000.0,2134194000000.0
2088.0,1913499700000.0,1805713100000.0,1844394300000.0,2139836100000.0
2089.0,1918782900000.0,1803791200000.0,1839547500000.0,2142330300000.0
2090.0,1910466800000.0,1795018300000.0,1827907400000.0,2142154100000.0
2091.0,1901304000000.0,1797215900000.0,1819006600000.0,2154287100000.0
2092.0,1900144000000.0,1800593300000.0,1818922300000.0,2145052000000.0
2093.0,1893633500000.0,1795090700000.0,1805293300000.0,2135635000000.0
2094.0,1880063100000.0,1791310600000.0,1795429900000.0,2130368300000.0
2095.0,1875238700000.0,1783818400000.0,1792581300000.0,2126053100000.0
2096.0,1864776000000.0,1783412600000.0,1791147500000.0,2123667300000.0
2097.0,1856782600000.0,1786488400000.0,1790862000000.0,2116382600000.0
2098.0,1850529700000.0,1789161400000.0,1791918700000.0,2114062500000.0
2099.0,1852568600000.0,1795989800000.0,1786634200000.0,2113358400000.0
2100.0,1844568100000.0,1795089800000.0,1768231000000.0,2123040300000.0
