time,GFDL-ESM2G,CANESM2,CSIRO-MK3-6-0,GISS-E2-R,NORESM1-M,CNRM-CM5,GFDL-CM3,CCSM4,IPSL-CM5A-LR,MPI-ESM-LR
2000.0,19611645000000.0,19611645000000.0,19611645000000.0,19611645000000.0,19611645000000.0,19611645000000.0,19611645000000.0,19611645000000.0,19611645000000.0,19611645000000.0
2001.0,19650295000000.0,19650295000000.0,19650295000000.0,19650295000000.0,19650295000000.0,19650295000000.0,19650295000000.0,19650295000000.0,19650295000000.0,19650295000000.0
2002.0,19627940000000.0,19627940000000.0,19627940000000.0,19627940000000.0,19627940000000.0,19627940000000.0,19627940000000.0,19627940000000.0,19627940000000.0,19627940000000.0
2003.0,19581144000000.0,19581144000000.0,19581144000000.0,19581144000000.0,19581144000000.0,19581144000000.0,19581144000000.0,19581144000000.0,19581144000000.0,19581144000000.0
2004.0,19518582000000.0,19518582000000.0,19518582000000.0,19518582000000.0,19518582000000.0,19518582000000.0,19518582000000.0,19518582000000.0,19518582000000.0,19518582000000.0
2005.0,19432791000000.0,19432791000000.0,19432791000000.0,19432791000000.0,19432791000000.0,19432791000000.0,19432791000000.0,19432791000000.0,19432791000000.0,19432791000000.0
2006.0,19355163000000.0,19355163000000.0,19355163000000.0,19355163000000.0,19355163000000.0,19355163000000.0,19355163000000.0,19355163000000.0,19355163000000.0,19355163000000.0
2007.0,19307688000000.0,19307688000000.0,19307688000000.0,19307688000000.0,19307688000000.0,19307688000000.0,19307688000000.0,19307688000000.0,19307688000000.0,19307688000000.0
2008.0,19223886000000.0,19223886000000.0,19223886000000.0,19223886000000.0,19223886000000.0,19223886000000.0,19223886000000.0,19223886000000.0,19223886000000.0,19223886000000.0
2009.0,19243513000000.0,19243513000000.0,19243513000000.0,19243513000000.0,19243513000000.0,19243513000000.0,19243513000000.0,19243513000000.0,19243513000000.0,19243513000000.0
2010.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0
2011.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0
2012.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0
2013.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0
2014.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0
2015.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0
2016.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0
2017.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0
2018.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0
2019.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0
2020.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0
2021.0,17999568000000.0,18012845000000.0,17989502000000.0,17929693000000.0,18079828000000.0,18049600000000.0,18074732000000.0,18028266000000.0,17980046000000.0,17999092000000.0
2022.0,17963780000000.0,17877562000000.0,17804355000000.0,17933198000000.0,17926455000000.0,17989460000000.0,18040064000000.0,17978012000000.0,17931405000000.0,17897427000000.0
2023.0,17843593000000.0,17771580000000.0,17798468000000.0,17814499000000.0,17849870000000.0,17814760000000.0,17953773000000.0,17940530000000.0,17858795000000.0,17712349000000.0
2024.0,17680065000000.0,17728390000000.0,17776870000000.0,17724110000000.0,17689232000000.0,17736845000000.0,17792609000000.0,17756573000000.0,17725852000000.0,17553157000000.0
2025.0,17616798000000.0,17617720000000.0,17681908000000.0,17625088000000.0,17501235000000.0,17709662000000.0,17625757000000.0,17691476000000.0,17570459000000.0,17412940000000.0
2026.0,17529606000000.0,17536574000000.0,17603018000000.0,17595659000000.0,17281924000000.0,17602848000000.0,17551686000000.0,17516047000000.0,17454272000000.0,17277185000000.0
2027.0,17435016000000.0,17425496000000.0,17539039000000.0,17574278000000.0,17058114000000.0,17540982000000.0,17342339000000.0,17372786000000.0,17265928000000.0,17059418000000.0
2028.0,17304924000000.0,17271728000000.0,17463877000000.0,17477440000000.0,16909213000000.0,17445573000000.0,17107171000000.0,17149959000000.0,17059990000000.0,16922875000000.0
2029.0,17084663000000.0,17205581000000.0,17403644000000.0,17358693000000.0,16670449000000.0,17439035000000.0,17001777000000.0,16999725000000.0,16909072000000.0,16819365000000.0
2030.0,17023148000000.0,17106581000000.0,17290865000000.0,17303380000000.0,16534727000000.0,17392565000000.0,16900133000000.0,16776338000000.0,16801726000000.0,16730999000000.0
2031.0,16931163000000.0,17029864000000.0,17310152000000.0,17264699000000.0,16430190000000.0,17385353000000.0,16696790000000.0,16599919000000.0,16672927000000.0,16696671000000.0
2032.0,16821044000000.0,16828068000000.0,17210560000000.0,17133542000000.0,16255652000000.0,17337007000000.0,16629451000000.0,16491915000000.0,16544158000000.0,16647559000000.0
2033.0,16647309000000.0,16692869000000.0,17174886000000.0,17106385000000.0,16139112000000.0,17165982000000.0,16527912000000.0,16299993000000.0,16361844000000.0,16462884000000.0
2034.0,16513689000000.0,16459367000000.0,17050686000000.0,16974340000000.0,16011976000000.0,17017145000000.0,16450782000000.0,16071925000000.0,16240437000000.0,16258079000000.0
