time,CCSM4,GFDL-CM3,NORESM1-M,IPSL-CM5A-LR,GFDL-ESM2G,CESM1-CAM5,CSIRO-MK3-6-0,GISS-E2-R
2056.0,14949845000000.0,13470452000000.0,12553205000000.0,13423631000000.0,14907567000000.0,13523895000000.0,14891580000000.0,14368312000000.0
2057.0,14841071000000.0,13402891000000.0,12280588000000.0,13261869000000.0,14803568000000.0,13414560000000.0,14855962000000.0,14201575000000.0
2058.0,14690266000000.0,13272802000000.0,12151264000000.0,13120214000000.0,14688005000000.0,13251814000000.0,14719545000000.0,14000429000000.0
2059.0,14589262000000.0,13064845000000.0,11953670000000.0,12978167000000.0,14597015000000.0,13001646000000.0,14615376000000.0,13885706000000.0
2060.0,14505458000000.0,12928515000000.0,11842904000000.0,12727079000000.0,14535801000000.0,12794088000000.0,14458135000000.0,13818929000000.0
2061.0,14444693000000.0,12797643000000.0,11582812000000.0,12608462000000.0,14538405000000.0,12695832000000.0,14332755000000.0,13711296000000.0
2062.0,14351890000000.0,12671769000000.0,11414170000000.0,12477131000000.0,14456580000000.0,12506409000000.0,14257928000000.0,13504035000000.0
2063.0,14191057000000.0,12501091000000.0,11300922000000.0,12318079000000.0,14392672000000.0,12381015000000.0,14164124000000.0,13425140000000.0
2064.0,14061569000000.0,12364759000000.0,11118406000000.0,12131722000000.0,14354002000000.0,12140018000000.0,14084716000000.0,13327928000000.0
2065.0,13935568000000.0,12187213000000.0,10988598000000.0,11932167000000.0,14319813000000.0,11924845000000.0,14058210000000.0,13183776000000.0
2066.0,13809508000000.0,12091503000000.0,10787601000000.0,11825096000000.0,14212455000000.0,11663729000000.0,13981654000000.0,13055920000000.0
2067.0,13782849000000.0,11910515000000.0,10624969000000.0,11732210000000.0,14188976000000.0,11489699000000.0,13882143000000.0,12935347000000.0
2068.0,13696736000000.0,11765076000000.0,10344024000000.0,11580403000000.0,14135523000000.0,11340331000000.0,13820738000000.0,12822585000000.0
2069.0,13608989000000.0,11685233000000.0,10128313000000.0,11453214000000.0,14039034000000.0,11108013000000.0,13666715000000.0,12662613000000.0
2070.0,13480394000000.0,11530923000000.0,9972731000000.0,11321640000000.0,13989925000000.0,10969919000000.0,13511350000000.0,12509150000000.0
2071.0,13274041000000.0,11421844000000.0,9765370000000.0,11155870000000.0,13919882000000.0,10760594000000.0,13425457000000.0,12381513000000.0
2072.0,13123032000000.0,11338590000000.0,9598089000000.0,10989344000000.0,13899628000000.0,10540120000000.0,13290968000000.0,12290919000000.0
2073.0,12993759000000.0,11105657000000.0,9420456000000.0,10858448000000.0,13777954000000.0,10347934000000.0,13092787000000.0,12218794000000.0
2074.0,12743759000000.0,10928655000000.0,9228912000000.0,10704605000000.0,13724854000000.0,10216054000000.0,12953313000000.0,12129325000000.0
2075.0,12570050000000.0,10777012000000.0,9083355000000.0,10627687000000.0,13684707000000.0,10089059000000.0,12864953000000.0,12101324000000.0
2076.0,12374512000000.0,10649780000000.0,8922886000000.0,10492785000000.0,13599281000000.0,9866807000000.0,12714028000000.0,11990014000000.0
2077.0,12256673000000.0,10506553000000.0,8719639000000.0,10364751000000.0,13442536000000.0,9622026000000.0,12637637000000.0,11885022000000.0
2078.0,12090699000000.0,10423413000000.0,8530202000000.0,10257896000000.0,13339382000000.0,9429658000000.0,12491231000000.0,11825349000000.0
2079.0,11870306000000.0,10358169000000.0,8399836700000.0,10104664000000.0,13320649000000.0,9230642000000.0,12315312000000.0,11715309000000.0
2080.0,11727238000000.0,10246448000000.0,8238238500000.0,9942814000000.0,13266921000000.0,9074241000000.0,12082810000000.0,11723386000000.0
2081.0,11601051000000.0,10143975000000.0,8158053400000.0,9864336000000.0,13139076000000.0,8866860000000.0,11916997000000.0,11598454000000.0
2082.0,11483990000000.0,10038832000000.0,8046535000000.0,9710489000000.0,13049725000000.0,8609764700000.0,11799186000000.0,11516460000000.0
2083.0,11375336000000.0,9858922000000.0,7915257700000.0,9543624000000.0,12976007000000.0,8468313000000.0,11727795000000.0,11473718000000.0
2084.0,11194555000000.0,9727813000000.0,7733587000000.0,9451907000000.0,12985359000000.0,8315551600000.0,11544848000000.0,11403321000000.0
2085.0,11067847000000.0,9610109000000.0,7511143000000.0,9289354000000.0,12873503000000.0,8201574500000.0,11401081000000.0,11391850000000.0
2086.0,10908319000000.0,9469913000000.0,7296948000000.0,9173649000000.0,12758726000000.0,8000381600000.0,11258844000000.0,11351157000000.0
2087.0,10669164000000.0,9362640000000.0,7207280000000.0,9041387000000.0,12664299000000.0,7793944000000.0,11100405000000.0,11277503000000.0
2088.0,10494723000000.0,9245870000000.0,7065335000000.0,8881163000000.0,12595456000000.0,7568371500000.0,11008551000000.0,11182526000000.0
2089.0,10344573000000.0,9104960000000.0,6918137000000.0,8735401400000.0,12469344000000.0,7424012500000.0,10880297000000.0,11073940000000.0
2090.0,10172543000000.0,8998457000000.0,6805154400000.0,8587837400000.0,12375690000000.0,7252231000000.0,10805283000000.0,10971924000000.0
2091.0,9960266000000.0,8846524000000.0,6618748600000.0,8379347500000.0,12300049000000.0,7070060000000.0,10699788000000.0,10971177000000.0
2092.0,9813810000000.0,8660007000000.0,6414750700000.0,8207591000000.0,12231130000000.0,6944814000000.0,10578270000000.0,10904812000000.0
2093.0,9629973000000.0,8532094000000.0,6220252000000.0,8081497000000.0,12151126000000.0,6834223600000.0,10461427000000.0,10872875000000.0
2094.0,9499209000000.0,8369733000000.0,6024700400000.0,7986127000000.0,12155570000000.0,6679429000000.0,10363775000000.0,10785573000000.0
2095.0,9343021000000.0,8244248000000.0,5838112600000.0,7895001300000.0,12081390000000.0,6489864400000.0,10281173000000.0,10754294000000.0
2096.0,9185353000000.0,8117042000000.0,5735170700000.0,7768997600000.0,11990871000000.0,6358938000000.0,10135626000000.0,10716407000000.0
2097.0,9124065000000.0,8017769000000.0,5635361500000.0,7661168000000.0,11856383000000.0,6257173300000.0,10037709000000.0,10693526000000.0
2098.0,9005673000000.0,7845393700000.0,5524002700000.0,7568768000000.0,11783000000000.0,6099263600000.0,9880729000000.0,10632635000000.0
2099.0,8886491000000.0,7696344000000.0,5419852000000.0,7392714600000.0,11736229000000.0,5900424000000.0,9697842000000.0,10602762000000.0
2100.0,8774060000000.0,7547761000000.0,5275504300000.0,7285589400000.0,11613437000000.0,5790340500000.0,9579511000000.0,10559551000000.0
