time,MPI-ESM1-2-HR,EC-EARTH3,NORESM2-MM,INM-CM4-8,INM-CM5-0,ACCESS-CM2,CESM2,CAMS-CSM1-0,CESM2-WACCM,ACCESS-ESM1-5,EC-EARTH3-VEG,MRI-ESM2-0,IPSL-CM6A-LR,CANESM5,BCC-CSM2-MR,FGOALS-F3-L,GFDL-ESM4
2035.0,1984858100.0,1532365700.0,1896441600.0,2027281300.0,1918460800.0,1817976600.0,1887228200.0,2083601900.0,1908981100.0,1842962800.0,1917249400.0,1843955800.0,1935483400.0,1719012600.0,1978829000.0,1939686400.0,1947307900.0
2036.0,1951252700.0,1460809300.0,1929658400.0,2017954400.0,1911727200.0,1768312300.0,1866801300.0,2158925600.0,1848469400.0,1780985700.0,1787546800.0,1803024600.0,1897479300.0,1674023000.0,1939789300.0,1893387400.0,1914472800.0
2037.0,1915271700.0,1385145300.0,1886078600.0,1919625000.0,1853236200.0,1724970800.0,1811889400.0,2085069200.0,1860255500.0,1771635500.0,1736770400.0,1769285000.0,1889384600.0,1610828300.0,1922156200.0,1824316200.0,1912609200.0
2038.0,1875851100.0,1308547700.0,1809329400.0,1926990200.0,1803609500.0,1682414200.0,1744149400.0,2052449700.0,1785708800.0,1711011800.0,1695078000.0,1720729600.0,1851917600.0,1552128900.0,1881990900.0,1804167200.0,1850837800.0
2039.0,1841666700.0,1244862200.0,1831721900.0,1854341500.0,1755902200.0,1631269400.0,1750112500.0,2026790900.0,1746015200.0,1683885000.0,1659940700.0,1676498700.0,1812188700.0,1489704200.0,1860948000.0,1780227700.0,1822304100.0
2040.0,1837579400.0,1180956200.0,1760154100.0,1810748200.0,1714492300.0,1571249400.0,1669492600.0,2054565800.0,1693933200.0,1645298800.0,1693089500.0,1629374800.0,1767614100.0,1431897600.0,1826330200.0,1757080000.0,1771173800.0
2041.0,1786394400.0,1111878000.0,1707195500.0,1776119400.0,1676267100.0,1530283400.0,1637809400.0,1979503400.0,1660660000.0,1585427300.0,1665049200.0,1610570400.0,1733473800.0,1382296000.0,1796686000.0,1688962600.0,1728115200.0
2042.0,1735433100.0,1051525700.0,1666948200.0,1759824300.0,1646879600.0,1455753000.0,1571861400.0,2006540800.0,1606929400.0,1491595600.0,1555223900.0,1580283100.0,1692734200.0,1319694700.0,1809917400.0,1708823300.0,1680504400.0
2043.0,1704382600.0,993401800.0,1623437000.0,1711504900.0,1615114500.0,1396116500.0,1534721900.0,1947133000.0,1587750900.0,1436253400.0,1501082900.0,1515597000.0,1658073200.0,1302495500.0,1768223900.0,1619543900.0,1652532500.0
2044.0,1679764600.0,932162050.0,1586667000.0,1679437600.0,1583142300.0,1350404600.0,1485775000.0,1920437100.0,1570557300.0,1407594100.0,1480629200.0,1473562800.0,1608145500.0,1242630400.0,1717208400.0,1572483000.0,1672639400.0
2045.0,1653162800.0,874842100.0,1536036600.0,1630482800.0,1518695300.0,1305655000.0,1445320700.0,1910501900.0,1501126400.0,1330344300.0,1410687600.0,1423376300.0,1581944700.0,1190436600.0,1677843300.0,1531021300.0,1617353700.0
2046.0,1643869200.0,807433400.0,1522619600.0,1599816100.0,1489945900.0,1248294800.0,1391089200.0,1870483100.0,1461771600.0,1304156200.0,1367775600.0,1376798100.0,1512682500.0,1151219200.0,1665728400.0,1544704500.0,1533256200.0
2047.0,1625966000.0,768357100.0,1500008400.0,1557902700.0,1451311400.0,1219597300.0,1375359700.0,1862513000.0,1424554800.0,1281791400.0,1324507900.0,1348987500.0,1472648400.0,1125001700.0,1630270000.0,1460876200.0,1507179800.0
2048.0,1552714600.0,723172300.0,1426859400.0,1689915800.0,1420492800.0,1157325400.0,1313293200.0,1820378400.0,1421208000.0,1228227800.0,1285711000.0,1414854000.0,1425179300.0,1052089150.0,1612846300.0,1408987900.0,1448633500.0
2049.0,1507083500.0,685794750.0,1382015600.0,1541722400.0,1375636000.0,1146611100.0,1250423400.0,1955985900.0,1354853200.0,1239222400.0,1350364500.0,1306072300.0,1368223200.0,1004892000.0,1623180900.0,1373596700.0,1418419000.0
2050.0,1489434200.0,649640500.0,1344213600.0,1469148200.0,1367546400.0,1069274430.0,1217430700.0,1993888100.0,1316157000.0,1186051800.0,1236985000.0,1236587300.0,1336465800.0,953700740.0,1614764000.0,1351886500.0,1448712000.0
2051.0,1429776800.0,614628860.0,1305268700.0,1446242700.0,1310813600.0,1011012860.0,1179710100.0,1833618200.0,1276539800.0,1111558800.0,1254689800.0,1195775400.0,1295935100.0,913146800.0,1505823500.0,1314669400.0,1361126500.0
2052.0,1403559600.0,595910400.0,1262990500.0,1452859100.0,1291120100.0,962337700.0,1132835100.0,1731068700.0,1240307700.0,1065667100.0,1306244700.0,1179838700.0,1227733200.0,884480700.0,1469544700.0,1332855000.0,1316307100.0
2053.0,1526606200.0,574292100.0,1220132200.0,1375321200.0,1243858600.0,928023200.0,1105739000.0,1698065000.0,1215572600.0,996957400.0,1182730900.0,1130174500.0,1214285600.0,834871600.0,1427547400.0,1269244400.0,1300418600.0
2054.0,1390398800.0,547152600.0,1179396500.0,1385437700.0,1300175500.0,885405700.0,1047818900.0,1691460400.0,1174409200.0,943501800.0,1128136100.0,1088439000.0,1156909200.0,790021760.0,1394651800.0,1279757400.0,1273583100.0
2055.0,1314698800.0,561217100.0,1181257600.0,1338969200.0,1210347900.0,862030400.0,1001925000.0,1698978400.0,1150691500.0,937675600.0,1097358300.0,1055967000.0,1130478100.0,764247230.0,1376205200.0,1209927200.0,1261050400.0
2056.0,1300090500.0,568086460.0,1126111100.0,1337670700.0,1180871700.0,802465700.0,957236400.0,1663814900.0,1108967800.0,887469500.0,1166224100.0,1017154200.0,1072555460.0,731657100.0,1362461300.0,1187630800.0,1289819600.0
2057.0,1278358900.0,511490780.0,1090528600.0,1298696300.0,1113344100.0,772023360.0,917704450.0,1612206500.0,1089959200.0,848807400.0,1031844540.0,1016190700.0,1045092200.0,698028350.0,1338205300.0,1125149700.0,1183710800.0
2058.0,1232576000.0,471077900.0,1091808900.0,1268538900.0,1083852300.0,742746700.0,879581600.0,1603219200.0,1048932400.0,810383740.0,979664830.0,956788860.0,1005029060.0,667488600.0,1331418500.0,1086039700.0,1265139700.0
2059.0,1184490400.0,544464060.0,1041230140.0,1222054800.0,1080315400.0,709249300.0,840596100.0,1593957400.0,1008403600.0,774572300.0,966033500.0,920616770.0,969817800.0,639681860.0,1286526000.0,1065216000.0,1135613300.0
2060.0,1160582000.0,452923870.0,1013815200.0,1225249900.0,1040677500.0,678878900.0,796092860.0,1558488700.0,970489700.0,775967900.0,980577700.0,887214700.0,961624700.0,617310300.0,1276487700.0,1038998700.0,1100706600.0
2061.0,1132358400.0,426338430.0,988167940.0,1167288400.0,1005752260.0,663622000.0,759416500.0,1544946200.0,934522940.0,753833540.0,896705100.0,848296800.0,898658750.0,592757060.0,1249353200.0,1015537150.0,1065370900.0
2062.0,1120937600.0,460019800.0,946212700.0,1139624100.0,966824600.0,634086660.0,736729540.0,1623946500.0,905667500.0,706308500.0,875129150.0,820052350.0,871572300.0,578109600.0,1202391200.0,1093235500.0,1040121800.0
2063.0,1151782300.0,413314460.0,921116100.0,1091638000.0,933603800.0,610218240.0,713043260.0,1524042500.0,869727700.0,674020700.0,861133400.0,782699200.0,842154750.0,552400800.0,1256352000.0,1043386000.0,1013387700.0
2064.0,1138517800.0,395736600.0,908707000.0,1119286100.0,911089900.0,574049540.0,685106100.0,1552639100.0,840285060.0,666815400.0,829492350.0,769266800.0,807699650.0,539624770.0,1183057400.0,984968260.0,986869570.0
2065.0,1085801200.0,395478400.0,878496000.0,1055153200.0,892146940.0,563962000.0,664087800.0,1757965800.0,816170700.0,643885700.0,800744000.0,746069400.0,778987200.0,525825020.0,1149528700.0,950593600.0,1041869440.0
2066.0,1119721300.0,381305250.0,855117630.0,1024149700.0,900223600.0,530031100.0,637986200.0,1465740900.0,834211460.0,621474300.0,780019900.0,720085950.0,766889700.0,514680160.0,1133853300.0,953911360.0,1003980100.0
2067.0,1132676100.0,340346530.0,830176100.0,1055381900.0,855668800.0,509180830.0,616900000.0,1468475900.0,788153340.0,596923260.0,754776800.0,704961100.0,731761340.0,493762850.0,1162447400.0,891040400.0,954891900.0
2068.0,1018730100.0,324063900.0,809492350.0,1020664450.0,866314100.0,510083620.0,596049000.0,1453495000.0,771779460.0,577333800.0,727766340.0,688217500.0,740174100.0,478195230.0,1088403600.0,864685600.0,916241300.0
2069.0,1003876100.0,318123970.0,778733440.0,967625150.0,814950600.0,512961500.0,584125300.0,1441892700.0,752652740.0,560808770.0,707575700.0,659617540.0,718540540.0,467807460.0,1046956200.0,835572700.0,963135800.0
2070.0,1103951200.0,308664400.0,750099300.0,967858800.0,852303360.0,467925220.0,561035900.0,1470195600.0,717134100.0,575958400.0,691230850.0,648032640.0,675567740.0,448610780.0,1058416260.0,818722370.0,896467650.0
2071.0,987258800.0,297943600.0,730602430.0,913633700.0,832145660.0,455988800.0,552268540.0,1411346200.0,691099900.0,542029700.0,683909700.0,630726340.0,656583360.0,445154370.0,987304600.0,803351200.0,873263940.0
2072.0,956832900.0,290923680.0,709046460.0,882014140.0,878175500.0,436973250.0,531828060.0,1399090300.0,677043460.0,511426880.0,666715970.0,635368260.0,632865860.0,422472960.0,1031894300.0,788456000.0,854380800.0
2073.0,999264960.0,282058400.0,694512000.0,856275650.0,830329800.0,427764450.0,525102800.0,1340576000.0,654755400.0,528853570.0,713839400.0,733628000.0,615874370.0,413069150.0,978135300.0,780704830.0,915791800.0
2074.0,956529150.0,274746530.0,689901800.0,873741100.0,795966200.0,415583550.0,507530020.0,1320978800.0,670648300.0,505822370.0,652189800.0,662669200.0,588477500.0,395930460.0,1015148740.0,782372200.0,915059460.0
2075.0,930144830.0,270234500.0,672964160.0,841331840.0,769226050.0,381047780.0,499404300.0,1295453000.0,633427500.0,473169060.0,637619600.0,712299400.0,571173300.0,379647070.0,939924200.0,798757950.0,862521500.0
2076.0,1070592300.0,263685570.0,694528700.0,807482940.0,868310000.0,367387520.0,476916100.0,1297352800.0,616614000.0,496121820.0,619409860.0,643142340.0,562079100.0,374091500.0,914381400.0,761051970.0,845020900.0
2077.0,920488260.0,259065090.0,656764000.0,802462660.0,791071800.0,362046080.0,466447680.0,1277778800.0,628960060.0,454665440.0,592943300.0,622364200.0,583073200.0,362851330.0,894271040.0,752323840.0,850214100.0
2078.0,899466750.0,252839870.0,639260600.0,765956700.0,729609100.0,352649150.0,457281250.0,1254394900.0,593229950.0,446869800.0,636314900.0,589201900.0,533770020.0,360726700.0,877792600.0,734040400.0,850463700.0
2079.0,889102000.0,261523470.0,618884350.0,781232000.0,755223500.0,345583300.0,441622940.0,1260911900.0,567626200.0,425134820.0,568563140.0,581874050.0,517634600.0,355580300.0,904377660.0,737267260.0,837074560.0
2080.0,859646300.0,248796460.0,605913340.0,814821500.0,724161400.0,345740770.0,428002370.0,1285004900.0,606411260.0,415078940.0,558053200.0,564754500.0,505517300.0,351633280.0,866311800.0,787128770.0,833908900.0
2081.0,873487200.0,241206990.0,586743230.0,761605500.0,711306700.0,323458900.0,416541200.0,1235026700.0,550838800.0,401379330.0,538383170.0,549310850.0,492150620.0,338218940.0,874683600.0,714542300.0,821386430.0
2082.0,920502700.0,238086290.0,604162200.0,727730900.0,724382000.0,322127460.0,407241700.0,1220590300.0,581342800.0,506069000.0,517633920.0,573680260.0,481709540.0,332864220.0,868816300.0,712303600.0,826956400.0
2083.0,874348600.0,240318620.0,563927360.0,725531500.0,690603700.0,326565470.0,394989980.0,1199279700.0,552254800.0,391430820.0,497106800.0,605804200.0,472361020.0,328604300.0,839326700.0,687361100.0,794745540.0
2084.0,882553200.0,243624340.0,550525900.0,723447300.0,788178560.0,299368600.0,391534430.0,1256536300.0,533830340.0,381718240.0,500043500.0,548080060.0,459157300.0,324821020.0,816814140.0,785438140.0,762939970.0
2085.0,821239200.0,257000420.0,570725250.0,763756350.0,704113340.0,307595260.0,388380600.0,1261509000.0,514698340.0,377388770.0,474817120.0,517289020.0,447003420.0,313462900.0,802531140.0,701518300.0,742086900.0
2086.0,856953150.0,228564670.0,544662460.0,763991040.0,702562300.0,321954560.0,374333200.0,1189260800.0,524798430.0,443181820.0,465179400.0,526749660.0,439993020.0,303728350.0,793845950.0,678415700.0,730384600.0
2087.0,891888900.0,274078880.0,523365760.0,716790340.0,649694600.0,290570430.0,375891700.0,1212476300.0,494491360.0,372613500.0,457673900.0,568255200.0,428042980.0,300830700.0,780465860.0,680000300.0,812081900.0
2088.0,919069760.0,229076290.0,529125820.0,804579100.0,700041540.0,291859600.0,362877440.0,1212141400.0,510327970.0,380685540.0,448470820.0,519595970.0,421772480.0,297298530.0,768845600.0,672956100.0,778649150.0
2089.0,795541600.0,226862990.0,511370050.0,794336100.0,691770000.0,269931870.0,355350720.0,1191609000.0,480588860.0,388528100.0,433808540.0,515112060.0,416265200.0,314064670.0,764092300.0,703096700.0,703518140.0
2090.0,777422660.0,229113000.0,497061820.0,764775740.0,690975170.0,263449280.0,347443070.0,1190450800.0,471085500.0,420721060.0,421783000.0,507253760.0,404845250.0,288767460.0,772908500.0,741493900.0,684085000.0
2091.0,894580700.0,219639000.0,483888480.0,720653100.0,669287500.0,259612860.0,341875230.0,1169150500.0,461327200.0,370067620.0,460639700.0,497906020.0,397615580.0,290804670.0,807405440.0,691482560.0,691473400.0
2092.0,810216960.0,217286060.0,476620860.0,670033860.0,749605760.0,258325360.0,337547260.0,1215984600.0,463428320.0,339479230.0,420776300.0,537448770.0,394592540.0,287731970.0,825145700.0,633886300.0,695140000.0
2093.0,771772200.0,239746240.0,484514500.0,641177800.0,689583550.0,253173540.0,333982900.0,1190624000.0,449410750.0,345351800.0,406774940.0,482652770.0,391693660.0,295044580.0,746124200.0,622284160.0,675800500.0
2094.0,816807100.0,247874050.0,464455170.0,636088400.0,624945300.0,249025070.0,331563900.0,1358508700.0,441344900.0,333283520.0,411510270.0,621069600.0,384168200.0,279643260.0,749241900.0,618336260.0,656769800.0
2095.0,778888300.0,219536450.0,459659780.0,639101440.0,772489200.0,268711800.0,319525900.0,1367399000.0,433324480.0,334015100.0,395052300.0,650320960.0,402428800.0,274634100.0,717579200.0,608667900.0,655122800.0
2096.0,750831740.0,228311440.0,449818600.0,855180600.0,853748400.0,245200340.0,313029500.0,1208241300.0,431466180.0,327910560.0,386561760.0,688387650.0,419603070.0,283475100.0,725387970.0,588010100.0,639696600.0
2097.0,790392060.0,218854030.0,447263460.0,1166804700.0,671739500.0,236315620.0,307483680.0,1150366100.0,426674240.0,367738050.0,371001920.0,757229100.0,400063040.0,267456540.0,695820160.0,579106560.0,648211000.0
2098.0,710925760.0,220953840.0,452841540.0,813895200.0,745170940.0,237370270.0,322370700.0,1124910300.0,415662980.0,374404640.0,369034800.0,792527550.0,381761540.0,278662340.0,683424700.0,589781700.0,626056300.0
2099.0,763107600.0,236346690.0,477397950.0,721739100.0,669188350.0,232383090.0,297134080.0,1085613400.0,418341150.0,306544100.0,371786080.0,660278660.0,364138300.0,357202460.0,775125440.0,570790900.0,651580900.0
2100.0,719225340.0,405206800.0,431007700.0,679767940.0,644515000.0,247837000.0,294167000.0,1070955140.0,410894460.0,299787870.0,388244260.0,604918460.0,354442000.0,290408640.0,712416700.0,648015170.0,625954900.0
