time,GFDL-ESM4,BCC-CSM2-MR,FGOALS-F3-L,EC-EARTH3-VEG,MRI-ESM2-0,CAMS-CSM1-0,CESM2-WACCM,CESM2,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,EC-EARTH3,NORESM2-MM
2014.0,2413934000.0,2413934000.0,2413934000.0,2413934000.0,2413934000.0,2413934000.0,2413934000.0,2413934000.0,2413934000.0,2413934000.0,2413934000.0,2413934000.0,2413934000.0
2015.0,2382622500.0,2382622500.0,2382622500.0,2382622500.0,2382622500.0,2382622500.0,2382622500.0,2382622500.0,2382622500.0,2382622500.0,2382622500.0,2382622500.0,2382622500.0
2016.0,2363148800.0,2363148800.0,2363148800.0,2363148800.0,2363148800.0,2363148800.0,2363148800.0,2363148800.0,2363148800.0,2363148800.0,2363148800.0,2363148800.0,2363148800.0
2017.0,2328810000.0,2328810000.0,2328810000.0,2328810000.0,2328810000.0,2328810000.0,2328810000.0,2328810000.0,2328810000.0,2328810000.0,2328810000.0,2328810000.0,2328810000.0
2018.0,2358109700.0,2358109700.0,2358109700.0,2358109700.0,2358109700.0,2358109700.0,2358109700.0,2358109700.0,2358109700.0,2358109700.0,2358109700.0,2358109700.0,2358109700.0
2019.0,2322778600.0,2322778600.0,2322778600.0,2322778600.0,2322778600.0,2322778600.0,2322778600.0,2322778600.0,2322778600.0,2322778600.0,2322778600.0,2322778600.0,2322778600.0
2020.0,2341236000.0,2341236000.0,2341236000.0,2341236000.0,2341236000.0,2341236000.0,2341236000.0,2341236000.0,2341236000.0,2341236000.0,2341236000.0,2341236000.0,2341236000.0
2021.0,2365203500.0,2298855200.0,2286760200.0,2321277400.0,2287934200.0,2285564200.0,2282179300.0,2317100300.0,2298851300.0,2520973300.0,2285224400.0,2332839400.0,2320006400.0
2022.0,2298123800.0,2286753300.0,2282186000.0,2261131500.0,2252557000.0,2260647200.0,2342426600.0,2292407300.0,2280674300.0,2367250200.0,2258198000.0,2253693700.0,2302968800.0
2023.0,2245179000.0,2257686000.0,2244044000.0,2281823500.0,2236490800.0,2288556800.0,2294174700.0,2314666800.0,2325222700.0,2310020900.0,2247592200.0,2246374100.0,2390468400.0
2024.0,2242639600.0,2257103000.0,2221156000.0,2254183000.0,2253723000.0,2277635800.0,2293974000.0,2268172800.0,2293292000.0,2314689500.0,2243538400.0,2196504800.0,2320588300.0
2025.0,2281179100.0,2253711400.0,2197396700.0,2246756900.0,2198615600.0,2248014600.0,2235048200.0,2208151000.0,2260884700.0,2273744400.0,2230649300.0,2166964700.0,2267095000.0
2026.0,2248033800.0,2214956800.0,2182258700.0,2176128800.0,2170925600.0,2204988000.0,2206805500.0,2211431700.0,2232380400.0,2280559000.0,2184222500.0,2127045800.0,2246230500.0
2027.0,2200570600.0,2175129600.0,2188220200.0,2263577300.0,2139648500.0,2195973400.0,2203024100.0,2167323100.0,2202330400.0,2254553300.0,2172204300.0,2063628900.0,2218703400.0
2028.0,2158398000.0,2154921000.0,2139503700.0,2126508900.0,2136583800.0,2199254000.0,2358474800.0,2130638300.0,2228769500.0,2259700500.0,2127739000.0,2026689800.0,2158067700.0
2029.0,2149048000.0,2170823200.0,2214110000.0,2096511700.0,2078249000.0,2237342000.0,2227577000.0,2089891800.0,2179277000.0,2194659600.0,2103953900.0,1966452900.0,2123450400.0
2030.0,2110961700.0,2101820500.0,2117173400.0,2083385700.0,2042258800.0,2227272400.0,2158383400.0,2078245900.0,2145743500.0,2164472800.0,2060277200.0,1883964300.0,2108421000.0
2031.0,2078315800.0,2068418400.0,2113190800.0,2029623800.0,2012546300.0,2167437300.0,2124335500.0,2029705000.0,2109009500.0,2141062900.0,2034094000.0,1821090000.0,2135673500.0
2032.0,2048952000.0,2047154300.0,2028271400.0,1948445000.0,1992388700.0,2143999400.0,2069087400.0,1982866200.0,2100446600.0,2144026900.0,1995241600.0,1773765600.0,2059205400.0
2033.0,2039897600.0,2012662900.0,1995005700.0,1914003000.0,1977882600.0,2085860000.0,2021507200.0,1952039300.0,2138272400.0,2079270400.0,1960327300.0,1702933600.0,2070438300.0
2034.0,2054871600.0,1996774000.0,1952574700.0,1868840600.0,1947293600.0,2066499200.0,1999806000.0,1930559000.0,2060751000.0,2046243200.0,1995293200.0,1620922200.0,1992754300.0
2035.0,2039895800.0,1965505200.0,1907904500.0,1810220700.0,1886746800.0,2044077800.0,1972693400.0,1889798900.0,2017585700.0,2018469000.0,1937283000.0,1532114000.0,1976808100.0
2036.0,1958649600.0,1916026000.0,1873292500.0,1754237700.0,1829673000.0,2005827300.0,1943031300.0,1847111200.0,1985517400.0,2023498100.0,1904322600.0,1458714900.0,2038595700.0
2037.0,2021651700.0,1882782200.0,1831194000.0,1737967600.0,1771075600.0,1977552500.0,1901201400.0,1812531500.0,1932451500.0,1943961700.0,1827240100.0,1378458100.0,1924040200.0
2038.0,1935112800.0,1875540500.0,1799497700.0,1667880800.0,1741073800.0,1949892000.0,1912919900.0,1769029100.0,1898770200.0,1890658600.0,1809433000.0,1314626800.0,1864466300.0
2039.0,1887750900.0,1841317100.0,1761580400.0,1628743600.0,1667089500.0,2007583700.0,1829822700.0,1726794200.0,1877610500.0,1840188500.0,1768963300.0,1253225300.0,1856227200.0
2040.0,1890397200.0,1809386800.0,1726093300.0,1562048100.0,1647012500.0,2040003200.0,1790554200.0,1744038900.0,1815852300.0,1807706100.0,1756089900.0,1199505200.0,1816298800.0
2041.0,1837279900.0,1762626200.0,1683738200.0,1523529900.0,1575776300.0,1885039400.0,1739466800.0,1688495000.0,1859549400.0,1767345300.0,1665986000.0,1143841900.0,1763355600.0
2042.0,1816351900.0,1715334900.0,1647367400.0,1468020400.0,1525433500.0,1865840800.0,1698333700.0,1620675300.0,1835782800.0,1733063300.0,1637329700.0,1087245700.0,1754454900.0
2043.0,1795284100.0,1678128100.0,1623283100.0,1429436200.0,1477784800.0,1834025600.0,1654527500.0,1553752700.0,1760925800.0,1684476000.0,1571866800.0,1027296600.0,1697562600.0
2044.0,1748430200.0,1642683100.0,1576843300.0,1393312100.0,1416663800.0,1802855800.0,1612081000.0,1506285000.0,1683727100.0,1663593000.0,1541971500.0,977054140.0,1640440200.0
2045.0,1789787000.0,1594131000.0,1530628600.0,1335295000.0,1372360200.0,1838278300.0,1579938400.0,1461781100.0,1653128800.0,1613023600.0,1496852900.0,938987140.0,1592671700.0
2046.0,1691233300.0,1551700500.0,1485621000.0,1266307300.0,1321833900.0,1818279400.0,1528630800.0,1423884900.0,1678362800.0,1542389400.0,1468164500.0,883004160.0,1551745300.0
2047.0,1662182100.0,1504385900.0,1434656000.0,1235905400.0,1278724500.0,1738613200.0,1493745700.0,1352785500.0,1667317100.0,1503411300.0,1401090800.0,828477300.0,1499110900.0
2048.0,1617708000.0,1473997300.0,1392422300.0,1191492200.0,1241410600.0,1711870600.0,1477308500.0,1308053000.0,1557681000.0,1450285600.0,1363995800.0,780576450.0,1472454300.0
2049.0,1584698400.0,1440137700.0,1408353300.0,1124258000.0,1184647000.0,1673238100.0,1493164200.0,1253107200.0,1531787600.0,1390073600.0,1332818000.0,726785500.0,1429919200.0
2050.0,1537654000.0,1402545700.0,1336826600.0,1076906800.0,1147316500.0,1669771900.0,1376624800.0,1203832600.0,1505903000.0,1359008800.0,1304989000.0,695769800.0,1383571700.0
2051.0,1522224500.0,1366584000.0,1271385500.0,1076052400.0,1102148700.0,1623560100.0,1324356900.0,1156865700.0,1474175900.0,1316293100.0,1243567700.0,656419600.0,1334143100.0
2052.0,1495838300.0,1324047000.0,1216170900.0,975980400.0,1049986560.0,1593647500.0,1296746600.0,1120795900.0,1444799600.0,1283892600.0,1192895100.0,614891900.0,1294265900.0
2053.0,1472403800.0,1268176900.0,1198663300.0,927372000.0,1023213250.0,1547405200.0,1244362000.0,1075639700.0,1402483300.0,1250373200.0,1138250500.0,570509300.0,1249974000.0
2054.0,1446639900.0,1198418200.0,1133975800.0,881888600.0,966339000.0,1517293400.0,1192298400.0,1041311940.0,1342325000.0,1207122600.0,1087793400.0,530539600.0,1197064400.0
2055.0,1417922200.0,1159601200.0,1093957600.0,844540540.0,942276540.0,1503651500.0,1144665600.0,986725500.0,1295079200.0,1166334300.0,1065127300.0,506606500.0,1139881200.0
2056.0,1375343200.0,1107681200.0,1042969600.0,789241540.0,905451500.0,1528966400.0,1097233200.0,941296060.0,1267847700.0,1116923600.0,1009141200.0,475425730.0,1103101400.0
2057.0,1317009900.0,1089542800.0,1014526340.0,756230600.0,850541760.0,1449304400.0,1045999550.0,896335400.0,1232293800.0,1079972700.0,970410940.0,449499000.0,1043131100.0
2058.0,1312876800.0,1047955500.0,976340900.0,723766900.0,827089100.0,1462382800.0,999979600.0,884908600.0,1195271600.0,1038192300.0,935078800.0,428601180.0,998090240.0
2059.0,1303155000.0,1003820000.0,936375600.0,696633860.0,780429000.0,1401080800.0,958409860.0,831827100.0,1134023600.0,1011835800.0,892489200.0,406908900.0,958715400.0
2060.0,1239656100.0,960014800.0,899391000.0,667891100.0,749811140.0,1354984400.0,919416600.0,781959500.0,1100870700.0,948304400.0,841432640.0,382190460.0,922876160.0
2061.0,1206912100.0,909848260.0,873597400.0,642192640.0,720501100.0,1325784800.0,866909250.0,745447040.0,1070911170.0,923239700.0,800676500.0,362684600.0,903781250.0
2062.0,1173139600.0,864325300.0,880853000.0,609261200.0,693589500.0,1338662700.0,825902460.0,714087000.0,1021979900.0,884769100.0,761150200.0,343168770.0,853935800.0
2063.0,1155679000.0,812443500.0,829988800.0,574102300.0,662370940.0,1282643800.0,791500860.0,680196540.0,999886340.0,853151740.0,733217540.0,320718340.0,820920900.0
2064.0,1153172900.0,777675300.0,779526660.0,549598850.0,641536260.0,1242897900.0,752639000.0,661912260.0,958731500.0,828142700.0,698568450.0,301382400.0,780897860.0
2065.0,1095503000.0,731657300.0,729073150.0,514576770.0,615982000.0,1216816500.0,714264960.0,629666370.0,942319740.0,803480700.0,661839300.0,286842750.0,750657540.0
2066.0,1059581800.0,685342460.0,705895040.0,491922300.0,600618600.0,1180950400.0,684128500.0,601937540.0,906466560.0,762006460.0,631477570.0,272514780.0,721670800.0
2067.0,1022742140.0,646230460.0,681068100.0,461902660.0,578266000.0,1154915600.0,665059100.0,578145860.0,872760450.0,769248800.0,624260740.0,256740980.0,688999900.0
2068.0,1012191200.0,610199700.0,643958500.0,433687260.0,551416500.0,1120610600.0,630056200.0,553786300.0,842398850.0,725749400.0,593463600.0,238106610.0,662926300.0
2069.0,965177600.0,579668000.0,609911800.0,410732200.0,529448960.0,1107330700.0,602556300.0,531152030.0,821706000.0,696134700.0,561465800.0,218822900.0,643378370.0
2070.0,929404600.0,542642400.0,583030660.0,385830940.0,515296300.0,1073079040.0,574533600.0,509935300.0,809420800.0,666140900.0,535728100.0,203873900.0,614881340.0
2071.0,897010100.0,510727070.0,576841500.0,367082530.0,498924740.0,1034983550.0,543499260.0,492389760.0,754546900.0,638629440.0,516584600.0,195961300.0,591385400.0
2072.0,873961900.0,487872700.0,550679940.0,342540500.0,481294700.0,1027729100.0,511772540.0,472087040.0,719492100.0,680483840.0,501643700.0,187086020.0,564131800.0
2073.0,877250100.0,450959970.0,530157660.0,310328420.0,455102620.0,991718900.0,486284860.0,450804450.0,700654340.0,628456060.0,484517150.0,177613940.0,542009100.0
2074.0,830187500.0,415609760.0,493375140.0,289804540.0,431272260.0,972552100.0,460957630.0,430993500.0,685290800.0,601086200.0,458296930.0,167830190.0,518572860.0
2075.0,804411700.0,376893470.0,471975970.0,276287300.0,418527840.0,954715300.0,427507550.0,414525280.0,657385540.0,575935940.0,434355740.0,159456180.0,498497700.0
2076.0,781769860.0,356965980.0,456649760.0,260800800.0,454931600.0,911876000.0,407359500.0,393626800.0,633894340.0,558944400.0,423502530.0,151828690.0,486327740.0
2077.0,763593900.0,324148700.0,436918820.0,243697570.0,394031700.0,922697800.0,388377600.0,365700380.0,608216100.0,535741220.0,397673340.0,145103020.0,466603970.0
2078.0,739212600.0,299853220.0,415726340.0,227241330.0,377441100.0,875905000.0,367717760.0,342861470.0,597142400.0,510334000.0,374861700.0,139354460.0,446084220.0
2079.0,720077000.0,277811200.0,390605020.0,213977120.0,359101000.0,858178560.0,346389760.0,324826370.0,579953800.0,492077540.0,356224960.0,132875600.0,427049500.0
2080.0,695559200.0,258082110.0,372344580.0,201092780.0,344038100.0,831111900.0,334699420.0,306399900.0,551067260.0,469779040.0,354656700.0,128362990.0,406400200.0
2081.0,667867700.0,237980940.0,349336030.0,191630430.0,330830340.0,813312600.0,329054300.0,288710900.0,533973980.0,455624830.0,335979420.0,123054136.0,383590750.0
2082.0,644008700.0,222769400.0,330921020.0,183092540.0,319624480.0,797761100.0,303689950.0,272618980.0,541611600.0,444757730.0,318184160.0,120057500.0,358833340.0
2083.0,623948700.0,211859170.0,320542240.0,173653230.0,303623460.0,761864900.0,283077150.0,260833000.0,507383140.0,419451870.0,303428700.0,116595540.0,342042940.0
2084.0,599126850.0,198492500.0,307147600.0,166558450.0,304690200.0,744124900.0,266515070.0,246051410.0,492412060.0,419297600.0,294972030.0,112114420.0,322680200.0
2085.0,571633000.0,186535250.0,296449100.0,159850600.0,283875230.0,725685600.0,256430180.0,234576930.0,470596860.0,387544060.0,277248540.0,108498430.0,304192770.0
2086.0,552523970.0,177990100.0,283035740.0,152353650.0,275239680.0,701981900.0,246051650.0,223773360.0,465632800.0,374067600.0,264312830.0,105270220.0,287537020.0
2087.0,530402340.0,170408300.0,271950270.0,146091800.0,263374420.0,684415040.0,226613120.0,210008690.0,434340860.0,362971740.0,256538000.0,100483460.0,273294940.0
2088.0,518420770.0,162656020.0,262183230.0,139339710.0,251821120.0,692816600.0,221013920.0,200765170.0,432995800.0,345395940.0,247033630.0,97926010.0,264525680.0
2089.0,497875500.0,155612110.0,248724880.0,134343400.0,242848400.0,653821100.0,211480210.0,189955250.0,402462500.0,332744400.0,239638600.0,95308630.0,249685360.0
2090.0,486923330.0,149873600.0,248647700.0,128103510.0,233319170.0,624284000.0,201175800.0,181458140.0,386448420.0,321918400.0,229777460.0,92920650.0,236709680.0
2091.0,460007260.0,143179790.0,236747400.0,124401096.0,225225890.0,620184600.0,191967860.0,175009250.0,373389000.0,310016300.0,222628930.0,90800530.0,225545920.0
2092.0,443304200.0,138782240.0,225838750.0,120237990.0,212285840.0,597658700.0,185788540.0,166971840.0,353445700.0,304788670.0,214057070.0,88326310.0,213719790.0
2093.0,426182940.0,134706160.0,218467710.0,116133944.0,207110850.0,581215500.0,179490770.0,164300340.0,339184220.0,291671520.0,209351940.0,86376070.0,205445020.0
2094.0,408887100.0,129291000.0,211894670.0,111424080.0,206521010.0,566908200.0,174191380.0,155779820.0,322304420.0,280973860.0,199659220.0,84040880.0,196034350.0
2095.0,391505180.0,126493370.0,206899000.0,108601864.0,198342640.0,544078500.0,167351310.0,151024450.0,312504540.0,274283500.0,204663940.0,81247260.0,191605000.0
2096.0,373853630.0,120777020.0,196025330.0,106259260.0,191373630.0,530231000.0,160115660.0,146729550.0,301697340.0,264187200.0,187900300.0,77784670.0,178709180.0
2097.0,355355040.0,117443810.0,187447580.0,101477820.0,186452880.0,510327400.0,155627420.0,141693310.0,289237220.0,254745780.0,180117760.0,75295410.0,171416860.0
2098.0,343855230.0,113286330.0,196114140.0,98315470.0,181907730.0,493125440.0,151391260.0,137898340.0,279969100.0,246613230.0,175531760.0,71973230.0,164769980.0
2099.0,338041470.0,111315920.0,179417330.0,96088740.0,176679800.0,498160260.0,147263200.0,134856940.0,268091300.0,241760130.0,180045000.0,69631240.0,159263730.0
2100.0,331293820.0,107122856.0,173829890.0,94092680.0,172465730.0,472521800.0,142966770.0,133322430.0,255191220.0,232998500.0,166805860.0,66585812.0,151672000.0
