time,CCSM4,GFDL-CM3,NORESM1-M,IPSL-CM5A-LR,GFDL-ESM2G,CESM1-CAM5,CSIRO-MK3-6-0,GISS-E2-R
2031.0,144875761533000.0,143641978019000.0,143590161544000.0,143894940247000.0,145470413536000.0,142321698424000.0,145607919311000.0,145053059260000.0
2032.0,144509618708000.0,142898250817000.0,143186458768000.0,143411347203000.0,144988943929000.0,141683758554000.0,145197539107000.0,144681834970000.0
2033.0,144040770394000.0,142409829506000.0,142774180758000.0,142828807225000.0,144632805034000.0,140920796179000.0,144746459880000.0,144272288182000.0
2034.0,143522327832000.0,141798469701000.0,142242241676000.0,142237318574000.0,144170845915000.0,140258165639000.0,144465532745000.0,143873548631000.0
2035.0,143048072522000.0,141195388884000.0,141653650164000.0,141573495519000.0,143946574460000.0,139571475616000.0,144122227354000.0,143573125473000.0
2036.0,142715301496000.0,140371967255000.0,141171235079000.0,140893638287000.0,143430104489000.0,138950244696000.0,143901961935000.0,143096476694000.0
2037.0,142123032115000.0,139881760601000.0,140568631875000.0,140298955897000.0,143168326370000.0,138078861966000.0,143597648341000.0,142699357854000.0
2038.0,141818857139000.0,139321657278000.0,139895202703000.0,139702824140000.0,142788624439000.0,137254715816000.0,143001242845000.0,142312819825000.0
2039.0,141165537930000.0,138676869240000.0,139407387718000.0,138963820258000.0,142373790372000.0,136500742029000.0,142491589322000.0,141954194551000.0
2040.0,140606974261000.0,137990495857000.0,138887786445000.0,138418279998000.0,142047242898000.0,135686468404000.0,141879966186000.0,141460219884000.0
2041.0,140117797401000.0,137325765457000.0,138310576218000.0,138091685036000.0,141779167482000.0,134904536021000.0,141327486725000.0,141014684442000.0
2042.0,139398411284000.0,136638799641000.0,137685151376000.0,137651913002000.0,141191050402000.0,134043112280000.0,140873547483000.0,140525032960000.0
2043.0,138907844263000.0,135894369847000.0,137131623316000.0,137124408365000.0,140625898882000.0,133226378517000.0,140515898619000.0,140210406874000.0
2044.0,138321776006000.0,135236343260000.0,136618990614000.0,136665650007000.0,140146986961000.0,132582457237000.0,139869697264000.0,139798648301000.0
2045.0,137797690094000.0,134497172876000.0,136171825925000.0,135990537698000.0,139754741285000.0,131754481971000.0,139401601996000.0,139438569468000.0
2046.0,137210589368000.0,133885225421000.0,135510835668000.0,135249904396000.0,139475657055000.0,130962913827000.0,138866423070000.0,139107133359000.0
2047.0,136627656483000.0,133205572996000.0,134997553379000.0,134426337719000.0,139181526574000.0,129922328816000.0,138289782274000.0,138644522787000.0
2048.0,136048523563000.0,132535410889000.0,134224543227000.0,133723546609000.0,138724816974000.0,129097136579000.0,137783718364000.0,138144046469000.0
2049.0,135284162442000.0,131674026196000.0,133650264210000.0,133093192241000.0,138380429943000.0,128426852321000.0,137288031186000.0,137537898260000.0
2050.0,134627174258000.0,131068241573000.0,133014435651000.0,132310532617000.0,137937780507000.0,127346718997000.0,136842898557000.0,137020431952000.0
2051.0,134015115199000.0,130387681848000.0,132316094433000.0,131619139513000.0,137624738849000.0,126251112275000.0,136337489616000.0,136544895354000.0
2052.0,133359458452000.0,129765266674000.0,131718288881000.0,130869977025000.0,137277843628000.0,125252691296000.0,135675832304000.0,136209162144000.0
2053.0,132801064089000.0,128854931238000.0,130955785533000.0,130100138204000.0,136819926953000.0,124177206918000.0,135067364964000.0,135638534620000.0
2054.0,132034978464000.0,128009516637000.0,130402125627000.0,129369717177000.0,136422605836000.0,123449868734000.0,134473598404000.0,135021025011000.0
2055.0,131329830225000.0,127176272442000.0,129565849776000.0,128659058608000.0,136090161213000.0,122569898900000.0,133863038088000.0,134607020168000.0
2056.0,130638380863000.0,126235547255000.0,128753213942000.0,127822566796000.0,135621242337000.0,121624953725000.0,133331970379000.0,134273927432000.0
2057.0,129963745708000.0,125498178601000.0,127805367093000.0,127148877061000.0,135219097286000.0,120616993220000.0,132808438547000.0,133741595720000.0
2058.0,129339464050000.0,124804022711000.0,127158415937000.0,126516033108000.0,134696664807000.0,119774208033000.0,132189893802000.0,133142551808000.0
2059.0,128619718999000.0,123907152291000.0,126478191548000.0,125682379461000.0,134191593078000.0,118617178098000.0,131678645866000.0,132694987854000.0
2060.0,128055120030000.0,123214062447000.0,125815172929000.0,124590645541000.0,133753984375000.0,117162405435000.0,131114499385000.0,132325413645000.0
2061.0,127319081017000.0,122501601964000.0,125008858021000.0,123788846320000.0,133398345261000.0,116117304743000.0,130350038764000.0,131886793489000.0
2062.0,126474249478000.0,121859831457000.0,124261266585000.0,123190637368000.0,132883313239000.0,115060752489000.0,129791468172000.0,131254598617000.0
2063.0,125699328868000.0,121002923935000.0,123510345581000.0,122202072478000.0,132307232165000.0,114066666510000.0,129243082318000.0,130561396993000.0
2064.0,124960793770000.0,120293812668000.0,122731514527000.0,121297428022000.0,131928397228000.0,112887215226000.0,128619106113000.0,130192931981000.0
2065.0,124220145090000.0,119413698571000.0,122033283062000.0,120585753175000.0,131502987311000.0,111640736156000.0,128087108962000.0,129655941746000.0
2066.0,123579832608000.0,118890951061000.0,121194160137000.0,119849775407000.0,130912328498000.0,110248926685000.0,127372197506000.0,129301569257000.0
2067.0,122968118499000.0,118118615692000.0,120336578463000.0,118922557589000.0,130550360759000.0,108977378356000.0,126723409006000.0,128807696289000.0
2068.0,122205722466000.0,117402721966000.0,119548714216000.0,118257169889000.0,130025439834000.0,107838598905000.0,126154090971000.0,128365170289000.0
2069.0,121415694726000.0,116714657504000.0,118807895420000.0,117489470138000.0,129415006984000.0,106606859600000.0,125587084259000.0,127810377824000.0
2070.0,120580617290000.0,115896342807000.0,118082100080000.0,116721071606000.0,128871511766000.0,105403987259000.0,124792372603000.0,127165948041000.0
2071.0,119811658291000.0,115218386128000.0,117084057639000.0,115875154372000.0,128349383690000.0,104262364826000.0,124086752757000.0,126588787683000.0
2072.0,119059192746000.0,114496150583000.0,116282216567000.0,114976824616000.0,127956581317000.0,103003804265000.0,123479274474000.0,126166939661000.0
2073.0,118220237199000.0,113578091855200.0,115643844892000.0,114131381094000.0,127218825573000.0,101934196364000.0,122912712717000.0,125716009272000.0
2074.0,117350025646000.0,112556326223600.0,114712578873000.0,113293995644000.0,126621374274000.0,100826428206000.0,122310892945000.0,125402851147000.0
2075.0,116423370008000.0,111699006659500.0,113920337504000.0,112449149605000.0,126152113450000.0,99612814124000.0,121444667668000.0,124952680582000.0
2076.0,115511680869000.0,110989700447400.0,112932689977000.0,111641100263000.0,125528864944000.0,98364509987000.0,120698463344000.0,124497672181000.0
2077.0,114601173585000.0,110172968603300.0,112049476187000.0,110961403619000.0,124839843178000.0,96948642500000.0,120048139889000.0,123829723356000.0
2078.0,113736387151000.0,109390640361700.0,111243301949000.0,110364645416000.0,124342070079000.0,95793258875000.0,119210704264000.0,123259037307000.0
2079.0,112863437064000.0,108638248279400.0,110636532899000.0,109425456805000.0,123856130521000.0,94604213961000.0,118333251046400.0,122687565142000.0
2080.0,112147658025000.0,107905203109900.0,109800111451000.0,108562730442000.0,123456945596000.0,93285548170000.0,117478363530000.0,122400648733000.0
2081.0,111542157877000.0,107189353256900.0,109007116223000.0,107922280360000.0,122969328681000.0,92017919889000.0,116586493871500.0,121820529310000.0
2082.0,110536013667000.0,106382656583100.0,108261840271000.0,107087761480000.0,122448627934000.0,90771793042000.0,115769900772800.0,121217141802000.0
2083.0,109685603692000.0,105515138329200.0,107411461763000.0,106327629034000.0,121947700090000.0,89481312250000.0,114949607748500.0,120838113869000.0
2084.0,108724483061000.0,104625499515000.0,106374673936000.0,105619119349000.0,121569705878000.0,88052356956000.0,114265361106000.0,120393423597000.0
2085.0,107848959874000.0,103671963099000.0,105435275360000.0,104783199430100.0,121079957500000.0,86767355431000.0,113435185228700.0,119947521576000.0
2086.0,107135356282000.0,102897811263200.0,104464168114000.0,104065351029600.0,120663671414000.0,85494641646000.0,112584065978300.0,119354985703000.0
2087.0,106229103504000.0,102120078358300.0,103765598492000.0,103205615329300.0,120077241439000.0,84084550768000.0,111684107487000.0,118885039584000.0
2088.0,105275579216000.0,101404738558300.0,103013115388000.0,102445272119100.0,119521180696000.0,82629412828000.0,110853735197400.0,118276352033000.0
2089.0,104413717991000.0,100540388052000.0,102131916788000.0,101816128338000.0,119047259485000.0,81318812921000.0,109926304231400.0,117925549434000.0
2090.0,103503482637000.0,99823108578700.0,101237681352000.0,101034636265700.0,118644055868000.0,80238295731000.0,108946597301400.0,117413050700000.0
2091.0,102430372377000.0,98962031025700.0,100292878820000.0,100235538089000.0,118115239325000.0,78859210557300.0,107917073623000.0,116808513432000.0
2092.0,101454473430000.0,98001424419800.0,99258050446700.0,99437789607000.0,117616314023000.0,77625347254400.0,107095956597500.0,116315474391000.0
2093.0,100477394532000.0,97214988966400.0,98297151744000.0,98816158091600.0,117119503718000.0,76461555733200.0,106207473950100.0,115797155157000.0
2094.0,99441520783000.0,96374515266000.0,97402366643400.0,98080604664300.0,116691964659000.0,75311341103000.0,105293999073200.0,115234744446000.0
2095.0,98605371760000.0,95683940547700.0,96503575038300.0,97299653218600.0,116319764718000.0,74050555898000.0,104563794650600.0,114754011827000.0
2096.0,97655491835000.0,94960234767000.0,95677948692000.0,96624668260800.0,115901815991000.0,72960138411100.0,103766638467100.0,114283278938000.0
2097.0,96720124991000.0,94235139175300.0,94723692742000.0,96024376122200.0,115277233792000.0,71663501255500.0,102962047000400.0,113865379575000.0
2098.0,95723031064000.0,93504910103400.0,93896959165000.0,95404941499000.0,114720596221000.0,70320143605000.0,101848290003500.0,113359917916000.0
2099.0,94908342815000.0,92786603658000.0,93136133527700.0,94640746375000.0,114163214878000.0,69103099277600.0,100972881247000.0,112702280845000.0
2100.0,94080415673000.0,92086391345000.0,92293358822000.0,94023322929700.0,113625617187000.0,67761738467300.0,100135097050600.0,112343717968000.0
