time,MPI-ESM1-2-HR,IPSL-CM6A-LR,UKESM1-0-LL,MRI-ESM2-0,GFDL-ESM4
2039.0,104139180000.0,104326070000.0,103442160000.0,103921920000.0,104244180000.0
2040.0,104101570000.0,104208320000.0,103323200000.0,104045130000.0,104137210000.0
2041.0,104015750000.0,104170060000.0,103223730000.0,104084010000.0,104053260000.0
2042.0,103985980000.0,104069000000.0,103014670000.0,106441515000.0,103979710000.0
2043.0,103954040000.0,104054145000.0,102847635000.0,103916770000.0,103877650000.0
2044.0,103815570000.0,103940290000.0,102747310000.0,103635520000.0,103818910000.0
2045.0,103811630000.0,103870650000.0,102570566000.0,104126380000.0,103817380000.0
2046.0,103768520000.0,103867990000.0,102399810000.0,103654515000.0,103696040000.0
2047.0,103704445000.0,103733220000.0,102160570000.0,103530365000.0,103941760000.0
2048.0,103617120000.0,103679255000.0,101946870000.0,103304100000.0,103761520000.0
2049.0,103492960000.0,103596000000.0,101743450000.0,103178080000.0,103582190000.0
2050.0,103413750000.0,103501440000.0,101532610000.0,103897604000.0,103486095000.0
2051.0,103449380000.0,103554490000.0,101270640000.0,103168180000.0,103423300000.0
2052.0,103436430000.0,103376710000.0,101010860000.0,103052894000.0,103443145000.0
2053.0,103244390000.0,103304140000.0,100685980000.0,102808855000.0,103491576000.0
2054.0,103225100000.0,103234350000.0,100472680000.0,102706870000.0,103329920000.0
2055.0,103386570000.0,103146684000.0,100151525000.0,102549380000.0,103163740000.0
2056.0,103161700000.0,103179030000.0,99817570000.0,102332020000.0,103233220000.0
2057.0,102900900000.0,103061010000.0,99524665000.0,102502150000.0,103164400000.0
2058.0,102790920000.0,102956940000.0,99201390000.0,102676250000.0,103044070000.0
2059.0,102787330000.0,102792190000.0,98727620000.0,102164046000.0,102999170000.0
2060.0,102629600000.0,102646235000.0,98621700000.0,102121530000.0,102923610000.0
2061.0,102496070000.0,102677955000.0,98169260000.0,101910135000.0,102807085000.0
2062.0,102953350000.0,102416440000.0,97644904000.0,101824635000.0,102713240000.0
2063.0,102822140000.0,102224560000.0,97233700000.0,101602010000.0,102558020000.0
2064.0,102454395000.0,101972350000.0,96839290000.0,101391925000.0,102646820000.0
2065.0,102565224000.0,101875350000.0,96337630000.0,101251180000.0,102414746000.0
2066.0,102376840000.0,101698560000.0,95868610000.0,101201584000.0,102344300000.0
2067.0,102444040000.0,101492750000.0,95387650000.0,101176205000.0,102147690000.0
2068.0,102117060000.0,101497496000.0,94817935000.0,100788355000.0,102206930000.0
2069.0,101852770000.0,101211780000.0,94248170000.0,100987540000.0,101960250000.0
2070.0,101729350000.0,100997310000.0,93755300000.0,100451060000.0,101854250000.0
2071.0,101590080000.0,100789010000.0,93115800000.0,100227600000.0,101697266000.0
2072.0,101385190000.0,100553810000.0,92455985000.0,99943520000.0,101641960000.0
2073.0,101433900000.0,101082370000.0,91866670000.0,100011040000.0,102212630000.0
2074.0,101189200000.0,100265020000.0,91248150000.0,99690750000.0,101588260000.0
2075.0,100972460000.0,99943340000.0,90655560000.0,99794730000.0,101311800000.0
2076.0,100845535000.0,99603250000.0,89975220000.0,99370295000.0,101173780000.0
2077.0,100666970000.0,99257550000.0,89267100000.0,99194060000.0,100985650000.0
2078.0,100525750000.0,98983076000.0,88704970000.0,98954715000.0,100840580000.0
2079.0,100297330000.0,99080030000.0,88084830000.0,98686800000.0,100726110000.0
2080.0,100369375000.0,98460205000.0,87493900000.0,98451685000.0,100456510000.0
2081.0,100909875000.0,97972490000.0,86806730000.0,98269086000.0,100370820000.0
2082.0,100362070000.0,97462710000.0,86245835000.0,98138554000.0,100251880000.0
2083.0,100176550000.0,97045420000.0,85482530000.0,97878860000.0,100281205000.0
2084.0,99891230000.0,96657280000.0,84739960000.0,97617490000.0,100064960000.0
2085.0,99970090000.0,96300600000.0,83789300000.0,97384320000.0,99853615000.0
2086.0,99782490000.0,95860620000.0,83302300000.0,97116330000.0,99683640000.0
2087.0,99407020000.0,95450970000.0,81822880000.0,97079710000.0,99407060000.0
2088.0,99636960000.0,94792335000.0,80972400000.0,96733890000.0,99182354000.0
2089.0,99139820000.0,94115030000.0,80171960000.0,96499510000.0,99267486000.0
2090.0,98960010000.0,93566920000.0,79245590000.0,96370670000.0,100735710000.0
2091.0,98762970000.0,92909470000.0,78612150000.0,96186515000.0,99490010000.0
2092.0,98508930000.0,92188320000.0,77601880000.0,95694730000.0,98928310000.0
2093.0,98374090000.0,91504976000.0,76923290000.0,95144900000.0,98670160000.0
2094.0,98349700000.0,90731086000.0,75933470000.0,94836000000.0,98494830000.0
2095.0,98292990000.0,89887334000.0,75149570000.0,94510890000.0,98189740000.0
2096.0,98165280000.0,88498635000.0,74109220000.0,94107750000.0,98046980000.0
2097.0,98024100000.0,87609190000.0,73197070000.0,94032150000.0,97839964000.0
2098.0,97682790000.0,86920840000.0,72388260000.0,93557220000.0,97599775000.0
2099.0,97431570000.0,86272690000.0,71386370000.0,95454904000.0,97326100000.0
2100.0,97183060000.0,85577890000.0,70445310000.0,96330810000.0,97180310000.0
