time,MRI-ESM2-0,UKESM1-0-LL,MPI-ESM1-2-HR,IPSL-CM6A-LR,GFDL-ESM4
2039.0,104574690000.0,103408000000.0,104320940000.0,104156740000.0,104279630000.0
2040.0,104702075000.0,103268000000.0,104234975000.0,104201950000.0,104058405000.0
2041.0,104400675000.0,103131760000.0,104191530000.0,103992010000.0,104021550000.0
2042.0,104286160000.0,102939120000.0,104178950000.0,103962060000.0,103928594000.0
2043.0,104253874000.0,102887916000.0,104397095000.0,103893970000.0,103917806000.0
2044.0,104088175000.0,102683510000.0,104331256000.0,103826104000.0,103834150000.0
2045.0,103993190000.0,102443470000.0,104167670000.0,103760390000.0,103777260000.0
2046.0,103898240000.0,102226850000.0,104204680000.0,103628980000.0,103628610000.0
2047.0,103753700000.0,102008414000.0,104348060000.0,103563860000.0,103542830000.0
2048.0,103572260000.0,101712550000.0,103990830000.0,103563870000.0,103477854000.0
2049.0,103544970000.0,101375080000.0,104123154000.0,103334480000.0,103466164000.0
2050.0,103399000000.0,101150090000.0,104578610000.0,103209530000.0,103318330000.0
2051.0,103180410000.0,100901950000.0,103901364000.0,103175140000.0,103422860000.0
2052.0,103268330000.0,100567260000.0,103878220000.0,103077810000.0,103161050000.0
2053.0,103163970000.0,100239240000.0,103871240000.0,103010460000.0,103119860000.0
2054.0,102908300000.0,99949800000.0,103667000000.0,102828380000.0,103097150000.0
2055.0,102769510000.0,99613320000.0,103641506000.0,102739345000.0,102911350000.0
2056.0,102600410000.0,99158040000.0,103541170000.0,102563260000.0,102992310000.0
2057.0,102359280000.0,98783120000.0,103599320000.0,102363110000.0,102729780000.0
2058.0,102258350000.0,98259580000.0,103443866000.0,102246730000.0,102643155000.0
2059.0,102316300000.0,97717330000.0,103363750000.0,102080500000.0,102511430000.0
2060.0,102057480000.0,97257570000.0,103307060000.0,101927690000.0,102391955000.0
2061.0,101795720000.0,96818650000.0,103134530000.0,101814256000.0,102291866000.0
2062.0,101701410000.0,96351260000.0,103071120000.0,101565050000.0,102122830000.0
2063.0,102376990000.0,95828340000.0,102944710000.0,101418370000.0,102015566000.0
2064.0,101809960000.0,95150514000.0,103023560000.0,101174800000.0,102627164000.0
2065.0,102491360000.0,94525020000.0,102802180000.0,100957725000.0,101872845000.0
2066.0,101580760000.0,93934870000.0,102713940000.0,100699090000.0,101752865000.0
2067.0,101361476000.0,93392610000.0,102551270000.0,100386450000.0,101581570000.0
2068.0,101196554000.0,92846130000.0,102536830000.0,100195250000.0,101431010000.0
2069.0,101165530000.0,92152560000.0,102307440000.0,100017350000.0,101273690000.0
2070.0,100942365000.0,91498550000.0,102219080000.0,99841114000.0,101284030000.0
2071.0,100707700000.0,90763640000.0,102219470000.0,99320800000.0,101128720000.0
2072.0,100448020000.0,90037215000.0,102170210000.0,98867550000.0,100908510000.0
2073.0,100343050000.0,89132630000.0,102100440000.0,98615660000.0,100756140000.0
2074.0,99966090000.0,88451550000.0,102029540000.0,98173260000.0,100842996000.0
2075.0,100427910000.0,87496160000.0,101895420000.0,97686550000.0,100610425000.0
2076.0,99995540000.0,86792030000.0,101737360000.0,97433240000.0,100356220000.0
2077.0,99257030000.0,85678610000.0,101538010000.0,96835770000.0,100304050000.0
2078.0,99164300000.0,84788070000.0,101356480000.0,96173220000.0,100101734000.0
2079.0,98790950000.0,83746370000.0,101248590000.0,95801524000.0,99862670000.0
2080.0,98457330000.0,82224830000.0,101163740000.0,95363250000.0,99620790000.0
2081.0,97988346000.0,81291580000.0,100911830000.0,94728454000.0,99431470000.0
2082.0,97648345000.0,80162636000.0,100762320000.0,93807980000.0,99265050000.0
2083.0,97714160000.0,79377875000.0,100606860000.0,93119430000.0,99124560000.0
2084.0,97178810000.0,78331660000.0,100436070000.0,92380350000.0,98797390000.0
2085.0,96803690000.0,77360685000.0,100575896000.0,91802020000.0,98488115000.0
2086.0,96788990000.0,76295340000.0,100195090000.0,91158010000.0,98464990000.0
2087.0,96467470000.0,75183325000.0,99987650000.0,90298500000.0,98064020000.0
2088.0,95921890000.0,74150680000.0,99710220000.0,89427700000.0,97752400000.0
2089.0,95832970000.0,73057900000.0,99649140000.0,88213774000.0,97634650000.0
2090.0,95318670000.0,71860480000.0,99389325000.0,87110770000.0,97249690000.0
2091.0,94878300000.0,70680270000.0,99212345000.0,86229150000.0,97161626000.0
2092.0,94386800000.0,69549310000.0,98985800000.0,85144560000.0,96854970000.0
2093.0,93930960000.0,68190958000.0,99229590000.0,84445790000.0,96527900000.0
2094.0,93503380000.0,66960350000.0,99380360000.0,83647760000.0,96311940000.0
2095.0,93228910000.0,65713110000.0,98622005000.0,82667135000.0,96179945000.0
2096.0,92712470000.0,64423346000.0,98364810000.0,81665630000.0,95940166000.0
2097.0,92151200000.0,63138010000.0,98164660000.0,80719220000.0,95629780000.0
2098.0,91695890000.0,61997728000.0,98338420000.0,79574390000.0,95346870000.0
2099.0,91380690000.0,60907170000.0,97830896000.0,78523980000.0,95006150000.0
2100.0,91136030000.0,59705795000.0,97626260000.0,77515340000.0,94720550000.0
