time,MRI-ESM2-0,GFDL-ESM4,CESM2,FGOALS-F3-L,BCC-CSM2-MR,MPI-ESM1-2-HR,CESM2-WACCM,CAMS-CSM1-0,NORESM2-MM,INM-CM5-0,INM-CM4-8,EC-EARTH3-VEG,EC-EARTH3
2012.0,108152775000.0,108152775000.0,108152775000.0,108152775000.0,108152775000.0,108152775000.0,108152775000.0,108152775000.0,108152775000.0,108152775000.0,108152775000.0,108152775000.0,108152775000.0
2013.0,106483260000.0,106483260000.0,106483260000.0,106483260000.0,106483260000.0,106483260000.0,106483260000.0,106483260000.0,106483260000.0,106483260000.0,106483260000.0,106483260000.0,106483260000.0
2014.0,105402060000.0,105402060000.0,105402060000.0,105402060000.0,105402060000.0,105402060000.0,105402060000.0,105402060000.0,105402060000.0,105402060000.0,105402060000.0,105402060000.0,105402060000.0
2015.0,104760025000.0,104760025000.0,104760025000.0,104760025000.0,104760025000.0,104760025000.0,104760025000.0,104760025000.0,104760025000.0,104760025000.0,104760025000.0,104760025000.0,104760025000.0
2016.0,101179064000.0,101179064000.0,101179064000.0,101179064000.0,101179064000.0,101179064000.0,101179064000.0,101179064000.0,101179064000.0,101179064000.0,101179064000.0,101179064000.0,101179064000.0
2017.0,99238280000.0,99238280000.0,99238280000.0,99238280000.0,99238280000.0,99238280000.0,99238280000.0,99238280000.0,99238280000.0,99238280000.0,99238280000.0,99238280000.0,99238280000.0
2018.0,96341580000.0,96341580000.0,96341580000.0,96341580000.0,96341580000.0,96341580000.0,96341580000.0,96341580000.0,96341580000.0,96341580000.0,96341580000.0,96341580000.0,96341580000.0
2019.0,92818550000.0,92818550000.0,92818550000.0,92818550000.0,92818550000.0,92818550000.0,92818550000.0,92818550000.0,92818550000.0,92818550000.0,92818550000.0,92818550000.0,92818550000.0
2020.0,90441760000.0,90441760000.0,90441760000.0,90441760000.0,90441760000.0,90441760000.0,90441760000.0,90441760000.0,90441760000.0,90441760000.0,90441760000.0,90441760000.0,90441760000.0
2021.0,89415660000.0,86854566000.0,88155570000.0,87086680000.0,87985660000.0,85144810000.0,84936565000.0,87545730000.0,88343716000.0,89250850000.0,88927175000.0,89813344000.0,86874290000.0
2022.0,87722100000.0,84443260000.0,85853660000.0,84223260000.0,86783800000.0,84387650000.0,82849776000.0,86671880000.0,87452434000.0,89001750000.0,85737570000.0,87268550000.0,83679306000.0
2023.0,84026840000.0,82909210000.0,84505820000.0,81818400000.0,83722550000.0,84607810000.0,81482605000.0,85778030000.0,84874960000.0,85898280000.0,89011610000.0,83595240000.0,81654505000.0
2024.0,78884225000.0,80185300000.0,79273140000.0,78723630000.0,79429370000.0,82157920000.0,81597480000.0,81736630000.0,80516440000.0,83469360000.0,87595970000.0,80642960000.0,78418846000.0
2025.0,75811590000.0,78635640000.0,78562360000.0,78386650000.0,76772100000.0,77094910000.0,78962524000.0,81582790000.0,79193784000.0,82109420000.0,87475860000.0,79799116000.0,76064260000.0
2026.0,70711170000.0,78322280000.0,75567880000.0,77909420000.0,76412480000.0,77014960000.0,76493660000.0,80682290000.0,75464565000.0,77991860000.0,85483135000.0,78226480000.0,74207690000.0
2027.0,67656536000.0,77928860000.0,70542740000.0,75860540000.0,72652410000.0,73916070000.0,73451364000.0,78624100000.0,73377415000.0,74288460000.0,83987866000.0,77001270000.0,72207835000.0
2028.0,65984130000.0,75611280000.0,67826364000.0,70194570000.0,71045370000.0,71860630000.0,71310120000.0,75802075000.0,67974610000.0,75198310000.0,81466010000.0,74208846000.0,67975060000.0
2029.0,65267790000.0,74112655000.0,64311304000.0,67155840000.0,69350370000.0,73205875000.0,70548790000.0,75706120000.0,64132764000.0,71713560000.0,78999510000.0,73174610000.0,64912630000.0
2030.0,62272848000.0,72445714000.0,62170000000.0,63364153000.0,67305644000.0,72988110000.0,68855380000.0,73379660000.0,63786607000.0,68459078000.0,77753580000.0,71952820000.0,61421294000.0
2031.0,60209988000.0,71708460000.0,60329720000.0,61812410000.0,62960673000.0,67707994000.0,64894996000.0,74908730000.0,61483794000.0,67144544000.0,76345540000.0,70807770000.0,57631715000.0
2032.0,57750490000.0,69266270000.0,60940660000.0,60751774000.0,59978800000.0,65322190000.0,62666654000.0,75450630000.0,59609293000.0,62382780000.0,73867350000.0,68168204000.0,52827427000.0
2033.0,55495782000.0,67915874000.0,58905776000.0,56791548000.0,58198897000.0,61691253000.0,63119950000.0,72850235000.0,56715403000.0,59619262000.0,71002415000.0,64867262000.0,47758934000.0
2034.0,52686356000.0,66708898000.0,57290424000.0,54128870000.0,59263623000.0,59200586000.0,60505010000.0,71728420000.0,54215545000.0,57621676000.0,70327120000.0,63537127000.0,43561214000.0
2035.0,51003590000.0,65170810000.0,52351975000.0,52467892000.0,57553048000.0,56998900000.0,58901510000.0,69608980000.0,51859722000.0,56071310000.0,64747340000.0,62958720000.0,40329535000.0
2036.0,47818973000.0,63364764000.0,48943800000.0,50626507000.0,55032740000.0,56567720000.0,54966190000.0,65820717000.0,48701133000.0,52770650000.0,64635445000.0,62055030000.0,37446525000.0
2037.0,45387026000.0,62743430000.0,46986953000.0,50675315000.0,53910536000.0,54855746000.0,52065980000.0,65740600000.0,45780070000.0,51196277000.0,60303536000.0,58444780000.0,34895917000.0
2038.0,43726455000.0,61446770000.0,45839610000.0,48590488000.0,51607290000.0,53586460000.0,48914428000.0,64817005000.0,42777340000.0,48107100000.0,59295396000.0,52913435000.0,32086740000.0
2039.0,40701250000.0,58665144000.0,44615557000.0,46854496000.0,45645560000.0,52394100000.0,49531404000.0,64835453000.0,42343670000.0,46642663000.0,57773910000.0,49630990000.0,30340725000.0
2040.0,38770774000.0,56778640000.0,42821837000.0,47085830000.0,43463450000.0,53379568000.0,47106785000.0,65037492000.0,40596627000.0,43513300000.0,54895330000.0,47957115000.0,28697510000.0
2041.0,36128154000.0,53195256000.0,40253235000.0,45953827000.0,40086864000.0,52289528000.0,46314705000.0,64256647000.0,39678185000.0,41897920000.0,52618480000.0,45416060000.0,26433872000.0
2042.0,33754415000.0,52286992000.0,40116646000.0,44237988000.0,38199760000.0,49788650000.0,45445788000.0,62264240000.0,36227408000.0,40099060000.0,51531390000.0,45706190000.0,25728152000.0
2043.0,31521315000.0,50921198000.0,38795244000.0,42945870000.0,36223050000.0,48690336000.0,44912816000.0,62013956000.0,34464630000.0,37737583000.0,48386597000.0,42261365000.0,24768653000.0
2044.0,30080868000.0,47752757000.0,35583720000.0,41613455000.0,34791596000.0,47333536000.0,43428168000.0,61886935000.0,33344910000.0,33500654000.0,45352325000.0,43024884000.0,22722894000.0
2045.0,29332957000.0,47296880000.0,35276726000.0,40561990000.0,31177898000.0,46065836000.0,42030076000.0,62180893000.0,31776883000.0,32122014000.0,43706850000.0,41782542000.0,20493898000.0
2046.0,28222302000.0,45797982000.0,33874702000.0,39215268000.0,28613382000.0,45168710000.0,40316535000.0,61473137000.0,30008345000.0,30072097000.0,41475756000.0,39818342000.0,19065268000.0
2047.0,27698655000.0,44942283000.0,30454039000.0,35956953000.0,26786101000.0,43711783000.0,38553035000.0,59352150000.0,28504870000.0,29867890000.0,40820244000.0,39104690000.0,18169807000.0
2048.0,26363509000.0,43797066000.0,26980460000.0,33782018000.0,25745256000.0,41707954000.0,37484462000.0,57266848000.0,26318348000.0,28198705000.0,39883383000.0,36748370000.0,17326268000.0
2049.0,24163570000.0,41514373000.0,24691376000.0,32490582000.0,25340877000.0,41708190000.0,35797090000.0,56333140000.0,25592470000.0,27589030000.0,37081550000.0,34655650000.0,16619232000.0
2050.0,23423520000.0,40404705000.0,22835706000.0,30515931000.0,23975678000.0,39322280000.0,34705256000.0,55391953000.0,24530889000.0,27418612000.0,35811390000.0,33553478000.0,16455845000.0
2051.0,21858912000.0,39011090000.0,21459266000.0,29548212000.0,22309601000.0,36464770000.0,33108525000.0,52113056000.0,23464380000.0,26582614000.0,34772394000.0,32708246000.0,16169732000.0
2052.0,21422713000.0,38191130000.0,20943405000.0,28133442000.0,20752010000.0,34965197000.0,32582586000.0,51899240000.0,22255706000.0,25892674000.0,33483792000.0,30565941000.0,14640732000.0
2053.0,20753615000.0,34915717000.0,19686406000.0,27682750000.0,19718414000.0,32936497000.0,30214838000.0,50295153000.0,20184359000.0,24024380000.0,31944018000.0,29126179000.0,13566347000.0
2054.0,20300503000.0,34051600000.0,17848720000.0,26977004000.0,17891460000.0,31895958000.0,28867185000.0,49447588000.0,18821790000.0,22742956000.0,30990120000.0,28338369000.0,12536161000.0
2055.0,20778041000.0,32566942000.0,16939494000.0,26627027000.0,17403228000.0,30556269000.0,27010420000.0,50736083000.0,17786960000.0,20988363000.0,30064144000.0,27491236000.0,11717334000.0
2056.0,20547783000.0,31341535000.0,16081780000.0,25047610000.0,16299575000.0,29306352000.0,25297950000.0,48818913000.0,16158096000.0,19635505000.0,29900773000.0,25021667000.0,11470570000.0
2057.0,19582950000.0,28961610000.0,15173265000.0,23627452000.0,15400420000.0,29784224000.0,23342017000.0,48098255000.0,14915810000.0,18765523000.0,28218096000.0,24095621000.0,11096893000.0
2058.0,18653194000.0,28377246000.0,15087956000.0,23339350000.0,14510348000.0,28771613000.0,22505914000.0,46295822000.0,14262344000.0,18169274000.0,26316065000.0,22343959000.0,10073539000.0
2059.0,18604028000.0,27592944000.0,13922412000.0,22214780000.0,13976867000.0,27904590000.0,22254733000.0,45010890000.0,12633358000.0,17544868000.0,24427940000.0,21145629000.0,9553911000.0
2060.0,17335183000.0,26745598000.0,13550176000.0,21659701000.0,12960018000.0,27314510000.0,20329988000.0,44102697000.0,12336118000.0,16134855000.0,23605481000.0,20144288000.0,8847763000.0
2061.0,16828049000.0,26151655000.0,12944449000.0,21066783000.0,11796056000.0,27773184000.0,19617340000.0,42999550000.0,11525936000.0,15035621000.0,21631551000.0,19637936000.0,7960359000.0
2062.0,15926854000.0,25116975000.0,12040037000.0,20406407000.0,11060613000.0,25657800000.0,18211647000.0,41191395000.0,10565161000.0,14687726000.0,20529834000.0,17981469000.0,8043341300.0
2063.0,16004033000.0,23937530000.0,11395128000.0,19034786000.0,10193956000.0,23099648000.0,16729344000.0,40760360000.0,10139728000.0,13448181000.0,18913868000.0,16675338000.0,7291323400.0
2064.0,15634898000.0,23310199000.0,11276803000.0,18087535000.0,9422311000.0,20766087000.0,15517664000.0,38282960000.0,9991002000.0,13134488000.0,18149638000.0,14653295000.0,6976451600.0
2065.0,15337219000.0,22255247000.0,10501585000.0,16946769000.0,8953119000.0,19875662000.0,14668095000.0,36232655000.0,9124915000.0,12583048000.0,18455945000.0,13572228000.0,6379865000.0
2066.0,15047544000.0,22274238000.0,9783226000.0,16517711000.0,8599302000.0,19907817000.0,14381179000.0,33983020000.0,8455107600.0,12414790000.0,17604614000.0,12882662000.0,6435041000.0
2067.0,14578905000.0,20766265000.0,9290906000.0,15871984000.0,8655591000.0,17889163000.0,13468123000.0,34409650000.0,7893783600.0,12057452000.0,16120842000.0,12129290000.0,5987160600.0
2068.0,14233917000.0,19330945000.0,9579181000.0,14425437000.0,8082738700.0,17190957000.0,12556745000.0,33668714000.0,7294846000.0,11820445000.0,14820068000.0,11001837000.0,5751536000.0
2069.0,13522499000.0,18533028000.0,9083110000.0,13449689000.0,7721834000.0,16810576000.0,12306969000.0,33392282000.0,6893513000.0,11348234000.0,13702272000.0,9810259000.0,5506187300.0
2070.0,12801098000.0,17130703000.0,8852220000.0,12883122000.0,7124048000.0,16420086000.0,11547578000.0,32028846000.0,6675031000.0,10626416000.0,12487816000.0,9308081000.0,5076767000.0
2071.0,12039059000.0,15997604000.0,9074051000.0,12532429000.0,6794584000.0,16170079000.0,11008653000.0,30314107000.0,6082196000.0,10121940000.0,11913784000.0,8497169400.0,4286891300.0
2072.0,11553681000.0,16402903000.0,8406667300.0,11815245000.0,6290665000.0,15720250000.0,10979096000.0,29460513000.0,5422107600.0,9817597000.0,11318050000.0,8129014000.0,3981340700.0
2073.0,10954341000.0,15447216000.0,7806328300.0,11453946000.0,5998272000.0,15667115000.0,10788000000.0,26649344000.0,5294958600.0,9285786000.0,10761843000.0,7529270300.0,3818786000.0
2074.0,10854090000.0,13973146000.0,6734886000.0,10772346000.0,5807925000.0,13765942000.0,10248730000.0,26863055000.0,5059654000.0,8896705000.0,10716951000.0,7368459000.0,3522208000.0
2075.0,10350451000.0,13237374000.0,6677437400.0,10302624000.0,5329600000.0,12928766000.0,10033755000.0,26659030000.0,4896556000.0,8970831000.0,9691609000.0,7329915400.0,3198690600.0
2076.0,9844661000.0,12555327000.0,7051123000.0,10209807000.0,5074103000.0,12287012000.0,9579642000.0,25907671000.0,4555587600.0,8452628500.0,9561456000.0,7017582000.0,3012045600.0
2077.0,9760620000.0,12529774000.0,6803831300.0,9258279000.0,4899703000.0,12058195000.0,9245514000.0,24627638000.0,4460192300.0,8553848300.0,8816314000.0,6507013600.0,2856131300.0
2078.0,8961102000.0,12057673000.0,6641339400.0,9010661000.0,4575635000.0,11710969000.0,8786153000.0,23586998000.0,4336732000.0,8199615000.0,8710764000.0,5599982000.0,2673476400.0
2079.0,8647622000.0,11660783000.0,6565335000.0,8693202000.0,4195256000.0,12005136000.0,8354657000.0,21320923000.0,4301754000.0,7717893600.0,8780196000.0,5294083600.0,2487233500.0
2080.0,8554836000.0,10773089000.0,6487226000.0,8215216000.0,3958309000.0,11244705000.0,7452879400.0,21154310000.0,4159596300.0,7512350700.0,8491918300.0,5062441500.0,2162378000.0
2081.0,8607586000.0,10376515000.0,6141354500.0,8144991000.0,3664558300.0,11207141000.0,7088196000.0,20662964000.0,4064936400.0,7082727000.0,7995958000.0,4755118600.0,2148325400.0
2082.0,8752466000.0,10245403000.0,6009704400.0,7787380000.0,3197527300.0,11091943000.0,6336166400.0,19967998000.0,3958174000.0,6547362000.0,7999925000.0,4402631000.0,2075274600.0
2083.0,8604135000.0,9603305000.0,5404863500.0,7756805000.0,2925486800.0,10480385000.0,5698218500.0,19209939000.0,3746214400.0,6240115000.0,7759753000.0,4169222000.0,1907515800.0
2084.0,8158878000.0,9416355000.0,4974591000.0,7329989000.0,2674511400.0,9889777000.0,5254247400.0,18737068000.0,3365473300.0,5860900000.0,7713719300.0,4034031900.0,1994845200.0
2085.0,7931621000.0,8987233000.0,4893110300.0,6988776000.0,2483045400.0,10038535000.0,5026021000.0,18624940000.0,3201785000.0,5305330000.0,7272689000.0,3877102600.0,1856136100.0
2086.0,7759696000.0,8482923000.0,4365710000.0,6634119000.0,2217807000.0,8970644000.0,4780526000.0,17880795000.0,2970665000.0,5342756400.0,7099005400.0,3247403000.0,1734836400.0
2087.0,7257201700.0,8318576000.0,4201071600.0,6361097700.0,1884673800.0,8242395000.0,4468270000.0,16891378000.0,2786609400.0,5289301500.0,6893983000.0,2868323000.0,1637169400.0
2088.0,6567691000.0,8235238000.0,4158272000.0,6285086000.0,1864107900.0,7661512700.0,4343332400.0,14899084000.0,2528473000.0,4840010000.0,6861198300.0,2668170800.0,1556626400.0
2089.0,6217446000.0,7961410600.0,3801157600.0,6152890000.0,1797611900.0,7330292700.0,4104173800.0,14605280000.0,2451531000.0,4080929300.0,6253339600.0,2495722200.0,1646745900.0
2090.0,5857711000.0,7710915600.0,3782856200.0,5997511700.0,1764503700.0,7043608000.0,4014480600.0,14096790000.0,2288650000.0,3822361900.0,5738270700.0,2191260700.0,1583384400.0
2091.0,5552978400.0,7408158000.0,3625821000.0,5867403000.0,1634000000.0,6932909600.0,3749604000.0,13597811000.0,2121663500.0,3455647200.0,5367393000.0,2085149700.0,1542004600.0
2092.0,5306557000.0,6996737000.0,3435050800.0,5600892400.0,1621280900.0,6976404500.0,3456591600.0,13144886000.0,2160168400.0,3111595500.0,5118029300.0,2033744400.0,1499362000.0
2093.0,5177009700.0,6888710700.0,3284076500.0,5661335000.0,1488152200.0,6562342400.0,3091807700.0,12966896000.0,2122864500.0,3002322400.0,4812999700.0,1846961200.0,1501471500.0
2094.0,5377319000.0,6298606000.0,2841508400.0,5385095000.0,1345699100.0,6078857700.0,2773345000.0,12438673000.0,1981877100.0,2878625800.0,4374851600.0,1610267500.0,1375340000.0
2095.0,4975057400.0,5996130300.0,2693190700.0,5143706000.0,1267864300.0,5543917000.0,2591916300.0,12145347000.0,1977262500.0,2536084700.0,4241850000.0,1578335600.0,1338325200.0
2096.0,4805874000.0,5592987000.0,2588108300.0,4946931000.0,1123687400.0,5279860000.0,2148854300.0,11554812000.0,1911980300.0,2297697300.0,4033917700.0,1410918700.0,1223719700.0
2097.0,4431166500.0,5536886000.0,2531573800.0,4669924000.0,1046749600.0,4986237400.0,2004197900.0,10712148000.0,1714931200.0,2248239400.0,3764351700.0,1364044900.0,999481340.0
2098.0,4240286700.0,5130697000.0,2501594600.0,4688948700.0,1046328260.0,5066164000.0,1816731000.0,9970209000.0,1614145200.0,2232511200.0,3461601300.0,1154228600.0,925871170.0
2099.0,4004959000.0,4859842000.0,2198255000.0,4373485000.0,972419800.0,5145396700.0,1551156600.0,9859794000.0,1584197400.0,2161091600.0,3206219800.0,1048527940.0,904441500.0
2100.0,3785340400.0,4576381400.0,1864495600.0,3904062200.0,936901570.0,5046574000.0,1419457500.0,9986996000.0,1496477400.0,1883969000.0,2994643500.0,934987140.0,867169400.0
