time,GFDL-ESM4,MRI-ESM2-0,CAMS-CSM1-0,EC-EARTH3-VEG
2000.0,127712040000.0,127712040000.0,127712040000.0,127712040000.0
2001.0,127229550000.0,127229550000.0,127229550000.0,127229550000.0
2002.0,126590075000.0,126590075000.0,126590075000.0,126590075000.0
2003.0,127510190000.0,127510190000.0,127510190000.0,127510190000.0
2004.0,122543610000.0,122543610000.0,122543610000.0,122543610000.0
2005.0,121002230000.0,121002230000.0,121002230000.0,121002230000.0
2006.0,118358570000.0,118358570000.0,118358570000.0,118358570000.0
2007.0,115096220000.0,115096220000.0,115096220000.0,115096220000.0
2008.0,114260330000.0,114260330000.0,114260330000.0,114260330000.0
2009.0,114341460000.0,114341460000.0,114341460000.0,114341460000.0
2010.0,111756935000.0,111756935000.0,111756935000.0,111756935000.0
2011.0,111077155000.0,111077155000.0,111077155000.0,111077155000.0
2012.0,108152775000.0,108152775000.0,108152775000.0,108152775000.0
2013.0,106483260000.0,106483260000.0,106483260000.0,106483260000.0
2014.0,105402060000.0,105402060000.0,105402060000.0,105402060000.0
2015.0,104760025000.0,104760025000.0,104760025000.0,104760025000.0
2016.0,101179064000.0,101179064000.0,101179064000.0,101179064000.0
2017.0,99238280000.0,99238280000.0,99238280000.0,99238280000.0
2018.0,96341580000.0,96341580000.0,96341580000.0,96341580000.0
2019.0,92818550000.0,92818550000.0,92818550000.0,92818550000.0
2020.0,90441760000.0,90441760000.0,90441760000.0,90441760000.0
2021.0,88957070000.0,88307500000.0,89713890000.0,87952630000.0
2022.0,88447660000.0,82524950000.0,91691614000.0,81922790000.0
2023.0,88182055000.0,79136784000.0,89629050000.0,77727350000.0
2024.0,85772130000.0,74975000000.0,87072010000.0,77219594000.0
2025.0,84540360000.0,71628870000.0,88143780000.0,72740300000.0
2026.0,83378870000.0,66247980000.0,85536055000.0,71399840000.0
2027.0,80734300000.0,63445710000.0,84755790000.0,69117166000.0
2028.0,79510860000.0,59421800000.0,83583180000.0,65492087000.0
2029.0,77526760000.0,55896210000.0,84318314000.0,63579173000.0
2030.0,75205610000.0,53854420000.0,82999250000.0,60175920000.0
