time,BCC-CSM2-MR,FGOALS-F3-L,CESM2,GFDL-ESM4,MRI-ESM2-0,CMCC-CM2-SR5,MPI-ESM1-2-HR,NORESM2-MM,CAMS-CSM1-0,CESM2-WACCM,EC-EARTH3,EC-EARTH3-VEG,INM-CM4-8,INM-CM5-0
2023.0,82401920000.0,81498970000.0,82826890000.0,84817790000.0,79157854000.0,77788140000.0,77669680000.0,80346710000.0,83973595000.0,87431930000.0,83064890000.0,86510870000.0,80715670000.0,80863720000.0
2024.0,76032490000.0,80908200000.0,77931086000.0,80867270000.0,75873760000.0,79380144000.0,79279920000.0,77049450000.0,80623665000.0,84865155000.0,79160750000.0,82698010000.0,76939110000.0,77880720000.0
2025.0,74358210000.0,79002700000.0,74324615000.0,79908700000.0,71797910000.0,77804280000.0,77757550000.0,75136940000.0,82099250000.0,81164894000.0,74921620000.0,82228980000.0,71947480000.0,77636510000.0
2026.0,71845990000.0,76130510000.0,69096270000.0,79074720000.0,66972810000.0,76620330000.0,70251660000.0,72232660000.0,81405050000.0,78987936000.0,72446430000.0,79153240000.0,69621650000.0,75194180000.0
2027.0,68446450000.0,72113316000.0,67821724000.0,75173750000.0,65436520000.0,75896550000.0,67161207000.0,71263490000.0,82722430000.0,76889750000.0,69151810000.0,77278265000.0,68944930000.0,73373850000.0
2028.0,66293860000.0,70487490000.0,67206330000.0,77161960000.0,62770745000.0,75136870000.0,63998657000.0,67589214000.0,78567570000.0,76544290000.0,66581864000.0,73012810000.0,67600780000.0,70505054000.0
2029.0,63345332000.0,68061217000.0,59818263000.0,74933490000.0,59221310000.0,75364030000.0,61852074000.0,65354097000.0,76614540000.0,74233290000.0,63635740000.0,72033900000.0,69057790000.0,67488900000.0
2030.0,59537658000.0,65797430000.0,60079817000.0,72450200000.0,56193384000.0,74019760000.0,58910100000.0,61468320000.0,76708320000.0,71410205000.0,62172533000.0,67212554000.0,66565920000.0,61090226000.0
2031.0,56451334000.0,61844283000.0,57002394000.0,70103245000.0,53260650000.0,73388660000.0,57844010000.0,59828183000.0,74552650000.0,68520960000.0,59267183000.0,64561603000.0,61592932000.0,56580166000.0
2032.0,52072910000.0,60418114000.0,58119496000.0,65904530000.0,52289974000.0,70572655000.0,56776590000.0,56900768000.0,73618830000.0,67909090000.0,55843630000.0,63685034000.0,60611076000.0,54682400000.0
2033.0,48583800000.0,58344900000.0,58289885000.0,64419010000.0,49572350000.0,70220464000.0,51727688000.0,52520698000.0,71634150000.0,64885960000.0,54065918000.0,61131756000.0,57468740000.0,55868056000.0
2034.0,45159180000.0,57310323000.0,58062300000.0,63872467000.0,47747092000.0,71074310000.0,50436310000.0,52412387000.0,72799830000.0,63942468000.0,52205138000.0,59121672000.0,54837993000.0,53071933000.0
2035.0,44573053000.0,55859376000.0,54703383000.0,61705080000.0,45879263000.0,66577965000.0,49163465000.0,49107907000.0,71327920000.0,61828830000.0,50549555000.0,57223550000.0,55515628000.0,49420500000.0
2036.0,41614280000.0,53475025000.0,50465456000.0,59135000000.0,43802583000.0,62598270000.0,48991334000.0,46997530000.0,68987610000.0,56822157000.0,48368103000.0,55842517000.0,52071326000.0,48245903000.0
2037.0,38481600000.0,51683394000.0,49389134000.0,57972390000.0,41269500000.0,62389530000.0,49007243000.0,46529528000.0,68458914000.0,54824587000.0,47097442000.0,53111984000.0,49025417000.0,47588190000.0
2038.0,37637020000.0,51531070000.0,47394783000.0,57299493000.0,40048470000.0,61318200000.0,49385562000.0,45074300000.0,66369618000.0,54824935000.0,45372320000.0,51458392000.0,45794247000.0,45786665000.0
2039.0,34902634000.0,48561926000.0,45283377000.0,57268523000.0,38879633000.0,59973087000.0,46504260000.0,44083450000.0,63683318000.0,54271533000.0,44540916000.0,51633365000.0,44428320000.0,43048083000.0
2040.0,33928497000.0,47535792000.0,42412507000.0,55471534000.0,37737595000.0,55938257000.0,45265050000.0,42000978000.0,59744430000.0,53383987000.0,41910630000.0,48983335000.0,42183135000.0,39027120000.0
2041.0,33367261000.0,45547310000.0,39410483000.0,54669280000.0,35721953000.0,54186856000.0,42799030000.0,41474090000.0,58322990000.0,50758926000.0,39530607000.0,47971095000.0,39713673000.0,38523306000.0
2042.0,30954713000.0,42327912000.0,37534175000.0,53741048000.0,33781664000.0,52366900000.0,42338865000.0,39585350000.0,56201597000.0,48937873000.0,36912200000.0,45939520000.0,38474547000.0,38258730000.0
2043.0,28379360000.0,40626880000.0,35765410000.0,53840364000.0,32383713000.0,49463860000.0,38940060000.0,37546025000.0,55319700000.0,46499300000.0,33767020000.0,43337535000.0,35523318000.0,37426586000.0
2044.0,27056640000.0,40337070000.0,33464304000.0,53513690000.0,30747097000.0,48672436000.0,39679580000.0,36906398000.0,54424520000.0,43552970000.0,32103762000.0,40748190000.0,34121677000.0,36940382000.0
2045.0,26134620000.0,38051670000.0,33727830000.0,51935396000.0,30308366000.0,48244620000.0,36684124000.0,33555171000.0,54154424000.0,42750050000.0,31704263000.0,38624186000.0,31712130000.0,37119013000.0
2046.0,25766370000.0,36141760000.0,33123609000.0,50668730000.0,29207765000.0,44039913000.0,35930026000.0,31709098000.0,51994090000.0,42716350000.0,31112860000.0,38073660000.0,30284580000.0,36401357000.0
2047.0,24117082000.0,36109726000.0,32784065000.0,47761250000.0,27518104000.0,41906660000.0,34681827000.0,31369083000.0,50743423000.0,41571856000.0,30582323000.0,37545650000.0,30481482000.0,37240770000.0
2048.0,22025011000.0,34612486000.0,32017947000.0,47114514000.0,26107126000.0,38857940000.0,34976174000.0,29985380000.0,50047807000.0,39911370000.0,29998051000.0,34650240000.0,28149848000.0,36344463000.0
2049.0,20568605000.0,33620152000.0,30675790000.0,47287690000.0,25875335000.0,37809025000.0,33730787000.0,27602762000.0,48929330000.0,38830580000.0,27359822000.0,34919133000.0,27048040000.0,35204360000.0
2050.0,19948000000.0,32507406000.0,29155445000.0,46440317000.0,24670652000.0,36537692000.0,31925770000.0,26539483000.0,48780900000.0,36344115000.0,25481066000.0,32425103000.0,26098420000.0,34504090000.0
2051.0,18847685000.0,30738184000.0,28759642000.0,44642566000.0,23070917000.0,34994310000.0,30743988000.0,25717096000.0,46962938000.0,36066243000.0,23788052000.0,31773555000.0,24020880000.0,33736630000.0
2052.0,18629177000.0,29986800000.0,27403942000.0,43893875000.0,22538215000.0,32101010000.0,30467447000.0,25163770000.0,44888050000.0,37619995000.0,22072125000.0,31229235000.0,23611304000.0,31724673000.0
2053.0,17739532000.0,28559788000.0,26090190000.0,43813368000.0,21994236000.0,30762637000.0,28782522000.0,23503390000.0,43966060000.0,37659380000.0,19997020000.0,31413381000.0,23246094000.0,30590691000.0
2054.0,17194478000.0,27116110000.0,24299164000.0,42591597000.0,21166676000.0,27585034000.0,28507967000.0,22135597000.0,40021080000.0,36901350000.0,19187442000.0,30191266000.0,22047920000.0,30315444000.0
2055.0,16589019000.0,26286778000.0,23303264000.0,42013550000.0,19644326000.0,25991973000.0,28507265000.0,21176300000.0,38773285000.0,34939687000.0,17669386000.0,29416870000.0,20872544000.0,28316807000.0
2056.0,15305864000.0,25576083000.0,22595858000.0,41228320000.0,19041440000.0,25978448000.0,28279024000.0,20542456000.0,39388086000.0,32884412000.0,16547905000.0,28025485000.0,19080180000.0,27359883000.0
2057.0,14762994000.0,24767638000.0,21472948000.0,40567583000.0,18935835000.0,23096664000.0,26976838000.0,19763345000.0,39719117000.0,31810607000.0,15936350000.0,27818193000.0,18349173000.0,26119944000.0
2058.0,13421002000.0,23985811000.0,20259244000.0,39887150000.0,18507217000.0,21671545000.0,25679161000.0,18304193000.0,39994720000.0,30952650000.0,15252818000.0,27073464000.0,17068867000.0,25904902000.0
2059.0,12697108000.0,23449704000.0,19914359000.0,38812475000.0,18151889000.0,20134110000.0,25042420000.0,16395347000.0,39219585000.0,32088758000.0,13802438000.0,26580445000.0,16658565000.0,24745103000.0
2060.0,12316336000.0,22741666000.0,19032734000.0,38023160000.0,17417417000.0,18443610000.0,24470503000.0,15950718000.0,39367450000.0,31226786000.0,12859831000.0,25309528000.0,15857343000.0,22832677000.0
2061.0,11412449000.0,23209517000.0,18125003000.0,37776167000.0,16457396000.0,16823138000.0,23377527000.0,15547345000.0,38350000000.0,30477610000.0,12532687000.0,25164732000.0,15303837000.0,22093955000.0
2062.0,10875807000.0,22706876000.0,16930265000.0,36273607000.0,16836006000.0,14909957000.0,22538367000.0,14539850000.0,37379813000.0,28416186000.0,12163902000.0,24695810000.0,15042288000.0,21068134000.0
2063.0,10387786000.0,21336312000.0,16898814000.0,36363186000.0,16680959000.0,14660955000.0,22212202000.0,13767529000.0,38264290000.0,27380386000.0,12054341000.0,22724630000.0,14406561000.0,20843704000.0
2064.0,9651365000.0,20003082000.0,16513439000.0,36468617000.0,15592992000.0,13955940000.0,21081872000.0,13614136000.0,38752645000.0,26159460000.0,11775429000.0,22511380000.0,14162668000.0,19989731000.0
2065.0,9100121000.0,18981306000.0,15448898000.0,34963935000.0,15295334000.0,13479665000.0,18903335000.0,13394120000.0,36658655000.0,24914678000.0,11172545000.0,21953620000.0,13311724000.0,20195920000.0
2066.0,8719413000.0,19103406000.0,14790481000.0,34173546000.0,15203597000.0,12377478000.0,18107232000.0,13436187000.0,37368037000.0,23477387000.0,10732132000.0,21259379000.0,13005628000.0,18492800000.0
2067.0,8300207600.0,18640318000.0,14817633000.0,33755836000.0,14700318000.0,11380402000.0,18336154000.0,13876034000.0,36968505000.0,22997494000.0,11107356000.0,20600136000.0,12435497000.0,17711501000.0
2068.0,7875379700.0,17907590000.0,14350663000.0,32950548000.0,14282653000.0,11126450000.0,17224720000.0,12853359000.0,37876740000.0,23135700000.0,10140089000.0,19518003000.0,11926001000.0,17168527000.0
2069.0,7771858400.0,17621860000.0,14114693000.0,32241349000.0,13609918000.0,10783439000.0,16626809000.0,12244132000.0,38071656000.0,21923461000.0,10062582000.0,18059950000.0,11661132000.0,15960446000.0
2070.0,7609711600.0,16854707000.0,13300709000.0,31429286000.0,13751987000.0,11044870000.0,14806938000.0,12012714000.0,37398413000.0,20729942000.0,10016926000.0,16823871000.0,11561507000.0,15330349000.0
2071.0,7089214000.0,16264324000.0,12909306000.0,30477492000.0,13421183000.0,10862263000.0,14881927000.0,11447963000.0,37453640000.0,19727026000.0,9450314000.0,16322274000.0,10850999000.0,15182554000.0
2072.0,6786066400.0,16323536000.0,12706772000.0,30263249000.0,13245002000.0,10875446000.0,14608688000.0,10881528000.0,36050657000.0,20057645000.0,9178711000.0,15881224000.0,10267766000.0,14500315000.0
2073.0,6419192000.0,16078908000.0,12613765000.0,29876523000.0,12544811000.0,10431450000.0,13785210000.0,10732631000.0,34600690000.0,19192580000.0,9377151000.0,15262011000.0,10233990000.0,13641115000.0
2074.0,6390695000.0,16196348000.0,12523227000.0,29562149000.0,12068798000.0,10012892000.0,14044095000.0,10236984000.0,34103742000.0,18110638000.0,8999875000.0,14795954000.0,9620947000.0,13245244000.0
2075.0,6500625400.0,15960432000.0,12581166000.0,29412633000.0,11994568000.0,9665551000.0,13789090000.0,9983793000.0,33441614000.0,17165863000.0,8673893000.0,13791798000.0,9189946000.0,12852308000.0
2076.0,6482714000.0,15714328000.0,11299165000.0,28129053000.0,11858845000.0,9798413000.0,14300910000.0,9938798000.0,33382343000.0,16669555000.0,8591852000.0,13825186000.0,8977138000.0,12661298000.0
2077.0,6658165000.0,15626765000.0,10993995000.0,27118545000.0,11553118000.0,9337225000.0,14115616000.0,9421070000.0,32740305000.0,15237251000.0,7983517700.0,12893057000.0,8625888000.0,12504651000.0
2078.0,6665349600.0,15544006000.0,10753831000.0,25706640000.0,11955317000.0,8863394000.0,14784228000.0,9091413000.0,32301670000.0,14327904000.0,7739108400.0,12455286000.0,8711762000.0,11989445000.0
2079.0,6919061000.0,15494705000.0,12065865000.0,26499938000.0,11365999000.0,8464450600.0,13936324000.0,9378883000.0,30754953000.0,13710587000.0,7203730400.0,11323372000.0,8699378000.0,11457338000.0
2080.0,6731836400.0,15482742000.0,11078112000.0,25334260000.0,10883286000.0,7972910000.0,14104210000.0,9312622000.0,30641136000.0,13742180000.0,7097206300.0,11090819000.0,8769642000.0,11169048000.0
2081.0,6763847000.0,14594799000.0,11179353000.0,25021555000.0,10801852000.0,7849373700.0,13931918000.0,8813809000.0,30734062000.0,13003878000.0,7459388000.0,10899027000.0,8748647000.0,11734511000.0
2082.0,6740479500.0,14885368000.0,10505589000.0,23981695000.0,10871129000.0,7772723000.0,14193912000.0,8549574700.0,29700643000.0,12614856000.0,7560892000.0,10370939000.0,8740804000.0,11322715000.0
2083.0,6879577000.0,14219443000.0,10353930000.0,23350500000.0,10600262000.0,7174029300.0,13886503000.0,7918287400.0,30238376000.0,13068859000.0,7316431400.0,10169064000.0,8626319000.0,11107601000.0
2084.0,6860213000.0,13555451000.0,10070142000.0,22607120000.0,10578688000.0,6663267000.0,13161360000.0,7645472300.0,28874596000.0,12718353000.0,7392696300.0,10306745000.0,8736431000.0,11093991000.0
2085.0,6851373000.0,13513505000.0,9452489000.0,22356638000.0,10556146000.0,6467761000.0,13347468000.0,7699034000.0,28026053000.0,11948722000.0,7449070600.0,9877882000.0,9227394000.0,10778790000.0
2086.0,6719188000.0,12474799000.0,9265927000.0,22165381000.0,10234798000.0,6008948700.0,12663465000.0,7536416000.0,26788840000.0,11611126000.0,7298460000.0,8899024000.0,9041000000.0,10299744000.0
2087.0,6676620000.0,12377018000.0,8922515000.0,21339523000.0,9924663000.0,5392081400.0,11476563000.0,7222939600.0,27464997000.0,11264037000.0,6974165500.0,8698047000.0,9020558000.0,10083198000.0
2088.0,6220112400.0,12671874000.0,8552569300.0,20912044000.0,9787464000.0,4692372000.0,11568327000.0,6791308000.0,26983856000.0,10797147000.0,6456992000.0,8523931600.0,8594187000.0,9683005000.0
2089.0,5848770000.0,12553731000.0,8216298000.0,20456638000.0,9634607000.0,4061546500.0,11698166000.0,6613623300.0,26157117000.0,10270845000.0,6257497600.0,8323742700.0,8685039000.0,9979793000.0
2090.0,5738238500.0,12667179000.0,7800760000.0,19942994000.0,9655452000.0,3768693500.0,11494557000.0,6572971500.0,26161543000.0,9750826000.0,6428617700.0,8058245000.0,8255179000.0,9230552000.0
2091.0,5699806000.0,12211586000.0,7805707300.0,19962794000.0,9652711000.0,3808773600.0,11491022000.0,6572165600.0,26338340000.0,9618050000.0,6378654700.0,7850393000.0,8100467000.0,9145480000.0
2092.0,5448882700.0,12209096000.0,7569189400.0,20454396000.0,9384569000.0,3489489200.0,11105235000.0,6181883000.0,25838072000.0,9644087000.0,6467539000.0,7764617000.0,8107179500.0,8901390000.0
2093.0,5233239000.0,12068043000.0,6826825700.0,18931956000.0,9253115000.0,3461849600.0,10949179000.0,5993498600.0,24539562000.0,9412950000.0,6583485400.0,7479794000.0,8104130600.0,8614714000.0
2094.0,5451988500.0,12190915000.0,7024378400.0,18208918000.0,9136877000.0,3564177000.0,10657647000.0,5680946000.0,24858294000.0,9227031000.0,6385917400.0,7333147000.0,7947988000.0,8597511000.0
2095.0,5229090300.0,12138109000.0,6440129000.0,17858849000.0,9161251000.0,3527938800.0,10802458000.0,5866983000.0,24772230000.0,9479924000.0,6145524700.0,7168831500.0,7761520600.0,8091795000.0
2096.0,5078809000.0,12133962000.0,6315359000.0,17406003000.0,9259572000.0,3771775500.0,9751045000.0,5741734400.0,24773440000.0,9253202000.0,6240061000.0,6920573400.0,7847193000.0,7669833700.0
2097.0,5114192400.0,12134363000.0,6053179000.0,16765119000.0,9546717000.0,3730297900.0,9178286000.0,5656657400.0,24686838000.0,8960436000.0,6061174300.0,6545523700.0,8184033000.0,7612756000.0
2098.0,5032700000.0,12143516000.0,5822912500.0,16361555000.0,9630988000.0,3677421800.0,9253985000.0,5690801000.0,23634938000.0,8835788000.0,5975213600.0,6474636000.0,8203313000.0,7794022400.0
2099.0,5073084000.0,11815559000.0,5925869600.0,15479383000.0,9570011000.0,3591854300.0,8891198000.0,5726514000.0,22695800000.0,8501342000.0,6069118500.0,6305736700.0,8212809000.0,7113916400.0
2100.0,5023222300.0,11900023000.0,6058775000.0,15668207000.0,9245641000.0,3616323000.0,8525052000.0,5325905400.0,22941053000.0,8224663600.0,5919811600.0,6469225500.0,8224826000.0,6972608000.0
