time,IPSL-CM6A-LR,CANESM5,CESM2-WACCM,MRI-ESM2-0
2032.0,65643127000.0,67791010000.0,63854748000.0,52694815000.0
2033.0,63119917000.0,63943934000.0,62519990000.0,48375180000.0
2034.0,58992386000.0,59998510000.0,61400453000.0,46836638000.0
2035.0,56650150000.0,55422525000.0,61908440000.0,44980826000.0
2036.0,53546815000.0,53367345000.0,59825672000.0,42285523000.0
2037.0,49905857000.0,51901200000.0,57769046000.0,38190390000.0
2038.0,47523398000.0,48465514000.0,54787617000.0,35573682000.0
2039.0,44450020000.0,46376743000.0,51219513000.0,32338391000.0
2040.0,42650165000.0,44584380000.0,49037070000.0,29876660000.0
2041.0,40573940000.0,42929370000.0,46344830000.0,27154790000.0
2042.0,40164073000.0,41154503000.0,42772345000.0,23947186000.0
2043.0,39134590000.0,39074636000.0,41623040000.0,22844103000.0
2044.0,37786400000.0,37344750000.0,40344450000.0,21759674000.0
2045.0,35668750000.0,33787335000.0,38604714000.0,20703312000.0
2046.0,34160750000.0,31322612000.0,37075670000.0,19734880000.0
2047.0,30795905000.0,29282042000.0,35018750000.0,18924500000.0
2048.0,30533634000.0,25896270000.0,33803282000.0,18203832000.0
2049.0,27892867000.0,23847514000.0,30862125000.0,16857250000.0
2050.0,25611223000.0,21087588000.0,29286570000.0,15609251000.0
2051.0,23640290000.0,19509850000.0,28871950000.0,14612768000.0
2052.0,21573036000.0,18787232000.0,27929473000.0,13767131000.0
2053.0,21227565000.0,17210427000.0,26490490000.0,13363171000.0
2054.0,19276270000.0,15902806000.0,25637726000.0,12395050000.0
2055.0,17861315000.0,15219785000.0,24056338000.0,11600810000.0
2056.0,16826117000.0,13907031000.0,22486004000.0,10919674000.0
2057.0,15562612000.0,13262843000.0,21281330000.0,10147971000.0
2058.0,14734852000.0,12272522000.0,19769416000.0,9876667000.0
2059.0,13926693000.0,11843593000.0,18226442000.0,9690240000.0
2060.0,12571581000.0,11201638000.0,17863782000.0,9454182000.0
2061.0,11660333000.0,10227517000.0,17878630000.0,9353726000.0
2062.0,10961663000.0,9383153000.0,17157289000.0,9248798000.0
2063.0,9926987000.0,9113611000.0,16399881000.0,9274348000.0
2064.0,9271561000.0,8400729000.0,16737672000.0,9233194000.0
2065.0,9215918000.0,8034358300.0,16588835000.0,9092835000.0
2066.0,8740760000.0,7366296000.0,16520761000.0,9122978000.0
2067.0,8108193000.0,7136987600.0,15640487000.0,9487666000.0
2068.0,7916209700.0,7134102000.0,15701566000.0,9128093000.0
2069.0,7326632000.0,6740686300.0,15010901000.0,8649465000.0
2070.0,7341673000.0,6746278400.0,15629466000.0,8767431000.0
2071.0,7372091000.0,6387164700.0,14391341000.0,8410175000.0
2072.0,7470711000.0,6320046600.0,13299976000.0,8762677000.0
2073.0,7457788000.0,6447784400.0,12943110000.0,8651792000.0
2074.0,7246542300.0,6317499000.0,13247968000.0,8897559000.0
2075.0,7178724400.0,6332514000.0,12599173000.0,8676162000.0
2076.0,6944768500.0,6245958700.0,12197975000.0,8678044000.0
2077.0,6922268700.0,6348035600.0,11961422000.0,8617325000.0
2078.0,6838553600.0,6347906000.0,12052063000.0,8503948300.0
2079.0,6510709000.0,6043849700.0,12803311000.0,8631952000.0
2080.0,6349348000.0,5813528000.0,12949326000.0,8768206000.0
2081.0,6209934000.0,5942763500.0,13105558000.0,8958447000.0
2082.0,6579291000.0,5776071000.0,12712291000.0,9067484000.0
2083.0,6688883000.0,5610926000.0,12579200000.0,9360110000.0
2084.0,6744250000.0,5674530000.0,12096816000.0,9588099000.0
2085.0,6813315000.0,6001781000.0,11557215000.0,9595723000.0
2086.0,6771021300.0,5824004600.0,11383286000.0,9605422000.0
2087.0,6832354300.0,5938081300.0,11557529000.0,9771927000.0
2088.0,6672969700.0,5971018000.0,11271995000.0,9666753000.0
2089.0,6715166700.0,6526188000.0,10714768000.0,9814043000.0
2090.0,6751322600.0,6772995000.0,11049826000.0,10129240000.0
2091.0,6813150700.0,6864922000.0,10473293000.0,10662730000.0
2092.0,6535042000.0,6864191000.0,10807250000.0,10672287000.0
2093.0,6503982600.0,6611975000.0,10491850000.0,10560992000.0
2094.0,6527807500.0,6916523500.0,10203917000.0,10423073000.0
2095.0,6607249000.0,7166406000.0,10551682000.0,10995893000.0
2096.0,6895192600.0,7636517000.0,10139307000.0,11076967000.0
2097.0,6991317000.0,7536625000.0,10222102000.0,11053341000.0
2098.0,7129919000.0,7744286700.0,10355168000.0,11474077000.0
2099.0,7260112000.0,7772706300.0,10180892000.0,12042387000.0
2100.0,7399901000.0,7517204500.0,10199711000.0,12390333000.0
