time,ACCESS-ESM1-5,EC-EARTH3-VEG,EC-EARTH3,ACCESS-CM2,INM-CM5-0,INM-CM4-8,IPSL-CM6A-LR,NORESM2-MM,CESM2-WACCM,CAMS-CSM1-0,MPI-ESM1-2-HR,FGOALS-F3-L,BCC-CSM2-MR,CANESM5,MRI-ESM2-0,GFDL-ESM4,CESM2
2031.0,72044170000.0,65613310000.0,66704730000.0,54639886000.0,66093502000.0,71323320000.0,68603347000.0,64646152000.0,79841210000.0,79820554000.0,68533694000.0,64749933000.0,67335983000.0,62505840000.0,55056220000.0,60986620000.0,70178050000.0
2032.0,69929130000.0,63645930000.0,64009527000.0,52297560000.0,63568925000.0,70284630000.0,67425776000.0,62676664000.0,79011130000.0,78652750000.0,68767180000.0,64648370000.0,66366964000.0,62833190000.0,52030720000.0,58846560000.0,67584786000.0
2033.0,69503980000.0,60099240000.0,62039170000.0,50332230000.0,60241404000.0,70466855000.0,66264527000.0,59667670000.0,76723280000.0,78041590000.0,68793760000.0,63526666000.0,65603744000.0,61368824000.0,50217680000.0,57079767000.0,65445925000.0
2034.0,66142544000.0,59643527000.0,59559375000.0,48219623000.0,57869500000.0,68343747000.0,63513113000.0,58770182000.0,74253530000.0,77245220000.0,68621590000.0,61120540000.0,61995434000.0,57817862000.0,47987253000.0,55752983000.0,63379130000.0
2035.0,62319130000.0,60789010000.0,58505940000.0,45562890000.0,56531186000.0,66066250000.0,59076604000.0,57178390000.0,70376776000.0,76028750000.0,67647144000.0,60934510000.0,58976117000.0,57052340000.0,46598100000.0,55145845000.0,58379820000.0
2036.0,61132247000.0,59063580000.0,56091720000.0,41799150000.0,54507820000.0,62288187000.0,54968580000.0,57772585000.0,67693520000.0,73525140000.0,66669416000.0,63454850000.0,55738098000.0,56088682000.0,44059754000.0,50528290000.0,56448120000.0
2037.0,57896997000.0,58175586000.0,54030283000.0,40476213000.0,50010694000.0,62336668000.0,53770748000.0,55545900000.0,66621436000.0,72924850000.0,64490815000.0,61812490000.0,54687440000.0,52080980000.0,42119307000.0,47876125000.0,52525638000.0
2038.0,54736134000.0,55854084000.0,51202044000.0,38640837000.0,46426993000.0,59719172000.0,52221215000.0,53677030000.0,65547837000.0,69276960000.0,62426403000.0,60357770000.0,54826710000.0,49433113000.0,40262636000.0,46491650000.0,50556092000.0
2039.0,52376244000.0,55241265000.0,48290304000.0,36384060000.0,43275060000.0,59309360000.0,50392515000.0,52507590000.0,62797520000.0,65548304000.0,59549610000.0,60710363000.0,54244213000.0,47200612000.0,37999268000.0,45332080000.0,47854360000.0
2040.0,47918530000.0,53614070000.0,46776365000.0,35142386000.0,41158308000.0,55361330000.0,48274260000.0,49178220000.0,60494754000.0,65791164000.0,58067124000.0,58412030000.0,52079810000.0,44132290000.0,35902796000.0,43416625000.0,46015480000.0
2041.0,43171344000.0,52726383000.0,43802067000.0,33100000000.0,38613840000.0,54427250000.0,46690386000.0,48229040000.0,58717073000.0,65658188000.0,56050390000.0,57293574000.0,51915407000.0,43759493000.0,34635973000.0,41736570000.0,45507600000.0
2042.0,41563242000.0,49474028000.0,40877720000.0,31257856000.0,36902023000.0,52117135000.0,46545506000.0,48332140000.0,56957020000.0,62646645000.0,55090897000.0,55419510000.0,50587173000.0,41546633000.0,33798971000.0,39440950000.0,44433470000.0
2043.0,39458587000.0,49221427000.0,39933338000.0,29414558000.0,35128040000.0,50626520000.0,44880470000.0,46329487000.0,54479220000.0,62932830000.0,50398855000.0,55530734000.0,49734760000.0,40129905000.0,33591753000.0,38320420000.0,40154857000.0
2044.0,38446620000.0,47224700000.0,36886516000.0,27847930000.0,35393610000.0,48533700000.0,43556008000.0,45124145000.0,54783234000.0,61265600000.0,46244940000.0,52998177000.0,47307264000.0,39401345000.0,32559372000.0,38085435000.0,38813270000.0
2045.0,33987176000.0,46465360000.0,33567169000.0,27011295000.0,34707320000.0,46362755000.0,42160226000.0,41941620000.0,50848645000.0,61015940000.0,44267300000.0,51882357000.0,45957923000.0,37196510000.0,30848172000.0,37317874000.0,36600394000.0
2046.0,32476879000.0,45755750000.0,30647462000.0,26586143000.0,34041233000.0,42765050000.0,40692030000.0,40969028000.0,50831180000.0,60330370000.0,42231990000.0,49656263000.0,44315420000.0,35779613000.0,29568731000.0,37324610000.0,34018007000.0
2047.0,32423363000.0,43756610000.0,29972180000.0,25865884000.0,34089636000.0,39397155000.0,38543364000.0,38934475000.0,49013346000.0,58536470000.0,38703976000.0,48576975000.0,44012884000.0,34158756000.0,28681753000.0,36368050000.0,32130908000.0
2048.0,32941830000.0,43757543000.0,28563014000.0,25281829000.0,32902646000.0,38800404000.0,37461697000.0,36394496000.0,48828944000.0,59460854000.0,38319124000.0,46122766000.0,41471844000.0,32353075000.0,28175014000.0,34753147000.0,30937887000.0
2049.0,32442997000.0,42568400000.0,26954766000.0,24551348000.0,32198586000.0,37571863000.0,35407370000.0,35938894000.0,46902886000.0,57804296000.0,37005080000.0,45313343000.0,40177766000.0,30463758000.0,26773700000.0,33212463000.0,29241360000.0
2050.0,30919522000.0,41597120000.0,24940536000.0,23884616000.0,32163879000.0,36222288000.0,33302454000.0,35321217000.0,46111240000.0,59892912000.0,35711648000.0,42987640000.0,38445294000.0,28985870000.0,26330208000.0,32098857000.0,28516650000.0
2051.0,30364420000.0,40550224000.0,23947493000.0,23782427000.0,31948958000.0,34181708000.0,30323436000.0,34674872000.0,43777655000.0,58410350000.0,35745000000.0,41261847000.0,35602070000.0,27593023000.0,24829383000.0,32543007000.0,28315759000.0
2052.0,29245694000.0,38726537000.0,22526947000.0,23571671000.0,29678424000.0,32650238000.0,29466763000.0,32480915000.0,43046530000.0,55091257000.0,35795227000.0,39921180000.0,33824713000.0,25936452000.0,24151204000.0,31963337000.0,26121097000.0
2053.0,28010254000.0,38167870000.0,22231388000.0,23310993000.0,29752953000.0,31807461000.0,28980146000.0,30703645000.0,41757260000.0,56025010000.0,35535094000.0,38701867000.0,31896160000.0,25513263000.0,23594144000.0,31760054000.0,26132690000.0
2054.0,25491034000.0,37705273000.0,21329320000.0,23475470000.0,28544920000.0,31846212000.0,26921996000.0,29097114000.0,41855435000.0,55542903000.0,34825957000.0,37339787000.0,32388491000.0,23786303000.0,22317918000.0,31650783000.0,24435077000.0
2055.0,25114905000.0,37482440000.0,20679900000.0,23560643000.0,28124363000.0,31364616000.0,25696598000.0,27987150000.0,41363763000.0,55214035000.0,32844851000.0,35691750000.0,31782240000.0,22899005000.0,21518653000.0,32403583000.0,24768254000.0
2056.0,24758106000.0,35931464000.0,20923110000.0,22389094000.0,27769577000.0,30743136000.0,24221413000.0,26887252000.0,37485195000.0,54177853000.0,31830925000.0,34871320000.0,31928710000.0,22604784000.0,19998478000.0,32100016000.0,24698968000.0
2057.0,23418001000.0,35043504000.0,20727017000.0,21162807000.0,27087688000.0,30920810000.0,23741817000.0,26896780000.0,36423307000.0,54713418000.0,31431035000.0,33690500000.0,30869498000.0,21730793000.0,19130990000.0,32107230000.0,23016944000.0
2058.0,22139490000.0,34979385000.0,20787671000.0,19659436000.0,28787150000.0,30194002000.0,22979300000.0,26348292000.0,33663193000.0,57955697000.0,30278543000.0,31981193000.0,29521540000.0,21327673000.0,18680406000.0,31928947000.0,21870936000.0
2059.0,21720973000.0,33718575000.0,20391162000.0,19212861000.0,26773670000.0,28753326000.0,22476472000.0,25619843000.0,33049238000.0,56982274000.0,29226914000.0,31368030000.0,29750060000.0,20804317000.0,18784225000.0,31559965000.0,20983103000.0
2060.0,20295928000.0,33216920000.0,19883676000.0,18765423000.0,26363828000.0,27679734000.0,22458204000.0,24017640000.0,31790916000.0,58351310000.0,29582200000.0,31493380000.0,29409294000.0,19926569000.0,18200984000.0,30153615000.0,19692718000.0
2061.0,19542820000.0,32268095000.0,19511880000.0,19090364000.0,27030559000.0,28133087000.0,21479956000.0,24045340000.0,30802586000.0,57448767000.0,28225737000.0,30860464000.0,28952873000.0,18791950000.0,17815130000.0,29756960000.0,18780697000.0
2062.0,19671474000.0,32958603000.0,19065893000.0,17871188000.0,24647297000.0,27909777000.0,20689830000.0,23133410000.0,29808361000.0,56368746000.0,28249199000.0,31005606000.0,28856582000.0,18763153000.0,17335380000.0,28426340000.0,18724133000.0
2063.0,19463256000.0,32957553000.0,18643954000.0,17110837000.0,25331614000.0,25656607000.0,20709790000.0,22655697000.0,30330972000.0,54738985000.0,27801666000.0,29624564000.0,28905257000.0,18937760000.0,17316813000.0,27078332000.0,19131781000.0
2064.0,19112153000.0,32589943000.0,18101723000.0,16720495000.0,25384630000.0,24266797000.0,20053086000.0,21661827000.0,29165960000.0,53523644000.0,26950939000.0,27673772000.0,28700109000.0,18789526000.0,17206660000.0,27136655000.0,19806822000.0
2065.0,18906020000.0,31686640000.0,16947367000.0,16573149000.0,24738884000.0,23975141000.0,19339039000.0,21142346000.0,28522600000.0,54607090000.0,26411637000.0,25690984000.0,28909685000.0,18266655000.0,16226515000.0,27095355000.0,19023978000.0
2066.0,18936852000.0,31241210000.0,16876377000.0,16240514000.0,24794296000.0,23382352000.0,19703618000.0,20191270000.0,27622932000.0,53740200000.0,26659838000.0,24737270000.0,28257645000.0,17938608000.0,15654277000.0,27333806000.0,18227003000.0
2067.0,19077988000.0,31170759000.0,17264617000.0,15804832000.0,25386193000.0,23115223000.0,19471790000.0,19575173000.0,27812305000.0,53073470000.0,26128000000.0,23240786000.0,28200444000.0,17825386000.0,14866169000.0,26979193000.0,17999250000.0
2068.0,18382967000.0,30318530000.0,16669893000.0,15370826000.0,26247199000.0,21197600000.0,19072473000.0,19226542000.0,27100117000.0,52828025000.0,25074833000.0,22349679000.0,27012340000.0,17876700000.0,14340247000.0,26402163000.0,17527618000.0
2069.0,17482010000.0,29859676000.0,16148577000.0,15045852000.0,26029865000.0,22098710000.0,18784252000.0,18344714000.0,26686124000.0,52069430000.0,24123034000.0,21954760000.0,26224284000.0,17751534000.0,13876615000.0,25942372000.0,17111734000.0
2070.0,16884638000.0,29242569000.0,16003100000.0,14826126000.0,26081400000.0,22001060000.0,18349850000.0,18301133000.0,25198838000.0,54099448000.0,25050800000.0,21224720000.0,25198960000.0,17868626000.0,13678830000.0,24624787000.0,16550103000.0
2071.0,16586269000.0,28979548000.0,15598034000.0,14482390000.0,25367517000.0,21384776000.0,18109694000.0,18011510000.0,23919798000.0,53337645000.0,24848083000.0,20846434000.0,24608370000.0,17548075000.0,13325364000.0,23315198000.0,16683329000.0
2072.0,16312073000.0,28880517000.0,15207658000.0,14354242000.0,26157474000.0,21713347000.0,18051826000.0,17283686000.0,22860038000.0,50945577000.0,25084156000.0,20416575000.0,24455210000.0,17384151000.0,13534785000.0,22751687000.0,16174639000.0
2073.0,15362433000.0,29185665000.0,14325274000.0,14052993000.0,25861890000.0,20904077000.0,17230385000.0,16866376000.0,21620503000.0,53021032000.0,25715765000.0,20246462000.0,24136415000.0,17101901000.0,13998192000.0,23166210000.0,15974329000.0
2074.0,15835487000.0,29251934000.0,14828783000.0,13474887000.0,25531763000.0,21811556000.0,16364767000.0,16057704000.0,21805887000.0,51185324000.0,25459864000.0,19933050000.0,24224856000.0,17513257000.0,14093556000.0,23417713000.0,16194142000.0
2075.0,15587355000.0,28920779000.0,14586704000.0,13187882000.0,25136916000.0,21041367000.0,15353829000.0,15608159000.0,21376455000.0,51695596000.0,25531474000.0,20009350000.0,23528647000.0,17822970000.0,14455065000.0,22899431000.0,15829821000.0
2076.0,15719646000.0,27778945000.0,14192530000.0,13147492000.0,26931986000.0,19962954000.0,15594358000.0,15314088000.0,20720237000.0,50566930000.0,25548325000.0,19901454000.0,23073987000.0,17594528000.0,14018146000.0,22896697000.0,15686276000.0
2077.0,15756164000.0,27359040000.0,14422537000.0,13649839000.0,28154788000.0,19888204000.0,15103047000.0,14733137000.0,21373446000.0,49844090000.0,26194024000.0,20085877000.0,22248958000.0,17678400000.0,14291394000.0,22958074000.0,15320323000.0
2078.0,16239162000.0,27550046000.0,14625016000.0,13260537000.0,27346438000.0,19211713000.0,14771049000.0,14964890000.0,21613548000.0,48841390000.0,26825163000.0,20124172000.0,22263914000.0,17827561000.0,14398130000.0,22863446000.0,15313095000.0
2079.0,15167441000.0,27105606000.0,14494142000.0,13087925000.0,28450288000.0,19351706000.0,14558246000.0,14308093000.0,21402810000.0,49396154000.0,30036937000.0,20307933000.0,21802840000.0,18022445000.0,13903244000.0,22870620000.0,15293349000.0
2080.0,14375684000.0,26547722000.0,14347018000.0,12660223000.0,27406602000.0,19481710000.0,14438484000.0,14063225000.0,21621380000.0,50710120000.0,30854300000.0,20514046000.0,21188682000.0,17516988000.0,13931708000.0,22427445000.0,14852567000.0
2081.0,13728287000.0,27072236000.0,14219854000.0,12146648000.0,26884833000.0,19644746000.0,14147125000.0,14542459000.0,21401565000.0,50289140000.0,32292983000.0,20520241000.0,21127270000.0,16957038000.0,14025706000.0,22328646000.0,14424698000.0
2082.0,13524114000.0,26451266000.0,13911122000.0,12104072000.0,26816164000.0,19428202000.0,14236280000.0,14381155000.0,20232999000.0,48984500000.0,30996062000.0,21138045000.0,21139872000.0,16563058000.0,14205816000.0,23442223000.0,14433944000.0
2083.0,13075515000.0,25583995000.0,14635656000.0,11957983000.0,26704300000.0,19069831000.0,14503042000.0,14094916000.0,20594903000.0,48875282000.0,30679048000.0,20217494000.0,21432406000.0,16765832000.0,14194033000.0,22614620000.0,14023128000.0
2084.0,12758577000.0,25302137000.0,15000276000.0,11865715000.0,27738792000.0,18368412000.0,14376743000.0,14524276000.0,20404484000.0,48027677000.0,30985701000.0,19877368000.0,20983302000.0,16655337000.0,14471133000.0,23988376000.0,13957573000.0
2085.0,12501662000.0,24351228000.0,15643518000.0,11823760000.0,27083944000.0,18557186000.0,13831354000.0,13825261000.0,20302246000.0,46426255000.0,31305224000.0,20147714000.0,20366158000.0,16674933000.0,14276375000.0,23925512000.0,13852793000.0
2086.0,13241291000.0,24631476000.0,15899162000.0,12004195000.0,27928470000.0,18455405000.0,13530165000.0,14341241000.0,20882553000.0,46084882000.0,32317000000.0,20222466000.0,19480594000.0,16870791000.0,14197900000.0,23509280000.0,13569840000.0
2087.0,12491760000.0,24860127000.0,15197436000.0,12297515000.0,27111778000.0,19990174000.0,13194112000.0,13844566000.0,20831810000.0,44422730000.0,31993549000.0,20202584000.0,18916278000.0,16672797000.0,14536185000.0,23677092000.0,14345086000.0
2088.0,12820289000.0,24685350000.0,15308828000.0,12524122000.0,26989418000.0,19658775000.0,12758601000.0,14002481000.0,21309393000.0,43728896000.0,32476226000.0,20333283000.0,18921753000.0,17361674000.0,14831167000.0,24342133000.0,14068365000.0
2089.0,12704446000.0,24130738000.0,15706830000.0,12816615000.0,26680175000.0,19714361000.0,12682794000.0,14137530000.0,21014573000.0,43483470000.0,32064446000.0,20411478000.0,18973256000.0,16803108000.0,14885660000.0,24378565000.0,13656016000.0
2090.0,11918320000.0,23548533000.0,15882996000.0,12625346000.0,25833732000.0,20395070000.0,12457236000.0,13954354000.0,21739800000.0,43367227000.0,32102824000.0,20606677000.0,19261882000.0,16543046000.0,15223429000.0,23463221000.0,13042874000.0
2091.0,11642722000.0,22942950000.0,15695167000.0,12281428000.0,25939798000.0,20662050000.0,12601902000.0,13696215000.0,21617200000.0,43681174000.0,33070130000.0,20072673000.0,18882226000.0,16525910000.0,15513291000.0,23638288000.0,13165886000.0
2092.0,12253071000.0,22371250000.0,15996917000.0,12103879000.0,26378332000.0,20572630000.0,12620908000.0,13885515000.0,21917415000.0,44146240000.0,34303090000.0,19883375000.0,19057610000.0,16396829000.0,15486006000.0,23745442000.0,12886414000.0
2093.0,11607279000.0,22344495000.0,16192713000.0,12063417000.0,26200904000.0,20370490000.0,12805107000.0,13495863000.0,21665108000.0,44803530000.0,34244920000.0,19842398000.0,18994094000.0,16133881000.0,15957010000.0,24090313000.0,12544292000.0
2094.0,11707992000.0,21260330000.0,16789853000.0,11385123000.0,25918943000.0,20888336000.0,12929914000.0,12734602000.0,22320597000.0,45876380000.0,34147564000.0,20435590000.0,17915812000.0,15855997000.0,16216767000.0,24302567000.0,13300072000.0
2095.0,11524292000.0,22129947000.0,16234180000.0,11419059000.0,25523085000.0,20805462000.0,13185618000.0,12331892000.0,22826123000.0,46761990000.0,34634904000.0,20255973000.0,17877280000.0,15363466000.0,16266277000.0,24613472000.0,12812398000.0
2096.0,11138614000.0,21456212000.0,16285820000.0,11437122000.0,25018587000.0,20776780000.0,13402112000.0,11838268000.0,23410024000.0,44770380000.0,34547306000.0,20121776000.0,17586209000.0,15826237000.0,16939528000.0,25369027000.0,12500089000.0
2097.0,11238731000.0,21460685000.0,16340169000.0,11245971000.0,23468286000.0,21123920000.0,13176738000.0,11683419000.0,22781538000.0,45311066000.0,34563170000.0,20269246000.0,17140783000.0,16400560000.0,16834489000.0,24755802000.0,13044641000.0
2098.0,10907006000.0,21109109000.0,16692339000.0,11016715000.0,24650123000.0,21385327000.0,12790797000.0,11715558000.0,22066164000.0,44980924000.0,34742735000.0,20514085000.0,17133122000.0,16269042000.0,16481473000.0,24593140000.0,13023225000.0
2099.0,10466353000.0,20278739000.0,17315045000.0,10816567000.0,23612873000.0,21983517000.0,12986099000.0,11607609000.0,21397790000.0,43659616000.0,32859965000.0,21257003000.0,17114166000.0,16386970000.0,16291424000.0,24919906000.0,12789959000.0
2100.0,10459988000.0,19499980000.0,17729817000.0,10558982000.0,24107913000.0,21614690000.0,13170904000.0,12163385000.0,21273805000.0,42138984000.0,32943864000.0,21336025000.0,16249859000.0,17150037000.0,15978945000.0,26095878000.0,13464704000.0
