time,CESM2,CESM2-WACCM,CAMS-CSM1-0,MPI-ESM1-2-HR,CMCC-CM2-SR5,INM-CM5-0,INM-CM4-8,NORESM2-MM,EC-EARTH3,GFDL-ESM4,EC-EARTH3-VEG,BCC-CSM2-MR,FGOALS-F3-L,MRI-ESM2-0
2032.0,2698220100000.0,2829585500000.0,2908487200000.0,2867491500000.0,2865581300000.0,2716291800000.0,2771242200000.0,2765256700000.0,2611513400000.0,2806027400000.0,2896145700000.0,2765898400000.0,2744271800000.0,2696552400000.0
2033.0,2663752400000.0,2807494000000.0,2867775000000.0,2837275500000.0,2827622300000.0,2662372200000.0,2751020400000.0,2735600000000.0,2575699300000.0,2782434700000.0,2884637800000.0,2737815700000.0,2705406800000.0,2663013400000.0
2034.0,2622500600000.0,2767630400000.0,2854687900000.0,2817815200000.0,2808526400000.0,2631780000000.0,2709124000000.0,2720002200000.0,2533787000000.0,2762530400000.0,2847345200000.0,2714962800000.0,2677537800000.0,2618795500000.0
2035.0,2595762200000.0,2758756500000.0,2845338000000.0,2824997200000.0,2792893000000.0,2602549400000.0,2657271200000.0,2686543700000.0,2504703900000.0,2746856500000.0,2826639800000.0,2680833700000.0,2632004700000.0,2588669000000.0
2036.0,2563782500000.0,2721806800000.0,2819891000000.0,2795807000000.0,2762724000000.0,2583573600000.0,2638416400000.0,2649416000000.0,2477181000000.0,2725041100000.0,2802680000000.0,2655442200000.0,2597415600000.0,2544773600000.0
2037.0,2527467100000.0,2686377800000.0,2792511200000.0,2757772000000.0,2752494700000.0,2534794600000.0,2625435300000.0,2620250400000.0,2434747000000.0,2699041000000.0,2791398700000.0,2625904600000.0,2583221500000.0,2488915200000.0
2038.0,2489316000000.0,2673046000000.0,2768341300000.0,2719483200000.0,2738920400000.0,2500089600000.0,2609048500000.0,2603145800000.0,2400970300000.0,2670838200000.0,2763682200000.0,2592814400000.0,2543971700000.0,2454753600000.0
2039.0,2462032900000.0,2652774300000.0,2748468400000.0,2689215800000.0,2721650800000.0,2462278700000.0,2584478200000.0,2573025700000.0,2362958400000.0,2634462500000.0,2744532000000.0,2570733000000.0,2513569000000.0,2416328000000.0
2040.0,2426985300000.0,2620675300000.0,2732972800000.0,2660981500000.0,2693270000000.0,2436419600000.0,2541154700000.0,2534930400000.0,2330616000000.0,2613655600000.0,2729243000000.0,2533219000000.0,2486108200000.0,2383308000000.0
2041.0,2404045000000.0,2592926000000.0,2704035300000.0,2630973400000.0,2652124700000.0,2398255000000.0,2502368400000.0,2489459700000.0,2292753000000.0,2589675200000.0,2710633700000.0,2498370500000.0,2442343000000.0,2337846900000.0
2042.0,2365991000000.0,2556312200000.0,2673683700000.0,2598928400000.0,2643388300000.0,2364632700000.0,2469891100000.0,2454690700000.0,2266276600000.0,2561926200000.0,2670137200000.0,2453631000000.0,2398104800000.0,2291768000000.0
2043.0,2329319000000.0,2528576300000.0,2642074400000.0,2569489000000.0,2618387000000.0,2338542600000.0,2433714000000.0,2422245200000.0,2232455000000.0,2550814000000.0,2623104600000.0,2419483700000.0,2372945000000.0,2258734700000.0
2044.0,2305594200000.0,2498033000000.0,2624602500000.0,2539745000000.0,2600814500000.0,2318184500000.0,2414667600000.0,2390920300000.0,2183908700000.0,2547993500000.0,2594856000000.0,2386792000000.0,2348926400000.0,2226116600000.0
2045.0,2274557200000.0,2466938600000.0,2604916500000.0,2479344300000.0,2597685000000.0,2292115300000.0,2393397800000.0,2357295000000.0,2146111300000.0,2527576000000.0,2582086000000.0,2347449000000.0,2299086500000.0,2191411800000.0
2046.0,2241528600000.0,2449067000000.0,2567803000000.0,2451837600000.0,2554666400000.0,2267156800000.0,2358691000000.0,2318150700000.0,2120801600000.0,2503687500000.0,2565401200000.0,2306281800000.0,2267339800000.0,2152320100000.0
2047.0,2227296800000.0,2418424700000.0,2541961600000.0,2437190500000.0,2529990500000.0,2229406500000.0,2334069400000.0,2290186500000.0,2104669500000.0,2474253000000.0,2535167400000.0,2260552600000.0,2256687900000.0,2123441200000.0
2048.0,2193979300000.0,2388242200000.0,2507484700000.0,2438406600000.0,2511827000000.0,2196525300000.0,2297194000000.0,2239347300000.0,2074501700000.0,2449577000000.0,2513415200000.0,2220458800000.0,2216556500000.0,2087019000000.0
2049.0,2162416000000.0,2345510000000.0,2484573600000.0,2399101000000.0,2490565000000.0,2156874300000.0,2266202000000.0,2215453700000.0,2048384200000.0,2443718000000.0,2488098600000.0,2185249700000.0,2176432500000.0,2053534900000.0
2050.0,2135590600000.0,2300338800000.0,2461428600000.0,2367610400000.0,2456290000000.0,2122773200000.0,2246341800000.0,2173978500000.0,2007574400000.0,2416050200000.0,2463471000000.0,2146558700000.0,2128095600000.0,2012837800000.0
2051.0,2111428400000.0,2264508000000.0,2430893000000.0,2332360700000.0,2412725100000.0,2082125300000.0,2221850800000.0,2133488000000.0,1974760900000.0,2380305300000.0,2424392000000.0,2111641700000.0,2082597100000.0,1966000600000.0
2052.0,2087617200000.0,2221904800000.0,2399875600000.0,2315712000000.0,2367666000000.0,2046277800000.0,2181796600000.0,2094775100000.0,1941464200000.0,2353374400000.0,2394982400000.0,2080561200000.0,2051368300000.0,1928765100000.0
2053.0,2053977300000.0,2182414000000.0,2368598400000.0,2284775000000.0,2327018200000.0,2002463100000.0,2155555600000.0,2061508100000.0,1907372200000.0,2326752100000.0,2367050700000.0,2043572000000.0,2013145200000.0,1895512100000.0
2054.0,2031751700000.0,2144949500000.0,2323702000000.0,2256626500000.0,2304459000000.0,1966511400000.0,2124045000000.0,2016017500000.0,1883545500000.0,2309968600000.0,2328899000000.0,2005885500000.0,1980493200000.0,1850468600000.0
2055.0,2010373200000.0,2110946300000.0,2282390600000.0,2215083800000.0,2271822700000.0,1937087700000.0,2106822800000.0,1975147200000.0,1848231700000.0,2275985900000.0,2287278000000.0,1958748000000.0,1944161200000.0,1815909000000.0
2056.0,1973113200000.0,2086569400000.0,2246160700000.0,2182870100000.0,2224689000000.0,1889720200000.0,2077618900000.0,1942447000000.0,1811371100000.0,2265478000000.0,2262364300000.0,1916520200000.0,1912015000000.0,1790586800000.0
2057.0,1935023800000.0,2066044400000.0,2207796400000.0,2142006400000.0,2192263700000.0,1855819900000.0,2050061800000.0,1903770700000.0,1780223700000.0,2247000300000.0,2222495400000.0,1874303400000.0,1863824300000.0,1757968700000.0
2058.0,1908390200000.0,2028604500000.0,2175777000000.0,2123044500000.0,2138674600000.0,1830815800000.0,2005050000000.0,1869338600000.0,1740604200000.0,2202917000000.0,2186227400000.0,1822659700000.0,1840141800000.0,1724242600000.0
2059.0,1875752100000.0,1991245300000.0,2151701400000.0,2099342600000.0,2102421900000.0,1812818800000.0,1966207300000.0,1840272000000.0,1708617100000.0,2176715500000.0,2147906100000.0,1772636700000.0,1811650400000.0,1690394000000.0
2060.0,1858179300000.0,1955953900000.0,2100210200000.0,2081107300000.0,2060973600000.0,1790574200000.0,1939722000000.0,1812997200000.0,1683965900000.0,2138108000000.0,2123415000000.0,1736119300000.0,1793034700000.0,1655515900000.0
2061.0,1838567900000.0,1937332900000.0,2058572500000.0,2033772800000.0,2029425500000.0,1758640700000.0,1920453800000.0,1780871700000.0,1651909000000.0,2100276000000.0,2095922700000.0,1688037400000.0,1775300200000.0,1620710400000.0
2062.0,1807750100000.0,1909625500000.0,2034479000000.0,1997434100000.0,2006440100000.0,1743089400000.0,1900991600000.0,1755571200000.0,1624493300000.0,2059978300000.0,2064826100000.0,1649887400000.0,1750986400000.0,1587277100000.0
2063.0,1771894600000.0,1878995000000.0,2010711900000.0,1955033900000.0,1983788900000.0,1713432400000.0,1871536200000.0,1733482500000.0,1596214000000.0,2029253000000.0,2029588200000.0,1606094300000.0,1730222200000.0,1556694400000.0
2064.0,1732503300000.0,1847036100000.0,1985853000000.0,1938338700000.0,1936193200000.0,1678328100000.0,1854070000000.0,1701097900000.0,1564032000000.0,1992335700000.0,2000444300000.0,1560735400000.0,1716035500000.0,1520854800000.0
2065.0,1706740400000.0,1816315600000.0,1962134300000.0,1902686900000.0,1890188400000.0,1655243500000.0,1822937200000.0,1671797500000.0,1538377400000.0,1966785600000.0,1952346100000.0,1521570400000.0,1693032400000.0,1491288200000.0
2066.0,1678016800000.0,1786196000000.0,1929701800000.0,1880732500000.0,1858494800000.0,1626741800000.0,1791403500000.0,1644163100000.0,1509304400000.0,1943212700000.0,1919227400000.0,1492978900000.0,1670471900000.0,1465100900000.0
2067.0,1653171000000.0,1746067100000.0,1904208200000.0,1852316200000.0,1821919000000.0,1603479000000.0,1772145900000.0,1614769700000.0,1491717300000.0,1924273100000.0,1891996800000.0,1451313300000.0,1646957400000.0,1439017300000.0
2068.0,1621250000000.0,1727580000000.0,1862266500000.0,1836573800000.0,1779160800000.0,1577707100000.0,1767360700000.0,1589548200000.0,1462237300000.0,1889371000000.0,1864821900000.0,1403208500000.0,1618540500000.0,1409441100000.0
2069.0,1589437700000.0,1705823000000.0,1824278200000.0,1805015700000.0,1749868200000.0,1554176400000.0,1735528500000.0,1564480800000.0,1437225000000.0,1865142000000.0,1831601200000.0,1370219200000.0,1605099600000.0,1382820500000.0
2070.0,1563199300000.0,1679303500000.0,1797747900000.0,1767655200000.0,1707248200000.0,1527232100000.0,1702533300000.0,1546634900000.0,1410832100000.0,1836884700000.0,1805642600000.0,1343139000000.0,1595288600000.0,1359297000000.0
2071.0,1536236300000.0,1656474200000.0,1776736100000.0,1731059300000.0,1673405500000.0,1512091000000.0,1677432200000.0,1521782400000.0,1394523100000.0,1814099100000.0,1772518900000.0,1311705800000.0,1559489500000.0,1329800500000.0
2072.0,1507440700000.0,1632274400000.0,1755655400000.0,1713686300000.0,1631309500000.0,1495916500000.0,1650911500000.0,1493574100000.0,1367231200000.0,1784024400000.0,1747354600000.0,1283035900000.0,1534639200000.0,1311135500000.0
2073.0,1481395100000.0,1592731800000.0,1724287000000.0,1687229000000.0,1591952900000.0,1488898100000.0,1637080600000.0,1466077800000.0,1344949800000.0,1762959200000.0,1718751100000.0,1247268400000.0,1509726400000.0,1288590600000.0
2074.0,1461370000000.0,1566122400000.0,1697830700000.0,1673717700000.0,1548844700000.0,1468896600000.0,1615402400000.0,1441848500000.0,1317210600000.0,1729627700000.0,1696550100000.0,1207199900000.0,1482102500000.0,1273233400000.0
2075.0,1427637100000.0,1543835700000.0,1673276200000.0,1647143300000.0,1513842300000.0,1444962800000.0,1594475200000.0,1410595700000.0,1296800400000.0,1702544900000.0,1669970900000.0,1179034000000.0,1460825500000.0,1253566600000.0
2076.0,1406136200000.0,1522160900000.0,1646493700000.0,1615478800000.0,1484459100000.0,1429846900000.0,1575828200000.0,1388448800000.0,1277188100000.0,1673138300000.0,1631272200000.0,1158573000000.0,1448517800000.0,1241660400000.0
2077.0,1385837100000.0,1500823200000.0,1627885300000.0,1576968500000.0,1445867400000.0,1403527400000.0,1550670200000.0,1376865400000.0,1251357000000.0,1646397900000.0,1576196500000.0,1133842800000.0,1425582500000.0,1222900000000.0
2078.0,1373374100000.0,1474806800000.0,1600246400000.0,1531563500000.0,1412677600000.0,1380676700000.0,1531408300000.0,1355267300000.0,1226420400000.0,1624374400000.0,1549788300000.0,1111570100000.0,1405541000000.0,1197030200000.0
2079.0,1343846900000.0,1452393900000.0,1572561900000.0,1490781000000.0,1371746600000.0,1352475600000.0,1517350600000.0,1329989000000.0,1209296400000.0,1605475500000.0,1525984300000.0,1092101300000.0,1378083800000.0,1174071300000.0
2080.0,1316800200000.0,1432345400000.0,1560467300000.0,1466935300000.0,1335741800000.0,1339432800000.0,1500142000000.0,1318661100000.0,1186482400000.0,1597314800000.0,1501007000000.0,1072811500000.0,1360373400000.0,1159585900000.0
2081.0,1298403700000.0,1409728900000.0,1534340100000.0,1436603500000.0,1319557300000.0,1313369100000.0,1474667700000.0,1297203700000.0,1168216800000.0,1576041300000.0,1464797600000.0,1049935350000.0,1333591400000.0,1145072600000.0
2082.0,1279417400000.0,1397516000000.0,1513843900000.0,1417095800000.0,1290848600000.0,1295832200000.0,1460023000000.0,1271053000000.0,1148076000000.0,1558479800000.0,1425378000000.0,1029746460000.0,1315233300000.0,1134074000000.0
2083.0,1267391400000.0,1385284100000.0,1498087700000.0,1391746000000.0,1267925900000.0,1274072900000.0,1445806700000.0,1255256500000.0,1126822300000.0,1534632900000.0,1394894600000.0,1010420150000.0,1280901400000.0,1120616600000.0
2084.0,1251815300000.0,1378884300000.0,1493794200000.0,1361415100000.0,1236408500000.0,1261979300000.0,1421020500000.0,1230647600000.0,1102323500000.0,1514522800000.0,1371713000000.0,989867000000.0,1253912100000.0,1107844000000.0
2085.0,1236905500000.0,1352827400000.0,1494615200000.0,1338667800000.0,1211427700000.0,1246701800000.0,1398925300000.0,1215470500000.0,1081780860000.0,1498754200000.0,1346694200000.0,974734000000.0,1240414200000.0,1094920500000.0
2086.0,1217592200000.0,1328161400000.0,1476227600000.0,1316567800000.0,1182776000000.0,1225426700000.0,1393088300000.0,1200144800000.0,1061707450000.0,1479929000000.0,1316205100000.0,960622400000.0,1221377100000.0,1082387900000.0
2087.0,1202214900000.0,1311594800000.0,1453595000000.0,1290345800000.0,1158217200000.0,1216544000000.0,1386936900000.0,1183809500000.0,1043137700000.0,1454607300000.0,1282364000000.0,941779500000.0,1206133500000.0,1067881860000.0
2088.0,1186207000000.0,1300630000000.0,1436223300000.0,1273781000000.0,1136067300000.0,1190302600000.0,1369050700000.0,1163383100000.0,1019026740000.0,1434783200000.0,1257700500000.0,919784600000.0,1190333500000.0,1053318900000.0
2089.0,1169284100000.0,1280725100000.0,1435161600000.0,1247810400000.0,1104814300000.0,1172115300000.0,1359105200000.0,1152487900000.0,1000253360000.0,1417515200000.0,1236020100000.0,906100900000.0,1166759800000.0,1036756900000.0
2090.0,1149840500000.0,1262746300000.0,1436576000000.0,1232642000000.0,1077840500000.0,1168662100000.0,1345568900000.0,1139285000000.0,980189840000.0,1393422400000.0,1218193500000.0,890251840000.0,1149635700000.0,1023652200000.0
2091.0,1136008400000.0,1239965200000.0,1419038800000.0,1214693200000.0,1047017950000.0,1156581700000.0,1337156600000.0,1128537100000.0,965407150000.0,1380772500000.0,1204268800000.0,867094500000.0,1131964100000.0,1007093300000.0
2092.0,1126188200000.0,1218148200000.0,1398340500000.0,1201523000000.0,1023695000000.0,1136885100000.0,1326865600000.0,1112984000000.0,946894400000.0,1368565100000.0,1184529000000.0,851248000000.0,1119097800000.0,994095330000.0
2093.0,1116971100000.0,1192484500000.0,1384684000000.0,1182176600000.0,997655250000.0,1121496100000.0,1314544400000.0,1103650900000.0,934794800000.0,1352011700000.0,1163726800000.0,837259500000.0,1096731070000.0,980131050000.0
2094.0,1110531200000.0,1182394500000.0,1381719700000.0,1161041800000.0,973865160000.0,1112236100000.0,1301198800000.0,1086259460000.0,921366400000.0,1331168400000.0,1143864200000.0,815230350000.0,1079854600000.0,976517600000.0
2095.0,1088540400000.0,1161461900000.0,1374927700000.0,1143906400000.0,950703600000.0,1101834000000.0,1287755700000.0,1069877400000.0,895895400000.0,1312357700000.0,1127273500000.0,806355340000.0,1062034600000.0,961358300000.0
2096.0,1067382500000.0,1158922900000.0,1364805800000.0,1125603300000.0,925776100000.0,1089127840000.0,1274297200000.0,1055220960000.0,882222600000.0,1299024800000.0,1112295500000.0,785291500000.0,1050314740000.0,945094800000.0
2097.0,1055359700000.0,1136363700000.0,1348652500000.0,1108819700000.0,902202600000.0,1077801100000.0,1255615000000.0,1040608200000.0,862260600000.0,1282826200000.0,1091561700000.0,771214150000.0,1038502850000.0,937211400000.0
2098.0,1040800350000.0,1123599100000.0,1333121400000.0,1103148200000.0,881422760000.0,1061575000000.0,1246135200000.0,1023284100000.0,838120300000.0,1271605800000.0,1067868360000.0,755535600000.0,1021842160000.0,926272600000.0
2099.0,1020025500000.0,1112659600000.0,1320324700000.0,1089769300000.0,863831650000.0,1049508640000.0,1231146200000.0,1012445740000.0,819796440000.0,1251948900000.0,1046573100000.0,740437660000.0,1007076000000.0,918081000000.0
2100.0,1008139440000.0,1103711300000.0,1319386700000.0,1069990800000.0,846502900000.0,1039858900000.0,1223567700000.0,1007433550000.0,809319500000.0,1239741600000.0,1033968300000.0,724511400000.0,999699600000.0,913033270000.0
