time,MPI-ESM1-2-HR,CAMS-CSM1-0,CESM2-WACCM,CESM2,EC-EARTH3,NORESM2-MM,INM-CM4-8,INM-CM5-0,FGOALS-F3-L,BCC-CSM2-MR,EC-EARTH3-VEG,GFDL-ESM4,MRI-ESM2-0
2000.0,3311341100000.0,3311341100000.0,3311341100000.0,3311341100000.0,3311341100000.0,3311341100000.0,3311341100000.0,3311341100000.0,3311341100000.0,3311341100000.0,3311341100000.0,3311341100000.0,3311341100000.0
2001.0,3305515800000.0,3305515800000.0,3305515800000.0,3305515800000.0,3305515800000.0,3305515800000.0,3305515800000.0,3305515800000.0,3305515800000.0,3305515800000.0,3305515800000.0,3305515800000.0,3305515800000.0
2002.0,3293289000000.0,3293289000000.0,3293289000000.0,3293289000000.0,3293289000000.0,3293289000000.0,3293289000000.0,3293289000000.0,3293289000000.0,3293289000000.0,3293289000000.0,3293289000000.0,3293289000000.0
2003.0,3288496300000.0,3288496300000.0,3288496300000.0,3288496300000.0,3288496300000.0,3288496300000.0,3288496300000.0,3288496300000.0,3288496300000.0,3288496300000.0,3288496300000.0,3288496300000.0,3288496300000.0
2004.0,3299530500000.0,3299530500000.0,3299530500000.0,3299530500000.0,3299530500000.0,3299530500000.0,3299530500000.0,3299530500000.0,3299530500000.0,3299530500000.0,3299530500000.0,3299530500000.0,3299530500000.0
2005.0,3302749000000.0,3302749000000.0,3302749000000.0,3302749000000.0,3302749000000.0,3302749000000.0,3302749000000.0,3302749000000.0,3302749000000.0,3302749000000.0,3302749000000.0,3302749000000.0,3302749000000.0
2006.0,3296227200000.0,3296227200000.0,3296227200000.0,3296227200000.0,3296227200000.0,3296227200000.0,3296227200000.0,3296227200000.0,3296227200000.0,3296227200000.0,3296227200000.0,3296227200000.0,3296227200000.0
2007.0,3274697300000.0,3274697300000.0,3274697300000.0,3274697300000.0,3274697300000.0,3274697300000.0,3274697300000.0,3274697300000.0,3274697300000.0,3274697300000.0,3274697300000.0,3274697300000.0,3274697300000.0
2008.0,3254550300000.0,3254550300000.0,3254550300000.0,3254550300000.0,3254550300000.0,3254550300000.0,3254550300000.0,3254550300000.0,3254550300000.0,3254550300000.0,3254550300000.0,3254550300000.0,3254550300000.0
2009.0,3231259000000.0,3231259000000.0,3231259000000.0,3231259000000.0,3231259000000.0,3231259000000.0,3231259000000.0,3231259000000.0,3231259000000.0,3231259000000.0,3231259000000.0,3231259000000.0,3231259000000.0
2010.0,3216670700000.0,3216670700000.0,3216670700000.0,3216670700000.0,3216670700000.0,3216670700000.0,3216670700000.0,3216670700000.0,3216670700000.0,3216670700000.0,3216670700000.0,3216670700000.0,3216670700000.0
2011.0,3214652700000.0,3214652700000.0,3214652700000.0,3214652700000.0,3214652700000.0,3214652700000.0,3214652700000.0,3214652700000.0,3214652700000.0,3214652700000.0,3214652700000.0,3214652700000.0,3214652700000.0
2012.0,3194673400000.0,3194673400000.0,3194673400000.0,3194673400000.0,3194673400000.0,3194673400000.0,3194673400000.0,3194673400000.0,3194673400000.0,3194673400000.0,3194673400000.0,3194673400000.0,3194673400000.0
2013.0,3170552300000.0,3170552300000.0,3170552300000.0,3170552300000.0,3170552300000.0,3170552300000.0,3170552300000.0,3170552300000.0,3170552300000.0,3170552300000.0,3170552300000.0,3170552300000.0,3170552300000.0
2014.0,3158403400000.0,3158403400000.0,3158403400000.0,3158403400000.0,3158403400000.0,3158403400000.0,3158403400000.0,3158403400000.0,3158403400000.0,3158403400000.0,3158403400000.0,3158403400000.0,3158403400000.0
2015.0,3148173000000.0,3148173000000.0,3148173000000.0,3148173000000.0,3148173000000.0,3148173000000.0,3148173000000.0,3148173000000.0,3148173000000.0,3148173000000.0,3148173000000.0,3148173000000.0,3148173000000.0
2016.0,3136370200000.0,3136370200000.0,3136370200000.0,3136370200000.0,3136370200000.0,3136370200000.0,3136370200000.0,3136370200000.0,3136370200000.0,3136370200000.0,3136370200000.0,3136370200000.0,3136370200000.0
2017.0,3127282800000.0,3127282800000.0,3127282800000.0,3127282800000.0,3127282800000.0,3127282800000.0,3127282800000.0,3127282800000.0,3127282800000.0,3127282800000.0,3127282800000.0,3127282800000.0,3127282800000.0
2018.0,3120683800000.0,3120683800000.0,3120683800000.0,3120683800000.0,3120683800000.0,3120683800000.0,3120683800000.0,3120683800000.0,3120683800000.0,3120683800000.0,3120683800000.0,3120683800000.0,3120683800000.0
2019.0,3107511900000.0,3107511900000.0,3107511900000.0,3107511900000.0,3107511900000.0,3107511900000.0,3107511900000.0,3107511900000.0,3107511900000.0,3107511900000.0,3107511900000.0,3107511900000.0,3107511900000.0
2020.0,3095173300000.0,3095173300000.0,3095173300000.0,3095173300000.0,3095173300000.0,3095173300000.0,3095173300000.0,3095173300000.0,3095173300000.0,3095173300000.0,3095173300000.0,3095173300000.0,3095173300000.0
2021.0,3063719400000.0,3089788600000.0,3079116200000.0,3070992600000.0,3067031300000.0,3073769200000.0,3060000400000.0,3083018200000.0,3085059200000.0,3074548300000.0,3091581000000.0,3082537100000.0,3056500200000.0
2022.0,3034996800000.0,3069758100000.0,3062189000000.0,3029489000000.0,3027794100000.0,3045501200000.0,3050941400000.0,3063453600000.0,3063598300000.0,3052983500000.0,3067761700000.0,3081994800000.0,3037859200000.0
2023.0,2996868000000.0,3039775700000.0,3032157500000.0,2993153400000.0,2996725000000.0,3016896500000.0,3057210600000.0,3042968600000.0,3026766300000.0,3031623500000.0,3044457600000.0,3059663500000.0,3010981300000.0
2024.0,2969486500000.0,3028216000000.0,3018718000000.0,2969659500000.0,2960790700000.0,2990601400000.0,3039804300000.0,3016714400000.0,3004569500000.0,3016079000000.0,3024640800000.0,3009859800000.0,2977417400000.0
2025.0,2917887000000.0,2999905200000.0,2998027200000.0,2941383900000.0,2923161700000.0,2965205400000.0,3026215200000.0,2990589600000.0,2975917400000.0,2996041200000.0,3016283000000.0,2987837000000.0,2951914500000.0
2026.0,2904361500000.0,2966011800000.0,2965081200000.0,2920581700000.0,2884642300000.0,2941254400000.0,2998851300000.0,2971183000000.0,2936951300000.0,2984575200000.0,3014097600000.0,2956991400000.0,2917001300000.0
2027.0,2875852800000.0,2930461600000.0,2935385800000.0,2886300300000.0,2844781000000.0,2918492100000.0,2977693200000.0,2950840000000.0,2902974000000.0,2978813300000.0,2998703000000.0,2940305700000.0,2887965000000.0
2028.0,2851252500000.0,2903068000000.0,2910373500000.0,2847356000000.0,2808883400000.0,2906442700000.0,2969792200000.0,2923791400000.0,2869927600000.0,2943320900000.0,2969562800000.0,2902324000000.0,2858900500000.0
2029.0,2827776700000.0,2884354400000.0,2888644200000.0,2815909000000.0,2763811200000.0,2867555500000.0,2949286500000.0,2875222400000.0,2828224700000.0,2915547000000.0,2953028600000.0,2881526000000.0,2815158000000.0
2030.0,2788516700000.0,2886734200000.0,2858427000000.0,2795182000000.0,2712710200000.0,2831076000000.0,2927863500000.0,2827816000000.0,2795625300000.0,2887758400000.0,2927970200000.0,2856176800000.0,2781047700000.0
2031.0,2760984000000.0,2845595100000.0,2820239500000.0,2760569800000.0,2658817800000.0,2805515400000.0,2899185500000.0,2803542000000.0,2761595800000.0,2850301100000.0,2903329500000.0,2821393700000.0,2740357400000.0
2032.0,2755313000000.0,2824693400000.0,2811169300000.0,2719528000000.0,2610818700000.0,2778598200000.0,2858455100000.0,2781065200000.0,2724555400000.0,2820481200000.0,2882526800000.0,2780108700000.0,2712097300000.0
2033.0,2722782800000.0,2790999200000.0,2781387200000.0,2693165700000.0,2582153000000.0,2758729300000.0,2831741400000.0,2750168000000.0,2683218400000.0,2787463700000.0,2881058200000.0,2759950900000.0,2692506000000.0
2034.0,2716115100000.0,2761895400000.0,2746156600000.0,2663708400000.0,2531716200000.0,2717728400000.0,2806359800000.0,2725691300000.0,2648303000000.0,2755968000000.0,2837904600000.0,2732247200000.0,2651591800000.0
2035.0,2697242600000.0,2743452800000.0,2702027800000.0,2634473300000.0,2504854300000.0,2685153800000.0,2784687600000.0,2678105000000.0,2582382400000.0,2726582300000.0,2811961000000.0,2695903000000.0,2613053500000.0
2036.0,2676756600000.0,2712301200000.0,2679106400000.0,2601722800000.0,2454292300000.0,2648357200000.0,2755673500000.0,2626839000000.0,2557967000000.0,2679783800000.0,2804301200000.0,2678765000000.0,2569699900000.0
2037.0,2638448000000.0,2677997300000.0,2652901700000.0,2561286600000.0,2396244000000.0,2627832600000.0,2727207000000.0,2605198000000.0,2536724800000.0,2654612000000.0,2793937800000.0,2652942600000.0,2527902000000.0
2038.0,2602617000000.0,2650640200000.0,2636016800000.0,2533740800000.0,2355295400000.0,2591000600000.0,2712590000000.0,2565056000000.0,2489179000000.0,2623923000000.0,2755579300000.0,2615535200000.0,2493070400000.0
2039.0,2584617000000.0,2637660700000.0,2608547000000.0,2490914600000.0,2317375800000.0,2553953000000.0,2691270700000.0,2537183200000.0,2453273600000.0,2592617300000.0,2726830300000.0,2579926400000.0,2444138600000.0
2040.0,2585338300000.0,2620698000000.0,2572713200000.0,2445472700000.0,2284535000000.0,2515193000000.0,2658889400000.0,2496622500000.0,2428757000000.0,2553202900000.0,2711314200000.0,2552945000000.0,2404328700000.0
2041.0,2563423000000.0,2606530600000.0,2552017700000.0,2407701000000.0,2237752000000.0,2482015300000.0,2612894000000.0,2455574700000.0,2368386600000.0,2511802500000.0,2701243000000.0,2525441600000.0,2366926500000.0
2042.0,2511761600000.0,2580693400000.0,2504630500000.0,2351616500000.0,2205484000000.0,2450021700000.0,2566480700000.0,2401274700000.0,2322446200000.0,2480417000000.0,2678262000000.0,2494574000000.0,2322978800000.0
2043.0,2473702700000.0,2553227200000.0,2472031600000.0,2306518000000.0,2163250000000.0,2425309000000.0,2536548900000.0,2362193000000.0,2290262700000.0,2426321500000.0,2661408000000.0,2465935700000.0,2283084400000.0
2044.0,2463696400000.0,2517815800000.0,2436567700000.0,2272185300000.0,2120013600000.0,2403404600000.0,2511002000000.0,2317082000000.0,2251515000000.0,2387038400000.0,2625564600000.0,2440628000000.0,2250114600000.0
2045.0,2425635000000.0,2505169000000.0,2380470700000.0,2235974800000.0,2073884600000.0,2366385200000.0,2483210200000.0,2284512600000.0,2209083600000.0,2345599000000.0,2581464600000.0,2411828000000.0,2208900800000.0
2046.0,2386821600000.0,2474999300000.0,2348684700000.0,2197871000000.0,2024899600000.0,2332723800000.0,2454444000000.0,2224548500000.0,2181171600000.0,2315939500000.0,2556598700000.0,2377558500000.0,2164242800000.0
2047.0,2353175700000.0,2438450000000.0,2322744500000.0,2150581400000.0,1978074800000.0,2299676300000.0,2423175200000.0,2181761100000.0,2148555000000.0,2280702600000.0,2528852600000.0,2340217400000.0,2137281500000.0
2048.0,2345854000000.0,2399746000000.0,2282643000000.0,2102571300000.0,1943271100000.0,2269304000000.0,2406970300000.0,2147709900000.0,2098951500000.0,2244101300000.0,2502891000000.0,2308171600000.0,2100239100000.0
2049.0,2287500800000.0,2356906300000.0,2245207000000.0,2065769700000.0,1902427000000.0,2239485200000.0,2369020500000.0,2109762200000.0,2070368900000.0,2198453400000.0,2457872000000.0,2271379200000.0,2057590000000.0
2050.0,2247166000000.0,2318050800000.0,2199810700000.0,2033437500000.0,1865585300000.0,2194120200000.0,2356279800000.0,2067292500000.0,2043414700000.0,2159151300000.0,2442920500000.0,2216666300000.0,2028297300000.0
2051.0,2238553300000.0,2264040700000.0,2160341200000.0,1996217800000.0,1809017200000.0,2168078600000.0,2322053000000.0,2025728500000.0,2004238700000.0,2129021800000.0,2419455400000.0,2170640100000.0,1980371000000.0
2052.0,2198099900000.0,2224432600000.0,2138677700000.0,1965966100000.0,1756817900000.0,2134506600000.0,2287963000000.0,1995609900000.0,1956965800000.0,2076547200000.0,2375606000000.0,2137703600000.0,1938009600000.0
2053.0,2166706500000.0,2188578800000.0,2103353800000.0,1925953900000.0,1722448100000.0,2097664000000.0,2241832400000.0,1968976400000.0,1916373600000.0,2034903800000.0,2339077000000.0,2093982800000.0,1905740300000.0
2054.0,2125527500000.0,2182680500000.0,2061453800000.0,1888461900000.0,1689529100000.0,2048191000000.0,2188645400000.0,1928491400000.0,1864753200000.0,1988292600000.0,2309378500000.0,2074468700000.0,1870403200000.0
2055.0,2075009900000.0,2184806500000.0,2010703000000.0,1859705200000.0,1647679600000.0,1999190500000.0,2154721200000.0,1894387800000.0,1829550800000.0,1951754200000.0,2260178600000.0,2025677900000.0,1836635900000.0
2056.0,2042130000000.0,2146245500000.0,1976870200000.0,1827014600000.0,1603405600000.0,1954735200000.0,2138490100000.0,1862972600000.0,1783793000000.0,1891130700000.0,2220850700000.0,1986928400000.0,1793421700000.0
2057.0,2006858900000.0,2108942800000.0,1924871400000.0,1791877300000.0,1551828600000.0,1927143200000.0,2104276800000.0,1825456400000.0,1729988500000.0,1857426800000.0,2195592700000.0,1962216400000.0,1749996100000.0
2058.0,1979503100000.0,2073585300000.0,1870739000000.0,1757678400000.0,1513828600000.0,1891221400000.0,2058777000000.0,1799154400000.0,1685232500000.0,1810898700000.0,2146521200000.0,1926761400000.0,1714453700000.0
2059.0,1935413900000.0,2044906800000.0,1831317000000.0,1739569600000.0,1486863000000.0,1841528400000.0,2013986000000.0,1762784600000.0,1644907700000.0,1765821600000.0,2120197200000.0,1881710500000.0,1673254700000.0
2060.0,1881339300000.0,2014460500000.0,1802281400000.0,1702510600000.0,1439895800000.0,1790428700000.0,1971241400000.0,1720575200000.0,1601286000000.0,1706314300000.0,2103061100000.0,1842276900000.0,1640839400000.0
2061.0,1845895600000.0,1980998700000.0,1760298000000.0,1670979800000.0,1405632100000.0,1774519700000.0,1926592000000.0,1668007200000.0,1561800000000.0,1668015700000.0,2069549500000.0,1791005400000.0,1599654100000.0
2062.0,1799000400000.0,1958201000000.0,1729967800000.0,1630587600000.0,1375850500000.0,1733270200000.0,1880721600000.0,1639488700000.0,1531430200000.0,1621455000000.0,2019160800000.0,1755247500000.0,1571909800000.0
2063.0,1780049900000.0,1922784600000.0,1686693500000.0,1611567000000.0,1336301500000.0,1685260100000.0,1838986600000.0,1609347000000.0,1481319500000.0,1564549800000.0,1975028500000.0,1717812300000.0,1544185200000.0
