time,MPI-ESM1-2-HR,CAMS-CSM1-0,CESM2-WACCM,CESM2,EC-EARTH3,NORESM2-MM,INM-CM4-8,INM-CM5-0,FGOALS-F3-L,BCC-CSM2-MR,EC-EARTH3-VEG,GFDL-ESM4,MRI-ESM2-0
2064.0,1762367100000.0,1883843500000.0,1634477100000.0,1569701000000.0,1292136900000.0,1647492500000.0,1818661100000.0,1572995600000.0,1438717200000.0,1519113200000.0,1933651300000.0,1673862400000.0,1509590000000.0
2065.0,1716816700000.0,1853194600000.0,1583586100000.0,1534610900000.0,1268142800000.0,1618713600000.0,1794130700000.0,1534536200000.0,1393519000000.0,1474467700000.0,1899080300000.0,1642193700000.0,1481924100000.0
2066.0,1676573700000.0,1813841000000.0,1538854200000.0,1508549000000.0,1241598500000.0,1586505300000.0,1772696100000.0,1504029300000.0,1366783400000.0,1428888700000.0,1855459400000.0,1607440700000.0,1446287000000.0
2067.0,1650829200000.0,1775419000000.0,1508387500000.0,1470307500000.0,1208632100000.0,1551320700000.0,1735209400000.0,1482427700000.0,1338016800000.0,1388408500000.0,1816976200000.0,1569804900000.0,1414112100000.0
2068.0,1625675800000.0,1740613100000.0,1472106300000.0,1438925800000.0,1177644200000.0,1524532900000.0,1712149600000.0,1457132900000.0,1307156700000.0,1340554600000.0,1788231500000.0,1527170600000.0,1389341700000.0
2069.0,1594893400000.0,1732778700000.0,1442142700000.0,1413072400000.0,1150006700000.0,1490341000000.0,1702033600000.0,1434213700000.0,1276588000000.0,1295492200000.0,1752433600000.0,1493547900000.0,1361720900000.0
2070.0,1548953800000.0,1706228600000.0,1407611300000.0,1382022100000.0,1120761400000.0,1452117100000.0,1670181800000.0,1406574300000.0,1240991900000.0,1252804800000.0,1709402800000.0,1469434800000.0,1327265600000.0
2071.0,1511038300000.0,1676465000000.0,1375325300000.0,1349902700000.0,1088992250000.0,1423964600000.0,1626384100000.0,1381705200000.0,1206469900000.0,1208161300000.0,1673844600000.0,1434102500000.0,1282770100000.0
2072.0,1475967300000.0,1644796200000.0,1342010400000.0,1315737700000.0,1063160900000.0,1392233500000.0,1596177600000.0,1355732200000.0,1175548900000.0,1164748800000.0,1620043600000.0,1397505500000.0,1255841600000.0
2073.0,1454855200000.0,1611188100000.0,1308490700000.0,1286714200000.0,1036920750000.0,1370676700000.0,1567121700000.0,1327776400000.0,1150923000000.0,1118081900000.0,1584665300000.0,1366568300000.0,1226061900000.0
2074.0,1421791700000.0,1595218500000.0,1272806400000.0,1257941100000.0,1013111300000.0,1337761100000.0,1534598600000.0,1301186300000.0,1122185500000.0,1074900240000.0,1545429000000.0,1336597200000.0,1200702600000.0
2075.0,1403144900000.0,1592640900000.0,1246969200000.0,1228423400000.0,990590100000.0,1307261800000.0,1498698100000.0,1273839100000.0,1098063500000.0,1043723600000.0,1516054400000.0,1310862300000.0,1178010000000.0
2076.0,1366616200000.0,1561704100000.0,1219986700000.0,1202100900000.0,968141600000.0,1284832600000.0,1479335500000.0,1235502200000.0,1068436750000.0,1002739660000.0,1484543600000.0,1283994800000.0,1144941600000.0
2077.0,1330297700000.0,1534143200000.0,1186254400000.0,1178360000000.0,942639700000.0,1253105000000.0,1447956300000.0,1201723500000.0,1039302070000.0,964936470000.0,1447529200000.0,1241228900000.0,1115271100000.0
2078.0,1285475300000.0,1501118300000.0,1168678700000.0,1151786200000.0,921317740000.0,1220954600000.0,1416710700000.0,1176409000000.0,1010028000000.0,930878260000.0,1392877500000.0,1213974200000.0,1088718640000.0
2079.0,1248478000000.0,1470444000000.0,1137514100000.0,1123803700000.0,899182030000.0,1187990100000.0,1387180200000.0,1165079900000.0,991269400000.0,899341940000.0,1355040200000.0,1190211000000.0,1063729400000.0
2080.0,1218739000000.0,1448215700000.0,1106418600000.0,1085360100000.0,872959600000.0,1173436800000.0,1347181600000.0,1140809900000.0,965888200000.0,868759600000.0,1324763200000.0,1164491400000.0,1038375850000.0
2081.0,1184312900000.0,1412906400000.0,1085306800000.0,1050598300000.0,843445900000.0,1155625600000.0,1317842700000.0,1114831000000.0,941706640000.0,834157900000.0,1287603700000.0,1144146900000.0,1013869400000.0
2082.0,1148991700000.0,1379713300000.0,1061089100000.0,1029315900000.0,817162500000.0,1139097200000.0,1297277600000.0,1095451200000.0,918228300000.0,802296370000.0,1246111700000.0,1125443400000.0,995636740000.0
2083.0,1126553100000.0,1345321700000.0,1033287200000.0,1000554800000.0,795352000000.0,1121619400000.0,1267999700000.0,1075568900000.0,897921250000.0,764043700000.0,1201037600000.0,1103186800000.0,972156400000.0
2084.0,1110191500000.0,1316185800000.0,1005388370000.0,969196630000.0,775005000000.0,1101970400000.0,1252385000000.0,1041603900000.0,872535950000.0,736160900000.0,1171926500000.0,1070954300000.0,947779300000.0
2085.0,1081017100000.0,1286173200000.0,984912100000.0,937626760000.0,749807140000.0,1071554760000.0,1219920900000.0,1021577100000.0,846480000000.0,704798800000.0,1138721000000.0,1048439300000.0,916449260000.0
2086.0,1054927900000.0,1261868200000.0,963521350000.0,914914200000.0,720427000000.0,1043922940000.0,1203189200000.0,1002041840000.0,827334000000.0,675983260000.0,1100355000000.0,1028308340000.0,897575160000.0
2087.0,1031225600000.0,1233900500000.0,935912700000.0,893444360000.0,697175500000.0,1012042240000.0,1179794700000.0,976943000000.0,808282750000.0,647365800000.0,1063193940000.0,1009481550000.0,873751500000.0
2088.0,995000900000.0,1195769500000.0,916448600000.0,872929170000.0,675641500000.0,993148900000.0,1156828900000.0,961624000000.0,787088540000.0,622273500000.0,1033315940000.0,988870500000.0,852776800000.0
2089.0,972461600000.0,1181013000000.0,892126040000.0,844639700000.0,654798000000.0,971310400000.0,1139193000000.0,940543800000.0,763656300000.0,595812000000.0,1008135630000.0,974197000000.0,829300600000.0
2090.0,951831300000.0,1149055000000.0,868602500000.0,822420500000.0,636435000000.0,946157000000.0,1112973500000.0,928515200000.0,738248160000.0,570446000000.0,975164150000.0,952358400000.0,810762240000.0
2091.0,921525600000.0,1126722300000.0,850139000000.0,800745850000.0,613931550000.0,916452540000.0,1089507500000.0,907060800000.0,723950240000.0,547516200000.0,941705850000.0,934980700000.0,792020450000.0
2092.0,893783640000.0,1101876200000.0,824149500000.0,781046500000.0,593081500000.0,885850100000.0,1061962650000.0,886307600000.0,706506300000.0,525983880000.0,899726840000.0,918510500000.0,772286250000.0
2093.0,870440000000.0,1076406500000.0,800121400000.0,757614440000.0,569904460000.0,860677800000.0,1040900950000.0,864564800000.0,686149200000.0,506371000000.0,876654300000.0,889801600000.0,753234200000.0
2094.0,844008900000.0,1056848700000.0,783904870000.0,732308000000.0,550964170000.0,840542700000.0,1013951100000.0,837076000000.0,670183400000.0,488358500000.0,845880750000.0,867227600000.0,734103140000.0
2095.0,820105300000.0,1035999640000.0,758622800000.0,713596800000.0,531352300000.0,820796460000.0,993968650000.0,814338870000.0,648779140000.0,468549070000.0,813748060000.0,849145560000.0,711461000000.0
2096.0,794749960000.0,1016380800000.0,739627600000.0,689894460000.0,507323600000.0,795386840000.0,961226100000.0,790242500000.0,627886850000.0,449746670000.0,788401600000.0,829777100000.0,696204260000.0
2097.0,767228250000.0,987493240000.0,718478050000.0,664986400000.0,487476850000.0,771436600000.0,946262250000.0,775178750000.0,608393760000.0,430996060000.0,761131100000.0,812483400000.0,679868600000.0
2098.0,741141900000.0,962096100000.0,700762800000.0,645858850000.0,471092820000.0,749379100000.0,924939000000.0,756729600000.0,588527300000.0,415209160000.0,734102550000.0,795269900000.0,664596100000.0
2099.0,723086100000.0,929704050000.0,681996060000.0,624366700000.0,454020860000.0,735946300000.0,904893800000.0,739152600000.0,567692100000.0,396400700000.0,704467100000.0,778596840000.0,649446300000.0
2100.0,697842340000.0,917835200000.0,656469260000.0,609590700000.0,437509000000.0,720438900000.0,882791000000.0,719730200000.0,550179600000.0,378258100000.0,680083100000.0,760289300000.0,629160600000.0
