time,ACCESS-ESM1-5,GFDL-ESM4,EC-EARTH3-VEG,BCC-CSM2-MR,FGOALS-F3-L,CANESM5,IPSL-CM6A-LR,MRI-ESM2-0,CESM2,TAIESM1,CESM2-WACCM,CAMS-CSM1-0,ACCESS-CM2,MPI-ESM1-2-HR,CMCC-CM2-SR5,INM-CM4-8,INM-CM5-0,NORESM2-MM,EC-EARTH3
2026.0,2895451500000.0,2967201000000.0,3029965000000.0,2955135000000.0,2969253000000.0,2768187400000.0,2995639500000.0,2892526300000.0,2932223800000.0,2918114100000.0,2888149500000.0,3024181500000.0,2892428700000.0,2920594000000.0,3015211500000.0,2935015000000.0,2944912900000.0,2914859400000.0,2933633000000.0
2027.0,2846069400000.0,2946490400000.0,2984345900000.0,2932238000000.0,2936697000000.0,2714188000000.0,2965950400000.0,2846908000000.0,2890316000000.0,2902714700000.0,2867309800000.0,2995505900000.0,2855326400000.0,2883893000000.0,2999169600000.0,2906340200000.0,2908466000000.0,2877092800000.0,2908583600000.0
2028.0,2795015500000.0,2921938300000.0,2971152400000.0,2908218700000.0,2926755000000.0,2664154500000.0,2949566400000.0,2809876200000.0,2852688200000.0,2876725500000.0,2824773600000.0,2970981800000.0,2845380700000.0,2852256700000.0,2954118300000.0,2878960300000.0,2870619400000.0,2842815000000.0,2875298700000.0
2029.0,2754364800000.0,2906606800000.0,2933080500000.0,2903361200000.0,2907282000000.0,2597227600000.0,2922886000000.0,2762575700000.0,2810547500000.0,2844712000000.0,2796262800000.0,2942473600000.0,2790527300000.0,2810715000000.0,2918489300000.0,2834415200000.0,2836924700000.0,2811511000000.0,2834543000000.0
2030.0,2731442200000.0,2865382300000.0,2908664600000.0,2871463200000.0,2850941600000.0,2535413300000.0,2897438800000.0,2726743800000.0,2767306400000.0,2799998300000.0,2755227800000.0,2908949000000.0,2750460200000.0,2787676800000.0,2892837000000.0,2799065600000.0,2784590600000.0,2780880400000.0,2766731200000.0
2031.0,2686490500000.0,2846919200000.0,2862297000000.0,2853276700000.0,2825400000000.0,2466994200000.0,2879908200000.0,2696346600000.0,2721566200000.0,2754879200000.0,2734336500000.0,2897489200000.0,2706409300000.0,2785076300000.0,2870272900000.0,2766893200000.0,2721470700000.0,2737385500000.0,2722288600000.0
2032.0,2641501400000.0,2812834200000.0,2841230000000.0,2840093000000.0,2806069000000.0,2410312600000.0,2850812900000.0,2663045700000.0,2684740700000.0,2701880200000.0,2702712200000.0,2877040400000.0,2659140200000.0,2744276500000.0,2846858400000.0,2739701000000.0,2667037000000.0,2709388500000.0,2692414700000.0
2033.0,2588019500000.0,2778173500000.0,2808554500000.0,2817659800000.0,2786354000000.0,2350368400000.0,2805495500000.0,2616716200000.0,2641254400000.0,2655428500000.0,2661875700000.0,2834521400000.0,2620769400000.0,2712754200000.0,2825198200000.0,2719974200000.0,2620135600000.0,2668996300000.0,2663297600000.0
2034.0,2536104500000.0,2748665800000.0,2781918000000.0,2784846400000.0,2744012000000.0,2290928000000.0,2756243000000.0,2575551400000.0,2589120500000.0,2617206600000.0,2638194100000.0,2798357300000.0,2595192000000.0,2667828700000.0,2788318000000.0,2674724200000.0,2587033900000.0,2632175300000.0,2615667600000.0
2035.0,2480912500000.0,2706423700000.0,2753431600000.0,2761158800000.0,2696777600000.0,2221100000000.0,2714174000000.0,2532645000000.0,2550258000000.0,2591652000000.0,2609783200000.0,2784853200000.0,2558888500000.0,2660013400000.0,2743423500000.0,2664462000000.0,2561850500000.0,2607278500000.0,2564342700000.0
2036.0,2438036000000.0,2667062800000.0,2725235000000.0,2717905800000.0,2641942300000.0,2173531000000.0,2679585400000.0,2485993000000.0,2497223000000.0,2537287600000.0,2577739800000.0,2759605400000.0,2515938800000.0,2640415600000.0,2704257800000.0,2635562700000.0,2514706500000.0,2574293000000.0,2500712000000.0
2037.0,2397364600000.0,2634312600000.0,2702455000000.0,2695795300000.0,2588573000000.0,2101078700000.0,2654415000000.0,2442066000000.0,2437012000000.0,2475220500000.0,2547860600000.0,2750033400000.0,2476853400000.0,2608817800000.0,2651234000000.0,2594826400000.0,2461829400000.0,2520735000000.0,2454989800000.0
2038.0,2341917700000.0,2609017500000.0,2670351600000.0,2666576000000.0,2549940500000.0,2038886000000.0,2631733300000.0,2390595000000.0,2392335000000.0,2415724300000.0,2508421600000.0,2721715600000.0,2430719500000.0,2567795600000.0,2601731200000.0,2569726900000.0,2413734700000.0,2480209100000.0,2405891000000.0
2039.0,2308629900000.0,2566073000000.0,2646383800000.0,2631802600000.0,2526940500000.0,1965611200000.0,2585876500000.0,2323072000000.0,2350743800000.0,2362406300000.0,2459928600000.0,2684537000000.0,2386339000000.0,2552516800000.0,2567974000000.0,2528202200000.0,2378621300000.0,2445297000000.0,2347697000000.0
2040.0,2259409200000.0,2536665300000.0,2586322000000.0,2588555000000.0,2497961300000.0,1920559100000.0,2545424800000.0,2283277000000.0,2305796600000.0,2309230000000.0,2409119600000.0,2676184000000.0,2346985000000.0,2514867000000.0,2515253600000.0,2496563800000.0,2336178000000.0,2397143000000.0,2284126700000.0
2041.0,2209501200000.0,2506167400000.0,2537325300000.0,2561414800000.0,2464058700000.0,1859015700000.0,2497739000000.0,2237503000000.0,2257352700000.0,2265437400000.0,2351005200000.0,2653265600000.0,2312205500000.0,2466572400000.0,2483530200000.0,2460739000000.0,2294195200000.0,2369189300000.0,2244438700000.0
2042.0,2160547300000.0,2468967000000.0,2495903700000.0,2509196200000.0,2439328800000.0,1797695000000.0,2457717400000.0,2206435400000.0,2212698500000.0,2233880500000.0,2318887000000.0,2623351300000.0,2268919200000.0,2443476200000.0,2440122000000.0,2416827400000.0,2254553200000.0,2333987600000.0,2199132000000.0
2043.0,2100972500000.0,2441060300000.0,2462619000000.0,2467766000000.0,2391362200000.0,1732936500000.0,2412572600000.0,2154079000000.0,2173673500000.0,2182363000000.0,2269887000000.0,2584688500000.0,2218037000000.0,2412028400000.0,2425865400000.0,2378066800000.0,2218936500000.0,2288822000000.0,2131456600000.0
2044.0,2049739000000.0,2407147000000.0,2445534000000.0,2422940400000.0,2339185400000.0,1665548700000.0,2330986800000.0,2108905800000.0,2122458100000.0,2125895300000.0,2220532200000.0,2565615600000.0,2176039500000.0,2381124500000.0,2397640300000.0,2337972400000.0,2171275800000.0,2245419300000.0,2078299700000.0
2045.0,2001993500000.0,2382195900000.0,2419834700000.0,2383863000000.0,2285100000000.0,1619267800000.0,2259812400000.0,2060668900000.0,2076212300000.0,2077875400000.0,2177561400000.0,2526798700000.0,2128740100000.0,2354665000000.0,2361757500000.0,2302820000000.0,2133340300000.0,2206965000000.0,2020223900000.0
2046.0,1952964500000.0,2336035700000.0,2363574000000.0,2335153800000.0,2238319700000.0,1566355900000.0,2206753000000.0,2012634000000.0,2029101100000.0,2026286200000.0,2141433000000.0,2485799400000.0,2088755900000.0,2325993000000.0,2320323300000.0,2276099600000.0,2112432900000.0,2165654200000.0,1961957800000.0
2047.0,1920473500000.0,2301408300000.0,2321730800000.0,2280420500000.0,2198020600000.0,1502883700000.0,2146018300000.0,1962378800000.0,1993964700000.0,1971685700000.0,2083627000000.0,2458709000000.0,2012564400000.0,2300812500000.0,2274960000000.0,2231018200000.0,2076355000000.0,2119030700000.0,1916490000000.0
2048.0,1857996500000.0,2270059600000.0,2276519600000.0,2228187300000.0,2143764000000.0,1442584900000.0,2087244100000.0,1921239100000.0,1946835600000.0,1910936400000.0,2046512100000.0,2423025000000.0,1969280400000.0,2258876500000.0,2225044200000.0,2196378900000.0,2041164300000.0,2078410500000.0,1874781800000.0
2049.0,1804658500000.0,2247702600000.0,2221552000000.0,2178413000000.0,2110555800000.0,1378540600000.0,2015540800000.0,1871971200000.0,1886504400000.0,1859044500000.0,2006173900000.0,2380875700000.0,1929516800000.0,2219043700000.0,2172988000000.0,2164499300000.0,2004321600000.0,2039618100000.0,1818933500000.0
2050.0,1766752800000.0,2205186800000.0,2167294500000.0,2137059100000.0,2070175700000.0,1326323000000.0,1943534400000.0,1830570200000.0,1843018900000.0,1814044000000.0,1965019500000.0,2356109000000.0,1875584200000.0,2186840100000.0,2135205500000.0,2124820000000.0,1962614300000.0,1995404600000.0,1767920500000.0
2051.0,1724311100000.0,2164348700000.0,2099246300000.0,2094590000000.0,2018480500000.0,1283146500000.0,1875279300000.0,1788692900000.0,1792230800000.0,1764074200000.0,1927781800000.0,2310003800000.0,1824711900000.0,2143982600000.0,2090025400000.0,2092711300000.0,1922660700000.0,1946477300000.0,1726730900000.0
2052.0,1684356500000.0,2113100200000.0,2052443900000.0,2040419300000.0,1956071300000.0,1228890600000.0,1822064500000.0,1749395200000.0,1734689400000.0,1710091400000.0,1867884500000.0,2267889000000.0,1774617800000.0,2097673300000.0,2033072200000.0,2057968500000.0,1862856300000.0,1903047100000.0,1685208800000.0
2053.0,1642799800000.0,2069474000000.0,1998513500000.0,1985930300000.0,1918481200000.0,1177266600000.0,1758678200000.0,1701775900000.0,1689759100000.0,1664090100000.0,1813975700000.0,2233609200000.0,1741438800000.0,2055828500000.0,1980673200000.0,2027430200000.0,1835759700000.0,1882203200000.0,1654477700000.0
2054.0,1601074000000.0,2038393600000.0,1942385200000.0,1933745200000.0,1895459600000.0,1125227400000.0,1696475900000.0,1675611500000.0,1644865800000.0,1606431800000.0,1785841000000.0,2197485600000.0,1704243000000.0,2004665200000.0,1925147000000.0,1987920300000.0,1801495800000.0,1844411500000.0,1616179800000.0
2055.0,1561892500000.0,2009976800000.0,1905309100000.0,1881486100000.0,1843080700000.0,1074970200000.0,1644472000000.0,1631390400000.0,1601953700000.0,1567554500000.0,1730544400000.0,2154907300000.0,1652010100000.0,1972641900000.0,1870942200000.0,1948732000000.0,1763462500000.0,1803167600000.0,1564997800000.0
2056.0,1529753800000.0,1972358300000.0,1849320800000.0,1818985400000.0,1817306100000.0,1024986400000.0,1589685500000.0,1592582700000.0,1558093900000.0,1530333200000.0,1681337200000.0,2116652800000.0,1602187600000.0,1923365600000.0,1828800800000.0,1916174700000.0,1727905900000.0,1748860700000.0,1517422400000.0
2057.0,1487868900000.0,1933636000000.0,1797104100000.0,1767783700000.0,1766451200000.0,980433500000.0,1538097800000.0,1555208000000.0,1515273800000.0,1473990400000.0,1651034800000.0,2078447600000.0,1571012500000.0,1882764100000.0,1771325900000.0,1880464400000.0,1692098200000.0,1704573000000.0,1483535300000.0
2058.0,1448385400000.0,1897619900000.0,1754450600000.0,1705678100000.0,1727236700000.0,936565340000.0,1490275800000.0,1515479900000.0,1462760600000.0,1421360100000.0,1612976000000.0,2026397100000.0,1522703800000.0,1855253400000.0,1718827400000.0,1837764300000.0,1660694400000.0,1667947800000.0,1445411700000.0
2059.0,1405421100000.0,1855743100000.0,1706902300000.0,1641492400000.0,1684055300000.0,889475560000.0,1434667200000.0,1475399900000.0,1415929100000.0,1373250900000.0,1561996700000.0,1981090400000.0,1481981000000.0,1811138600000.0,1664743100000.0,1796254700000.0,1619451400000.0,1634723300000.0,1412623500000.0
2060.0,1369349600000.0,1811385700000.0,1665665700000.0,1593348300000.0,1648690600000.0,846815360000.0,1384762700000.0,1436651600000.0,1363499500000.0,1321901400000.0,1521961400000.0,1935047800000.0,1446494200000.0,1773712700000.0,1611549100000.0,1762405600000.0,1585797500000.0,1590362200000.0,1380067700000.0
2061.0,1331815400000.0,1767773800000.0,1612618800000.0,1535266900000.0,1605189500000.0,804338340000.0,1344395700000.0,1394898600000.0,1322780300000.0,1272054800000.0,1471279500000.0,1893140300000.0,1400469800000.0,1744338300000.0,1564931400000.0,1705657200000.0,1554725700000.0,1549802100000.0,1336473700000.0
2062.0,1286617700000.0,1742734100000.0,1553058100000.0,1474721600000.0,1558983900000.0,763876200000.0,1304155000000.0,1350732100000.0,1277080800000.0,1229307400000.0,1431074200000.0,1851578800000.0,1353366200000.0,1703852500000.0,1519659300000.0,1681330800000.0,1516991700000.0,1511437900000.0,1289707500000.0
2063.0,1253142200000.0,1716703500000.0,1516611300000.0,1424747500000.0,1537978300000.0,733406800000.0,1259639800000.0,1313000400000.0,1244365500000.0,1185588700000.0,1400136400000.0,1809976500000.0,1313893400000.0,1653737700000.0,1473530000000.0,1649865900000.0,1472981900000.0,1466745500000.0,1250127800000.0
2064.0,1218340800000.0,1690102000000.0,1474892100000.0,1366083000000.0,1498994000000.0,696830700000.0,1219248900000.0,1266786800000.0,1196499000000.0,1143524700000.0,1360911800000.0,1767101300000.0,1280281100000.0,1601576400000.0,1422457600000.0,1623688900000.0,1441746600000.0,1426562200000.0,1216116200000.0
2065.0,1181837200000.0,1664037200000.0,1432984900000.0,1320662000000.0,1456521900000.0,661010640000.0,1177079400000.0,1238491900000.0,1149401800000.0,1096782100000.0,1330287200000.0,1749783800000.0,1226038700000.0,1550629200000.0,1361491300000.0,1589870000000.0,1400522700000.0,1387176500000.0,1181648300000.0
2066.0,1142685200000.0,1629125500000.0,1392238800000.0,1268005700000.0,1419027800000.0,619704600000.0,1138298500000.0,1206249300000.0,1118923000000.0,1055547460000.0,1300352000000.0,1707264000000.0,1177314800000.0,1529659800000.0,1311093400000.0,1552435900000.0,1363496700000.0,1355598300000.0,1146429000000.0
2067.0,1094300400000.0,1598202700000.0,1355182400000.0,1207765600000.0,1380211500000.0,587685560000.0,1103634000000.0,1176445800000.0,1083026100000.0,1021234250000.0,1260837500000.0,1665444000000.0,1142337200000.0,1494000100000.0,1261308000000.0,1524106800000.0,1332915700000.0,1325083300000.0,1109292400000.0
2068.0,1059745100000.0,1567762400000.0,1311938400000.0,1155273000000.0,1328710700000.0,557936150000.0,1063617230000.0,1135388500000.0,1049276840000.0,971935000000.0,1219410300000.0,1629710200000.0,1095525340000.0,1448469100000.0,1211172800000.0,1493453500000.0,1296705900000.0,1295139500000.0,1082830800000.0
2069.0,1024656000000.0,1535656200000.0,1282166800000.0,1102649500000.0,1296972900000.0,523011620000.0,1026150000000.0,1109045000000.0,1010506140000.0,934788600000.0,1190101500000.0,1593560700000.0,1055601300000.0,1415802500000.0,1169144000000.0,1464154300000.0,1271212800000.0,1259635700000.0,1045628850000.0
2070.0,987033240000.0,1510695900000.0,1244416300000.0,1058607900000.0,1265250200000.0,491941360000.0,984240500000.0,1077540600000.0,978959860000.0,902068600000.0,1152881500000.0,1557666200000.0,1015610340000.0,1390652800000.0,1127676600000.0,1407784300000.0,1232455200000.0,1227926900000.0,1015712600000.0
2071.0,947619200000.0,1484567900000.0,1202079800000.0,1008454300000.0,1227317200000.0,462906850000.0,948043600000.0,1046763140000.0,941332900000.0,867591500000.0,1117604000000.0,1519228300000.0,973552100000.0,1356898100000.0,1090905600000.0,1371721200000.0,1198291600000.0,1189961100000.0,980998160000.0
2072.0,911122900000.0,1449811900000.0,1156378000000.0,966375050000.0,1186159400000.0,436407570000.0,911665900000.0,1016176050000.0,910647800000.0,835364300000.0,1083265840000.0,1481855200000.0,935528700000.0,1313881300000.0,1054635400000.0,1343668900000.0,1166811900000.0,1152625100000.0,945674200000.0
2073.0,874577100000.0,1418885600000.0,1128087200000.0,913654900000.0,1155657900000.0,408484500000.0,874382200000.0,991484640000.0,885616500000.0,804398300000.0,1049437860000.0,1446484500000.0,892497950000.0,1281686100000.0,1014647600000.0,1322830300000.0,1135369000000.0,1126378000000.0,911961900000.0
2074.0,844662600000.0,1395832700000.0,1097368340000.0,877981300000.0,1118188100000.0,387165700000.0,842342140000.0,965170560000.0,857741260000.0,775031950000.0,1013321760000.0,1427011100000.0,857748700000.0,1254327500000.0,980781800000.0,1285848400000.0,1104336500000.0,1098797150000.0,879147700000.0
2075.0,811316740000.0,1374145300000.0,1048372200000.0,830161600000.0,1072834200000.0,361966200000.0,810133500000.0,937665360000.0,829091600000.0,747078000000.0,978131750000.0,1405208000000.0,828086700000.0,1211266100000.0,937822600000.0,1247059900000.0,1078064450000.0,1063343600000.0,844689100000.0
2076.0,772522970000.0,1348294400000.0,1016020700000.0,789013860000.0,1036189040000.0,340791400000.0,775376860000.0,904016100000.0,799407500000.0,717041430000.0,946805300000.0,1374241200000.0,793620800000.0,1171044600000.0,898398300000.0,1210270200000.0,1049839700000.0,1033517300000.0,819434200000.0
2077.0,741720200000.0,1322610700000.0,981544100000.0,750363340000.0,1004928900000.0,322047740000.0,743736500000.0,881603000000.0,773514850000.0,684898200000.0,915287300000.0,1344737000000.0,764067200000.0,1137908500000.0,859484000000.0,1187684000000.0,1021441500000.0,1002563040000.0,791074960000.0
2078.0,716602540000.0,1297317800000.0,951245860000.0,717885400000.0,975120200000.0,307893200000.0,714766600000.0,852149340000.0,750453800000.0,659332300000.0,879061100000.0,1306570800000.0,734169660000.0,1101167100000.0,817910800000.0,1165164500000.0,994578200000.0,975908040000.0,763715600000.0
2079.0,684755500000.0,1263232200000.0,917312600000.0,692262400000.0,946406200000.0,291232400000.0,682715100000.0,820893250000.0,721387060000.0,637662100000.0,849139470000.0,1283548000000.0,703941700000.0,1067363300000.0,787035200000.0,1138892100000.0,962022700000.0,945553400000.0,730960170000.0
2080.0,653849850000.0,1230073600000.0,889198150000.0,656459600000.0,904078800000.0,275791900000.0,650686100000.0,795453500000.0,700744200000.0,613124300000.0,821713400000.0,1266202000000.0,677272900000.0,1027631500000.0,754736300000.0,1108190200000.0,937273460000.0,915038000000.0,704067400000.0
2081.0,628268470000.0,1200873300000.0,850536760000.0,625936240000.0,868006700000.0,265764540000.0,621519400000.0,771115900000.0,675234640000.0,585722300000.0,800462000000.0,1241424200000.0,644140400000.0,998255360000.0,717127550000.0,1083732500000.0,907403600000.0,891418050000.0,674135300000.0
2082.0,604105800000.0,1169398000000.0,809626760000.0,595085030000.0,834135100000.0,254107190000.0,588632600000.0,746558260000.0,655522100000.0,566945600000.0,766090900000.0,1211948600000.0,615830800000.0,966082300000.0,686062630000.0,1056759800000.0,884321350000.0,864282350000.0,643462600000.0
2083.0,578567200000.0,1137248300000.0,776272900000.0,564537460000.0,802497900000.0,236921390000.0,559235400000.0,729688500000.0,631265800000.0,542332520000.0,733346140000.0,1181790000000.0,584903400000.0,940330700000.0,650725100000.0,1030043800000.0,858655100000.0,836739400000.0,621532400000.0
2084.0,553093700000.0,1102699600000.0,740404100000.0,535840950000.0,765191300000.0,224726860000.0,533068450000.0,700090940000.0,608769600000.0,516801800000.0,708804100000.0,1147159000000.0,557164800000.0,904049100000.0,621292750000.0,1003177250000.0,834469500000.0,808042200000.0,593838000000.0
2085.0,529680170000.0,1070877500000.0,712752760000.0,509151380000.0,736838550000.0,213356630000.0,508958830000.0,677651500000.0,585421300000.0,492299520000.0,682768470000.0,1112481900000.0,534007220000.0,874980600000.0,593213260000.0,978669860000.0,813926000000.0,784104800000.0,564230750000.0
2086.0,507452720000.0,1047876200000.0,678480300000.0,489673620000.0,711243700000.0,202874930000.0,482420460000.0,654398650000.0,560543370000.0,468215400000.0,656888400000.0,1082448100000.0,503868230000.0,841626160000.0,571097740000.0,958364060000.0,790576560000.0,755475400000.0,532992560000.0
2087.0,488767260000.0,1021762900000.0,645084300000.0,468481380000.0,685433550000.0,189654100000.0,458593240000.0,630851500000.0,540883350000.0,444862760000.0,629383230000.0,1050729050000.0,479868200000.0,819888000000.0,541460800000.0,941912600000.0,768293400000.0,733204700000.0,508219880000.0
