time,GFDL-CM3,GISS-E2-R,CNRM-CM5,MPI-ESM-LR,CSIRO-MK3-6-0,CANESM2,CESM1-CAM5,GFDL-ESM2G,CCSM4,NORESM1-M,IPSL-CM5A-LR
2047.0,102153770000.0,102987270000.0,102526400000.0,102975650000.0,103149300000.0,102683615000.0,99754920000.0,102915560000.0,102909575000.0,102740570000.0,102166730000.0
2048.0,101964910000.0,102852890000.0,102621340000.0,102811530000.0,102994880000.0,102479130000.0,99376030000.0,102815370000.0,102855910000.0,102672670000.0,102065370000.0
2049.0,101829710000.0,102774415000.0,102412780000.0,102753755000.0,102923190000.0,102388170000.0,99001260000.0,102714106000.0,102742690000.0,102568894000.0,101869660000.0
2050.0,101694210000.0,102666805000.0,102245940000.0,102654110000.0,102886556000.0,102284490000.0,98711550000.0,102651710000.0,102740320000.0,102467300000.0,101618600000.0
2051.0,101596250000.0,102495945000.0,102236140000.0,102537160000.0,102760720000.0,102140990000.0,98282670000.0,102563640000.0,102601860000.0,102380180000.0,101370010000.0
2052.0,101417930000.0,102374200000.0,102009530000.0,102424180000.0,102721970000.0,102014340000.0,97811380000.0,102482340000.0,102566950000.0,102254320000.0,101270630000.0
2053.0,101241725000.0,102261430000.0,101830074000.0,102354820000.0,102672590000.0,101852990000.0,97292300000.0,102416710000.0,102391660000.0,102136490000.0,101071000000.0
2054.0,101048230000.0,102218660000.0,101687650000.0,102242484000.0,102545660000.0,101599370000.0,96694936000.0,102272336000.0,102297850000.0,101974830000.0,100973265000.0
2055.0,100775120000.0,102033030000.0,101553560000.0,102106320000.0,102477095000.0,101508555000.0,96199410000.0,102224150000.0,102133965000.0,101880600000.0,100687600000.0
2056.0,100455090000.0,101893276000.0,101375830000.0,101977690000.0,102356510000.0,101385080000.0,95547510000.0,102145980000.0,102033350000.0,101812216000.0,100433854000.0
2057.0,100201700000.0,101745476000.0,101289400000.0,101839490000.0,102192415000.0,101255530000.0,95053290000.0,101986180000.0,101861340000.0,101659690000.0,100155470000.0
2058.0,99740420000.0,101652030000.0,101112540000.0,101709685000.0,102507045000.0,101083500000.0,94638020000.0,101910176000.0,101803565000.0,101509276000.0,99956530000.0
2059.0,99457210000.0,101516394000.0,100903510000.0,101535420000.0,102063520000.0,100894320000.0,94105230000.0,101863960000.0,101650480000.0,101310400000.0,99747450000.0
2060.0,99204130000.0,101507520000.0,100705730000.0,101423030000.0,101908310000.0,100774500000.0,93557370000.0,101727265000.0,101467120000.0,101209465000.0,99403810000.0
2061.0,98918020000.0,101600350000.0,100840010000.0,101250430000.0,101793140000.0,100499680000.0,92985680000.0,101634830000.0,101346130000.0,100941830000.0,99114440000.0
2062.0,98631680000.0,101402730000.0,100933304000.0,101060140000.0,101773720000.0,100621160000.0,92394750000.0,101563680000.0,101175700000.0,100821170000.0,99006505000.0
2063.0,98328175000.0,101061530000.0,100344510000.0,100890130000.0,101930360000.0,100274184000.0,91777290000.0,101645250000.0,101270700000.0,100676080000.0,98876880000.0
2064.0,98069820000.0,100878885000.0,100067180000.0,100764420000.0,101582954000.0,100355780000.0,90946314000.0,101411045000.0,100980370000.0,100466385000.0,98694560000.0
2065.0,97841200000.0,100760330000.0,99829290000.0,100563140000.0,101380280000.0,100092445000.0,90236210000.0,101287300000.0,100847985000.0,100340030000.0,98339810000.0
2066.0,97541145000.0,100822910000.0,100040960000.0,100794590000.0,101250300000.0,99895280000.0,89469440000.0,101126275000.0,100763460000.0,100110190000.0,98292240000.0
2067.0,97253840000.0,100602100000.0,99573015000.0,100433035000.0,101178835000.0,99734430000.0,88789115000.0,101000190000.0,101010694000.0,99882164000.0,98149490000.0
2068.0,96934160000.0,100496060000.0,99384000000.0,100179520000.0,101016270000.0,100030824000.0,87819936000.0,100854505000.0,100596810000.0,99691960000.0,98147530000.0
2069.0,96631730000.0,100264220000.0,99639810000.0,99972590000.0,100876520000.0,99392760000.0,87207680000.0,100774940000.0,101082220000.0,99466470000.0,97489240000.0
2070.0,96270860000.0,100166120000.0,99643470000.0,99909980000.0,100821870000.0,99202450000.0,86560285000.0,100630970000.0,100371010000.0,99291430000.0,97215970000.0
2071.0,95967870000.0,100020510000.0,99038100000.0,99633200000.0,100874210000.0,99010440000.0,85778110000.0,100534600000.0,100191020000.0,99286974000.0,96895180000.0
2072.0,95630524000.0,99969245000.0,98909650000.0,99467460000.0,101041540000.0,98801660000.0,85206630000.0,100370180000.0,100013460000.0,98967660000.0,96619180000.0
2073.0,95112250000.0,99644550000.0,98806090000.0,99346596000.0,100683400000.0,98533786000.0,84370730000.0,100170970000.0,99810130000.0,98801550000.0,96333660000.0
2074.0,94988030000.0,99490440000.0,98465000000.0,99117550000.0,100412330000.0,98281130000.0,83754120000.0,100212940000.0,99679494000.0,98557930000.0,96105750000.0
2075.0,94549620000.0,99317430000.0,98239865000.0,98913124000.0,100222800000.0,98485220000.0,82374420000.0,99918890000.0,99474060000.0,98309390000.0,95586796000.0
2076.0,94164754000.0,99477790000.0,98266055000.0,98753225000.0,100078030000.0,98129570000.0,81701675000.0,99910380000.0,99342110000.0,98090370000.0,95218430000.0
2077.0,93757160000.0,99149636000.0,97798540000.0,98563960000.0,100236480000.0,98019150000.0,81183280000.0,99650100000.0,99138240000.0,97930180000.0,94971800000.0
2078.0,93344290000.0,98927720000.0,97571080000.0,98260615000.0,99811750000.0,97950590000.0,80381040000.0,99448680000.0,99089056000.0,97715320000.0,94565100000.0
2079.0,93264585000.0,98782130000.0,97364380000.0,98031900000.0,99590900000.0,97671586000.0,79672260000.0,99311680000.0,98883010000.0,97468020000.0,94911710000.0
2080.0,92857010000.0,98563970000.0,98199710000.0,98171920000.0,99472744000.0,97357430000.0,78999270000.0,99335815000.0,98692055000.0,97409420000.0,94112375000.0
2081.0,92636210000.0,98323480000.0,97308230000.0,97689170000.0,99444820000.0,97146110000.0,78194980000.0,99098345000.0,98549285000.0,97161010000.0,93673670000.0
2082.0,91991070000.0,98110630000.0,96776225000.0,97413700000.0,99366355000.0,96953565000.0,77490495000.0,98924760000.0,98350980000.0,96893430000.0,93431160000.0
2083.0,91476560000.0,97778655000.0,97006650000.0,97226785000.0,99149390000.0,96993050000.0,76655305000.0,98774560000.0,98228860000.0,96564710000.0,93034970000.0
2084.0,91083500000.0,98239680000.0,96177730000.0,96956430000.0,99024320000.0,96655930000.0,75884400000.0,98960515000.0,98013400000.0,96308170000.0,92646285000.0
2085.0,90226250000.0,97830550000.0,95822480000.0,96715910000.0,98815940000.0,96452020000.0,75210770000.0,98527700000.0,97746390000.0,96110820000.0,92299810000.0
2086.0,89714100000.0,97640240000.0,95660280000.0,96539165000.0,98548600000.0,96100650000.0,74427180000.0,98304060000.0,97521080000.0,95902130000.0,91798815000.0
2087.0,89247350000.0,97660715000.0,95759204000.0,96322370000.0,98348790000.0,95927600000.0,73659730000.0,98412590000.0,97225744000.0,95600665000.0,91498920000.0
2088.0,88880280000.0,97671670000.0,95173310000.0,96472880000.0,98162070000.0,95456080000.0,72779555000.0,98571700000.0,96961860000.0,95332295000.0,91144330000.0
2089.0,88228930000.0,97231180000.0,94981770000.0,95944280000.0,97984190000.0,95108220000.0,72198820000.0,98123284000.0,96691315000.0,95010800000.0,90648010000.0
2090.0,87915940000.0,97051550000.0,94670810000.0,95726570000.0,97799690000.0,95023190000.0,71652630000.0,97949380000.0,96458820000.0,94720950000.0,90303960000.0
2091.0,87485350000.0,96889940000.0,94379140000.0,95554940000.0,97612780000.0,95134860000.0,71000450000.0,97739350000.0,96219726000.0,94503350000.0,90259550000.0
2092.0,87362480000.0,96778320000.0,94025330000.0,95273860000.0,97467360000.0,94685480000.0,70455290000.0,97550246000.0,96049590000.0,94169020000.0,89640350000.0
2093.0,86974505000.0,96626600000.0,96351126000.0,95021750000.0,97311890000.0,94680285000.0,69911460000.0,97569200000.0,95696370000.0,93885840000.0,89275160000.0
2094.0,86449560000.0,96455040000.0,94085680000.0,95002320000.0,97215600000.0,94046650000.0,69211530000.0,97280030000.0,95422054000.0,93690620000.0,88995550000.0
2095.0,85994510000.0,96223360000.0,93667400000.0,94623430000.0,96938860000.0,93684154000.0,68681884000.0,97046840000.0,95404106000.0,93470580000.0,88604580000.0
2096.0,85413090000.0,95978660000.0,93927190000.0,94370570000.0,96772010000.0,93463510000.0,68135354000.0,96888340000.0,95131440000.0,93214550000.0,89074835000.0
2097.0,84917750000.0,95743850000.0,93448420000.0,94183840000.0,97542020000.0,93216555000.0,67751070000.0,96761725000.0,95293350000.0,92917550000.0,88228950000.0
2098.0,84319670000.0,95600440000.0,93396550000.0,93991625000.0,96979700000.0,93291420000.0,67139965000.0,96531440000.0,94834580000.0,92641370000.0,87822440000.0
2099.0,83931030000.0,95435194000.0,92825090000.0,93796114000.0,96291820000.0,92686380000.0,66445595000.0,97325760000.0,94468874000.0,92368090000.0,92575695000.0
2100.0,83476450000.0,95382225000.0,92857930000.0,93639660000.0,96096570000.0,92392780000.0,65718313000.0,96357966000.0,96621950000.0,92062380000.0,87446440000.0
