time,MPI-ESM-LR,GISS-E2-R,CNRM-CM5,GFDL-CM3,CANESM2,CSIRO-MK3-6-0,CCSM4,IPSL-CM5A-LR,NORESM1-M,GFDL-ESM2G
2031.0,103877575000.0,103828200000.0,103689890000.0,103654605000.0,103726910000.0,103882250000.0,104103010000.0,104265820000.0,103724570000.0,103728230000.0
2032.0,103812660000.0,103746360000.0,103615960000.0,103599040000.0,103738660000.0,103841020000.0,104003430000.0,103960340000.0,103654280000.0,103704010000.0
2033.0,103757110000.0,103808180000.0,103629790000.0,103534170000.0,103651566000.0,103779650000.0,103890170000.0,103885850000.0,103618350000.0,103651500000.0
2034.0,103702210000.0,103650420000.0,103524700000.0,103533535000.0,103572290000.0,103741660000.0,103888100000.0,103869104000.0,103532945000.0,103654820000.0
2035.0,103705870000.0,103702320000.0,103621870000.0,103472030000.0,103518290000.0,103690520000.0,103792480000.0,103801650000.0,103498330000.0,103560660000.0
2036.0,103720280000.0,103652160000.0,103400430000.0,103410850000.0,103517910000.0,103672620000.0,103804340000.0,103714456000.0,103414190000.0,103582900000.0
2037.0,103729455000.0,103536075000.0,103334035000.0,103355100000.0,103430570000.0,103865410000.0,103699410000.0,103683875000.0,103364860000.0,103507804000.0
2038.0,103526030000.0,103447880000.0,103248920000.0,103251050000.0,103386980000.0,103581270000.0,103615190000.0,103608260000.0,103321160000.0,103407180000.0
2039.0,103466990000.0,103410660000.0,103142580000.0,103189720000.0,103273260000.0,103533220000.0,103666970000.0,103570506000.0,103245870000.0,103531550000.0
2040.0,103409320000.0,103371720000.0,103019340000.0,103088595000.0,103178450000.0,103528170000.0,103677890000.0,103495740000.0,103208230000.0,103303950000.0
2041.0,103323030000.0,103292580000.0,103069100000.0,102994680000.0,103085170000.0,103403430000.0,103579664000.0,103431635000.0,103123640000.0,103194214000.0
2042.0,103502500000.0,103224050000.0,102844430000.0,102886750000.0,102948600000.0,103392035000.0,103445610000.0,103352476000.0,103089550000.0,103133725000.0
2043.0,103283925000.0,103140950000.0,102699650000.0,102777550000.0,102865010000.0,103272420000.0,103373770000.0,103242540000.0,102962930000.0,103093420000.0
2044.0,103109480000.0,103047910000.0,102594830000.0,102612976000.0,102751625000.0,103180740000.0,103324550000.0,103165140000.0,102918090000.0,102996310000.0
2045.0,103037270000.0,102872605000.0,102454370000.0,102485290000.0,102643130000.0,103063765000.0,103242920000.0,103174190000.0,102766930000.0,102903830000.0
2046.0,102942190000.0,102734590000.0,102411395000.0,102298900000.0,102431660000.0,103002640000.0,103324060000.0,103189370000.0,102754580000.0,102787670000.0
2047.0,102859310000.0,102618240000.0,102441484000.0,102136380000.0,102426120000.0,102976730000.0,103091940000.0,102950770000.0,102553380000.0,102661730000.0
2048.0,102775400000.0,102459040000.0,102084100000.0,101925840000.0,102136190000.0,102920180000.0,103035100000.0,102869746000.0,102460990000.0,102507540000.0
2049.0,102603830000.0,102274850000.0,102867520000.0,101754740000.0,101942910000.0,102896950000.0,102923620000.0,102799294000.0,102352650000.0,102442230000.0
2050.0,102469810000.0,102167585000.0,102004030000.0,101485180000.0,101823810000.0,102749070000.0,102853590000.0,102677510000.0,102241410000.0,102342590000.0
2051.0,102324600000.0,102104880000.0,101843750000.0,101290100000.0,102276860000.0,102685114000.0,102751810000.0,102571200000.0,102111175000.0,102187100000.0
2052.0,102216680000.0,102145390000.0,101666570000.0,101013970000.0,102097860000.0,102622830000.0,102678120000.0,102384450000.0,101911085000.0,102111390000.0
2053.0,102109310000.0,101975950000.0,101382500000.0,100760410000.0,101576370000.0,102545430000.0,102588780000.0,102259800000.0,101767274000.0,102370880000.0
2054.0,101914000000.0,102162784000.0,101188050000.0,100573060000.0,101505050000.0,102437490000.0,102469320000.0,102119990000.0,101609440000.0,102106430000.0
2055.0,102432540000.0,101786250000.0,101504170000.0,100376050000.0,101203220000.0,102359080000.0,102361080000.0,102034596000.0,101543420000.0,102184940000.0
2056.0,101801690000.0,101589280000.0,100887680000.0,100035854000.0,100860790000.0,102301510000.0,102394580000.0,101893734000.0,101363750000.0,101899110000.0
2057.0,101606730000.0,101486240000.0,100763050000.0,99647570000.0,100718660000.0,102181020000.0,102161300000.0,101691800000.0,101155090000.0,101728350000.0
2058.0,101463320000.0,101371450000.0,100366420000.0,99289530000.0,100498964000.0,102013520000.0,101993150000.0,101484600000.0,100958400000.0,101564645000.0
2059.0,101398230000.0,101401080000.0,100114070000.0,98785060000.0,100312590000.0,101870590000.0,101894070000.0,101270430000.0,100873675000.0,101399980000.0
2060.0,101261580000.0,101044690000.0,99832970000.0,98359550000.0,99979870000.0,101757256000.0,101796280000.0,101031576000.0,100602634000.0,101228380000.0
2061.0,101106295000.0,100795105000.0,99611830000.0,97903110000.0,99698850000.0,101629480000.0,101671750000.0,100764470000.0,100459680000.0,101103040000.0
2062.0,100858960000.0,100684370000.0,99172475000.0,97778794000.0,99510660000.0,101462870000.0,101621010000.0,100616120000.0,100285680000.0,100984865000.0
2063.0,100651155000.0,100505540000.0,98795190000.0,97430170000.0,99250790000.0,101357855000.0,101446570000.0,100374225000.0,100060160000.0,100830050000.0
2064.0,100462270000.0,100281620000.0,98447260000.0,96827286000.0,99004480000.0,101184315000.0,101256300000.0,100024300000.0,99733690000.0,100654680000.0
2065.0,100231210000.0,100087390000.0,98134060000.0,96433120000.0,98719250000.0,101092910000.0,101040350000.0,99710700000.0,99451330000.0,100499680000.0
2066.0,99980616000.0,99811250000.0,97828954000.0,95997340000.0,98443030000.0,101123580000.0,100868780000.0,99502040000.0,99289310000.0,100376340000.0
2067.0,99779854000.0,99550490000.0,97647800000.0,95301850000.0,98720240000.0,100863460000.0,100741340000.0,99665180000.0,98954800000.0,100183950000.0
2068.0,99539080000.0,99394700000.0,97428940000.0,94775810000.0,98012865000.0,100676300000.0,100578580000.0,99089760000.0,98645310000.0,100594885000.0
2069.0,99243640000.0,99049340000.0,97043554000.0,94230950000.0,97396640000.0,100469120000.0,100407820000.0,98751900000.0,98321500000.0,100046365000.0
2070.0,99080610000.0,98871280000.0,96650550000.0,93641580000.0,97899676000.0,100225070000.0,100199840000.0,98525050000.0,98031680000.0,100107390000.0
2071.0,98887200000.0,98723840000.0,96557350000.0,93019760000.0,97409830000.0,100003226000.0,99994140000.0,98189190000.0,97672740000.0,99782115000.0
2072.0,98575660000.0,98576430000.0,96139700000.0,92363610000.0,96436430000.0,99811440000.0,99751625000.0,97825825000.0,97351385000.0,99559380000.0
2073.0,98297530000.0,98449340000.0,95901120000.0,91964540000.0,95892420000.0,99597010000.0,99553460000.0,97407520000.0,96993490000.0,99392700000.0
2074.0,98107870000.0,98285110000.0,95448154000.0,91568955000.0,95459170000.0,99344960000.0,99343810000.0,97025390000.0,96552640000.0,99245420000.0
2075.0,97715700000.0,98350190000.0,95024880000.0,90139410000.0,95222840000.0,99307660000.0,99117335000.0,97250590000.0,96159965000.0,99050930000.0
2076.0,97431750000.0,97767710000.0,94659220000.0,89515950000.0,94774575000.0,98953355000.0,98836636000.0,96344350000.0,95736400000.0,98790540000.0
2077.0,97072200000.0,97392600000.0,94223650000.0,88877790000.0,94307170000.0,98701790000.0,98710510000.0,96050690000.0,95307400000.0,98598110000.0
2078.0,96839950000.0,97042890000.0,93900610000.0,88282150000.0,93825430000.0,98656756000.0,98507780000.0,95562150000.0,95070840000.0,98277474000.0
2079.0,96556840000.0,96674610000.0,93263500000.0,87630840000.0,93311890000.0,98164400000.0,98278170000.0,95182790000.0,94616350000.0,98143035000.0
2080.0,96172600000.0,96250560000.0,92904235000.0,86860760000.0,92828140000.0,97873790000.0,97899460000.0,94699720000.0,94172570000.0,97888400000.0
2081.0,95860335000.0,96035160000.0,92533450000.0,86149880000.0,92364860000.0,97773650000.0,97717174000.0,94570070000.0,93801170000.0,97684230000.0
2082.0,95545780000.0,95603370000.0,92069765000.0,85346980000.0,91850870000.0,97408550000.0,97514240000.0,94334214000.0,93362455000.0,97403230000.0
2083.0,95260880000.0,95369070000.0,91932170000.0,84747846000.0,91279730000.0,97182490000.0,97369630000.0,93919090000.0,92978620000.0,97272940000.0
2084.0,94906200000.0,95378700000.0,92453460000.0,83992570000.0,90786590000.0,96674130000.0,97140376000.0,93545210000.0,92453950000.0,97340080000.0
2085.0,94434900000.0,94782690000.0,91146850000.0,83181780000.0,90315480000.0,96278080000.0,96840220000.0,92884435000.0,92111540000.0,96913965000.0
2086.0,94108580000.0,94735565000.0,90509870000.0,82634110000.0,89703200000.0,95965490000.0,96646480000.0,92253870000.0,91638930000.0,96739740000.0
2087.0,93813270000.0,96177350000.0,89915270000.0,82160976000.0,89257345000.0,95694480000.0,96269664000.0,92240990000.0,91253826000.0,96550715000.0
2088.0,93357820000.0,94920760000.0,89494405000.0,81447040000.0,89427430000.0,95437430000.0,95944030000.0,91868010000.0,90733110000.0,96315950000.0
2089.0,92953340000.0,94519280000.0,89069090000.0,80853380000.0,88278794000.0,95071535000.0,95564500000.0,91216820000.0,90169540000.0,96059790000.0
2090.0,92552240000.0,93644040000.0,88542850000.0,80072390000.0,88192510000.0,94624240000.0,95159520000.0,90800370000.0,89619956000.0,95793510000.0
2091.0,92270120000.0,93297020000.0,87872720000.0,79376870000.0,86982525000.0,94057570000.0,94680424000.0,90448036000.0,89136400000.0,95571740000.0
2092.0,91847540000.0,92945610000.0,87205200000.0,78616590000.0,86465710000.0,93642380000.0,94358610000.0,89777250000.0,88659530000.0,95358940000.0
2093.0,91583220000.0,92529890000.0,86816720000.0,77974700000.0,85646970000.0,93216280000.0,94089200000.0,89336080000.0,88106790000.0,95031845000.0
2094.0,91215405000.0,91971760000.0,86128930000.0,77132850000.0,85078840000.0,92722940000.0,93731140000.0,88617484000.0,87582580000.0,94770760000.0
2095.0,90650034000.0,91527045000.0,85439820000.0,76260516000.0,83905740000.0,92539765000.0,93357610000.0,87888900000.0,86465280000.0,94521520000.0
2096.0,90063840000.0,91124780000.0,84814730000.0,75409690000.0,83202040000.0,91989300000.0,92901240000.0,86787640000.0,85863810000.0,94303780000.0
2097.0,89657550000.0,91137840000.0,84091360000.0,74476650000.0,82673030000.0,91571330000.0,92641090000.0,86336290000.0,85296680000.0,94002070000.0
2098.0,89324430000.0,90497480000.0,84096440000.0,73642620000.0,82014030000.0,91067425000.0,92266810000.0,85550410000.0,84691720000.0,93734820000.0
2099.0,88891180000.0,90253100000.0,83553485000.0,72791960000.0,81225400000.0,91114580000.0,91767900000.0,84700420000.0,84058010000.0,93429015000.0
2100.0,88515750000.0,89622560000.0,82923400000.0,71717220000.0,81135960000.0,89809020000.0,91384500000.0,84357644000.0,83556250000.0,93190140000.0
