time,CSIRO-MK3-6-0,CESM1-CAM5,GFDL-ESM2G,IPSL-CM5A-LR,NORESM1-M,CCSM4,GFDL-CM3,GISS-E2-R
2000.0,104715790000.0,104715790000.0,104715790000.0,104715790000.0,104715790000.0,104715790000.0,104715790000.0,104715790000.0
2001.0,104671584000.0,104671584000.0,104671584000.0,104671584000.0,104671584000.0,104671584000.0,104671584000.0,104671584000.0
2002.0,104648180000.0,104648180000.0,104648180000.0,104648180000.0,104648180000.0,104648180000.0,104648180000.0,104648180000.0
2003.0,104614090000.0,104614090000.0,104614090000.0,104614090000.0,104614090000.0,104614090000.0,104614090000.0,104614090000.0
2004.0,104580735000.0,104580735000.0,104580735000.0,104580735000.0,104580735000.0,104580735000.0,104580735000.0,104580735000.0
2005.0,104738290000.0,104738290000.0,104738290000.0,104738290000.0,104738290000.0,104738290000.0,104738290000.0,104738290000.0
2006.0,104588700000.0,104588700000.0,104588700000.0,104588700000.0,104588700000.0,104588700000.0,104588700000.0,104588700000.0
2007.0,104812050000.0,104812050000.0,104812050000.0,104812050000.0,104812050000.0,104812050000.0,104812050000.0,104812050000.0
2008.0,104588650000.0,104588650000.0,104588650000.0,104588650000.0,104588650000.0,104588650000.0,104588650000.0,104588650000.0
2009.0,104504074000.0,104504074000.0,104504074000.0,104504074000.0,104504074000.0,104504074000.0,104504074000.0,104504074000.0
2010.0,104435670000.0,104435670000.0,104435670000.0,104435670000.0,104435670000.0,104435670000.0,104435670000.0,104435670000.0
2011.0,104394280000.0,104394280000.0,104394280000.0,104394280000.0,104394280000.0,104394280000.0,104394280000.0,104394280000.0
2012.0,104335190000.0,104335190000.0,104335190000.0,104335190000.0,104335190000.0,104335190000.0,104335190000.0,104335190000.0
2013.0,104274290000.0,104274290000.0,104274290000.0,104274290000.0,104274290000.0,104274290000.0,104274290000.0,104274290000.0
2014.0,105788550000.0,105788550000.0,105788550000.0,105788550000.0,105788550000.0,105788550000.0,105788550000.0,105788550000.0
2015.0,104383060000.0,104383060000.0,104383060000.0,104383060000.0,104383060000.0,104383060000.0,104383060000.0,104383060000.0
2016.0,104242980000.0,104242980000.0,104242980000.0,104242980000.0,104242980000.0,104242980000.0,104242980000.0,104242980000.0
2017.0,104229290000.0,104229290000.0,104229290000.0,104229290000.0,104229290000.0,104229290000.0,104229290000.0,104229290000.0
2018.0,104234140000.0,104234140000.0,104234140000.0,104234140000.0,104234140000.0,104234140000.0,104234140000.0,104234140000.0
2019.0,104291320000.0,104291320000.0,104291320000.0,104291320000.0,104291320000.0,104291320000.0,104291320000.0,104291320000.0
2020.0,104354210000.0,104354210000.0,104354210000.0,104354210000.0,104354210000.0,104354210000.0,104354210000.0,104354210000.0
2021.0,104221820000.0,104160330000.0,104399340000.0,104206530000.0,104196870000.0,104271550000.0,104189534000.0,104712000000.0
2022.0,104188180000.0,104082160000.0,104314044000.0,104425955000.0,104242880000.0,104211280000.0,104156460000.0,104359720000.0
2023.0,104135810000.0,104034200000.0,104171450000.0,104129765000.0,104100850000.0,104345305000.0,104102350000.0,104206385000.0
2024.0,104249010000.0,103948575000.0,104116310000.0,104097850000.0,104108210000.0,104134910000.0,104078510000.0,104160790000.0
2025.0,104097890000.0,103845910000.0,104039560000.0,104034040000.0,104059910000.0,104103690000.0,104037490000.0,104114610000.0
2026.0,104058260000.0,103747355000.0,104034050000.0,104190510000.0,104001560000.0,104005540000.0,103982500000.0,104399950000.0
2027.0,104005650000.0,103697580000.0,103961300000.0,104185410000.0,103968820000.0,103983374000.0,103912220000.0,104143550000.0
2028.0,103947870000.0,103597090000.0,103937155000.0,104266920000.0,103892280000.0,103938195000.0,103845030000.0,104165695000.0
2029.0,104041325000.0,103497680000.0,103902630000.0,104138620000.0,103842054000.0,103871860000.0,103798686000.0,104038140000.0
2030.0,103984610000.0,103400480000.0,103968000000.0,104026980000.0,103770450000.0,103823200000.0,103734380000.0,104751055000.0
2031.0,103894420000.0,103283940000.0,103890630000.0,104216030000.0,103799330000.0,103868326000.0,103698270000.0,104072170000.0
2032.0,103996850000.0,103202740000.0,103778640000.0,103962350000.0,103749210000.0,103769840000.0,103630960000.0,103968030000.0
2033.0,103823640000.0,103098745000.0,103795155000.0,103852245000.0,103692940000.0,103709704000.0,103586020000.0,103893910000.0
2034.0,103755690000.0,102992730000.0,103761625000.0,103826210000.0,103705750000.0,103816176000.0,103496606000.0,103861440000.0
2035.0,103709426000.0,102861726000.0,103711410000.0,103714060000.0,103617330000.0,103651340000.0,103425380000.0,103845270000.0
2036.0,103715955000.0,102771950000.0,103650000000.0,103662650000.0,103553600000.0,103610270000.0,103329480000.0,103807975000.0
2037.0,103692720000.0,102562200000.0,103604120000.0,103594420000.0,103468474000.0,103534830000.0,103233905000.0,103751770000.0
2038.0,103628920000.0,102395500000.0,103550560000.0,103912770000.0,103376120000.0,103608705000.0,103184670000.0,103717530000.0
2039.0,103541105000.0,102189154000.0,103492350000.0,103574600000.0,103453130000.0,103413210000.0,103054230000.0,103670360000.0
2040.0,103453245000.0,101959650000.0,103719000000.0,103502550000.0,103334085000.0,103346766000.0,102971250000.0,103601460000.0
2041.0,103427600000.0,101769224000.0,103441916000.0,103494750000.0,103216300000.0,103311590000.0,102868850000.0,103588135000.0
2042.0,103372360000.0,101550400000.0,103364250000.0,103462220000.0,103132850000.0,103198760000.0,102800540000.0,103594620000.0
2043.0,103474390000.0,101274214000.0,103349860000.0,103384310000.0,103046790000.0,103146790000.0,102696190000.0,104137130000.0
2044.0,103244150000.0,101226050000.0,103277980000.0,103377970000.0,102950600000.0,103053510000.0,102599630000.0,103851630000.0
2045.0,103176740000.0,100997644000.0,103165200000.0,103304320000.0,102953640000.0,102922790000.0,102553060000.0,103671005000.0
2046.0,103088650000.0,100631675000.0,103381750000.0,103218274000.0,102794660000.0,102826620000.0,102398920000.0,103530850000.0
2047.0,103024484000.0,100272150000.0,103279440000.0,103111190000.0,102700450000.0,102834050000.0,102323850000.0,103476850000.0
2048.0,102966270000.0,99866170000.0,103090880000.0,103020080000.0,102523390000.0,102753810000.0,102203570000.0,103419840000.0
2049.0,102947480000.0,99689290000.0,103024070000.0,102944020000.0,102805290000.0,102608620000.0,102045884000.0,103295220000.0
2050.0,102831860000.0,99366260000.0,102986360000.0,102861455000.0,102483670000.0,102515080000.0,101982814000.0,103250360000.0
2051.0,102986160000.0,98920620000.0,102869600000.0,102888145000.0,102494175000.0,102407940000.0,101816180000.0,103219150000.0
2052.0,102712190000.0,98459680000.0,102811845000.0,102906315000.0,102315190000.0,102291710000.0,101676880000.0,103188820000.0
2053.0,102593680000.0,97975540000.0,102725240000.0,102680780000.0,102184350000.0,102108100000.0,101458035000.0,103499040000.0
2054.0,102506504000.0,97653090000.0,102656040000.0,102533020000.0,102107020000.0,101945350000.0,101296030000.0,103157300000.0
2055.0,102351120000.0,97264706000.0,102527664000.0,102457720000.0,101998280000.0,101794590000.0,101108590000.0,103130640000.0
2056.0,102312660000.0,96806320000.0,102447130000.0,102376630000.0,101848924000.0,101648660000.0,100935600000.0,103110470000.0
2057.0,102350370000.0,96256160000.0,102400490000.0,102567720000.0,101633860000.0,101645074000.0,100713260000.0,103052360000.0
2058.0,102144100000.0,96268430000.0,102205340000.0,102399980000.0,101533655000.0,101455920000.0,100501250000.0,102975150000.0
2059.0,102017810000.0,95674820000.0,102109086000.0,102084430000.0,101355010000.0,101284800000.0,100220380000.0,102896165000.0
2060.0,102070350000.0,95192380000.0,102043930000.0,101917024000.0,101156450000.0,101112210000.0,99965610000.0,102817554000.0
2061.0,101901550000.0,94636696000.0,101922430000.0,102050220000.0,101038600000.0,100926470000.0,99768800000.0,102764540000.0
2062.0,101816800000.0,94021760000.0,101759090000.0,102386820000.0,100933706000.0,100678910000.0,99503096000.0,102610940000.0
2063.0,101699300000.0,93523840000.0,101584030000.0,101673820000.0,100664205000.0,100544800000.0,99237780000.0,102484330000.0
2064.0,101608956000.0,92808060000.0,101749110000.0,101351285000.0,100461440000.0,100352240000.0,98893380000.0,102466120000.0
