time,CSIRO-MK3-6-0,CESM1-CAM5,GFDL-ESM2G,IPSL-CM5A-LR,NORESM1-M,CCSM4,GFDL-CM3,GISS-E2-R
2065.0,101539200000.0,92223260000.0,101390610000.0,101162140000.0,100256110000.0,100113740000.0,98492930000.0,102497500000.0
2066.0,101330560000.0,91460220000.0,101207510000.0,101016310000.0,100069840000.0,99896460000.0,98349590000.0,102482120000.0
2067.0,101167640000.0,90732520000.0,101150720000.0,100777880000.0,99814540000.0,99732960000.0,98029290000.0,102429880000.0
2068.0,101135920000.0,89956160000.0,101084640000.0,100653790000.0,99587060000.0,99495130000.0,97655644000.0,102273835000.0
2069.0,101081710000.0,89256935000.0,100878050000.0,100390170000.0,99382575000.0,99280980000.0,97415700000.0,102070346000.0
2070.0,100907800000.0,88350966000.0,100729230000.0,100346030000.0,99564550000.0,99077480000.0,97215300000.0,101895900000.0
2071.0,100828530000.0,87675470000.0,100546880000.0,100564430000.0,98954680000.0,98901450000.0,96879660000.0,101782040000.0
2072.0,100691075000.0,86939210000.0,100438380000.0,99950900000.0,98777694000.0,98738190000.0,96567110000.0,102960200000.0
2073.0,100566385000.0,86961060000.0,100281670000.0,99633720000.0,99121200000.0,98564506000.0,96198975000.0,101847840000.0
2074.0,100644274000.0,85870090000.0,100068065000.0,99481410000.0,98476170000.0,98414580000.0,95761850000.0,101810370000.0
2075.0,100306250000.0,85073625000.0,99861730000.0,99265780000.0,98266370000.0,98139570000.0,95297585000.0,101512850000.0
2076.0,100160220000.0,84383360000.0,99679630000.0,99100020000.0,98014550000.0,97988570000.0,95047500000.0,101432710000.0
2077.0,100282335000.0,83915930000.0,99695470000.0,99027850000.0,97752520000.0,97647820000.0,94660430000.0,101258265000.0
2078.0,99909770000.0,83239020000.0,99647750000.0,98836870000.0,97433395000.0,97285560000.0,94152820000.0,101056280000.0
2079.0,99707090000.0,82530030000.0,99476850000.0,98469310000.0,98123900000.0,97046220000.0,93797420000.0,100909924000.0
2080.0,99719340000.0,81020990000.0,99501580000.0,98218344000.0,97007346000.0,96809380000.0,93634224000.0,100860500000.0
2081.0,99395190000.0,80467894000.0,99314960000.0,98763140000.0,96648330000.0,96637390000.0,93101556000.0,100843240000.0
2082.0,99212075000.0,80115260000.0,99112490000.0,97833340000.0,96247480000.0,96345420000.0,92734270000.0,100584940000.0
2083.0,99077810000.0,79477170000.0,98998200000.0,97593614000.0,95810810000.0,96047430000.0,92207555000.0,100968900000.0
2084.0,99077330000.0,78581720000.0,98908380000.0,97396510000.0,95415220000.0,95767820000.0,91771290000.0,100488700000.0
2085.0,98803696000.0,77877640000.0,98607825000.0,97163560000.0,95150110000.0,95370370000.0,90710050000.0,100517400000.0
2086.0,98622500000.0,76992490000.0,99138910000.0,96883580000.0,94823950000.0,95177695000.0,90069200000.0,100287890000.0
2087.0,98448940000.0,76234260000.0,98504130000.0,96606870000.0,95179420000.0,94965510000.0,89530310000.0,100194690000.0
2088.0,98330935000.0,75496770000.0,98250830000.0,96349950000.0,94612810000.0,94865390000.0,89062900000.0,100013480000.0
2089.0,98093450000.0,74633630000.0,98061460000.0,96597060000.0,94150260000.0,94509210000.0,88591294000.0,100564700000.0
2090.0,97885860000.0,74099294000.0,97962720000.0,96176480000.0,93874600000.0,94244890000.0,88131450000.0,100061250000.0
2091.0,97637196000.0,73190000000.0,97708300000.0,96057025000.0,93562480000.0,93991860000.0,87680450000.0,99646890000.0
2092.0,97461610000.0,72399315000.0,97500650000.0,96079510000.0,93210720000.0,93706870000.0,87151450000.0,99430770000.0
2093.0,97260050000.0,71816710000.0,97350345000.0,95789490000.0,93017040000.0,93357480000.0,86696190000.0,99308044000.0
2094.0,97012646000.0,71158820000.0,97205020000.0,95049286000.0,92637080000.0,92988604000.0,86174510000.0,99090375000.0
2095.0,97025380000.0,70493400000.0,97068890000.0,95542570000.0,92419810000.0,92691360000.0,85798290000.0,98957320000.0
2096.0,96672490000.0,69986976000.0,97057870000.0,94660665000.0,91979110000.0,92376056000.0,85268160000.0,98841870000.0
2097.0,96411430000.0,69253595000.0,96780060000.0,95673540000.0,91452520000.0,92049340000.0,84742360000.0,99396690000.0
2098.0,96065900000.0,68644606000.0,96570294000.0,94287995000.0,90948760000.0,91860120000.0,84165894000.0,98682720000.0
2099.0,95918090000.0,67899500000.0,96280780000.0,94010700000.0,90680670000.0,91558730000.0,83803824000.0,98521104000.0
2100.0,95694864000.0,67050690000.0,96101890000.0,93754800000.0,90375320000.0,91295260000.0,83317980000.0,98406160000.0
