time,CNRM-CM5,IPSL-CM5A-LR,CSIRO-MK3-6-0,GFDL-CM3,NORESM1-M,MPI-ESM-LR,CANESM2,GISS-E2-R,GFDL-ESM2G,CESM1-CAM5,CCSM4
2021.0,720562160000.0,715007000000.0,708553800000.0,705565000000.0,724662500000.0,716227150000.0,721724800000.0,712995700000.0,714096840000.0,718199260000.0,711919530000.0
2022.0,708178600000.0,699611800000.0,703679040000.0,685283400000.0,708022800000.0,700083700000.0,712004100000.0,699087100000.0,705026200000.0,710167170000.0,703070800000.0
2023.0,698920600000.0,700888400000.0,697888600000.0,657539860000.0,701926500000.0,685216760000.0,693675160000.0,685381200000.0,703358960000.0,703221900000.0,697748400000.0
2024.0,686553700000.0,687944960000.0,688288700000.0,635179900000.0,695852340000.0,676958630000.0,684990200000.0,662832500000.0,694595350000.0,690220300000.0,686959700000.0
2025.0,674587100000.0,671655100000.0,671096640000.0,613696730000.0,692270900000.0,672254070000.0,683813200000.0,645362400000.0,687283440000.0,675195900000.0,672334300000.0
2026.0,668874440000.0,648699050000.0,682053100000.0,585682450000.0,675656200000.0,665380100000.0,677052100000.0,640954300000.0,677291900000.0,666438100000.0,655214250000.0
2027.0,664575000000.0,630776800000.0,674640200000.0,560233600000.0,663026000000.0,647876250000.0,671788400000.0,624641700000.0,674260200000.0,648079200000.0,646370300000.0
2028.0,652120800000.0,633394300000.0,665685460000.0,537935800000.0,639900900000.0,631125100000.0,660265200000.0,612713200000.0,659503400000.0,638359000000.0,636871050000.0
2029.0,641327800000.0,626785400000.0,650278540000.0,518028600000.0,626496700000.0,607824700000.0,642395800000.0,606316660000.0,650553260000.0,627111100000.0,631030600000.0
2030.0,625514450000.0,608577900000.0,649360000000.0,494514100000.0,613624640000.0,590856500000.0,623993600000.0,602121600000.0,642894200000.0,624095900000.0,620482900000.0
2031.0,624045260000.0,595453540000.0,627521100000.0,479143500000.0,595329000000.0,584089400000.0,621326200000.0,590969800000.0,630052360000.0,615462000000.0,604182600000.0
2032.0,607504000000.0,590186000000.0,608565130000.0,458294560000.0,578958460000.0,566052900000.0,613705450000.0,589875500000.0,620244300000.0,599819700000.0,593364700000.0
2033.0,588837500000.0,571094800000.0,592505730000.0,441060980000.0,561748100000.0,551393200000.0,599347950000.0,575030400000.0,603124140000.0,579798760000.0,589980500000.0
2034.0,579971650000.0,556761350000.0,576310800000.0,418223360000.0,540231930000.0,553309630000.0,588488640000.0,567121000000.0,590114800000.0,567405800000.0,575054800000.0
2035.0,562562140000.0,545689270000.0,552565740000.0,400443380000.0,535184770000.0,549875550000.0,569039060000.0,559215100000.0,582374650000.0,557260500000.0,559270460000.0
2036.0,544904020000.0,533874600000.0,535742450000.0,382772050000.0,527890000000.0,539187500000.0,547714660000.0,548360360000.0,574345700000.0,544545570000.0,542980240000.0
2037.0,533944400000.0,519996180000.0,524377980000.0,364845830000.0,525204030000.0,531667500000.0,539088420000.0,547857140000.0,558658160000.0,533028180000.0,528731770000.0
2038.0,516803260000.0,519153100000.0,509328230000.0,346892370000.0,516203500000.0,526413530000.0,523670130000.0,535401920000.0,549024960000.0,514832560000.0,524494340000.0
2039.0,504186670000.0,520299150000.0,501646720000.0,331242440000.0,507830860000.0,510642850000.0,511857260000.0,532551600000.0,533593260000.0,502265050000.0,514039200000.0
2040.0,484417400000.0,517721620000.0,482650260000.0,316410000000.0,498654450000.0,495265700000.0,517157300000.0,525373150000.0,525287900000.0,491927500000.0,502899080000.0
2041.0,468758170000.0,512153850000.0,471694540000.0,305579160000.0,482656520000.0,484209200000.0,510957650000.0,520070920000.0,515408700000.0,487542520000.0,500630520000.0
2042.0,458744400000.0,511865030000.0,473325800000.0,295041630000.0,467275550000.0,478911070000.0,496181380000.0,517747300000.0,513385400000.0,479148700000.0,493583140000.0
2043.0,443348940000.0,508972100000.0,468591670000.0,282696600000.0,455995360000.0,472200000000.0,483011850000.0,503427860000.0,504188760000.0,460051380000.0,488482000000.0
2044.0,432651470000.0,503700650000.0,459817030000.0,269068290000.0,445816600000.0,470022620000.0,469352250000.0,498421070000.0,495800420000.0,450578320000.0,482232070000.0
2045.0,422115570000.0,500673900000.0,452174600000.0,260107880000.0,446559060000.0,459082400000.0,463134260000.0,496763570000.0,491547130000.0,437704980000.0,472137920000.0
2046.0,414246040000.0,510348200000.0,440021680000.0,249262010000.0,446302060000.0,452265670000.0,456801100000.0,493951250000.0,491720700000.0,434709760000.0,463080820000.0
2047.0,402497340000.0,505627340000.0,450913440000.0,237350620000.0,435422920000.0,439941270000.0,443155680000.0,483158800000.0,487570050000.0,423912180000.0,454682000000.0
2048.0,396417630000.0,503855000000.0,434990650000.0,226754020000.0,430495000000.0,428173850000.0,435531800000.0,474653130000.0,487013680000.0,419982740000.0,449007120000.0
2049.0,390598750000.0,492693620000.0,417865600000.0,218714650000.0,432370100000.0,417555600000.0,426169370000.0,468472330000.0,489063250000.0,418350330000.0,443486730000.0
2050.0,387019830000.0,483002300000.0,409488360000.0,207441080000.0,423072330000.0,415939920000.0,420101950000.0,458160730000.0,494491530000.0,411089400000.0,436255330000.0
2051.0,378533150000.0,476665150000.0,395494460000.0,199925710000.0,432368650000.0,416259400000.0,416447000000.0,452532960000.0,492117030000.0,408514820000.0,433642730000.0
2052.0,374430100000.0,463118860000.0,391495200000.0,194847970000.0,429581300000.0,409919300000.0,410205000000.0,453337300000.0,486879920000.0,401404950000.0,432764520000.0
2053.0,371656200000.0,446818500000.0,408621120000.0,188805820000.0,426002780000.0,409397230000.0,404425500000.0,450006100000.0,482481960000.0,402985320000.0,436490440000.0
2054.0,360380760000.0,437663700000.0,404099530000.0,184893820000.0,429966720000.0,411579600000.0,397306700000.0,442424500000.0,476396200000.0,394658000000.0,425893820000.0
2055.0,351390170000.0,422713850000.0,397843600000.0,180214760000.0,427775330000.0,406903200000.0,397642270000.0,438303700000.0,475684700000.0,388615600000.0,425159700000.0
2056.0,346827720000.0,419167440000.0,404107820000.0,174243230000.0,428007800000.0,409110740000.0,385525900000.0,433718720000.0,473342080000.0,381043740000.0,415314350000.0
2057.0,338437300000.0,427466260000.0,392189640000.0,168963700000.0,430461000000.0,403886670000.0,383187420000.0,427074520000.0,468816170000.0,380331560000.0,415357700000.0
2058.0,333044840000.0,416750100000.0,384279150000.0,163647770000.0,421851700000.0,394509030000.0,387371400000.0,425805550000.0,462055770000.0,368220200000.0,418861300000.0
2059.0,333420130000.0,419012540000.0,383638440000.0,158399120000.0,414101100000.0,395990370000.0,379999880000.0,420623780000.0,457208730000.0,358277640000.0,412720460000.0
2060.0,333590270000.0,415578550000.0,384875760000.0,155044360000.0,406217800000.0,392689450000.0,367515440000.0,415300030000.0,452687360000.0,353348420000.0,413762060000.0
2061.0,329542760000.0,421666130000.0,390442300000.0,150783850000.0,397747520000.0,388487640000.0,355340260000.0,416825740000.0,451205100000.0,344831660000.0,411972200000.0
2062.0,328219920000.0,410935070000.0,381685630000.0,147944280000.0,388501240000.0,385828030000.0,344640900000.0,418488060000.0,446413000000.0,338275600000.0,410936080000.0
2063.0,324517700000.0,403426100000.0,383809680000.0,146715640000.0,384136300000.0,383887100000.0,334954300000.0,419995940000.0,444169850000.0,338800740000.0,409986960000.0
2064.0,317077880000.0,397874820000.0,416760730000.0,146308070000.0,379810000000.0,385857900000.0,330664870000.0,422850720000.0,448050000000.0,330600000000.0,406234730000.0
2065.0,316851680000.0,394426250000.0,415076100000.0,146133840000.0,376836880000.0,381330000000.0,325272040000.0,417143030000.0,446565600000.0,324103570000.0,401588030000.0
2066.0,321869700000.0,392374580000.0,406263430000.0,145055700000.0,376232500000.0,378026800000.0,318286920000.0,418618570000.0,450745500000.0,317793470000.0,394989300000.0
2067.0,317422240000.0,382589170000.0,397429740000.0,142346850000.0,373789330000.0,381979400000.0,310065800000.0,414398840000.0,454370030000.0,320125900000.0,399234300000.0
2068.0,315869700000.0,379765330000.0,383908120000.0,140363240000.0,364615430000.0,380335720000.0,303538830000.0,407581600000.0,450491100000.0,312288480000.0,393146200000.0
2069.0,310901200000.0,376037280000.0,372753040000.0,138265330000.0,363350700000.0,375079040000.0,300986170000.0,406411400000.0,448929370000.0,307313080000.0,395033970000.0
2070.0,302730300000.0,378363150000.0,375115700000.0,136726585000.0,355200930000.0,373361020000.0,293396680000.0,402017350000.0,452697500000.0,305084070000.0,396184550000.0
2071.0,299788700000.0,374623800000.0,370065380000.0,133963350000.0,350144100000.0,372553400000.0,291576740000.0,404518600000.0,456772300000.0,300677100000.0,392980400000.0
2072.0,299332800000.0,363031330000.0,367083780000.0,129866580000.0,353732900000.0,374650080000.0,289077560000.0,407396840000.0,456370420000.0,299689150000.0,396424450000.0
2073.0,298922930000.0,356349050000.0,363054200000.0,128779720000.0,360507600000.0,370184100000.0,286536800000.0,409475000000.0,452801600000.0,294035420000.0,396187570000.0
2074.0,293352340000.0,347395720000.0,361831140000.0,128509250000.0,368322250000.0,371877840000.0,282824080000.0,404578370000.0,446088900000.0,290625320000.0,390670650000.0
2075.0,294762300000.0,350840620000.0,355554530000.0,126555270000.0,366422520000.0,366884980000.0,288183260000.0,401709240000.0,456097820000.0,289511240000.0,390100320000.0
2076.0,291982700000.0,345553200000.0,350568680000.0,123603280000.0,366833340000.0,369613730000.0,284675440000.0,396501800000.0,457264370000.0,290615360000.0,392972960000.0
2077.0,294734040000.0,342252260000.0,345380260000.0,122266450000.0,363413540000.0,369207740000.0,288267440000.0,390286700000.0,452042950000.0,293636470000.0,399982920000.0
2078.0,292698900000.0,333118960000.0,339371030000.0,122563380000.0,360881550000.0,369946950000.0,291183200000.0,384033100000.0,450091880000.0,291154130000.0,395268030000.0
2079.0,290460600000.0,332710540000.0,339681250000.0,125159120000.0,364272220000.0,371098100000.0,287376470000.0,382915250000.0,458952700000.0,291214200000.0,392723500000.0
2080.0,285092300000.0,333222970000.0,337533140000.0,123566260000.0,362945250000.0,364512150000.0,283970080000.0,380957160000.0,454950350000.0,286191420000.0,389949800000.0
2081.0,282175730000.0,330122430000.0,336188000000.0,122946690000.0,361283750000.0,365927400000.0,288460870000.0,384812800000.0,452622420000.0,284839100000.0,386514450000.0
2082.0,283069100000.0,338300570000.0,341259000000.0,122323240000.0,361227100000.0,366130400000.0,293894900000.0,395743230000.0,455659360000.0,282046820000.0,386809720000.0
2083.0,279585820000.0,332964070000.0,338695320000.0,121283990000.0,355621340000.0,366751800000.0,291710200000.0,395697200000.0,452386060000.0,280073570000.0,392253000000.0
2084.0,277256240000.0,343061230000.0,332585830000.0,121911150000.0,353357170000.0,362153970000.0,295422700000.0,391995600000.0,451866330000.0,277765320000.0,394955700000.0
2085.0,272750870000.0,345920440000.0,336816670000.0,122991985000.0,352973130000.0,362305220000.0,306277020000.0,393800800000.0,450487160000.0,276401520000.0,398352320000.0
2086.0,273592030000.0,340047600000.0,338077420000.0,120875460000.0,349377170000.0,370847120000.0,308704600000.0,393897020000.0,448617480000.0,275726170000.0,397490900000.0
2087.0,277060160000.0,339661130000.0,326825740000.0,122132250000.0,340507900000.0,367588540000.0,308563740000.0,392263830000.0,437465650000.0,274599440000.0,397962380000.0
2088.0,272209080000.0,336057760000.0,332980100000.0,121014690000.0,342199000000.0,374183620000.0,315189850000.0,394225650000.0,436212600000.0,278515120000.0,395054060000.0
2089.0,274769120000.0,328990980000.0,336182770000.0,122501030000.0,342511320000.0,371291980000.0,316111800000.0,408626630000.0,440255400000.0,276199150000.0,395735760000.0
2090.0,272898930000.0,324052800000.0,329346900000.0,122101810000.0,341368900000.0,367239530000.0,312323000000.0,402797040000.0,443649620000.0,273357260000.0,399551800000.0
2091.0,272461450000.0,309665330000.0,330842000000.0,123510580000.0,346270860000.0,370394200000.0,315406600000.0,406354430000.0,445923950000.0,272155890000.0,404618280000.0
2092.0,269099480000.0,305491970000.0,322858940000.0,123528266000.0,343927780000.0,367437380000.0,321253870000.0,412735180000.0,445701230000.0,277326360000.0,401364030000.0
2093.0,266611800000.0,306805280000.0,323973220000.0,121356270000.0,344408800000.0,372644380000.0,329133260000.0,411698460000.0,446263600000.0,277311800000.0,396317330000.0
2094.0,265873180000.0,309699540000.0,317996040000.0,121546470000.0,347671330000.0,373211040000.0,326506870000.0,425804820000.0,446303140000.0,272468510000.0,390584470000.0
2095.0,266906940000.0,312332500000.0,306989430000.0,120033526000.0,346279940000.0,376621760000.0,328645900000.0,432210150000.0,439900540000.0,275106230000.0,388233330000.0
2096.0,265674500000.0,317997580000.0,298985160000.0,118456480000.0,351363000000.0,378602700000.0,325820400000.0,440008670000.0,447406670000.0,275026640000.0,382646650000.0
2097.0,266576220000.0,320811800000.0,296995030000.0,119540050000.0,345351550000.0,377778700000.0,327827550000.0,446587400000.0,445911270000.0,274542790000.0,383177230000.0
2098.0,263858470000.0,322902650000.0,293126540000.0,118467400000.0,345571400000.0,376847240000.0,325162140000.0,442040750000.0,446165780000.0,275609750000.0,390827670000.0
2099.0,263069580000.0,329832200000.0,287511740000.0,118138640000.0,343014200000.0,374245030000.0,321129870000.0,456941800000.0,448123270000.0,276574180000.0,389457150000.0
2100.0,263819800000.0,329076700000.0,283397160000.0,118535010000.0,340723800000.0,373605900000.0,316857650000.0,458827560000.0,442781830000.0,277812600000.0,392580040000.0
