time,MPI-ESM-LR,NORESM1-M,CANESM2,CNRM-CM5,CSIRO-MK3-6-0,IPSL-CM5A-LR,GFDL-CM3,CCSM4,GISS-E2-R,GFDL-ESM2G
2047.0,378662200000.0,359698530000.0,385898120000.0,375862200000.0,441461770000.0,296982500000.0,202708800000.0,360661060000.0,362951400000.0,400899380000.0
2048.0,365135700000.0,346546040000.0,370014700000.0,361129600000.0,432323040000.0,283800860000.0,189037460000.0,351799280000.0,350228870000.0,390047170000.0
2049.0,351119470000.0,331936100000.0,350874800000.0,347329330000.0,419397730000.0,266358370000.0,175689700000.0,345655440000.0,339436730000.0,373686800000.0
2050.0,339839250000.0,325029000000.0,336114650000.0,337191960000.0,409936920000.0,250595250000.0,161976340000.0,336512580000.0,325041550000.0,355419700000.0
2051.0,326717570000.0,309941170000.0,321689420000.0,332386300000.0,435333170000.0,238450600000.0,156694170000.0,329604860000.0,318317800000.0,350492620000.0
2052.0,319050780000.0,307782700000.0,304374000000.0,322342800000.0,422702060000.0,225200390000.0,148657960000.0,322810700000.0,310650240000.0,337314780000.0
2053.0,307887340000.0,294825130000.0,286769280000.0,309046740000.0,416922760000.0,211735280000.0,136516610000.0,309478030000.0,308892370000.0,332083430000.0
2054.0,294448600000.0,284672720000.0,266384870000.0,297774200000.0,402881300000.0,202957590000.0,127234560000.0,299291150000.0,307931200000.0,324172100000.0
2055.0,281633420000.0,274271900000.0,256207620000.0,285132200000.0,404108700000.0,191978050000.0,118915500000.0,292880900000.0,298572020000.0,313075270000.0
2056.0,264474640000.0,271782670000.0,243523960000.0,274692440000.0,392240170000.0,184121380000.0,112528420000.0,280611950000.0,289162850000.0,301741300000.0
2057.0,250971180000.0,266599700000.0,234605400000.0,269904510000.0,375323500000.0,182220830000.0,104606925000.0,268697800000.0,282494500000.0,295190560000.0
2058.0,245907490000.0,259310390000.0,220434040000.0,260769430000.0,363208150000.0,174403440000.0,98130890000.0,258525400000.0,269968520000.0,283667300000.0
2059.0,231261570000.0,252675750000.0,209478680000.0,253967120000.0,351965350000.0,168624200000.0,92952160000.0,250193540000.0,263222300000.0,279519660000.0
2060.0,223681860000.0,252011700000.0,196804380000.0,249926910000.0,347666300000.0,160518360000.0,88109695000.0,237496010000.0,258250340000.0,271739400000.0
2061.0,214551770000.0,244440550000.0,182218200000.0,246355100000.0,335973580000.0,155751220000.0,83784155000.0,227812720000.0,246272590000.0,261742020000.0
2062.0,207953070000.0,234535080000.0,172125960000.0,239044760000.0,321844940000.0,146736550000.0,81152960000.0,216675000000.0,235579050000.0,249662730000.0
2063.0,199933230000.0,231050530000.0,167191200000.0,234313700000.0,299656800000.0,141194200000.0,77901730000.0,206024600000.0,224755730000.0,241798050000.0
2064.0,185045020000.0,227228300000.0,158411280000.0,235069690000.0,285754200000.0,133092260000.0,75002790000.0,197584750000.0,212079430000.0,233350330000.0
2065.0,174177620000.0,219533560000.0,150931500000.0,230634260000.0,270193330000.0,127984560000.0,71091690000.0,190607750000.0,206283030000.0,226943830000.0
2066.0,168858960000.0,213414280000.0,146164430000.0,228123920000.0,260268380000.0,119915586000.0,67455242000.0,185301520000.0,197701530000.0,217509860000.0
2067.0,159854400000.0,204947550000.0,142751100000.0,223304220000.0,250494530000.0,111454050000.0,65437495000.0,176822930000.0,190665570000.0,208404400000.0
2068.0,153645610000.0,198576300000.0,138178990000.0,219466760000.0,239246480000.0,107604020000.0,62935015000.0,170652880000.0,183549100000.0,200808100000.0
2069.0,148557480000.0,186929730000.0,131943465000.0,215275750000.0,222330800000.0,101531590000.0,60675720000.0,161000180000.0,176939340000.0,190419450000.0
2070.0,142423150000.0,176033380000.0,126538080000.0,214464950000.0,209685480000.0,96825850000.0,57208308000.0,153677330000.0,167865000000.0,182323630000.0
2071.0,137434400000.0,169413700000.0,122416670000.0,207613180000.0,202978840000.0,90351190000.0,54573072000.0,149986820000.0,164232510000.0,175736060000.0
2072.0,130622960000.0,162088010000.0,121055445000.0,199044560000.0,194967850000.0,86161140000.0,51186414000.0,145775670000.0,163801920000.0,169521900000.0
2073.0,125946440000.0,154619660000.0,117478154000.0,192099630000.0,187860930000.0,79494360000.0,49375547000.0,142190330000.0,160091950000.0,165480430000.0
2074.0,119306850000.0,148621430000.0,120417616000.0,184105760000.0,179593400000.0,79833640000.0,47647220000.0,138136040000.0,154478600000.0,161988050000.0
2075.0,113513900000.0,139417680000.0,121181310000.0,181560260000.0,169047970000.0,76860820000.0,45755015000.0,134595610000.0,151268590000.0,158888250000.0
2076.0,110528130000.0,131115614000.0,116934730000.0,173802320000.0,164157800000.0,71996326000.0,43339840000.0,129670710000.0,149164260000.0,156090020000.0
2077.0,108154700000.0,126742495000.0,113062420000.0,170701160000.0,160455440000.0,68179444000.0,41452954000.0,126717290000.0,144330000000.0,152069650000.0
2078.0,101168050000.0,120812270000.0,108935455000.0,163001220000.0,152524690000.0,65026888000.0,39165880000.0,120906440000.0,139308520000.0,144980380000.0
2079.0,97548450000.0,115242370000.0,105345610000.0,156656390000.0,146452330000.0,63264890000.0,38385090000.0,116435214000.0,135578520000.0,141037360000.0
2080.0,92710060000.0,110875976000.0,102135070000.0,151713320000.0,138249100000.0,60604305000.0,37165560000.0,113379630000.0,132053320000.0,134262630000.0
2081.0,90761670000.0,108447800000.0,97780000000.0,142653640000.0,131243620000.0,55924690000.0,35597900000.0,107401250000.0,130501040000.0,131207710000.0
2082.0,86423224000.0,104354250000.0,91950555000.0,134305090000.0,123573500000.0,53266215000.0,34100212000.0,103986140000.0,127488655000.0,131220865000.0
2083.0,82187770000.0,99730060000.0,87307870000.0,128662040000.0,117181230000.0,51065733000.0,32388243000.0,100426940000.0,126602830000.0,127981700000.0
2084.0,77877670000.0,94779340000.0,81160220000.0,122539210000.0,112866440000.0,49208672000.0,30582356000.0,98367650000.0,123738810000.0,125938480000.0
2085.0,74275800000.0,93129785000.0,77727390000.0,123057940000.0,112870015000.0,48812937000.0,29591628000.0,95587510000.0,122682750000.0,122995925000.0
2086.0,71176080000.0,95050010000.0,75230670000.0,117095940000.0,107226910000.0,45119255000.0,28943116000.0,91766730000.0,119386560000.0,119395280000.0
2087.0,68823420000.0,92909450000.0,71650410000.0,111385440000.0,100014670000.0,43804725000.0,27838590000.0,90024680000.0,114994995000.0,117235540000.0
2088.0,66419170000.0,90680476000.0,68751390000.0,109386480000.0,94831430000.0,40997570000.0,26642967000.0,89014290000.0,111464430000.0,113854850000.0
2089.0,63670354000.0,87956410000.0,65807140000.0,102694290000.0,92814290000.0,40015725000.0,25677033000.0,86724480000.0,112480040000.0,112334750000.0
2090.0,60108980000.0,85481050000.0,63630690000.0,98721145000.0,87244150000.0,38905754000.0,25009998000.0,82945700000.0,111600350000.0,111353480000.0
2091.0,58164200000.0,82486570000.0,60566070000.0,92534690000.0,84055780000.0,36348950000.0,23912176000.0,80734585000.0,109025910000.0,108363480000.0
2092.0,56177308000.0,79717320000.0,59161797000.0,88358250000.0,82750350000.0,33854753000.0,22985245000.0,78238370000.0,109662040000.0,105895320000.0
2093.0,54216098000.0,76520500000.0,58068610000.0,84797610000.0,81352150000.0,32065458000.0,22503080000.0,75931470000.0,106892430000.0,102221720000.0
2094.0,51805848000.0,73325520000.0,55737490000.0,83488320000.0,79735005000.0,31470395000.0,21207430000.0,75831410000.0,105222530000.0,101036950000.0
2095.0,49178444000.0,70518760000.0,53851763000.0,83189990000.0,74877460000.0,29541872000.0,20880792000.0,72757854000.0,103253975000.0,100394890000.0
2096.0,48403857000.0,68494594000.0,51420127000.0,83952630000.0,71080526000.0,28252156000.0,20217463000.0,71267670000.0,103018365000.0,98989040000.0
2097.0,47778660000.0,67762940000.0,52216545000.0,81710310000.0,71251894000.0,26898980000.0,19585710000.0,69559830000.0,99444695000.0,95809130000.0
2098.0,46475420000.0,67690970000.0,51716530000.0,78558840000.0,70662880000.0,25470923000.0,18949421000.0,69125350000.0,99095870000.0,95750775000.0
2099.0,44579873000.0,65833440000.0,50489164000.0,79430525000.0,68799650000.0,24174232000.0,18566052000.0,67075090000.0,96501604000.0,92858606000.0
2100.0,42875654000.0,65464080000.0,47667216000.0,76170750000.0,67682070000.0,22534810000.0,18286866000.0,67045130000.0,96103560000.0,89121160000.0
