time,CCSM4,CESM1-CAM5,GFDL-ESM2G,GISS-E2-R,NORESM1-M,GFDL-CM3,CSIRO-MK3-6-0,IPSL-CM5A-LR
2000.0,882016060000.0,882016060000.0,882016060000.0,882016060000.0,882016060000.0,882016060000.0,882016060000.0,882016060000.0
2001.0,881917700000.0,881917700000.0,881917700000.0,881917700000.0,881917700000.0,881917700000.0,881917700000.0,881917700000.0
2002.0,879667800000.0,879667800000.0,879667800000.0,879667800000.0,879667800000.0,879667800000.0,879667800000.0,879667800000.0
2003.0,877702700000.0,877702700000.0,877702700000.0,877702700000.0,877702700000.0,877702700000.0,877702700000.0,877702700000.0
2004.0,873681800000.0,873681800000.0,873681800000.0,873681800000.0,873681800000.0,873681800000.0,873681800000.0,873681800000.0
2005.0,870013300000.0,870013300000.0,870013300000.0,870013300000.0,870013300000.0,870013300000.0,870013300000.0,870013300000.0
2006.0,860405960000.0,860405960000.0,860405960000.0,860405960000.0,860405960000.0,860405960000.0,860405960000.0,860405960000.0
2007.0,848194960000.0,848194960000.0,848194960000.0,848194960000.0,848194960000.0,848194960000.0,848194960000.0,848194960000.0
2008.0,838017550000.0,838017550000.0,838017550000.0,838017550000.0,838017550000.0,838017550000.0,838017550000.0,838017550000.0
2009.0,835887100000.0,835887100000.0,835887100000.0,835887100000.0,835887100000.0,835887100000.0,835887100000.0,835887100000.0
2010.0,817928140000.0,817928140000.0,817928140000.0,817928140000.0,817928140000.0,817928140000.0,817928140000.0,817928140000.0
2011.0,805588800000.0,805588800000.0,805588800000.0,805588800000.0,805588800000.0,805588800000.0,805588800000.0,805588800000.0
2012.0,800196460000.0,800196460000.0,800196460000.0,800196460000.0,800196460000.0,800196460000.0,800196460000.0,800196460000.0
2013.0,787352200000.0,787352200000.0,787352200000.0,787352200000.0,787352200000.0,787352200000.0,787352200000.0,787352200000.0
2014.0,783158300000.0,783158300000.0,783158300000.0,783158300000.0,783158300000.0,783158300000.0,783158300000.0,783158300000.0
2015.0,771620140000.0,771620140000.0,771620140000.0,771620140000.0,771620140000.0,771620140000.0,771620140000.0,771620140000.0
2016.0,766358060000.0,766358060000.0,766358060000.0,766358060000.0,766358060000.0,766358060000.0,766358060000.0,766358060000.0
2017.0,756771500000.0,756771500000.0,756771500000.0,756771500000.0,756771500000.0,756771500000.0,756771500000.0,756771500000.0
2018.0,748870300000.0,748870300000.0,748870300000.0,748870300000.0,748870300000.0,748870300000.0,748870300000.0,748870300000.0
2019.0,737321940000.0,737321940000.0,737321940000.0,737321940000.0,737321940000.0,737321940000.0,737321940000.0,737321940000.0
2020.0,729959370000.0,729959370000.0,729959370000.0,729959370000.0,729959370000.0,729959370000.0,729959370000.0,729959370000.0
2021.0,717814500000.0,725766240000.0,721132200000.0,726565100000.0,731375140000.0,705448600000.0,717752300000.0,727176840000.0
2022.0,708463030000.0,710664400000.0,711539000000.0,715470100000.0,725191200000.0,678774600000.0,716069340000.0,713016300000.0
2023.0,701672700000.0,709141660000.0,701863000000.0,707765670000.0,718999600000.0,657643340000.0,710303740000.0,698454500000.0
2024.0,690001540000.0,692919700000.0,687093100000.0,702460850000.0,700514240000.0,640866600000.0,699556900000.0,680300100000.0
2025.0,680999060000.0,688777500000.0,666597700000.0,688480800000.0,688490400000.0,621978260000.0,686701400000.0,661084400000.0
2026.0,671165000000.0,683343540000.0,654539550000.0,670480100000.0,676051550000.0,598436300000.0,674054400000.0,645986700000.0
2027.0,664020450000.0,675738750000.0,650184160000.0,658016700000.0,659059830000.0,578837300000.0,669206300000.0,626969350000.0
2028.0,661468700000.0,660023300000.0,639978240000.0,657943000000.0,653795200000.0,553410800000.0,672221040000.0,612291400000.0
2029.0,650155500000.0,635107740000.0,634218300000.0,658789430000.0,647329940000.0,536284800000.0,668842900000.0,587061200000.0
2030.0,642428400000.0,629408300000.0,630853500000.0,651499340000.0,641119350000.0,519135850000.0,667579450000.0,562470700000.0
2031.0,636896600000.0,613700500000.0,613104600000.0,645689400000.0,624667000000.0,498888670000.0,652945800000.0,552158360000.0
2032.0,629614440000.0,602902200000.0,605666600000.0,626341450000.0,629572100000.0,480829200000.0,650309000000.0,541627700000.0
2033.0,615239450000.0,607487200000.0,593401150000.0,614509050000.0,621906500000.0,469264900000.0,644680200000.0,530938820000.0
2034.0,605449500000.0,596411700000.0,588663200000.0,610545800000.0,614787840000.0,450189900000.0,643808760000.0,508523200000.0
2035.0,586684760000.0,580547100000.0,579849300000.0,604652100000.0,605546500000.0,427395250000.0,643547900000.0,489528820000.0
2036.0,580314600000.0,561280400000.0,569112850000.0,586966700000.0,606772600000.0,408302750000.0,647757600000.0,472461000000.0
2037.0,566452500000.0,544702200000.0,560993670000.0,587155500000.0,602107400000.0,397974040000.0,638428450000.0,455500800000.0
2038.0,558066040000.0,538474350000.0,549351650000.0,577341300000.0,580183100000.0,384835320000.0,634933900000.0,434770250000.0
2039.0,536044400000.0,522662700000.0,537819450000.0,567739900000.0,569166200000.0,372661350000.0,625451100000.0,424626950000.0
2040.0,527967680000.0,518301840000.0,532913460000.0,566728600000.0,561715350000.0,362856800000.0,618712000000.0,404414760000.0
2041.0,519647400000.0,513465300000.0,520823960000.0,559091700000.0,557612000000.0,347785330000.0,617167260000.0,392018720000.0
2042.0,510815670000.0,507279930000.0,513228930000.0,556868440000.0,552591360000.0,338014730000.0,610405600000.0,384222530000.0
2043.0,502257880000.0,499963800000.0,504086330000.0,548596500000.0,539229720000.0,321522730000.0,603730700000.0,376664750000.0
2044.0,494713830000.0,489427170000.0,492621820000.0,550747600000.0,539396830000.0,310494100000.0,603518700000.0,368307540000.0
2045.0,482150780000.0,471943220000.0,480180400000.0,548670470000.0,531176200000.0,296697800000.0,594564800000.0,347369050000.0
2046.0,469560430000.0,464906320000.0,473050220000.0,539503260000.0,528602960000.0,282477130000.0,603230700000.0,330366800000.0
2047.0,464987130000.0,453481040000.0,469809600000.0,526526120000.0,522238230000.0,273646080000.0,595645500000.0,327168460000.0
2048.0,455111380000.0,453040400000.0,460058030000.0,514601350000.0,510661400000.0,265384070000.0,582851950000.0,315887750000.0
2049.0,445157180000.0,448560800000.0,451916730000.0,510276830000.0,497391440000.0,251077230000.0,576874500000.0,299369270000.0
2050.0,434174620000.0,440769540000.0,441417800000.0,502025130000.0,494474900000.0,241249670000.0,583528800000.0,288088460000.0
2051.0,423486950000.0,432348730000.0,428819640000.0,493959380000.0,474972450000.0,234374140000.0,575183060000.0,279349230000.0
2052.0,417869040000.0,423221040000.0,414811700000.0,489587540000.0,469731870000.0,228268790000.0,584241300000.0,277840430000.0
2053.0,414023600000.0,413722740000.0,402906940000.0,481066220000.0,460394950000.0,219255540000.0,566674260000.0,278713370000.0
2054.0,398232030000.0,405345530000.0,406935140000.0,473614580000.0,451311900000.0,214820180000.0,563879100000.0,278759470000.0
2055.0,390249220000.0,394131200000.0,411108200000.0,464613600000.0,438167370000.0,207462560000.0,549587750000.0,269557150000.0
2056.0,381585100000.0,391238450000.0,402593600000.0,461050500000.0,425665270000.0,198352800000.0,540433200000.0,276139800000.0
2057.0,373506930000.0,388285900000.0,395612320000.0,458842370000.0,416833180000.0,191513620000.0,533804350000.0,280269620000.0
2058.0,363355370000.0,384982450000.0,388823780000.0,461305220000.0,404672970000.0,186537100000.0,523815600000.0,272135500000.0
2059.0,357608100000.0,379918840000.0,379648280000.0,460478200000.0,396175640000.0,182614590000.0,506462900000.0,264513860000.0
2060.0,354425670000.0,373586030000.0,376188000000.0,453433230000.0,385999800000.0,173576630000.0,493296700000.0,268377460000.0
2061.0,352971620000.0,370259660000.0,368914960000.0,448797340000.0,378177500000.0,165123180000.0,476493450000.0,261830330000.0
2062.0,350576050000.0,361916660000.0,365405000000.0,445574120000.0,363900270000.0,159751270000.0,464029100000.0,257535260000.0
2063.0,347354530000.0,352908000000.0,357593060000.0,435894260000.0,359044150000.0,156310490000.0,454236370000.0,253224140000.0
2064.0,340667200000.0,341388920000.0,349758550000.0,433079750000.0,354296200000.0,151662120000.0,448493750000.0,244094730000.0
2065.0,332976550000.0,330299340000.0,357886950000.0,428590730000.0,351508400000.0,145523620000.0,436818250000.0,238513470000.0
2066.0,329472870000.0,321183220000.0,352052350000.0,424574700000.0,343118640000.0,140898700000.0,427487070000.0,233182150000.0
2067.0,323669950000.0,309237940000.0,348301460000.0,416511200000.0,333644820000.0,134841350000.0,412589160000.0,220781430000.0
2068.0,315780300000.0,297042700000.0,342936520000.0,406879370000.0,329377550000.0,132113826000.0,400143100000.0,217865800000.0
2069.0,306331320000.0,288604420000.0,333383760000.0,395368900000.0,322540540000.0,126526595000.0,388694840000.0,210243940000.0
2070.0,302514570000.0,283797420000.0,330993270000.0,383741820000.0,313170000000.0,122198230000.0,378738480000.0,206885750000.0
2071.0,293753600000.0,273994170000.0,326287850000.0,375704940000.0,302964300000.0,117140240000.0,364087020000.0,201717240000.0
2072.0,289191950000.0,264847150000.0,313714480000.0,370935560000.0,297693220000.0,112974650000.0,346311330000.0,206181810000.0
2073.0,286745700000.0,257852920000.0,305737900000.0,363644500000.0,285184130000.0,108840940000.0,345524240000.0,202057200000.0
2074.0,282581000000.0,252192310000.0,300399400000.0,360964260000.0,274215830000.0,105186990000.0,333134950000.0,191417800000.0
2075.0,272023060000.0,243179960000.0,294354880000.0,345970200000.0,264001550000.0,101874440000.0,317672600000.0,186528710000.0
2076.0,261314000000.0,232966860000.0,285355800000.0,335602970000.0,260006460000.0,98686075000.0,311437700000.0,185743470000.0
2077.0,251754450000.0,224688800000.0,281786000000.0,326872400000.0,252111910000.0,95090650000.0,316441720000.0,180507200000.0
2078.0,244538470000.0,215240560000.0,281125900000.0,318433100000.0,246506290000.0,92837780000.0,311092000000.0,173256850000.0
2079.0,238880240000.0,210220680000.0,273477750000.0,316849400000.0,242434830000.0,89215000000.0,302731000000.0,165294830000.0
2080.0,235557960000.0,201699230000.0,267299820000.0,312552000000.0,233046850000.0,86830330000.0,291583850000.0,158906250000.0
2081.0,230361580000.0,193122960000.0,261555300000.0,305447100000.0,232970130000.0,83855490000.0,299705340000.0,155210960000.0
2082.0,220179890000.0,189128440000.0,258664600000.0,294291800000.0,228481730000.0,82891950000.0,289489260000.0,151245850000.0
2083.0,216299520000.0,184414720000.0,252300260000.0,289737930000.0,222963170000.0,79290030000.0,281102320000.0,147574130000.0
2084.0,214047920000.0,181795060000.0,251816620000.0,281159340000.0,222333650000.0,77564486000.0,284277470000.0,142850870000.0
2085.0,208237700000.0,178628820000.0,244873330000.0,268624050000.0,215013330000.0,74239530000.0,272680500000.0,136924560000.0
2086.0,200837280000.0,174140130000.0,243332430000.0,260953520000.0,217460490000.0,72024060000.0,264907570000.0,135545110000.0
2087.0,194461400000.0,168896900000.0,241804400000.0,255971310000.0,221543780000.0,70547650000.0,264160310000.0,135095200000.0
2088.0,192085500000.0,163216720000.0,238370820000.0,253800000000.0,214433630000.0,67988110000.0,253482780000.0,130285370000.0
2089.0,189954640000.0,159716620000.0,235698030000.0,248171740000.0,214694260000.0,65829730000.0,240886810000.0,126100400000.0
2090.0,187554380000.0,155417740000.0,229152870000.0,246640850000.0,210315170000.0,64424923000.0,236581670000.0,125063480000.0
2091.0,183661360000.0,150809900000.0,225645230000.0,237652790000.0,204433490000.0,62010737000.0,231196230000.0,117746940000.0
2092.0,180193940000.0,145158640000.0,218925920000.0,228731540000.0,204860590000.0,60767550000.0,221955080000.0,111826100000.0
2093.0,178378920000.0,140950980000.0,214385260000.0,225511870000.0,196446200000.0,59163630000.0,210815400000.0,109700220000.0
2094.0,176000100000.0,134978085000.0,213715480000.0,223252150000.0,189159640000.0,59183026000.0,201465600000.0,106286950000.0
