time,NORESM2-MM,MPI-ESM1-2-HR,GFDL-ESM4,BCC-CSM2-MR,FGOALS-F3-L,INM-CM4-8,INM-CM5-0,EC-EARTH3-VEG,MRI-ESM2-0,EC-EARTH3,CESM2,CESM2-WACCM,CAMS-CSM1-0
2000.0,712224990400.0,712224990400.0,712224990400.0,712224990400.0,712224990400.0,712224990400.0,712224990400.0,712224990400.0,712224990400.0,712224990400.0,712224990400.0,712224990400.0,712224990400.0
2001.0,711795825500.0,711795825500.0,711795825500.0,711795825500.0,711795825500.0,711795825500.0,711795825500.0,711795825500.0,711795825500.0,711795825500.0,711795825500.0,711795825500.0,711795825500.0
2002.0,710680214000.0,710680214000.0,710680214000.0,710680214000.0,710680214000.0,710680214000.0,710680214000.0,710680214000.0,710680214000.0,710680214000.0,710680214000.0,710680214000.0,710680214000.0
2003.0,710199343700.0,710199343700.0,710199343700.0,710199343700.0,710199343700.0,710199343700.0,710199343700.0,710199343700.0,710199343700.0,710199343700.0,710199343700.0,710199343700.0,710199343700.0
2004.0,710511241800.0,710511241800.0,710511241800.0,710511241800.0,710511241800.0,710511241800.0,710511241800.0,710511241800.0,710511241800.0,710511241800.0,710511241800.0,710511241800.0,710511241800.0
2005.0,709636376700.0,709636376700.0,709636376700.0,709636376700.0,709636376700.0,709636376700.0,709636376700.0,709636376700.0,709636376700.0,709636376700.0,709636376700.0,709636376700.0,709636376700.0
2006.0,709557298600.0,709557298600.0,709557298600.0,709557298600.0,709557298600.0,709557298600.0,709557298600.0,709557298600.0,709557298600.0,709557298600.0,709557298600.0,709557298600.0,709557298600.0
2007.0,708530573500.0,708530573500.0,708530573500.0,708530573500.0,708530573500.0,708530573500.0,708530573500.0,708530573500.0,708530573500.0,708530573500.0,708530573500.0,708530573500.0,708530573500.0
2008.0,707563831300.0,707563831300.0,707563831300.0,707563831300.0,707563831300.0,707563831300.0,707563831300.0,707563831300.0,707563831300.0,707563831300.0,707563831300.0,707563831300.0,707563831300.0
2009.0,707622580000.0,707622580000.0,707622580000.0,707622580000.0,707622580000.0,707622580000.0,707622580000.0,707622580000.0,707622580000.0,707622580000.0,707622580000.0,707622580000.0,707622580000.0
2010.0,706022241900.0,706022241900.0,706022241900.0,706022241900.0,706022241900.0,706022241900.0,706022241900.0,706022241900.0,706022241900.0,706022241900.0,706022241900.0,706022241900.0,706022241900.0
2011.0,706868611200.0,706868611200.0,706868611200.0,706868611200.0,706868611200.0,706868611200.0,706868611200.0,706868611200.0,706868611200.0,706868611200.0,706868611200.0,706868611200.0,706868611200.0
2012.0,705272392500.0,705272392500.0,705272392500.0,705272392500.0,705272392500.0,705272392500.0,705272392500.0,705272392500.0,705272392500.0,705272392500.0,705272392500.0,705272392500.0,705272392500.0
2013.0,705081771200.0,705081771200.0,705081771200.0,705081771200.0,705081771200.0,705081771200.0,705081771200.0,705081771200.0,705081771200.0,705081771200.0,705081771200.0,705081771200.0,705081771200.0
2014.0,705924313700.0,705924313700.0,705924313700.0,705924313700.0,705924313700.0,705924313700.0,705924313700.0,705924313700.0,705924313700.0,705924313700.0,705924313700.0,705924313700.0,705924313700.0
2015.0,703898467700.0,703898467700.0,703898467700.0,703898467700.0,703898467700.0,703898467700.0,703898467700.0,703898467700.0,703898467700.0,703898467700.0,703898467700.0,703898467700.0,703898467700.0
2016.0,704746254100.0,704746254100.0,704746254100.0,704746254100.0,704746254100.0,704746254100.0,704746254100.0,704746254100.0,704746254100.0,704746254100.0,704746254100.0,704746254100.0,704746254100.0
2017.0,701314408900.0,701314408900.0,701314408900.0,701314408900.0,701314408900.0,701314408900.0,701314408900.0,701314408900.0,701314408900.0,701314408900.0,701314408900.0,701314408900.0,701314408900.0
2018.0,700991416400.0,700991416400.0,700991416400.0,700991416400.0,700991416400.0,700991416400.0,700991416400.0,700991416400.0,700991416400.0,700991416400.0,700991416400.0,700991416400.0,700991416400.0
2019.0,702148889800.0,702148889800.0,702148889800.0,702148889800.0,702148889800.0,702148889800.0,702148889800.0,702148889800.0,702148889800.0,702148889800.0,702148889800.0,702148889800.0,702148889800.0
2020.0,699484687100.0,699484687100.0,699484687100.0,699484687100.0,699484687100.0,699484687100.0,699484687100.0,699484687100.0,699484687100.0,699484687100.0,699484687100.0,699484687100.0,699484687100.0
2021.0,698053334200.0,698100650000.0,698102458700.0,697439789200.0,698964659800.0,697987927400.0,698770381500.0,701110244800.0,698014994100.0,697236517300.0,698253015200.0,698226898400.0,698905910800.0
2022.0,696322062800.0,698923930600.0,697384144800.0,696763338700.0,696736363700.0,697024010500.0,697137713700.0,697425062000.0,696736320600.0,695784055800.0,697069187700.0,697664578800.0,696650695900.0
2023.0,695418947460.0,696685020000.0,695812418300.0,696026727400.0,695935386600.0,697009420000.0,696138976600.0,696043629100.0,695589945740.0,694281706300.0,695432469200.0,695814049300.0,694814167550.0
2024.0,694161623660.0,694852343200.0,694166647330.0,695498290700.0,693983804100.0,694730869000.0,694521614860.0,694622974460.0,693885308060.0,692134296400.0,694534734790.0,695210991400.0,695137248140.0
2025.0,692663714050.0,693940113800.0,692629569900.0,692905727940.0,692600211820.0,693867688500.0,693048694900.0,693592739800.0,693610512940.0,691035319260.0,691974882570.0,692532133360.0,692550128100.0
2026.0,691101078500.0,692634987600.0,691329185540.0,691551283680.0,690536797440.0,692116729230.0,692471829900.0,694773699540.0,691179093460.0,690075509340.0,691188706800.0,690787402540.0,691239094940.0
2027.0,690057334400.0,691289491750.0,689249838900.0,690364959760.0,688398049800.0,690722461860.0,691677181900.0,691004264900.0,689240116050.0,687009491700.0,688729155200.0,689491330160.0,690165091250.0
2028.0,689182324200.0,689468174700.0,688567247300.0,687476614540.0,686684187400.0,688881095700.0,689750301200.0,688559123860.0,687903027200.0,685303885940.0,686938321750.0,687758806050.0,688385530350.0
2029.0,686340111800.0,688327088860.0,687845236850.0,686742294900.0,685696372000.0,687122387800.0,687747629200.0,686964672800.0,685109839090.0,682576288400.0,685105850800.0,685822247940.0,687720691070.0
2030.0,685057343160.0,687546701900.0,685037180930.0,684059093870.0,684014820660.0,685131723800.0,685289157500.0,684901215800.0,684010276760.0,680342395500.0,683214331350.0,683376094200.0,686539437600.0
2031.0,683172351000.0,685809856200.0,683121734990.0,682555173300.0,680988373430.0,683113263150.0,683916945900.0,683596823500.0,680839882500.0,678199528400.0,680965453660.0,681643759890.0,684970345700.0
2032.0,681327311390.0,684412025940.0,681319054160.0,679348598340.0,678310040300.0,681506407660.0,682067634340.0,682126086840.0,679042568900.0,675110370990.0,678784152030.0,679811242670.0,684433294500.0
2033.0,680858152300.0,682087641810.0,680904498980.0,676593979800.0,678283127350.0,680427462400.0,679763621190.0,681208732820.0,677345098360.0,672866959860.0,675996772440.0,677169116940.0,683998538140.0
2034.0,679334040940.0,681017443600.0,678370403700.0,674125030640.0,674717789640.0,678182570600.0,677585423500.0,677388771000.0,674685150230.0,668880048300.0,673499490860.0,675168059800.0,680538273560.0
2035.0,676978260500.0,679139364100.0,677024714100.0,671416467470.0,672457363140.0,676666035540.0,675488034300.0,675129717560.0,672064638400.0,666404722460.0,670794022800.0,674030282540.0,679890483200.0
2036.0,674768880450.0,677755944940.0,673858209700.0,668457726540.0,669475282020.0,675178202900.0,673062413360.0,673598727700.0,669845696300.0,662916288200.0,668204606600.0,671490534330.0,678850224330.0
2037.0,673545735400.0,674946487400.0,672283335800.0,665685120460.0,666169231000.0,674077329650.0,670928104660.0,671599758470.0,667053574460.0,659111841100.0,665953602200.0,669078070550.0,676325396950.0
2038.0,670649165300.0,673263664700.0,669546618390.0,662561045200.0,663675455200.0,671428292260.0,668502654660.0,668141446640.0,664563393430.0,655916667900.0,663280329530.0,667705374400.0,673384606530.0
2039.0,668111087600.0,671662722500.0,667005052100.0,659850215300.0,660833240440.0,668999009200.0,666080313430.0,665490754260.0,662365135110.0,652871168950.0,660108739900.0,664577592000.0,672131846000.0
2040.0,665905985800.0,670756801300.0,665172110170.0,659012292760.0,657694369350.0,666561373010.0,663028002100.0,663004697000.0,659428259260.0,648945565700.0,657684667100.0,661980177560.0,671180867500.0
2041.0,663147003740.0,667920358170.0,663221367720.0,655434791900.0,654784377900.0,664463277060.0,660339823200.0,661696869140.0,657248968560.0,644851324060.0,654714383210.0,659132030640.0,668572004560.0
2042.0,661001900420.0,665541944770.0,661884606800.0,651544680360.0,652131928340.0,662260188400.0,657916560600.0,658046325140.0,657595424690.0,641996379490.0,651879756400.0,655761579600.0,666826631000.0
2043.0,658340295260.0,662897642830.0,658811025980.0,648310269900.0,648799568160.0,660334838630.0,655300090420.0,655704211950.0,650838907830.0,637643998200.0,648758368260.0,652942866740.0,664234348260.0
2044.0,656054273600.0,661587523450.0,656417589900.0,645104208150.0,645148895700.0,658037161200.0,653528441660.0,653129146000.0,648144490800.0,633132914040.0,646556223880.0,650343226800.0,662212968680.0
2045.0,654356052600.0,659298707240.0,654846465040.0,642257037850.0,642138380710.0,655792524460.0,650232698600.0,649220050990.0,644990603660.0,629512394300.0,642968918490.0,647040240250.0,661932098850.0
2046.0,651302147700.0,656856244800.0,651281956440.0,638805651490.0,639217890510.0,653780488100.0,647123759640.0,645842096810.0,642173153250.0,625825534980.0,639958020400.0,644283409930.0,661012892600.0
2047.0,648777777060.0,654439573970.0,648910175890.0,635251591940.0,634914356920.0,650615843700.0,643955804970.0,642055040220.0,639196569460.0,620496803870.0,636457319400.0,641633515000.0,656910677300.0
2048.0,646123972300.0,652362978950.0,646228163210.0,632071680980.0,632487208800.0,648022985600.0,641050078860.0,638271851210.0,635341183160.0,615930444540.0,633236017550.0,638139184750.0,654472587250.0
2049.0,642952070960.0,648947549100.0,644784603250.0,628907072190.0,629024384950.0,645696763340.0,637926081850.0,634329801650.0,632326828240.0,611267360840.0,629771991390.0,635275425360.0,652542536860.0
