time,MRI-ESM2-0
2000.0,712224990400.0
2001.0,711795825500.0
2002.0,710680214000.0
2003.0,710199343700.0
2004.0,710511241800.0
2005.0,709636376700.0
2006.0,709557298600.0
2007.0,708530573500.0
2008.0,707563831300.0
2009.0,707622580000.0
2010.0,706022241900.0
2011.0,706868611200.0
2012.0,705272392500.0
2013.0,705081771200.0
2014.0,705924313700.0
2015.0,703898467700.0
2016.0,704746254100.0
2017.0,701314408900.0
2018.0,700991416400.0
2019.0,702148889800.0
2020.0,699484687100.0
2021.0,697539865200.0
2022.0,695899587400.0
2023.0,694233607200.0
2024.0,693122555000.0
2025.0,691432266360.0
2026.0,689699180300.0
2027.0,688206705900.0
2028.0,685376006200.0
2029.0,683142823620.0
2030.0,681929695400.0
2031.0,680122064200.0
2032.0,677110575440.0
2033.0,674684686340.0
2034.0,673034537440.0
2035.0,670461772200.0
2036.0,667999555950.0
2037.0,664891875000.0
2038.0,662637620440.0
2039.0,659479564450.0
2040.0,656877579700.0
2041.0,654518814600.0
2042.0,651336381910.0
2043.0,648783735520.0
2044.0,645478412140.0
2045.0,643948911350.0
2046.0,641758903880.0
2047.0,636945024870.0
2048.0,632928697210.0
2049.0,629274950260.0
2050.0,626997608240.0
2051.0,623375472280.0
2052.0,620009743890.0
2053.0,616837118880.0
2054.0,613191051160.0
2055.0,610935225570.0
2056.0,607374029710.0
2057.0,605980581010.0
2058.0,600210534470.0
2059.0,596099974500.0
2060.0,592461245550.0
2061.0,589468440420.0
2062.0,586878113200.0
2063.0,583543396500.0
2064.0,579578325340.0
2065.0,576140308720.0
2066.0,572345355760.0
2067.0,568660318880.0
2068.0,565221734100.0
2069.0,562059099190.0
2070.0,558398092890.0
2071.0,555449246910.0
2072.0,551668193650.0
2073.0,548523164270.0
2074.0,545206749910.0
2075.0,542389561940.0
2076.0,538892752480.0
2077.0,536172867860.0
2078.0,534387820920.0
2079.0,530720028910.0
2080.0,527976144360.0
2081.0,527205491260.0
2082.0,523495462640.0
2083.0,518242436660.0
2084.0,515526785400.0
2085.0,513185150680.0
2086.0,509904514200.0
2087.0,507892135460.0
2088.0,507686962240.0
2089.0,500921547680.0
2090.0,497364224840.0
2091.0,494816055120.0
2092.0,491256982460.0
2093.0,488978792180.0
2094.0,485743756160.0
2095.0,483367139830.0
2096.0,481397744490.0
2097.0,478759394280.0
2098.0,475933330600.0
2099.0,473984087160.0
2100.0,473661211220.0
