time,ACCESS-CM2,CANESM5,ACCESS-ESM1-5,CESM2-WACCM,IPSL-CM6A-LR,MRI-ESM2-0
2041.0,131483640000.0,132188070000.0,132262265000.0,131560100000.0,131822260000.0,131788070000.0
2042.0,131440710000.0,131844870000.0,132119530000.0,131784260000.0,131326214000.0,131733406000.0
2043.0,131408085000.0,131827606000.0,132703625000.0,131158655000.0,131195450000.0,131788170000.0
2044.0,130868680000.0,131773920000.0,132418370000.0,130973420000.0,131039830000.0,131428710000.0
2045.0,130460340000.0,131510750000.0,131860685000.0,130593490000.0,130743330000.0,131099280000.0
2046.0,130309570000.0,131552280000.0,131648050000.0,130391340000.0,130486750000.0,130865000000.0
2047.0,129899110000.0,131296840000.0,131774230000.0,129931715000.0,130201670000.0,130516830000.0
2048.0,129638080000.0,131051030000.0,131630840000.0,129549720000.0,129886994000.0,130348430000.0
2049.0,129328300000.0,130793690000.0,131872520000.0,129246960000.0,129703535000.0,130194820000.0
2050.0,129008090000.0,130643290000.0,131243120000.0,128957110000.0,129032650000.0,129791074000.0
2051.0,128802810000.0,130000690000.0,130851640000.0,128487160000.0,128649994000.0,129502050000.0
2052.0,128620720000.0,129968910000.0,130909730000.0,128242870000.0,128296370000.0,129161360000.0
2053.0,128093290000.0,129648410000.0,130414666000.0,127840690000.0,127933430000.0,128969070000.0
2054.0,128013525000.0,129490370000.0,130336790000.0,127530844000.0,127741755000.0,128673700000.0
2055.0,127537410000.0,129198880000.0,130153670000.0,126918660000.0,127399840000.0,128456060000.0
2056.0,126990470000.0,128972710000.0,130298085000.0,126424736000.0,126921090000.0,128157970000.0
2057.0,126235690000.0,129000400000.0,129923100000.0,125899540000.0,126787700000.0,127846330000.0
2058.0,125810920000.0,128794845000.0,130006090000.0,125520585000.0,125957210000.0,127265650000.0
2059.0,125290226000.0,128293770000.0,129360730000.0,124626240000.0,125670920000.0,127108530000.0
2060.0,125100390000.0,127689170000.0,128922570000.0,124215490000.0,125048960000.0,126780150000.0
2061.0,124446550000.0,127318000000.0,128531400000.0,123437900000.0,124634980000.0,126405796000.0
2062.0,123911800000.0,126978830000.0,128094940000.0,122596820000.0,124162360000.0,125676870000.0
2063.0,123567370000.0,126189260000.0,127625800000.0,121857155000.0,123923235000.0,125244330000.0
2064.0,122962100000.0,125535216000.0,127086486000.0,121041570000.0,123110220000.0,124672000000.0
2065.0,122400470000.0,125030760000.0,126804820000.0,120403550000.0,122592000000.0,124291105000.0
2066.0,122005740000.0,124705866000.0,126092550000.0,119548480000.0,122348440000.0,123732580000.0
2067.0,121491240000.0,124304190000.0,125478806000.0,118633710000.0,121863225000.0,122857500000.0
2068.0,120747880000.0,123544180000.0,124719964000.0,117733210000.0,120673180000.0,122203110000.0
2069.0,120066870000.0,122928910000.0,124094325000.0,116732360000.0,119836290000.0,121832006000.0
2070.0,119258186000.0,122108715000.0,123679450000.0,115719160000.0,119265160000.0,120867135000.0
2071.0,118701980000.0,121324150000.0,122874585000.0,114435110000.0,118315110000.0,120204510000.0
2072.0,118105250000.0,120624950000.0,122231050000.0,113700690000.0,117736050000.0,119616380000.0
2073.0,117198635000.0,119765440000.0,121695930000.0,112455500000.0,116962410000.0,118894930000.0
2074.0,116463170000.0,118888505000.0,120845844000.0,111330090000.0,115732810000.0,118279650000.0
2075.0,116053170000.0,118124250000.0,120350196000.0,110065940000.0,115067806000.0,117455260000.0
2076.0,115328246000.0,117170590000.0,119960160000.0,109254440000.0,114318344000.0,116851210000.0
2077.0,114308660000.0,116380560000.0,119220720000.0,107658130000.0,113171470000.0,116027380000.0
2078.0,113288900000.0,115388424000.0,118596060000.0,106596500000.0,112317670000.0,115339530000.0
2079.0,112041380000.0,114424210000.0,118259900000.0,105149540000.0,111261245000.0,114467045000.0
2080.0,111344060000.0,113299790000.0,117070260000.0,103400800000.0,110534210000.0,113578120000.0
2081.0,110452750000.0,112260980000.0,116403134000.0,101842030000.0,109418510000.0,112739050000.0
2082.0,109507430000.0,111093920000.0,115544695000.0,100530990000.0,108731980000.0,112066810000.0
2083.0,108441666000.0,109853500000.0,114975830000.0,99095405000.0,107717610000.0,110941420000.0
2084.0,107168650000.0,108664020000.0,114115520000.0,97336580000.0,106662050000.0,110338990000.0
2085.0,106235360000.0,106846224000.0,113318300000.0,95880620000.0,105457470000.0,109374060000.0
2086.0,104955265000.0,105699530000.0,112478060000.0,93907730000.0,104586900000.0,108548020000.0
2087.0,103929480000.0,104402300000.0,111817530000.0,92137480000.0,103359510000.0,107668890000.0
2088.0,102350450000.0,103193010000.0,110864390000.0,89885350000.0,102267780000.0,106683770000.0
2089.0,101325040000.0,102067910000.0,110122530000.0,88104760000.0,100929820000.0,105683345000.0
2090.0,100111745000.0,101146860000.0,109203810000.0,85810390000.0,99999540000.0,104671770000.0
2091.0,98837640000.0,99804594000.0,108356110000.0,84123670000.0,98688740000.0,103529950000.0
2092.0,97660200000.0,98370830000.0,107591885000.0,82089560000.0,96896770000.0,102723910000.0
2093.0,96654090000.0,96684460000.0,106827340000.0,80046860000.0,95342370000.0,101485900000.0
2094.0,95066930000.0,95224545000.0,105883550000.0,77441700000.0,93715590000.0,100140490000.0
2095.0,93913915000.0,93305470000.0,105119890000.0,75112140000.0,92196100000.0,98471410000.0
2096.0,92285166000.0,91342880000.0,104096120000.0,73145210000.0,90817490000.0,97025370000.0
2097.0,90970930000.0,89105870000.0,102538200000.0,70858590000.0,89601080000.0,95805250000.0
2098.0,89485240000.0,87201290000.0,101443985000.0,69021860000.0,88153170000.0,94605345000.0
2099.0,88030160000.0,85689860000.0,100282820000.0,66739094000.0,86696340000.0,92572220000.0
2100.0,86422160000.0,83378860000.0,99334690000.0,64734577000.0,85250970000.0,91057710000.0
2101.0,84617495000.0,81260315000.0,98310730000.0,62505270000.0,83773374000.0,89369076000.0
2102.0,82881540000.0,79167050000.0,96959580000.0,60970463000.0,82303200000.0,87530510000.0
2103.0,81140230000.0,76772440000.0,96114065000.0,58707997000.0,80760220000.0,85379550000.0
2104.0,79496530000.0,74092430000.0,94490170000.0,56540852000.0,79470690000.0,83366126000.0
2105.0,77231320000.0,71100880000.0,93176970000.0,54759830000.0,77702490000.0,81670636000.0
2106.0,75906695000.0,68536705000.0,91926980000.0,53055697000.0,76303200000.0,79736020000.0
2107.0,74467850000.0,66012828000.0,90519180000.0,51223822000.0,74678690000.0,77723230000.0
2108.0,72775900000.0,63654250000.0,89051330000.0,49750737000.0,73156460000.0,76016100000.0
2109.0,71217350000.0,61145125000.0,87256826000.0,48130270000.0,71683260000.0,74260980000.0
2110.0,69158445000.0,59101442000.0,85949480000.0,46466363000.0,70317230000.0,72258540000.0
2111.0,67538630000.0,56996330000.0,84605895000.0,44653347000.0,68285633000.0,70396510000.0
2112.0,65946570000.0,55401427000.0,82686290000.0,42927317000.0,66903605000.0,68187697000.0
2113.0,64204130000.0,53733175000.0,80969930000.0,41380970000.0,65186160000.0,66411344000.0
2114.0,62950160000.0,51844020000.0,79239860000.0,39711945000.0,63375780000.0,64585690000.0
2115.0,61438110000.0,49833410000.0,77620890000.0,38516910000.0,62044350000.0,62709158000.0
2116.0,59806224000.0,47886418000.0,75897130000.0,37429674000.0,60167260000.0,61034697000.0
2117.0,58049160000.0,46050730000.0,74268070000.0,36225184000.0,58757190000.0,59041976000.0
2118.0,56250454000.0,44075917000.0,73022330000.0,35126882000.0,57306264000.0,56896393000.0
2119.0,54641226000.0,42503934000.0,71337250000.0,33947562000.0,55579750000.0,55145964000.0
2120.0,53379944000.0,40568934000.0,69588890000.0,32960117000.0,54020088000.0,53390352000.0
2121.0,51823596000.0,38612677000.0,67943014000.0,31745296000.0,52752294000.0,51840280000.0
2122.0,50102010000.0,36796293000.0,66320500000.0,30515145000.0,51439080000.0,50274710000.0
2123.0,48556757000.0,34744980000.0,64703570000.0,29423407000.0,49722750000.0,48648300000.0
2124.0,47459873000.0,33213438000.0,63151084000.0,28478038000.0,48404920000.0,47316185000.0
2125.0,46189216000.0,31305322000.0,61616665000.0,27619189000.0,47106458000.0,45741027000.0
2126.0,44809507000.0,29916074000.0,60258990000.0,26950167000.0,45908800000.0,44281790000.0
2127.0,43662828000.0,28529607000.0,58802820000.0,26193383000.0,44768907000.0,42904350000.0
2128.0,42381200000.0,26858654000.0,57530530000.0,25494100000.0,43042320000.0,41847894000.0
2129.0,41487270000.0,25679952000.0,56000856000.0,24926190000.0,42008855000.0,40631840000.0
2130.0,40154360000.0,24661901000.0,54743820000.0,24164899000.0,40621724000.0,39246260000.0
2131.0,38895810000.0,23255345000.0,53042560000.0,23557400000.0,39627817000.0,38117300000.0
2132.0,37600460000.0,22236606000.0,52070580000.0,22852596000.0,38883150000.0,37140226000.0
2133.0,36439520000.0,21023609000.0,50617303000.0,22062260000.0,37622200000.0,36042457000.0
2134.0,35274555000.0,20011844000.0,49526567000.0,21246850000.0,36636566000.0,35328233000.0
2135.0,34490630000.0,19174361000.0,48059437000.0,20443955000.0,35467768000.0,33923187000.0
2136.0,33525244000.0,18231128000.0,46707510000.0,19740463000.0,34344520000.0,32615004000.0
2137.0,32664723000.0,17423032000.0,45445020000.0,18692696000.0,33120610000.0,31376308000.0
2138.0,31722238000.0,16421791000.0,44213604000.0,18053605000.0,32204313000.0,30649072000.0
2139.0,30835745000.0,15569275000.0,43159224000.0,17147468000.0,31147807000.0,29719330000.0
2140.0,29819458000.0,14818791000.0,41641845000.0,16660744000.0,30038237000.0,28870994000.0
2141.0,28905734000.0,14045518000.0,40361310000.0,15944795000.0,29068132000.0,28079534000.0
2142.0,27946520000.0,13127369000.0,38974100000.0,15155023000.0,28058825000.0,27248984000.0
2143.0,27307422000.0,12497775000.0,37839580000.0,14485012000.0,27323280000.0,26530566000.0
2144.0,26567023000.0,11870010000.0,36661230000.0,13929518000.0,26486745000.0,25744493000.0
2145.0,25751638000.0,11139223000.0,35391840000.0,13255386000.0,25648777000.0,24941010000.0
2146.0,24993186000.0,10547786000.0,34294102000.0,12632028000.0,24891644000.0,24124799000.0
2147.0,24085480000.0,9972816000.0,33363073000.0,12017999000.0,24091924000.0,23481324000.0
2148.0,23445015000.0,9584119000.0,32024950000.0,11278902000.0,23532087000.0,22835060000.0
2149.0,22845837000.0,9152286000.0,30955170000.0,10714419000.0,22806852000.0,22141546000.0
2150.0,22178292000.0,8752335000.0,29893487000.0,10100378000.0,21915374000.0,21524510000.0
2151.0,21527680000.0,8263898600.0,28964393000.0,9467106000.0,21027670000.0,20882686000.0
2152.0,20740080000.0,7916069000.0,28129346000.0,8893332000.0,20267112000.0,20216758000.0
2153.0,20037028000.0,7511959600.0,27198810000.0,8410705000.0,19523912000.0,19663920000.0
2154.0,19286080000.0,7163348500.0,26411756000.0,7970243600.0,18878855000.0,18988898000.0
2155.0,18660708000.0,6828000000.0,25612474000.0,7505861000.0,18391675000.0,18416685000.0
2156.0,18195397000.0,6634195500.0,24845290000.0,7066300400.0,17867040000.0,17667860000.0
2157.0,17625782000.0,6491793000.0,24073794000.0,6682089000.0,17322045000.0,17140278000.0
2158.0,17202928000.0,6186992000.0,23339383000.0,6377843000.0,16799273000.0,16572411000.0
2159.0,16737248000.0,6002902000.0,22445867000.0,6062763500.0,16180419000.0,16068424000.0
2160.0,16240479000.0,5797489700.0,21656396000.0,5830237700.0,15706713000.0,15603774000.0
2161.0,15746608000.0,5747327000.0,20789370000.0,5526982700.0,15130301000.0,15079175000.0
2162.0,15288308000.0,5618206700.0,20107753000.0,5279260700.0,14552336000.0,14591943000.0
2163.0,14888615000.0,5484763600.0,19445858000.0,5148881400.0,14140995000.0,14093054000.0
2164.0,14470965000.0,5317073000.0,18916456000.0,4995181000.0,13597171000.0,13578576000.0
2165.0,14066156000.0,5187290000.0,18371432000.0,4862983000.0,12833431000.0,12958452000.0
2166.0,13623836000.0,5027085300.0,17801345000.0,4637831700.0,12358745000.0,12311889000.0
2167.0,13342254000.0,4948174000.0,17232542000.0,4542674400.0,11809790000.0,11767291000.0
2168.0,12733890000.0,4882385400.0,16522431000.0,4457413000.0,11315859000.0,11184933000.0
2169.0,12262331000.0,4788199000.0,15935574000.0,4362995700.0,10665244000.0,10705971000.0
2170.0,11822793000.0,4722353000.0,15099858000.0,4275813000.0,10200528000.0,10306699000.0
2171.0,11426294000.0,4605033000.0,14712929000.0,4190109000.0,9760668000.0,9881103000.0
2172.0,11026145000.0,4516982300.0,14177360000.0,4033827300.0,9434597000.0,9456325000.0
2173.0,10532959000.0,4426995700.0,13649747000.0,3925553700.0,9032750000.0,9045127000.0
2174.0,10116037000.0,4349618700.0,13179559000.0,3810254600.0,8685464000.0,8583942000.0
2175.0,9809298000.0,4325981000.0,12614266000.0,3749403000.0,8427738600.0,8183705000.0
2176.0,9500824000.0,4240582700.0,11987564000.0,3718876000.0,8192293000.0,7871672000.0
2177.0,9017023000.0,4141502500.0,11587390000.0,3664568000.0,7947550700.0,7485771300.0
2178.0,8891475000.0,4081108200.0,11035893000.0,3594910500.0,7768055000.0,7202921500.0
2179.0,8531752000.0,4045745200.0,10686431000.0,3552683000.0,7538987000.0,6924316000.0
2180.0,8309315600.0,4009790000.0,10344954000.0,3501769700.0,7290325000.0,6720785400.0
2181.0,8037330000.0,3981421600.0,9869019000.0,3470307600.0,7102295600.0,6530156500.0
2182.0,7796604000.0,3874158800.0,9494515000.0,3387684000.0,6974129000.0,6152731600.0
2183.0,7580573000.0,3832795100.0,9303741000.0,3344913400.0,6803576300.0,5859625000.0
2184.0,7278232000.0,3808767000.0,9016486000.0,3294814200.0,6727488500.0,5689506000.0
2185.0,6937584000.0,3736816600.0,8841662000.0,3280524500.0,6596178000.0,5585627000.0
2186.0,6781826600.0,3690809600.0,8566494700.0,3254380000.0,6476408300.0,5439096000.0
2187.0,6409686500.0,3657641700.0,8375596000.0,3212934700.0,6294282000.0,5290534000.0
2188.0,6207790000.0,3593045800.0,8160043500.0,3185284400.0,6125428700.0,5104484000.0
2189.0,6057659000.0,3563788800.0,7932246500.0,3156837600.0,6055466500.0,5042294000.0
2190.0,5956461600.0,3505747200.0,7739248000.0,3126538200.0,5951471000.0,4995268600.0
2191.0,5739963400.0,3395066000.0,7515463700.0,3030739200.0,5853707000.0,4906891000.0
2192.0,5606104000.0,3371481000.0,7348679700.0,3007060000.0,5760578000.0,4841959400.0
2193.0,5520615400.0,3350418000.0,7151928300.0,2982460000.0,5693317000.0,4752214000.0
2194.0,5342806000.0,3279197700.0,6963039700.0,2951420000.0,5654296600.0,4652923400.0
2195.0,5198780400.0,3254923300.0,6745329700.0,2918756400.0,5572508700.0,4554964000.0
2196.0,5090988000.0,3127677200.0,6546505000.0,2884877600.0,5486451700.0,4441723000.0
2197.0,4900873700.0,3096458000.0,6390979600.0,2870372900.0,5466746400.0,4383991000.0
2198.0,4842908000.0,3005805000.0,6228984300.0,2841496000.0,5405883400.0,4287579000.0
2199.0,4712526000.0,2925907200.0,6038917600.0,2778102800.0,5367941000.0,4238128600.0
2200.0,4625147000.0,2863874600.0,5876687000.0,2733652000.0,5256695000.0,4198260500.0
2201.0,4467939300.0,2802702600.0,5705655000.0,2717872600.0,5174834000.0,4169754000.0
2202.0,4387696600.0,2759057200.0,5598526000.0,2707937300.0,5147815000.0,4158288100.0
2203.0,4250120200.0,2658812400.0,5384406500.0,2665969200.0,5084369000.0,4089015300.0
2204.0,4151108900.0,2644002300.0,5278183000.0,2616343300.0,5061341000.0,4022525000.0
2205.0,4087718100.0,2619549200.0,5201801000.0,2590507500.0,4988450300.0,3986150700.0
2206.0,4006550500.0,2574219800.0,5159676400.0,2561737200.0,4879802400.0,3939185000.0
2207.0,3926023000.0,2538131200.0,5132778000.0,2510834200.0,4872136700.0,3922059000.0
2208.0,3874656300.0,2479709400.0,5073004000.0,2510199300.0,4845692000.0,3889719300.0
2209.0,3760595700.0,2425079300.0,5035842000.0,2507319000.0,4825692000.0,3883848400.0
2210.0,3734323700.0,2403420400.0,4887103500.0,2480050000.0,4801277400.0,3839315000.0
2211.0,3666651600.0,2386574000.0,4814649000.0,2393265700.0,4747442700.0,3804686600.0
2212.0,3595927000.0,2322213400.0,4767420400.0,2365847300.0,4640782300.0,3722998500.0
2213.0,3570597000.0,2317476900.0,4723900400.0,2364874500.0,4627562500.0,3668403700.0
2214.0,3490870800.0,2309000700.0,4655813600.0,2318024700.0,4590643700.0,3646898400.0
2215.0,3404565000.0,2263196400.0,4636730000.0,2291083000.0,4583350300.0,3620993000.0
2216.0,3318229200.0,2171242000.0,4595725000.0,2261551400.0,4565530000.0,3593700000.0
2217.0,3234411800.0,2169360000.0,4532007000.0,2201488400.0,4515348000.0,3566402800.0
2218.0,3177526000.0,2157179400.0,4509619700.0,2192707600.0,4483458000.0,3524060000.0
2219.0,3078423600.0,2119953300.0,4504435000.0,2133849900.0,4379861500.0,3501743000.0
2220.0,3060566500.0,2086352400.0,4448001500.0,2113192300.0,4353033700.0,3447329800.0
2221.0,2978390000.0,2076393200.0,4427507000.0,2069551700.0,4346787300.0,3425644300.0
2222.0,2921080600.0,2064460400.0,4407976400.0,2037872800.0,4325781500.0,3405343700.0
2223.0,2892329000.0,2025251200.0,4322365400.0,2010821600.0,4269306400.0,3362248000.0
2224.0,2852411000.0,1994684900.0,4275083000.0,2007897500.0,4243735300.0,3325185000.0
2225.0,2818104300.0,1955145300.0,4249148700.0,1971971100.0,4239023000.0,3311517000.0
2226.0,2812277000.0,1920596100.0,4218219500.0,1961661200.0,4196712200.0,3284820500.0
2227.0,2799259600.0,1919834600.0,4192801300.0,1924097400.0,4130687500.0,3242125000.0
2228.0,2790925000.0,1911679200.0,4153633500.0,1915575000.0,4115443200.0,3228920300.0
2229.0,2772882700.0,1858490500.0,4019702800.0,1885919200.0,4085969200.0,3224263700.0
2230.0,2767017700.0,1829264000.0,3954877000.0,1874169300.0,4073043200.0,3190332700.0
2231.0,2714295300.0,1805320000.0,3870205400.0,1848934500.0,4054908400.0,3166835500.0
2232.0,2677580800.0,1763767400.0,3844796700.0,1844150900.0,3996596200.0,3114295800.0
2233.0,2626796300.0,1752473200.0,3814173200.0,1821202200.0,3961542100.0,3107509200.0
2234.0,2590168000.0,1723590400.0,3768089600.0,1808992400.0,3946689800.0,3081373200.0
2235.0,2569590800.0,1695472800.0,3748430300.0,1792529200.0,3942872000.0,3072330800.0
2236.0,2561158700.0,1685578600.0,3743779600.0,1775824100.0,3938756600.0,3040207400.0
2237.0,2527049200.0,1682987000.0,3724552400.0,1741630800.0,3917361400.0,3000617000.0
2238.0,2514570200.0,1653825700.0,3673423400.0,1728850600.0,3865087700.0,2982614300.0
2239.0,2502969600.0,1631382300.0,3627986000.0,1693323500.0,3826665700.0,2971284000.0
2240.0,2471081200.0,1630778600.0,3601569500.0,1688154600.0,3821448200.0,2950727700.0
2241.0,2445486300.0,1607384400.0,3596073200.0,1668778100.0,3783120000.0,2935029800.0
2242.0,2404588500.0,1562467800.0,3590358800.0,1660247700.0,3778770700.0,2912935000.0
2243.0,2400912000.0,1555614800.0,3589806300.0,1642910000.0,3725409300.0,2887432400.0
2244.0,2367389200.0,1550380700.0,3530714400.0,1640754300.0,3715259400.0,2850906400.0
2245.0,2332660200.0,1530551600.0,3505404400.0,1617088000.0,3690146300.0,2807538400.0
2246.0,2312368000.0,1525066800.0,3491640300.0,1607115400.0,3688605200.0,2791258000.0
2247.0,2302855200.0,1499308900.0,3489918700.0,1606693500.0,3683499500.0,2760224000.0
2248.0,2251499800.0,1495731300.0,3478469600.0,1606196200.0,3667300400.0,2729706500.0
2249.0,2219668500.0,1488386700.0,3475361500.0,1599151100.0,3653695200.0,2712494300.0
2250.0,2210564400.0,1465817000.0,3426621200.0,1582866600.0,3606949000.0,2710298600.0
2251.0,2204106800.0,1458219800.0,3403413200.0,1570245000.0,3592556000.0,2695336700.0
2252.0,2160748500.0,1457875700.0,3392042200.0,1537633900.0,3564728800.0,2659413800.0
2253.0,2154218200.0,1437841000.0,3367522600.0,1537408400.0,3543358000.0,2649929700.0
2254.0,2146667000.0,1437187000.0,3366543000.0,1514840800.0,3441385200.0,2634731000.0
2255.0,2140312400.0,1432739100.0,3357660700.0,1514520000.0,3404355600.0,2636061000.0
2256.0,2138047000.0,1419854200.0,3350206700.0,1507848400.0,3384095200.0,2624073500.0
2257.0,2119162600.0,1387066200.0,3336466000.0,1495433000.0,3369003300.0,2605533400.0
2258.0,2111594400.0,1380933500.0,3291362600.0,1485208700.0,3345264000.0,2594599400.0
2259.0,2088909400.0,1380394100.0,3281436400.0,1478799400.0,3323517000.0,2594047200.0
2260.0,2052635400.0,1326001000.0,3282025200.0,1462428500.0,3264101600.0,2584567000.0
2261.0,2046498600.0,1303238300.0,3265974500.0,1458908700.0,3239698200.0,2551811600.0
2262.0,2017914900.0,1302838000.0,3240418300.0,1449625200.0,3229154800.0,2537480700.0
2263.0,2016558000.0,1300842900.0,3231507000.0,1443020400.0,3224090000.0,2531365600.0
2264.0,2006045400.0,1291048300.0,3179433500.0,1437066500.0,3214867000.0,2517769500.0
2265.0,2011080100.0,1263963600.0,3164155100.0,1433174000.0,3214107000.0,2497606100.0
2266.0,1991722600.0,1263985500.0,3152424400.0,1425301600.0,3204472600.0,2478728200.0
2267.0,1990758100.0,1263890800.0,3125336300.0,1393170000.0,3200337200.0,2477803500.0
2268.0,1980615700.0,1252393100.0,3107182000.0,1382806100.0,3167309800.0,2467246800.0
2269.0,1980040100.0,1252209400.0,3088430300.0,1382817300.0,3166297900.0,2440822500.0
2270.0,1961038000.0,1242860000.0,3068958200.0,1381761300.0,3117841400.0,2407724000.0
2271.0,1949225000.0,1236627500.0,3062489600.0,1368047000.0,3117507800.0,2405012500.0
2272.0,1935129500.0,1218702700.0,3062000000.0,1362969700.0,3115852000.0,2405578200.0
2273.0,1883775700.0,1197598700.0,3061971000.0,1357423000.0,3103595000.0,2374597000.0
2274.0,1877615500.0,1197254300.0,2996068900.0,1336056200.0,3103062300.0,2371734800.0
2275.0,1876994600.0,1173084700.0,2990820000.0,1311290600.0,3086397200.0,2370925000.0
2276.0,1865455600.0,1169422800.0,2976225300.0,1308835500.0,3081653000.0,2358035200.0
2277.0,1864578200.0,1169170400.0,2962232600.0,1308450200.0,3060881700.0,2342914300.0
2278.0,1843832700.0,1169002100.0,2950496500.0,1293880200.0,3059156700.0,2336404000.0
2279.0,1836646800.0,1160649900.0,2932140000.0,1259009000.0,3053330400.0,2328763600.0
2280.0,1818927900.0,1159235200.0,2918580700.0,1251486500.0,3009424600.0,2281158000.0
2281.0,1817427800.0,1159064600.0,2912017700.0,1248251900.0,2993845800.0,2253264600.0
2282.0,1804795000.0,1145206500.0,2909165600.0,1248361500.0,2969266000.0,2248739300.0
2283.0,1803434400.0,1145094700.0,2867605500.0,1240574200.0,2964175400.0,2235922400.0
2284.0,1743769000.0,1131883800.0,2851359500.0,1225463200.0,2939470600.0,2235872500.0
2285.0,1740984600.0,1129715600.0,2842263300.0,1222345500.0,2930323200.0,2222329600.0
2286.0,1724111400.0,1128915700.0,2841360400.0,1221833000.0,2890127400.0,2202695200.0
2287.0,1693666200.0,1114703700.0,2821764400.0,1219521200.0,2828919600.0,2205848800.0
2288.0,1692025100.0,1103018500.0,2811890700.0,1208945000.0,2814567000.0,2162334000.0
2289.0,1734370000.0,1102928600.0,2810979600.0,1175563000.0,2836535300.0,2155818200.0
2290.0,1744262300.0,1089188000.0,2794773500.0,1174827500.0,2831003000.0,2147806200.0
2291.0,1728940200.0,1088724500.0,2787430700.0,1173696900.0,2838020600.0,2139527400.0
2292.0,1719914900.0,1088590500.0,2745065500.0,1164144100.0,2832039000.0,2139000700.0
2293.0,1669482500.0,1088420100.0,2726937600.0,1160755500.0,2814950100.0,2135337100.0
2294.0,1657315500.0,1084959000.0,2710400300.0,1160410200.0,2814959000.0,2108694100.0
