time,IPSL-CM6A-LR,CNRM-ESM2-1,UKESM1-0-LL,CNRM-CM6-1,IITM-ESM,MPI-ESM1-2-HR,CANESM5,GFDL-ESM4,KACE-1-0-G,MRI-ESM2-0,MIROC6,CESM2-WACCM,TAIESM1,EC-EARTH3
2000.0,8730158600000.0,8730158600000.0,8730158600000.0,8730158600000.0,8730158600000.0,8730158600000.0,8730158600000.0,8730158600000.0,8730158600000.0,8730158600000.0,8730158600000.0,8730158600000.0,8730158600000.0,8730158600000.0
2001.0,8700870000000.0,8700870000000.0,8700870000000.0,8700870000000.0,8700870000000.0,8700870000000.0,8700870000000.0,8700870000000.0,8700870000000.0,8700870000000.0,8700870000000.0,8700870000000.0,8700870000000.0,8700870000000.0
2002.0,8673776000000.0,8673776000000.0,8673776000000.0,8673776000000.0,8673776000000.0,8673776000000.0,8673776000000.0,8673776000000.0,8673776000000.0,8673776000000.0,8673776000000.0,8673776000000.0,8673776000000.0,8673776000000.0
2003.0,8654186600000.0,8654186600000.0,8654186600000.0,8654186600000.0,8654186600000.0,8654186600000.0,8654186600000.0,8654186600000.0,8654186600000.0,8654186600000.0,8654186600000.0,8654186600000.0,8654186600000.0,8654186600000.0
2004.0,8623512600000.0,8623512600000.0,8623512600000.0,8623512600000.0,8623512600000.0,8623512600000.0,8623512600000.0,8623512600000.0,8623512600000.0,8623512600000.0,8623512600000.0,8623512600000.0,8623512600000.0,8623512600000.0
2005.0,8606304400000.0,8606304400000.0,8606304400000.0,8606304400000.0,8606304400000.0,8606304400000.0,8606304400000.0,8606304400000.0,8606304400000.0,8606304400000.0,8606304400000.0,8606304400000.0,8606304400000.0,8606304400000.0
2006.0,8604380300000.0,8604380300000.0,8604380300000.0,8604380300000.0,8604380300000.0,8604380300000.0,8604380300000.0,8604380300000.0,8604380300000.0,8604380300000.0,8604380300000.0,8604380300000.0,8604380300000.0,8604380300000.0
2007.0,8577069000000.0,8577069000000.0,8577069000000.0,8577069000000.0,8577069000000.0,8577069000000.0,8577069000000.0,8577069000000.0,8577069000000.0,8577069000000.0,8577069000000.0,8577069000000.0,8577069000000.0,8577069000000.0
2008.0,8536403000000.0,8536403000000.0,8536403000000.0,8536403000000.0,8536403000000.0,8536403000000.0,8536403000000.0,8536403000000.0,8536403000000.0,8536403000000.0,8536403000000.0,8536403000000.0,8536403000000.0,8536403000000.0
2009.0,8500183300000.0,8500183300000.0,8500183300000.0,8500183300000.0,8500183300000.0,8500183300000.0,8500183300000.0,8500183300000.0,8500183300000.0,8500183300000.0,8500183300000.0,8500183300000.0,8500183300000.0,8500183300000.0
2010.0,8461535400000.0,8461535400000.0,8461535400000.0,8461535400000.0,8461535400000.0,8461535400000.0,8461535400000.0,8461535400000.0,8461535400000.0,8461535400000.0,8461535400000.0,8461535400000.0,8461535400000.0,8461535400000.0
2011.0,8418490300000.0,8418490300000.0,8418490300000.0,8418490300000.0,8418490300000.0,8418490300000.0,8418490300000.0,8418490300000.0,8418490300000.0,8418490300000.0,8418490300000.0,8418490300000.0,8418490300000.0,8418490300000.0
2012.0,8385485000000.0,8385485000000.0,8385485000000.0,8385485000000.0,8385485000000.0,8385485000000.0,8385485000000.0,8385485000000.0,8385485000000.0,8385485000000.0,8385485000000.0,8385485000000.0,8385485000000.0,8385485000000.0
2013.0,8359613300000.0,8359613300000.0,8359613300000.0,8359613300000.0,8359613300000.0,8359613300000.0,8359613300000.0,8359613300000.0,8359613300000.0,8359613300000.0,8359613300000.0,8359613300000.0,8359613300000.0,8359613300000.0
2014.0,8337136000000.0,8337136000000.0,8337136000000.0,8337136000000.0,8337136000000.0,8337136000000.0,8337136000000.0,8337136000000.0,8337136000000.0,8337136000000.0,8337136000000.0,8337136000000.0,8337136000000.0,8337136000000.0
2015.0,8297251000000.0,8297251000000.0,8297251000000.0,8297251000000.0,8297251000000.0,8297251000000.0,8297251000000.0,8297251000000.0,8297251000000.0,8297251000000.0,8297251000000.0,8297251000000.0,8297251000000.0,8297251000000.0
2016.0,8259731000000.0,8259731000000.0,8259731000000.0,8259731000000.0,8259731000000.0,8259731000000.0,8259731000000.0,8259731000000.0,8259731000000.0,8259731000000.0,8259731000000.0,8259731000000.0,8259731000000.0,8259731000000.0
2017.0,8220335700000.0,8220335700000.0,8220335700000.0,8220335700000.0,8220335700000.0,8220335700000.0,8220335700000.0,8220335700000.0,8220335700000.0,8220335700000.0,8220335700000.0,8220335700000.0,8220335700000.0,8220335700000.0
2018.0,8201715600000.0,8201715600000.0,8201715600000.0,8201715600000.0,8201715600000.0,8201715600000.0,8201715600000.0,8201715600000.0,8201715600000.0,8201715600000.0,8201715600000.0,8201715600000.0,8201715600000.0,8201715600000.0
2019.0,8175378000000.0,8175378000000.0,8175378000000.0,8175378000000.0,8175378000000.0,8175378000000.0,8175378000000.0,8175378000000.0,8175378000000.0,8175378000000.0,8175378000000.0,8175378000000.0,8175378000000.0,8175378000000.0
2020.0,8138347000000.0,8138347000000.0,8138347000000.0,8138347000000.0,8138347000000.0,8138347000000.0,8138347000000.0,8138347000000.0,8138347000000.0,8138347000000.0,8138347000000.0,8138347000000.0,8138347000000.0,8138347000000.0
2021.0,8133452000000.0,8125781000000.0,8131015300000.0,8130382000000.0,8047417600000.0,8127137000000.0,8104381000000.0,8101945000000.0,8104865000000.0,8112794000000.0,8088903500000.0,8130011000000.0,8032102000000.0,8071842000000.0
2022.0,8068502400000.0,8034436000000.0,8094158000000.0,8075506000000.0,7992231000000.0,8149060300000.0,8052655000000.0,8045368000000.0,8071933300000.0,8101348000000.0,8049910600000.0,8110124000000.0,7995598000000.0,8015142500000.0
2023.0,8006843500000.0,7995069600000.0,8065887000000.0,8011959500000.0,7920793700000.0,8136501000000.0,7985831000000.0,8018820000000.0,8031012000000.0,8024485300000.0,8018226000000.0,8077722500000.0,7951671600000.0,7960439000000.0
2024.0,7985770300000.0,7947647000000.0,8014789600000.0,7963414600000.0,7875101000000.0,8099964000000.0,7908306000000.0,7951409500000.0,7998521500000.0,7977695000000.0,7971320000000.0,8053480500000.0,7867468300000.0,7859950600000.0
2025.0,7946973500000.0,7917212300000.0,7957906500000.0,7933719500000.0,7810234400000.0,8059259700000.0,7773928600000.0,7915057000000.0,7924996000000.0,7929093700000.0,7933910000000.0,7982355600000.0,7826635000000.0,7756629700000.0
2026.0,7878353000000.0,7863378400000.0,7886966000000.0,7908090700000.0,7756243000000.0,8019784500000.0,7747305700000.0,7876476700000.0,7862083400000.0,7878427000000.0,7863803000000.0,7899057000000.0,7778341000000.0,7700620000000.0
2027.0,7846377000000.0,7783660400000.0,7842286000000.0,7931064000000.0,7691960000000.0,7996605000000.0,7688897000000.0,7821829000000.0,7801859000000.0,7831209000000.0,7847897000000.0,7862268000000.0,7699012000000.0,7629679600000.0
2028.0,7799044600000.0,7770905500000.0,7781790000000.0,7921024000000.0,7650016000000.0,7966799000000.0,7590234300000.0,7777959300000.0,7723572000000.0,7781247600000.0,7774857600000.0,7846055400000.0,7631470000000.0,7561553600000.0
