time,UKESM1-0-LL,IPSL-CM6A-LR,IITM-ESM,GFDL-ESM4,MPI-ESM1-2-HR,MRI-ESM2-0,KACE-1-0-G,TAIESM1,CESM2-WACCM
2029.0,7762222000000.0,7751106000000.0,7668385700000.0,7803369400000.0,7808976700000.0,7765612300000.0,7535557000000.0,7615695000000.0,7750212000000.0
2030.0,7727749300000.0,7709703300000.0,7638890000000.0,7771822000000.0,7759020000000.0,7719482300000.0,7496083000000.0,7611117700000.0,7623190000000.0
2031.0,7678181500000.0,7681018400000.0,7605273500000.0,7750789600000.0,7740530000000.0,7646020000000.0,7440306000000.0,7521935300000.0,7504487000000.0
2032.0,7637555000000.0,7605159000000.0,7565189600000.0,7697521000000.0,7694680000000.0,7568054000000.0,7371236600000.0,7446002000000.0,7450026600000.0
2033.0,7545326400000.0,7545631000000.0,7519556000000.0,7657619500000.0,7660192700000.0,7488760400000.0,7316885700000.0,7351233400000.0,7396219400000.0
2034.0,7499703000000.0,7450397000000.0,7466735000000.0,7621827400000.0,7669863700000.0,7470677000000.0,7271574700000.0,7271644000000.0,7344449000000.0
2035.0,7411330400000.0,7394142000000.0,7392029000000.0,7577612600000.0,7615531000000.0,7432197000000.0,7195753700000.0,7182675000000.0,7303838300000.0
2036.0,7339694000000.0,7332767000000.0,7337909700000.0,7551986000000.0,7601135000000.0,7371189000000.0,7138819000000.0,7063593300000.0,7259027000000.0
2037.0,7283536300000.0,7252837700000.0,7284395000000.0,7553059700000.0,7567674700000.0,7274577300000.0,7064273300000.0,6975827500000.0,7220973500000.0
2038.0,7182001600000.0,7162284700000.0,7229157000000.0,7486870000000.0,7520255500000.0,7150945400000.0,6982461000000.0,6869929700000.0,7148393700000.0
2039.0,7074364000000.0,7081017000000.0,7163115000000.0,7427107300000.0,7474329000000.0,7088978300000.0,6872516000000.0,6750795000000.0,7074360000000.0
2040.0,7006666600000.0,7005632000000.0,7100158000000.0,7377063500000.0,7442023300000.0,7055427000000.0,6812281000000.0,6656942400000.0,7016497000000.0
2041.0,6923504000000.0,6981568400000.0,7060428000000.0,7321748500000.0,7396134500000.0,7021288500000.0,6733325400000.0,6541411400000.0,6966101000000.0
2042.0,6826726000000.0,6894399000000.0,6999696700000.0,7273130000000.0,7372826000000.0,6946245600000.0,6655292000000.0,6419980500000.0,6926626700000.0
2043.0,6754968500000.0,6845006600000.0,6935405000000.0,7233645600000.0,7332720000000.0,6895790700000.0,6555713400000.0,6333675000000.0,6898406400000.0
2044.0,6661828000000.0,6783119700000.0,6888240000000.0,7147372000000.0,7277846700000.0,6839963500000.0,6469054400000.0,6226824400000.0,6878218000000.0
2045.0,6576741500000.0,6689812600000.0,6831128000000.0,7127502000000.0,7233274400000.0,6757808000000.0,6373020000000.0,6164412000000.0,6839874400000.0
2046.0,6509190000000.0,6649547000000.0,6790089000000.0,7102035000000.0,7218173000000.0,6694763000000.0,6330475600000.0,6007466000000.0,6767765400000.0
2047.0,6434634300000.0,6609369000000.0,6736218000000.0,7064193000000.0,7183933600000.0,6601955000000.0,6277949000000.0,5843990000000.0,6738964000000.0
2048.0,6377355300000.0,6581619500000.0,6669215500000.0,6988843000000.0,7138842000000.0,6494633300000.0,6211195000000.0,5730607300000.0,6676130300000.0
2049.0,6293052500000.0,6499257500000.0,6598794000000.0,6931062000000.0,7111723000000.0,6434015700000.0,6138431000000.0,5649302300000.0,6603659000000.0
2050.0,6193651000000.0,6439321500000.0,6545088700000.0,6878487600000.0,7064194600000.0,6372310600000.0,6051782000000.0,5513327700000.0,6528844700000.0
2051.0,6036575000000.0,6383700000000.0,6476921300000.0,6856502000000.0,7044081000000.0,6291000000000.0,5938520000000.0,5426914000000.0,6453087700000.0
2052.0,5923994000000.0,6295024300000.0,6385037000000.0,6834027000000.0,7017605000000.0,6209117000000.0,5807051600000.0,5258048000000.0,6373752000000.0
2053.0,5825854700000.0,6241061400000.0,6313670000000.0,6797143000000.0,6966544400000.0,6173361700000.0,5677300000000.0,5137493400000.0,6309135000000.0
2054.0,5720989000000.0,6157413400000.0,6252649000000.0,6755355000000.0,6941760000000.0,6112041000000.0,5601023000000.0,5023355000000.0,6224823700000.0
2055.0,5630674000000.0,6133885400000.0,6207818000000.0,6714118600000.0,6938378000000.0,6029566300000.0,5509081000000.0,4955193000000.0,6193364300000.0
2056.0,5558808600000.0,6026625500000.0,6144693000000.0,6633184300000.0,6892728400000.0,5953949000000.0,5447963600000.0,4864413300000.0,6121793000000.0
2057.0,5457968000000.0,5934904500000.0,6069364000000.0,6621614300000.0,6871930400000.0,5866094300000.0,5355270600000.0,4767128500000.0,6051433000000.0
2058.0,5361325600000.0,5869677300000.0,5996888000000.0,6582926600000.0,6845309600000.0,5742337700000.0,5272067600000.0,4640619400000.0,5989818400000.0
2059.0,5258151000000.0,5789094000000.0,5931370300000.0,6533649300000.0,6799400400000.0,5684691000000.0,5237225000000.0,4556000300000.0,5891600000000.0
2060.0,5144720000000.0,5702362300000.0,5869764300000.0,6527757300000.0,6793536000000.0,5631448000000.0,5178750000000.0,4426273000000.0,5801968700000.0
2061.0,5043280400000.0,5615908000000.0,5800925000000.0,6518718600000.0,6758954700000.0,5551918000000.0,5063635000000.0,4318765300000.0,5775480000000.0
2062.0,4949058500000.0,5537342000000.0,5745728000000.0,6476319400000.0,6720879300000.0,5478508700000.0,4970708500000.0,4209754000000.0,5677749600000.0
2063.0,4883677000000.0,5411595400000.0,5691026700000.0,6426969000000.0,6676435400000.0,5433568000000.0,4875719500000.0,4111123300000.0,5607572000000.0
2064.0,4786538700000.0,5348179600000.0,5634839300000.0,6371604000000.0,6653836000000.0,5366365000000.0,4762699000000.0,4023480000000.0,5550576000000.0
2065.0,4679181300000.0,5265309600000.0,5561409600000.0,6327291600000.0,6610539000000.0,5289679000000.0,4680947000000.0,3941025700000.0,5451458500000.0
2066.0,4572547400000.0,5170640500000.0,5505549300000.0,6274820300000.0,6574612400000.0,5260405400000.0,4607133600000.0,3810333000000.0,5413860300000.0
2067.0,4478953000000.0,5111225000000.0,5428847000000.0,6234675600000.0,6535036500000.0,5201742300000.0,4519558600000.0,3681795200000.0,5388714400000.0
2068.0,4384441500000.0,5075109000000.0,5363062000000.0,6164487000000.0,6509518400000.0,5161403500000.0,4471967000000.0,3593557500000.0,5300140600000.0
2069.0,4305627400000.0,4984076000000.0,5310340700000.0,6136264000000.0,6476477000000.0,5089575000000.0,4374692600000.0,3504635400000.0,5200938500000.0
2070.0,4188521600000.0,4882932000000.0,5234680700000.0,6093514000000.0,6425170400000.0,5035480000000.0,4282996000000.0,3407291000000.0,5109608600000.0
2071.0,4077041700000.0,4774846500000.0,5183873000000.0,6046922000000.0,6361516000000.0,4990507700000.0,4202291800000.0,3311642000000.0,5028276000000.0
2072.0,3978074000000.0,4653001000000.0,5117280000000.0,6037156000000.0,6319546000000.0,4908780600000.0,4116410000000.0,3192296800000.0,4986641600000.0
2073.0,3887957500000.0,4550971000000.0,5043258400000.0,5968011700000.0,6304908700000.0,4857225300000.0,4024415000000.0,3100419000000.0,4935652500000.0
2074.0,3786003700000.0,4472217000000.0,4982568000000.0,5906379600000.0,6251446500000.0,4796934000000.0,3960403100000.0,3003861200000.0,4872352600000.0
2075.0,3692368200000.0,4349977700000.0,4911690000000.0,5857013000000.0,6198733000000.0,4750519600000.0,3864349000000.0,2917425500000.0,4783152000000.0
2076.0,3594219200000.0,4235190000000.0,4859891300000.0,5818814600000.0,6173866600000.0,4722047000000.0,3792481600000.0,2812634200000.0,4722633000000.0
2077.0,3486370800000.0,4100924000000.0,4793052000000.0,5743235300000.0,6148446000000.0,4639258000000.0,3697539500000.0,2733395700000.0,4636639000000.0
2078.0,3372677600000.0,3999226100000.0,4730100000000.0,5718029000000.0,6123456300000.0,4555029000000.0,3613579000000.0,2654364800000.0,4571116000000.0
2079.0,3267928500000.0,3868853800000.0,4659895300000.0,5656507000000.0,6079882700000.0,4485796000000.0,3563863700000.0,2558252300000.0,4507977000000.0
2080.0,3154721400000.0,3778076000000.0,4613262000000.0,5624924500000.0,6066736000000.0,4410342000000.0,3470981600000.0,2497138000000.0,4415736000000.0
2081.0,3056569700000.0,3672785300000.0,4552996000000.0,5567548000000.0,6019613700000.0,4361702900000.0,3397469600000.0,2412761000000.0,4357890000000.0
2082.0,2947333200000.0,3572248300000.0,4491635600000.0,5529350400000.0,5993234700000.0,4327741300000.0,3324367300000.0,2338072800000.0,4272194300000.0
2083.0,2867823000000.0,3494446600000.0,4436611600000.0,5494168000000.0,5939869000000.0,4248228000000.0,3244723500000.0,2240182000000.0,4227093500000.0
2084.0,2782474000000.0,3410228200000.0,4380100100000.0,5456846000000.0,5926892300000.0,4169718800000.0,3168587000000.0,2171820300000.0,4179658500000.0
2085.0,2691803600000.0,3321757400000.0,4325543000000.0,5391123000000.0,5904754000000.0,4067096000000.0,3076857500000.0,2098626200000.0,4091933600000.0
2086.0,2617463000000.0,3235698000000.0,4273823000000.0,5381213400000.0,5894922000000.0,4032781400000.0,3011495000000.0,2017212200000.0,4012476700000.0
2087.0,2559902700000.0,3130847000000.0,4210975600000.0,5324860300000.0,5870055000000.0,3942957400000.0,2949109500000.0,1950616600000.0,4000767300000.0
2088.0,2485116200000.0,3073905500000.0,4157693800000.0,5280716000000.0,5846090600000.0,3874495400000.0,2903908500000.0,1885034800000.0,3893911600000.0
2089.0,2409247800000.0,2963057000000.0,4087131700000.0,5248121300000.0,5806513700000.0,3820271200000.0,2832710500000.0,1831032800000.0,3832172800000.0
2090.0,2321997000000.0,2895090300000.0,4037072400000.0,5207546000000.0,5760007000000.0,3771596000000.0,2766996000000.0,1778841300000.0,3750964200000.0
2091.0,2246837000000.0,2815567600000.0,3982157000000.0,5179234600000.0,5713659000000.0,3698916000000.0,2706273000000.0,1719874700000.0,3688366000000.0
2092.0,2175850400000.0,2702144700000.0,3922252000000.0,5102329000000.0,5680748600000.0,3636956200000.0,2641427700000.0,1660277000000.0,3616085400000.0
2093.0,2093998000000.0,2639829000000.0,3869569000000.0,5067495700000.0,5639514000000.0,3601595600000.0,2610913600000.0,1602448100000.0,3536629800000.0
2094.0,2019561300000.0,2569641700000.0,3809099600000.0,5025420000000.0,5592692300000.0,3579402500000.0,2537118800000.0,1537184900000.0,3446598000000.0
2095.0,1957527600000.0,2496293500000.0,3760241500000.0,4990025300000.0,5514303400000.0,3524925800000.0,2475303400000.0,1475268700000.0,3405668000000.0
2096.0,1894380600000.0,2420298200000.0,3700699000000.0,4907023700000.0,5467575700000.0,3504433800000.0,2415266000000.0,1432947900000.0,3332685700000.0
2097.0,1819349900000.0,2339341000000.0,3629391000000.0,4822796300000.0,5431136600000.0,3425468200000.0,2360925200000.0,1382271500000.0,3296985000000.0
2098.0,1752866100000.0,2269692800000.0,3585160200000.0,4769047400000.0,5388520400000.0,3368176600000.0,2313269500000.0,1322443200000.0,3211851000000.0
2099.0,1688884900000.0,2178085200000.0,3544527100000.0,4718355500000.0,5364085000000.0,3347970300000.0,2239018800000.0,1269913700000.0,3157120300000.0
2100.0,1626962500000.0,2102112700000.0,3494018000000.0,4682966000000.0,5328942400000.0,3301208500000.0,2189718600000.0,1220209300000.0,3094138000000.0
