time,MPI-ESM-LR,CCSM4,CSIRO-MK3-6-0
2084.0,122780210000.0,111800710000.0,110819030000.0
2085.0,122268640000.0,110645480000.0,109850970000.0
2086.0,122074170000.0,109838130000.0,109090955000.0
2087.0,121547235000.0,108747910000.0,108242354000.0
2088.0,120991520000.0,107823370000.0,107043130000.0
2089.0,120582550000.0,106401830000.0,106218226000.0
2090.0,120089575000.0,105411130000.0,104880010000.0
2091.0,119711110000.0,104545760000.0,103807700000.0
2092.0,119160480000.0,103465930000.0,102098360000.0
2093.0,118678360000.0,102257910000.0,100573470000.0
2094.0,118344060000.0,100957640000.0,99168040000.0
2095.0,117986680000.0,99733135000.0,97291920000.0
2096.0,117368800000.0,98627895000.0,95423850000.0
2097.0,116736480000.0,97540784000.0,93416900000.0
2098.0,116188640000.0,96014295000.0,91910640000.0
2099.0,115553430000.0,94579155000.0,90260620000.0
2100.0,114966370000.0,93520440000.0,88081230000.0
2101.0,114427570000.0,91794055000.0,86680470000.0
2102.0,113989304000.0,89674150000.0,84541030000.0
2103.0,113339420000.0,88427840000.0,82813930000.0
2104.0,112851150000.0,86643200000.0,80848970000.0
2105.0,112504330000.0,84085190000.0,78825546000.0
2106.0,111567060000.0,81991240000.0,76528600000.0
2107.0,111149400000.0,80309650000.0,74604510000.0
2108.0,110212104000.0,78446920000.0,72527590000.0
2109.0,109810850000.0,76203230000.0,70528190000.0
2110.0,108947276000.0,74292216000.0,68825825000.0
2111.0,108085610000.0,71835580000.0,66480808000.0
2112.0,107143310000.0,70088860000.0,64155275000.0
2113.0,106090275000.0,68086563000.0,62487000000.0
2114.0,105323870000.0,66530365000.0,60479860000.0
2115.0,104644300000.0,64580130000.0,58409443000.0
2116.0,103879655000.0,62331380000.0,57109610000.0
2117.0,103229280000.0,60652868000.0,55328158000.0
2118.0,102426280000.0,58993860000.0,53900526000.0
2119.0,101506654000.0,57425777000.0,52510220000.0
2120.0,100333240000.0,55914914000.0,51521050000.0
2121.0,99303790000.0,54450893000.0,50180428000.0
2122.0,98385215000.0,53032360000.0,48593040000.0
2123.0,97070140000.0,51722703000.0,47581184000.0
2124.0,96187880000.0,50726340000.0,45839760000.0
2125.0,95114230000.0,49193296000.0,44656234000.0
2126.0,93662430000.0,47628866000.0,43305173000.0
2127.0,92835700000.0,46393020000.0,41945145000.0
2128.0,91294210000.0,45084610000.0,40514060000.0
2129.0,90236310000.0,43776970000.0,39450104000.0
2130.0,88957720000.0,42688496000.0,38337847000.0
2131.0,87465420000.0,41536050000.0,36958740000.0
2132.0,86363260000.0,40120940000.0,35653510000.0
2133.0,84658590000.0,39221703000.0,34879070000.0
2134.0,83749360000.0,38104480000.0,33967921000.0
2135.0,82077140000.0,37038260000.0,32950053000.0
2136.0,80957550000.0,35600220000.0,31797470000.0
2137.0,80051650000.0,34326837000.0,30694484000.0
2138.0,78729910000.0,32936364000.0,29507762000.0
2139.0,77579575000.0,31664005000.0,28350564000.0
2140.0,76538600000.0,30674215000.0,27543050000.0
2141.0,75799904000.0,29502994000.0,26725528000.0
2142.0,74466240000.0,28712677000.0,26024948000.0
2143.0,73085510000.0,27924320000.0,25348784000.0
2144.0,71895590000.0,26841924000.0,24328313000.0
2145.0,71018275000.0,26026490000.0,23512496000.0
2146.0,69877660000.0,25248068000.0,22901983000.0
2147.0,68940900000.0,24078238000.0,22288194000.0
2148.0,67873407000.0,23261043000.0,21813060000.0
2149.0,66528375000.0,22345714000.0,20683821000.0
2150.0,65700442000.0,21559114000.0,19791178000.0
2151.0,64554664000.0,20767287000.0,18639845000.0
2152.0,63076770000.0,19793035000.0,17931684000.0
2153.0,61484620000.0,18943824000.0,17192796000.0
2154.0,60362404000.0,18230977000.0,16301451000.0
2155.0,59312095000.0,17715284000.0,15621309000.0
2156.0,58595365000.0,16999526000.0,15066522000.0
2157.0,57200910000.0,16291403000.0,14456914000.0
2158.0,56102613000.0,15556684000.0,13737213000.0
2159.0,54678410000.0,15072798000.0,13314004000.0
2160.0,53528470000.0,14433600000.0,12663790000.0
2161.0,52543824000.0,13758268000.0,12173553000.0
2162.0,51444310000.0,13070125000.0,11342920000.0
2163.0,50253550000.0,12445133000.0,10892945000.0
2164.0,49267970000.0,11872469000.0,10254948000.0
2165.0,48410910000.0,11252890000.0,9492149000.0
2166.0,47063826000.0,10677956000.0,8852394000.0
2167.0,45965775000.0,10165482000.0,8482840600.0
2168.0,45189067000.0,9727447000.0,7916485000.0
2169.0,43769647000.0,9265730000.0,7482040000.0
2170.0,42813637000.0,8747751000.0,7192547300.0
2171.0,41975013000.0,8121362400.0,6804534000.0
2172.0,41297613000.0,7643894000.0,6505673000.0
2173.0,40575685000.0,7288569000.0,6270083600.0
2174.0,39776610000.0,7068385000.0,6024572000.0
2175.0,39224316000.0,6836359000.0,5800816000.0
2176.0,38380863000.0,6632491000.0,5614109700.0
2177.0,37917676000.0,6412935000.0,5415010000.0
2178.0,37183906000.0,6134532000.0,5112540000.0
2179.0,36386530000.0,5857638000.0,4952179700.0
2180.0,35719135000.0,5634802000.0,4796148700.0
2181.0,34901967000.0,5355794000.0,4682067500.0
2182.0,34180815000.0,5239130000.0,4521863700.0
2183.0,33378822000.0,5108741000.0,4369560000.0
2184.0,32623655000.0,4955619300.0,4281982200.0
2185.0,31887438000.0,4726031000.0,4194551000.0
2186.0,31213328000.0,4607386000.0,4053358300.0
2187.0,30617890000.0,4448528400.0,3951471900.0
2188.0,29598100000.0,4298723300.0,3849083600.0
2189.0,28978285000.0,4133553400.0,3758374000.0
2190.0,28353235000.0,3983254500.0,3691954000.0
2191.0,27500325000.0,3889187300.0,3604269300.0
2192.0,27052405000.0,3785908700.0,3482198300.0
2193.0,26586229000.0,3610186800.0,3428826400.0
2194.0,25988803000.0,3546545400.0,3376642000.0
2195.0,25377483000.0,3479469300.0,3321976600.0
2196.0,24804358000.0,3414617900.0,3251127000.0
2197.0,24077142000.0,3349229800.0,3200093000.0
2198.0,23600243000.0,3306395100.0,3136767200.0
2199.0,23154915000.0,3254806800.0,3065062000.0
2200.0,22541036000.0,3189591800.0,3022370800.0
2201.0,22029105000.0,3116972000.0,2924787200.0
2202.0,21511963000.0,3070705200.0,2846869000.0
2203.0,21179450000.0,3035985000.0,2737075200.0
2204.0,20595452000.0,3000422400.0,2673611800.0
2205.0,19995032000.0,2941266700.0,2614516000.0
2206.0,19604298000.0,2935368200.0,2545262000.0
2207.0,19166333000.0,2827455700.0,2526753500.0
2208.0,18695709000.0,2772734000.0,2466548200.0
2209.0,18045252000.0,2753666800.0,2404624600.0
2210.0,17517810000.0,2650473500.0,2399160800.0
2211.0,17194121000.0,2639962400.0,2331293200.0
2212.0,16712491000.0,2606705400.0,2292322300.0
2213.0,16289541000.0,2570001700.0,2274495200.0
2214.0,15960711000.0,2526981000.0,2223549400.0
2215.0,15746345000.0,2524445700.0,2161140200.0
2216.0,15387976000.0,2457178000.0,2116133500.0
2217.0,14965400000.0,2399653400.0,2096319700.0
2218.0,14624645000.0,2380188400.0,2082177700.0
2219.0,14186317000.0,2375102700.0,2020653300.0
2220.0,13940659000.0,2360450600.0,2003368000.0
2221.0,13802869000.0,2333769700.0,1967241000.0
2222.0,13349152000.0,2273255200.0,1893289200.0
2223.0,13203715000.0,2227841300.0,1872798500.0
2224.0,12935930000.0,2202954500.0,1811574300.0
2225.0,12820221000.0,2171375000.0,1782618400.0
2226.0,12651419000.0,2104026500.0,1754325500.0
2227.0,12403750000.0,2049901700.0,1713299100.0
2228.0,12167179000.0,2033751000.0,1669249500.0
2229.0,12050419000.0,1967706900.0,1644190600.0
2230.0,11854617000.0,1941897500.0,1605599500.0
2231.0,11631890000.0,1908362500.0,1558027800.0
2232.0,11439907000.0,1893716100.0,1496238700.0
2233.0,11344912000.0,1850855400.0,1462249900.0
2234.0,11170693000.0,1838097700.0,1454630900.0
2235.0,10918794000.0,1824487400.0,1427299300.0
2236.0,10822113000.0,1808987900.0,1391656300.0
2237.0,10779062000.0,1793048400.0,1387682600.0
2238.0,10624829000.0,1772828800.0,1348161500.0
2239.0,10518509000.0,1729853600.0,1292096100.0
2240.0,10397051000.0,1698371300.0,1243804700.0
2241.0,10266163000.0,1679943800.0,1219753300.0
2242.0,10112370000.0,1664350700.0,1203631100.0
2243.0,9980704000.0,1663018400.0,1166431200.0
2244.0,9875575000.0,1642264700.0,1141220000.0
2245.0,9746574000.0,1616666900.0,1140054800.0
2246.0,9647864000.0,1607794800.0,1094345600.0
2247.0,9562144000.0,1576431100.0,1062907650.0
2248.0,9420819000.0,1570956200.0,1038180350.0
2249.0,9378542000.0,1565445100.0,1024149700.0
2250.0,9273602000.0,1541081100.0,1019807600.0
2251.0,9188039000.0,1532434800.0,989691260.0
2252.0,9136355000.0,1498022900.0,942338050.0
2253.0,9040002000.0,1477110700.0,929385600.0
2254.0,9002775000.0,1450589800.0,912618900.0
2255.0,8922635000.0,1420899600.0,899059400.0
2256.0,8873436000.0,1411784400.0,855777000.0
2257.0,8825255000.0,1375213400.0,833758140.0
2258.0,8730082000.0,1374741100.0,813095360.0
2259.0,8677984000.0,1361006800.0,795851900.0
2260.0,8635856000.0,1332644500.0,758721600.0
2261.0,8572658000.0,1332237600.0,753245250.0
2262.0,8540331500.0,1322300000.0,736113800.0
2263.0,8488783400.0,1305611300.0,725461000.0
2264.0,8427425300.0,1277735400.0,713631200.0
2265.0,8355707000.0,1270528400.0,709552830.0
2266.0,8319353000.0,1242004500.0,690408800.0
2267.0,8270223000.0,1235242100.0,680982460.0
2268.0,8226711600.0,1234604900.0,674461600.0
2269.0,8172973000.0,1228024600.0,668892900.0
2270.0,8130021400.0,1214326100.0,640253100.0
2271.0,8094476300.0,1206000100.0,634792600.0
2272.0,8031774700.0,1203947000.0,621973000.0
2273.0,8009124400.0,1177021400.0,614819600.0
2274.0,7979596300.0,1173285400.0,612923000.0
2275.0,7951836000.0,1153817500.0,597452200.0
2276.0,7902975500.0,1147448800.0,575615300.0
2277.0,7848849400.0,1145754100.0,570116200.0
2278.0,7833708500.0,1139874300.0,565246100.0
2279.0,7739638000.0,1137221200.0,564218100.0
2280.0,7681950700.0,1127817300.0,552062800.0
2281.0,7617955300.0,1117812500.0,547434000.0
2282.0,7574176000.0,1116397300.0,539970370.0
2283.0,7538354700.0,1118374900.0,538123140.0
2284.0,7513383400.0,1114809700.0,525724930.0
2285.0,7461594600.0,1067368500.0,523682880.0
2286.0,7441330700.0,1032036900.0,523211170.0
2287.0,7434987500.0,1022421500.0,513096500.0
2288.0,7432766000.0,1021498400.0,511241200.0
2289.0,7388476000.0,1006963600.0,511124300.0
2290.0,7363288600.0,999669440.0,509768060.0
2291.0,7327581700.0,997289600.0,509110080.0
2292.0,7299507000.0,977731840.0,481305120.0
2293.0,7255534600.0,974160450.0,462902370.0
2294.0,7227171000.0,974005300.0,462648600.0
2295.0,7218206700.0,971934200.0,461960500.0
2296.0,7217361400.0,967490750.0,454429540.0
2297.0,7177859600.0,944267970.0,451035260.0
2298.0,7158783500.0,948492860.0,450763330.0
2299.0,7154431500.0,945335500.0,434275900.0
2300.0,7138952000.0,940048300.0,433133150.0
