time,UKESM1-0-LL,CNRM-ESM2-1,IITM-ESM,EC-EARTH3,KACE-1-0-G,GFDL-ESM4,MRI-ESM2-0,IPSL-CM6A-LR,MPI-ESM1-2-HR,CNRM-CM6-1,CANESM5,TAIESM1,CESM2-WACCM,MIROC6
2013.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0
2014.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0
2015.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0
2016.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0
2017.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0
2018.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0
2019.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0
2020.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0
2021.0,710725340000.0,709653950000.0,712212000000.0,703655250000.0,701046200000.0,702037800000.0,701922400000.0,699980640000.0,701101300000.0,714291100000.0,687771160000.0,707300200000.0,700851600000.0,713799500000.0
2022.0,692265750000.0,703943500000.0,706421850000.0,685034000000.0,683218600000.0,693254200000.0,685925700000.0,697406650000.0,700119000000.0,697633000000.0,669575100000.0,694644100000.0,678050270000.0,705235700000.0
2023.0,668889300000.0,685234600000.0,702151600000.0,664806300000.0,681550350000.0,682129700000.0,673565840000.0,692643400000.0,692457000000.0,677644140000.0,633082350000.0,682689040000.0,649807900000.0,698567800000.0
2024.0,647780240000.0,672499760000.0,703928100000.0,652248500000.0,668714700000.0,650714900000.0,659695340000.0,672753800000.0,680687700000.0,661639600000.0,594499800000.0,671607300000.0,631011800000.0,691232800000.0
2025.0,627972800000.0,667462660000.0,697235730000.0,629275750000.0,658030460000.0,635427550000.0,649364240000.0,656008540000.0,668496950000.0,651181560000.0,573784260000.0,652877900000.0,610541630000.0,687593800000.0
2026.0,610144500000.0,655732640000.0,692401600000.0,620435140000.0,656506600000.0,616927700000.0,629666350000.0,638273000000.0,654972160000.0,635004500000.0,545977140000.0,642510300000.0,592037200000.0,677760300000.0
2027.0,597575100000.0,644899730000.0,679947800000.0,599019300000.0,643256940000.0,609995100000.0,616888800000.0,616284160000.0,635497940000.0,621767100000.0,518815380000.0,616516000000.0,577879740000.0,675472150000.0
2028.0,576827560000.0,629329200000.0,677383050000.0,588338100000.0,626429660000.0,593375200000.0,598402000000.0,597141950000.0,638680370000.0,596572900000.0,490918200000.0,599560160000.0,560949200000.0,658209400000.0
2029.0,554417260000.0,615798540000.0,679521500000.0,573360100000.0,607595460000.0,591307700000.0,584702600000.0,574271300000.0,623246900000.0,595492000000.0,467208630000.0,583025900000.0,542488000000.0,646425500000.0
2030.0,542608300000.0,606128300000.0,684320900000.0,557675400000.0,602821170000.0,570908930000.0,562432300000.0,569586000000.0,609162950000.0,573089200000.0,447752600000.0,563747360000.0,528306930000.0,615356900000.0
2031.0,540736060000.0,588282800000.0,665853760000.0,548562760000.0,614745700000.0,562964600000.0,542534860000.0,554970050000.0,596681300000.0,566244400000.0,423809900000.0,545761300000.0,515533540000.0,603148200000.0
2032.0,530263000000.0,577185640000.0,664624500000.0,531136600000.0,600852900000.0,555837900000.0,531254640000.0,537999250000.0,586190300000.0,557968500000.0,401024400000.0,521233530000.0,501435040000.0,589364700000.0
2033.0,513087900000.0,572710900000.0,649942400000.0,509438720000.0,589469500000.0,544153340000.0,518339100000.0,527546800000.0,571846560000.0,545654800000.0,378346670000.0,499053260000.0,484586650000.0,587607200000.0
2034.0,493847120000.0,557720500000.0,632966550000.0,482487700000.0,570147340000.0,527890020000.0,498076100000.0,509374760000.0,560866000000.0,525217370000.0,362963000000.0,479266960000.0,472180950000.0,586268400000.0
2035.0,472126520000.0,549708400000.0,618211900000.0,459267100000.0,546668450000.0,510623250000.0,479783780000.0,509099470000.0,558870950000.0,510794830000.0,339853540000.0,471152030000.0,471383300000.0,578473500000.0
2036.0,452793800000.0,543721620000.0,612631250000.0,439779660000.0,540405800000.0,497087550000.0,461099570000.0,502985560000.0,547095120000.0,486868060000.0,326225500000.0,453583240000.0,466425840000.0,559037300000.0
2037.0,437237220000.0,529200220000.0,608362000000.0,425997800000.0,529679750000.0,477775230000.0,452924900000.0,493475400000.0,539590300000.0,475068660000.0,311900000000.0,434463870000.0,451809600000.0,539795700000.0
2038.0,424306500000.0,521986500000.0,613907960000.0,414129400000.0,515770970000.0,468975520000.0,443681570000.0,485051400000.0,532558020000.0,462854880000.0,291900420000.0,408735020000.0,439785000000.0,534606220000.0
2039.0,412330820000.0,507032700000.0,608913800000.0,400255300000.0,494176800000.0,464601150000.0,426762760000.0,475771240000.0,516226420000.0,452023200000.0,276904150000.0,386435400000.0,428846450000.0,517472600000.0
2040.0,407030530000.0,496781520000.0,604057040000.0,383539400000.0,486429030000.0,452943000000.0,412091100000.0,468175680000.0,502802020000.0,441477700000.0,269118050000.0,361351800000.0,422793120000.0,508855350000.0
2041.0,396392960000.0,479314120000.0,597570550000.0,369743360000.0,463663960000.0,450900800000.0,388242240000.0,452791370000.0,500243960000.0,424404550000.0,262538220000.0,352065980000.0,412319380000.0,490250860000.0
2042.0,374515070000.0,463796470000.0,595186160000.0,353346300000.0,446715070000.0,443683200000.0,374707360000.0,435743460000.0,489843300000.0,416346730000.0,252384460000.0,340853820000.0,403406230000.0,480516440000.0
2043.0,351920800000.0,459911730000.0,581883660000.0,340278540000.0,443394460000.0,433659150000.0,363812200000.0,419804640000.0,478531000000.0,402725930000.0,234589720000.0,324530240000.0,390843330000.0,473897530000.0
2044.0,341293240000.0,441549230000.0,575001000000.0,330911880000.0,424895600000.0,420546870000.0,346721120000.0,408127800000.0,466195800000.0,396796230000.0,222111960000.0,305816930000.0,380112270000.0,460312200000.0
2045.0,323725520000.0,422923100000.0,562922000000.0,313141130000.0,410035780000.0,413103030000.0,333420000000.0,393890000000.0,459668420000.0,384169870000.0,209677370000.0,288774130000.0,365336170000.0,449898870000.0
2046.0,306651140000.0,415915470000.0,549550100000.0,304017800000.0,404691880000.0,401452660000.0,319693780000.0,382661460000.0,444741980000.0,380688600000.0,199187660000.0,280561220000.0,352436000000.0,436098730000.0
2047.0,293514440000.0,401846900000.0,536403900000.0,295198030000.0,395168870000.0,389145760000.0,306201700000.0,369995020000.0,429996280000.0,363536150000.0,188107980000.0,266400270000.0,333666800000.0,426262920000.0
2048.0,284986080000.0,392021800000.0,521649900000.0,282885000000.0,383113760000.0,376858350000.0,290177580000.0,353814280000.0,421345620000.0,349893130000.0,176480400000.0,253728230000.0,319926170000.0,415467400000.0
2049.0,272815110000.0,372366840000.0,511650460000.0,274993740000.0,373092350000.0,369215050000.0,278282960000.0,341286550000.0,410722000000.0,331140140000.0,163559720000.0,240064100000.0,310392980000.0,408906630000.0
2050.0,258949090000.0,365850070000.0,499857300000.0,266262890000.0,360940960000.0,357588600000.0,273091920000.0,327336600000.0,400947940000.0,331046300000.0,152715430000.0,231022720000.0,301046370000.0,401656940000.0
2051.0,243233100000.0,352090800000.0,491280960000.0,257653750000.0,348694120000.0,342450670000.0,267507350000.0,312561570000.0,378781200000.0,317654040000.0,143687350000.0,217961800000.0,289683080000.0,392370300000.0
2052.0,234986700000.0,343001920000.0,483185330000.0,247450830000.0,342486320000.0,332038700000.0,256199070000.0,300367770000.0,372337050000.0,302312200000.0,133188890000.0,211307170000.0,279043440000.0,382170860000.0
2053.0,216966840000.0,334491400000.0,476579500000.0,239238020000.0,327674530000.0,324396200000.0,244755740000.0,279555600000.0,357940170000.0,285959650000.0,124614850000.0,201954130000.0,266639930000.0,373538900000.0
2054.0,203194240000.0,325796170000.0,472769070000.0,229287250000.0,309224100000.0,312756700000.0,237577880000.0,266579980000.0,346813960000.0,271757620000.0,117425060000.0,191130700000.0,260618420000.0,367090070000.0
2055.0,191756580000.0,315410550000.0,476428400000.0,216437960000.0,300169800000.0,298357650000.0,227167440000.0,258028030000.0,336580840000.0,258796700000.0,109704140000.0,180101170000.0,254727620000.0,355092140000.0
2056.0,179111800000.0,305571530000.0,470691700000.0,208144200000.0,292724770000.0,290335820000.0,214393820000.0,245486940000.0,326105600000.0,246041920000.0,104575080000.0,175233990000.0,237327520000.0,338002150000.0
2057.0,167175800000.0,293488820000.0,461011220000.0,202515530000.0,288028520000.0,283875640000.0,205903580000.0,233992630000.0,314664450000.0,235136570000.0,99622510000.0,163273690000.0,227191690000.0,323737300000.0
2058.0,157036020000.0,279985980000.0,450739300000.0,194186900000.0,280944670000.0,277120300000.0,195299480000.0,220954400000.0,302170900000.0,224015140000.0,94114790000.0,157070260000.0,219922420000.0,313850800000.0
2059.0,148041320000.0,267453380000.0,444075800000.0,192000400000.0,273041000000.0,262502060000.0,193433140000.0,213976240000.0,293895470000.0,211915830000.0,91260445000.0,148582830000.0,208715200000.0,306318870000.0
2060.0,147009720000.0,250511540000.0,437456400000.0,185875760000.0,259085550000.0,250009300000.0,193045380000.0,198732580000.0,287917300000.0,196249800000.0,86601960000.0,139354930000.0,195263020000.0,299660770000.0
2061.0,138610600000.0,240651220000.0,421414830000.0,177727240000.0,252497820000.0,241479470000.0,190032410000.0,191617270000.0,273653600000.0,189724360000.0,83307364000.0,133426364000.0,183297720000.0,289445700000.0
2062.0,134577680000.0,230526400000.0,409574050000.0,173104430000.0,246486550000.0,229125960000.0,186021480000.0,183341400000.0,265650780000.0,182075590000.0,80312130000.0,128982670000.0,175365780000.0,280928400000.0
2063.0,127209930000.0,217497030000.0,401308940000.0,164966170000.0,238319630000.0,224288390000.0,181112780000.0,174929460000.0,258646690000.0,174267880000.0,75855995000.0,124259820000.0,173254300000.0,275783450000.0
2064.0,121338850000.0,209038490000.0,387113420000.0,156519860000.0,233196570000.0,216889110000.0,177532490000.0,162467950000.0,250367660000.0,167088230000.0,73599630000.0,119385940000.0,170176250000.0,262987700000.0
2065.0,114171080000.0,198929200000.0,380734640000.0,154354250000.0,219258570000.0,206442000000.0,168877020000.0,151531900000.0,246880810000.0,161816280000.0,67713917000.0,113495700000.0,165655970000.0,257309820000.0
2066.0,111004656000.0,188198850000.0,374042230000.0,148704510000.0,211619050000.0,199160330000.0,164799890000.0,140786370000.0,243902100000.0,155745650000.0,62743073000.0,110872630000.0,159292200000.0,252752330000.0
2067.0,104045090000.0,176462120000.0,376515230000.0,140745230000.0,204511770000.0,192265440000.0,158493100000.0,129454410000.0,237985760000.0,151142100000.0,60239910000.0,104450770000.0,152943760000.0,246482190000.0
2068.0,101614380000.0,167787870000.0,370485400000.0,136456560000.0,191556860000.0,182927080000.0,156354170000.0,118828335000.0,229146330000.0,145225900000.0,55875310000.0,100483600000.0,143409680000.0,241033020000.0
2069.0,97743000000.0,164094120000.0,361558700000.0,133046080000.0,188985970000.0,175293140000.0,149950510000.0,111192540000.0,228061020000.0,137291150000.0,53574246000.0,96454330000.0,142310150000.0,232708950000.0
2070.0,95036190000.0,156785100000.0,356556500000.0,128625070000.0,178324500000.0,166793230000.0,141155780000.0,106620900000.0,221096660000.0,129144020000.0,50976660000.0,93443370000.0,136147110000.0,224218960000.0
2071.0,88645010000.0,152315770000.0,350301030000.0,123095610000.0,175817930000.0,159093400000.0,139146950000.0,102330050000.0,214620140000.0,121665675000.0,46772015000.0,91947350000.0,127984660000.0,214994730000.0
2072.0,86240910000.0,147608900000.0,341250770000.0,119480380000.0,170378300000.0,152613340000.0,131669340000.0,96558060000.0,205419510000.0,121289425000.0,43714036000.0,90621170000.0,119133930000.0,207539370000.0
2073.0,81298670000.0,144524100000.0,331266030000.0,117187580000.0,160083820000.0,143208200000.0,128612640000.0,91112150000.0,204232930000.0,117405170000.0,41464005000.0,87204225000.0,112646530000.0,202796700000.0
2074.0,76046350000.0,136102404000.0,325319980000.0,112153460000.0,151817490000.0,137371050000.0,121891320000.0,87721440000.0,195915940000.0,110589980000.0,39688650000.0,83326320000.0,108008280000.0,194077110000.0
2075.0,72201355000.0,131738900000.0,317542330000.0,107232780000.0,146599900000.0,129415480000.0,117484350000.0,82582840000.0,188744810000.0,103714160000.0,37282963000.0,79198700000.0,105911206000.0,185827100000.0
2076.0,69829910000.0,132387226000.0,311059020000.0,101153220000.0,138505370000.0,123382270000.0,117336640000.0,79192830000.0,180594700000.0,99506135000.0,36367140000.0,75508570000.0,103179900000.0,180124170000.0
2077.0,65924590000.0,127668830000.0,306769400000.0,97981040000.0,130438906000.0,119209080000.0,112702870000.0,72352580000.0,173024850000.0,96003710000.0,35093260000.0,71627145000.0,98155290000.0,176681700000.0
2078.0,63894370000.0,121717970000.0,296311200000.0,95135924000.0,123400800000.0,115779060000.0,110054920000.0,66667397000.0,167842660000.0,92668480000.0,32250124000.0,69147250000.0,92425950000.0,174691010000.0
2079.0,60272185000.0,114001430000.0,294132450000.0,91248260000.0,118903000000.0,112250190000.0,105286080000.0,61433897000.0,162825620000.0,86113040000.0,31015655000.0,67507913000.0,86974350000.0,170037820000.0
2080.0,58048600000.0,109759880000.0,283824230000.0,88087740000.0,113461810000.0,108326660000.0,99769295000.0,57032868000.0,160053230000.0,81388990000.0,29953399000.0,63571984000.0,84061720000.0,166347010000.0
2081.0,55605477000.0,107664540000.0,277475820000.0,87120270000.0,109980710000.0,105788285000.0,95662360000.0,53738010000.0,154059110000.0,75394490000.0,27786555000.0,59876065000.0,81813110000.0,162862320000.0
2082.0,53052187000.0,106565984000.0,271282720000.0,82974380000.0,104667500000.0,106642340000.0,93664500000.0,48738110000.0,151685780000.0,72333350000.0,27230080000.0,59576504000.0,79469230000.0,157656500000.0
2083.0,50363113000.0,100345030000.0,264823210000.0,80044470000.0,100826840000.0,105228650000.0,88441850000.0,45831030000.0,150049540000.0,67387863000.0,25874727000.0,57595500000.0,74835620000.0,154626360000.0
2084.0,47940235000.0,96981560000.0,260118840000.0,78046380000.0,98227446000.0,102915236000.0,85420110000.0,42689300000.0,142640000000.0,63974530000.0,23738358000.0,54603756000.0,72831830000.0,153201310000.0
2085.0,44613340000.0,93466740000.0,255094360000.0,75575580000.0,95126050000.0,100137170000.0,81645540000.0,40340490000.0,138293410000.0,59238625000.0,22446305000.0,52103074000.0,70088960000.0,151254810000.0
2086.0,42233110000.0,90393340000.0,250690200000.0,72643280000.0,92414460000.0,97772080000.0,80035850000.0,39397480000.0,135873210000.0,55434318000.0,22006186000.0,49218640000.0,67584460000.0,148060490000.0
2087.0,39634300000.0,87424705000.0,243418800000.0,67922088000.0,87202650000.0,95963450000.0,80060390000.0,37123383000.0,132014490000.0,50574123000.0,21543842000.0,46277517000.0,64646967000.0,144211120000.0
2088.0,37825950000.0,84481060000.0,243320680000.0,65122083000.0,83962610000.0,93755370000.0,76269986000.0,34496360000.0,124708570000.0,48178600000.0,20748517000.0,44969837000.0,60765420000.0,143270100000.0
2089.0,35532927000.0,82034700000.0,237021890000.0,63322292000.0,85107260000.0,92437275000.0,74419470000.0,32959615000.0,119330430000.0,46284550000.0,20213543000.0,43043574000.0,58033670000.0,140085130000.0
2090.0,33246444000.0,79572590000.0,231925830000.0,60796486000.0,83760415000.0,91081470000.0,71982960000.0,31137585000.0,117488845000.0,43708953000.0,19476939000.0,41060910000.0,57423938000.0,137511060000.0
2091.0,31358632000.0,75029790000.0,223495680000.0,58062303000.0,82143820000.0,86571926000.0,71052706000.0,27962100000.0,112949470000.0,41669386000.0,18681870000.0,40135795000.0,55446417000.0,132714100000.0
2092.0,30616926000.0,71393630000.0,213945880000.0,55332100000.0,80707535000.0,83033700000.0,69925224000.0,27252085000.0,108323545000.0,39893144000.0,18103792000.0,39231734000.0,53223264000.0,129193110000.0
2093.0,30428064000.0,68698180000.0,210973540000.0,54625817000.0,75634680000.0,81482660000.0,66899026000.0,26635733000.0,103470960000.0,38790246000.0,17244285000.0,37833260000.0,49868500000.0,128213470000.0
2094.0,29119240000.0,63982567000.0,202999500000.0,54175613000.0,73058600000.0,78281420000.0,65280283000.0,25757379000.0,102130410000.0,37185480000.0,16246669000.0,35763470000.0,48144003000.0,124979830000.0
2095.0,27630017000.0,58738620000.0,200080000000.0,51915612000.0,72127620000.0,78208760000.0,63673876000.0,24514191000.0,98790190000.0,35642800000.0,15027475000.0,34249770000.0,44886570000.0,121760640000.0
2096.0,26013086000.0,55883325000.0,192509480000.0,48936820000.0,67100170000.0,74384966000.0,64419960000.0,23029604000.0,95153955000.0,33522698000.0,14805003000.0,32206184000.0,43322280000.0,117560680000.0
2097.0,23934372000.0,54027604000.0,191917340000.0,46867595000.0,63689740000.0,70329246000.0,60663833000.0,22180045000.0,91316085000.0,32928375000.0,14263800000.0,31606739000.0,40952955000.0,111768910000.0
2098.0,22649045000.0,52000600000.0,186072100000.0,44969830000.0,58924294000.0,67979313000.0,58275303000.0,22121552000.0,89324750000.0,32063340000.0,13586551000.0,30042840000.0,39760410000.0,107173765000.0
2099.0,22318870000.0,50670023000.0,187313700000.0,41530490000.0,56570302000.0,64544620000.0,56936526000.0,21000837000.0,88222335000.0,31303709000.0,13364243000.0,29305938000.0,38963960000.0,102631645000.0
2100.0,21985513000.0,47584030000.0,183627150000.0,40365880000.0,54127174000.0,62845473000.0,56086008000.0,20082043000.0,86978314000.0,29953841000.0,12259941000.0,27499460000.0,37632627000.0,100502690000.0
