time,IPSL-CM6A-LR,MRI-ESM2-0
2000.0,10770005000.0,10770005000.0
2001.0,10762975000.0,10762975000.0
2002.0,10760369000.0,10760369000.0
2003.0,10758381000.0,10758381000.0
2004.0,10752734000.0,10752734000.0
2005.0,10748500000.0,10748500000.0
2006.0,10745679000.0,10745679000.0
2007.0,10743646000.0,10743646000.0
2008.0,10745764000.0,10745764000.0
2009.0,10733721000.0,10733721000.0
2010.0,10738600000.0,10738600000.0
2011.0,10722811000.0,10722811000.0
2012.0,10763525000.0,10763525000.0
2013.0,10748648000.0,10748648000.0
2014.0,10741843000.0,10741843000.0
2015.0,10722254000.0,10722254000.0
2016.0,10728979000.0,10728979000.0
2017.0,10707930000.0,10707930000.0
2018.0,10700131000.0,10700131000.0
2019.0,10710534000.0,10710534000.0
2020.0,10692423000.0,10692423000.0
2021.0,10686840000.0,10676258000.0
2022.0,10674959000.0,10671039000.0
2023.0,10700314000.0,10658579000.0
2024.0,10694405000.0,10651166000.0
2025.0,10660287000.0,10656403000.0
2026.0,10656925000.0,10630653000.0
2027.0,10648232000.0,10610969000.0
2028.0,10642750000.0,10589198000.0
2029.0,10629292000.0,10561240000.0
2030.0,10630151000.0,10544649000.0
2031.0,10610511000.0,10508960000.0
2032.0,10585348000.0,10487033000.0
2033.0,10570423000.0,10460794000.0
2034.0,10556831000.0,10433747000.0
2035.0,10552587000.0,10387847000.0
2036.0,10523504000.0,10338950000.0
2037.0,10509246000.0,10284273000.0
2038.0,10489419000.0,10245155000.0
2039.0,10465772000.0,10204903000.0
2040.0,10433713000.0,10145028000.0
2041.0,10430686000.0,10104665000.0
2042.0,10400562000.0,10044528000.0
2043.0,10378481000.0,9957146000.0
2044.0,10381150000.0,9901343000.0
2045.0,10341005000.0,9827801000.0
2046.0,10306543000.0,9766115000.0
2047.0,10265655000.0,9657497000.0
2048.0,10238097000.0,9618223000.0
2049.0,10194823000.0,9492383000.0
2050.0,10161610000.0,9381803000.0
2051.0,10122100000.0,9302529000.0
2052.0,10080688000.0,9243622000.0
2053.0,10031199000.0,9141884000.0
2054.0,9965269000.0,9142498000.0
2055.0,9911632000.0,9005798000.0
2056.0,9860562000.0,8945446000.0
2057.0,9760478000.0,8886481000.0
2058.0,9675793000.0,8824304000.0
2059.0,9610307000.0,8807485000.0
2060.0,9522934000.0,8706550000.0
2061.0,9434173000.0,8621325000.0
2062.0,9366742000.0,8589992000.0
2063.0,9292758000.0,8519918600.0
2064.0,9155708000.0,8485856000.0
2065.0,9059856000.0,8394934300.0
2066.0,8976452000.0,8327867000.0
2067.0,8885282000.0,8268816000.0
2068.0,8818840000.0,8223791600.0
2069.0,8745316000.0,8171734500.0
2070.0,8655569000.0,8121335300.0
2071.0,8566178000.0,8034702000.0
2072.0,8493685000.0,7968861700.0
2073.0,8382567000.0,7964656600.0
2074.0,8283647000.0,7903999500.0
2075.0,8203750400.0,7841784300.0
2076.0,8110616600.0,7766965000.0
2077.0,8023117000.0,7726488000.0
2078.0,7931282400.0,7694138400.0
2079.0,7826632000.0,7652033000.0
2080.0,7690971600.0,7589235000.0
2081.0,7612228600.0,7535783400.0
2082.0,7544933000.0,7481946000.0
2083.0,7564033500.0,7449735000.0
2084.0,7407131600.0,7415325700.0
2085.0,7329519000.0,7391264300.0
2086.0,7226735000.0,7334174000.0
2087.0,7150342700.0,7302173700.0
2088.0,7083169300.0,7279406000.0
2089.0,6956785700.0,7241495600.0
2090.0,6869771000.0,7206125000.0
2091.0,6752437000.0,7198422000.0
2092.0,6664248000.0,7150156000.0
2093.0,6579562500.0,7181747000.0
2094.0,6547393000.0,7097921500.0
2095.0,6486591000.0,7063152600.0
2096.0,6412325400.0,7042364000.0
2097.0,6337189000.0,7042836500.0
2098.0,6266523600.0,7004251000.0
2099.0,6188796400.0,6987414500.0
2100.0,6113238500.0,6975287000.0
