time,UKESM1-0-LL,GFDL-ESM4,MRI-ESM2-0,IPSL-CM6A-LR
2000.0,10770005000.0,10770005000.0,10770005000.0,10770005000.0
2001.0,10762975000.0,10762975000.0,10762975000.0,10762975000.0
2002.0,10760369000.0,10760369000.0,10760369000.0,10760369000.0
2003.0,10758381000.0,10758381000.0,10758381000.0,10758381000.0
2004.0,10752734000.0,10752734000.0,10752734000.0,10752734000.0
2005.0,10748500000.0,10748500000.0,10748500000.0,10748500000.0
2006.0,10745679000.0,10745679000.0,10745679000.0,10745679000.0
2007.0,10743646000.0,10743646000.0,10743646000.0,10743646000.0
2008.0,10745764000.0,10745764000.0,10745764000.0,10745764000.0
2009.0,10733721000.0,10733721000.0,10733721000.0,10733721000.0
2010.0,10738600000.0,10738600000.0,10738600000.0,10738600000.0
2011.0,10722811000.0,10722811000.0,10722811000.0,10722811000.0
2012.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0
2013.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0
2014.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0
2015.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0
2016.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0
2017.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0
2018.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0
2019.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0
2020.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0
2021.0,10675046000.0,10687003000.0,10676518000.0,10742103000.0
2022.0,10660463000.0,10674307000.0,10667907000.0,10680929000.0
2023.0,10645634000.0,10660859000.0,10659314000.0,10758461000.0
2024.0,10639727000.0,10651057000.0,10646705000.0,10692987000.0
2025.0,10621867000.0,10645455000.0,10638945000.0,10662154000.0
2026.0,10605669000.0,10633015000.0,10627431000.0,10652820000.0
2027.0,10573917000.0,10632484000.0,10608858000.0,10658464000.0
2028.0,10545968000.0,10609711000.0,10586884000.0,10639430000.0
2029.0,10512066000.0,10591962000.0,10554233000.0,10682055000.0
2030.0,10487622000.0,10578447000.0,10537073000.0,10639962000.0
2031.0,10448547000.0,10554670000.0,10503145000.0,10632530000.0
2032.0,10423304000.0,10535247000.0,10482858000.0,10602620000.0
2033.0,10390205000.0,10520159000.0,10463939000.0,10613753000.0
2034.0,10399257000.0,10493107000.0,10453566000.0,10588307000.0
2035.0,10312907000.0,10479623000.0,10409404000.0,10572666000.0
2036.0,10283444000.0,10460898000.0,10373239000.0,10545053000.0
2037.0,10228494000.0,10438596000.0,10342952000.0,10525028000.0
2038.0,10153751000.0,10408361000.0,10285503000.0,10500872000.0
2039.0,10115041000.0,10377720000.0,10247248000.0,10504494000.0
2040.0,10061116000.0,10340395000.0,10208427000.0,10498356000.0
2041.0,10008968000.0,10314551000.0,10159201000.0,10492511000.0
2042.0,9959000000.0,10291682000.0,10124366000.0,10452173000.0
2043.0,9913681000.0,10260073000.0,10085354000.0,10411798000.0
2044.0,9840488000.0,10251341000.0,10029666000.0,10388900000.0
2045.0,9747840000.0,10223202000.0,9985514000.0,10373254000.0
2046.0,9636060000.0,10265289000.0,9926775000.0,10354210000.0
2047.0,9512945000.0,10207173000.0,9880087000.0,10336617000.0
2048.0,9392180000.0,10171553000.0,9826818000.0,10330394000.0
2049.0,9266422000.0,10135259000.0,9776392000.0,10277302000.0
2050.0,9164454000.0,10146048000.0,9712812000.0,10247951000.0
2051.0,9080101000.0,10096492000.0,9675010000.0,10211940000.0
2052.0,8932330000.0,10082919000.0,9612135000.0,10190729000.0
2053.0,8846755000.0,10051535000.0,9518335000.0,10163693000.0
2054.0,8772797000.0,10027778000.0,9477328000.0,10136936000.0
2055.0,8700183000.0,10016574000.0,9401411000.0,10111787000.0
2056.0,8623585000.0,9981563000.0,9351670000.0,10057492000.0
2057.0,8468722700.0,9957050000.0,9315133000.0,10040647000.0
2058.0,8373118500.0,9935720000.0,9271475000.0,9989367000.0
2059.0,8266374700.0,9888678000.0,9226148000.0,9987379000.0
2060.0,8163024400.0,9860770000.0,9203065000.0,9943132000.0
2061.0,8060497400.0,9823837000.0,9180194000.0,9875915000.0
2062.0,7946387500.0,9757093000.0,9120184000.0,9811581000.0
2063.0,7885477400.0,9705697000.0,9051040000.0,9765519000.0
2064.0,7774909400.0,9682691000.0,9156327000.0,9720767000.0
2065.0,7670709000.0,9653919000.0,9049807000.0,9685562000.0
2066.0,7564384000.0,9616098000.0,8989086000.0,9607652000.0
2067.0,7475905500.0,9538930000.0,8970906000.0,9538856000.0
2068.0,7390619600.0,9577647000.0,8947335000.0,9504188000.0
2069.0,7292830700.0,9458637000.0,8914137000.0,9468777000.0
2070.0,7218108400.0,9490937000.0,8839510000.0,9468499000.0
2071.0,7139948500.0,9472059000.0,8791207000.0,9361909000.0
2072.0,7033315000.0,9369666000.0,8751272000.0,9429562000.0
2073.0,6936802000.0,9321861000.0,8712962000.0,9283150000.0
2074.0,6829832700.0,9287922000.0,8722508000.0,9257748000.0
2075.0,6724823600.0,9307674000.0,8679969000.0,9210009000.0
2076.0,6633868000.0,9312191000.0,8650079000.0,9174012000.0
2077.0,6569739300.0,9247583000.0,8650213000.0,9149300000.0
2078.0,6487439400.0,9186543000.0,8654992000.0,9118391000.0
2079.0,6405512700.0,9174064000.0,8702978000.0,9072599000.0
2080.0,6317372400.0,9136535000.0,8579444700.0,9030872000.0
2081.0,6220839400.0,9215909000.0,8560350000.0,9009644000.0
2082.0,6109054000.0,9155971000.0,8514106000.0,8982294000.0
2083.0,5999036000.0,9091868000.0,8490797000.0,8925963000.0
2084.0,5956231700.0,9048845000.0,8448197600.0,9013069000.0
2085.0,5807051000.0,9038825000.0,8442642000.0,8900361000.0
2086.0,5746755000.0,9023281000.0,8449474000.0,8864899000.0
2087.0,5660493000.0,9008129000.0,8416655000.0,8810629000.0
2088.0,5583834000.0,8974833000.0,8460062000.0,8796865000.0
2089.0,5533669000.0,8934249000.0,8458686500.0,8775442000.0
2090.0,5453546500.0,8900150000.0,8395109400.0,8757050000.0
2091.0,5402646000.0,8898979000.0,8408923600.0,8705376000.0
2092.0,5319188000.0,8911428000.0,8369998300.0,8655898000.0
2093.0,5252705300.0,8873965000.0,8391165000.0,8807585000.0
2094.0,5231000000.0,8876680000.0,8370771500.0,8670939000.0
2095.0,5178836000.0,8845722000.0,8503403000.0,8601513000.0
2096.0,5139073000.0,8871557000.0,8357757400.0,8557287000.0
2097.0,5094755000.0,8816317000.0,8355836000.0,8541063700.0
2098.0,5042169000.0,8949675000.0,8304720400.0,8559118300.0
2099.0,4993773000.0,8875718000.0,8491521500.0,8501543400.0
2100.0,4920247000.0,8733851000.0,8447188500.0,8475729400.0
