time,GFDL-ESM4,IITM-ESM,UKESM1-0-LL,MPI-ESM1-2-HR,CESM2-WACCM,TAIESM1,IPSL-CM6A-LR,MRI-ESM2-0,KACE-1-0-G
2000.0,10770005000.0,10770005000.0,10770005000.0,10770005000.0,10770005000.0,10770005000.0,10770005000.0,10770005000.0,10770005000.0
2001.0,10762975000.0,10762975000.0,10762975000.0,10762975000.0,10762975000.0,10762975000.0,10762975000.0,10762975000.0,10762975000.0
2002.0,10760369000.0,10760369000.0,10760369000.0,10760369000.0,10760369000.0,10760369000.0,10760369000.0,10760369000.0,10760369000.0
2003.0,10758381000.0,10758381000.0,10758381000.0,10758381000.0,10758381000.0,10758381000.0,10758381000.0,10758381000.0,10758381000.0
2004.0,10752734000.0,10752734000.0,10752734000.0,10752734000.0,10752734000.0,10752734000.0,10752734000.0,10752734000.0,10752734000.0
2005.0,10748500000.0,10748500000.0,10748500000.0,10748500000.0,10748500000.0,10748500000.0,10748500000.0,10748500000.0,10748500000.0
2006.0,10745679000.0,10745679000.0,10745679000.0,10745679000.0,10745679000.0,10745679000.0,10745679000.0,10745679000.0,10745679000.0
2007.0,10743646000.0,10743646000.0,10743646000.0,10743646000.0,10743646000.0,10743646000.0,10743646000.0,10743646000.0,10743646000.0
2008.0,10745764000.0,10745764000.0,10745764000.0,10745764000.0,10745764000.0,10745764000.0,10745764000.0,10745764000.0,10745764000.0
2009.0,10733721000.0,10733721000.0,10733721000.0,10733721000.0,10733721000.0,10733721000.0,10733721000.0,10733721000.0,10733721000.0
2010.0,10738600000.0,10738600000.0,10738600000.0,10738600000.0,10738600000.0,10738600000.0,10738600000.0,10738600000.0,10738600000.0
2011.0,10722811000.0,10722811000.0,10722811000.0,10722811000.0,10722811000.0,10722811000.0,10722811000.0,10722811000.0,10722811000.0
2012.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0
2013.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0
2014.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0
2015.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0
2016.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0
2017.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0
2018.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0
2019.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0
2020.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0
2021.0,10681642000.0,10744003000.0,10679729000.0,10682441000.0,10691152000.0,10672214000.0,10684440000.0,10674279000.0,11045503000.0
2022.0,10674751000.0,10681840000.0,10665617000.0,10772499000.0,10683349000.0,10655839000.0,10677315000.0,10663274000.0,11008396000.0
2023.0,10667546000.0,10669428000.0,10683395000.0,10686237000.0,10674277000.0,10642823000.0,10679355000.0,10652580000.0,10949510000.0
2024.0,10659544000.0,10694876000.0,10653175000.0,10664679000.0,10683161000.0,10631015000.0,10658899000.0,10644620000.0,11027615000.0
2025.0,10646902000.0,10675495000.0,10633196000.0,10676593000.0,10662931000.0,10627273000.0,10645243000.0,10632674000.0,11114552000.0
2026.0,10637453000.0,10653517000.0,10614221000.0,10658527000.0,10651942000.0,10610680000.0,10649494000.0,10615092000.0,11114718000.0
2027.0,10631318000.0,10638607000.0,10631898000.0,10651049000.0,10646631000.0,10588734000.0,10631858000.0,10588625000.0,11010620000.0
2028.0,10611659000.0,10631066000.0,10592883000.0,10644216000.0,10634683000.0,10578366000.0,10611849000.0,10577206000.0,11111421000.0
2029.0,10594799000.0,10614244000.0,10562183000.0,10686076000.0,10616349000.0,10546430000.0,10589217000.0,10541913000.0,11019838000.0
2030.0,10572393000.0,10592675000.0,10531253000.0,10634548000.0,10598637000.0,10527128000.0,10564426000.0,10520785000.0,11011679000.0
2031.0,10556165000.0,10566144000.0,10516588000.0,10595814000.0,10678524000.0,10508972000.0,10548388000.0,10491579000.0,11035536000.0
2032.0,10530304000.0,10551820000.0,10474549000.0,10591736000.0,10584738000.0,10475066000.0,10522742000.0,10466967000.0,10945366000.0
2033.0,10504357000.0,10530639000.0,10443967000.0,10602075000.0,10554612000.0,10453709000.0,10494692000.0,10440050000.0,10910433000.0
2034.0,10482735000.0,10518077000.0,10412308000.0,10559290000.0,10537978000.0,10426029000.0,10474266000.0,10403169000.0,10877730000.0
2035.0,10470340000.0,10569334000.0,10377764000.0,10538207000.0,10536662000.0,10371480000.0,10451077000.0,10371935000.0,10827213000.0
2036.0,10445103000.0,10497684000.0,10326257000.0,10517014000.0,10514413000.0,10317847000.0,10427145000.0,10322551000.0,10785355000.0
2037.0,10425396000.0,10457643000.0,10293092000.0,10535642000.0,10484806000.0,10271786000.0,10394493000.0,10257521000.0,10755616000.0
2038.0,10405993000.0,10434256000.0,10221768000.0,10491096000.0,10462703000.0,10211382000.0,10356110000.0,10210427000.0,10732967000.0
2039.0,10362135000.0,10418382000.0,10169205000.0,10501797000.0,10441926000.0,10166697000.0,10328753000.0,10144982000.0,10734331000.0
2040.0,10334056000.0,10385285000.0,10101785000.0,10463239000.0,10439780000.0,10122518000.0,10293877000.0,10100268000.0,10641075000.0
2041.0,10301102000.0,10346947000.0,10058381000.0,10427331000.0,10397765000.0,10082433000.0,10254677000.0,10037711000.0,10620929000.0
2042.0,10343368000.0,10326993000.0,9978267000.0,10403420000.0,10379437000.0,10044528000.0,10231775000.0,9959113000.0,10705789000.0
2043.0,10276275000.0,10306330000.0,9914558000.0,10465460000.0,10371604000.0,9983917000.0,10194407000.0,9878520000.0,10672628000.0
2044.0,10261268000.0,10277640000.0,9850002000.0,10394269000.0,10317494000.0,9914714000.0,10159383000.0,9824575000.0,10667142000.0
2045.0,10231722000.0,10243375000.0,9737530000.0,10358719000.0,10292227000.0,9868390000.0,10124355000.0,9764858000.0,10729726000.0
2046.0,10193264000.0,10244673000.0,9655448000.0,10339229000.0,10267077000.0,9819382000.0,10058709000.0,9699198000.0,10735823000.0
2047.0,10171847000.0,10202560000.0,9513613000.0,10321193000.0,10240191000.0,9732219000.0,10006515000.0,9639093000.0,10604715000.0
2048.0,10140929000.0,10184335000.0,9379907000.0,10300888000.0,10209879000.0,9651105000.0,9957169000.0,9569271000.0,10548504000.0
