time,GFDL-ESM4,IITM-ESM,UKESM1-0-LL,MPI-ESM1-2-HR,CESM2-WACCM,TAIESM1,IPSL-CM6A-LR,MRI-ESM2-0,KACE-1-0-G
2049.0,10112794000.0,10135382000.0,9248630000.0,10298833000.0,10183784000.0,9541394000.0,9904186000.0,9495483000.0,10491737000.0
2050.0,10098343000.0,10101374000.0,9139249000.0,10317234000.0,10161535000.0,9430637000.0,9859472000.0,9395791000.0,10558157000.0
2051.0,10042825000.0,10065524000.0,9051931000.0,10249612000.0,10143226000.0,9287171000.0,9782040000.0,9344955000.0,10357152000.0
2052.0,10014720000.0,10027931000.0,8854299000.0,10223338000.0,10098999000.0,9213043000.0,9715017000.0,9256414000.0,10313369000.0
2053.0,9982839000.0,9968228000.0,8747110000.0,10231095000.0,10054900000.0,9106434000.0,9637858000.0,9191480000.0,10255427000.0
2054.0,9942419000.0,9911132000.0,8658700000.0,10241905000.0,10023054000.0,8988218000.0,9588156000.0,9131198000.0,10212506000.0
2055.0,9893793000.0,9866497000.0,8481379000.0,10181751000.0,9972614000.0,8938855000.0,9464429000.0,9065527000.0,10172432000.0
2056.0,9937437000.0,9812153000.0,8349940000.0,10128508000.0,9945144000.0,8857327000.0,9397861000.0,8998150000.0,10153867000.0
2057.0,9854457000.0,9740598000.0,8246636500.0,10092322000.0,9887344000.0,8744399000.0,9330537000.0,8939172000.0,10124890000.0
2058.0,9823922000.0,9665200000.0,8127367000.0,10050552000.0,9836030000.0,8656495000.0,9254433000.0,8909725000.0,10228257000.0
2059.0,9777199000.0,9631828000.0,8028267500.0,10027494000.0,9777308000.0,8619236000.0,9196521000.0,8829096000.0,10135727000.0
2060.0,9709721000.0,9541826000.0,7906049500.0,10008680000.0,9727564000.0,8484858400.0,9121807000.0,8787742000.0,10230894000.0
2061.0,9638396000.0,9470798000.0,7758809000.0,9970280000.0,9649163000.0,8445688300.0,9039047000.0,8710297000.0,10154980000.0
2062.0,9605505000.0,9392645000.0,7666724400.0,9933847000.0,9551324000.0,8341587500.0,8980187000.0,8660594000.0,10062231000.0
2063.0,9588557000.0,9320199000.0,7588395000.0,9877629000.0,9492252000.0,8258985000.0,8918057000.0,8593911000.0,9998560000.0
2064.0,9507447000.0,9269608000.0,7441666000.0,9863413000.0,9430892000.0,8171502000.0,8889198000.0,8533788000.0,9965755000.0
2065.0,9419097000.0,9167069000.0,7338885000.0,9841386000.0,9384890000.0,8106228000.0,8833432000.0,8466330000.0,9921898000.0
2066.0,9383487000.0,9094649000.0,7233649700.0,9803254000.0,9308680000.0,8017438700.0,8809134000.0,8415092700.0,9971700000.0
2067.0,9326099000.0,9022226000.0,7138437600.0,9751650000.0,9260744000.0,7932739600.0,8731911000.0,8378969000.0,9881728000.0
2068.0,9257172000.0,9008436000.0,7021142500.0,9719410000.0,9224987000.0,7850280000.0,8652782000.0,8290561500.0,10032965000.0
2069.0,9230659000.0,8936839000.0,6852716500.0,9677001000.0,9163145000.0,7747803000.0,8594005000.0,8255996000.0,9947404000.0
2070.0,9226854000.0,8895687000.0,6713174000.0,9630049000.0,9133335000.0,7696180700.0,8530505000.0,8179208700.0,9934430000.0
2071.0,9166700000.0,8865404000.0,6588839400.0,9587737000.0,9060555000.0,7619254000.0,8502302700.0,8135036400.0,9832286000.0
2072.0,9116573000.0,8810191000.0,6474500000.0,9548256000.0,9011372000.0,7499150300.0,8409058000.0,8088180000.0,9910119000.0
2073.0,9085517000.0,8772746000.0,6333698000.0,9520236000.0,8950345000.0,7409118000.0,8371461000.0,8032805000.0,9808216000.0
2074.0,9052722000.0,8726885000.0,6211396000.0,9478801000.0,8904944000.0,7323106300.0,8276724000.0,7998645000.0,9783124000.0
2075.0,9013203000.0,8717268000.0,6018981400.0,9449735000.0,8884164000.0,7243784000.0,8200177000.0,7957474000.0,9866022000.0
2076.0,8974607000.0,8635834000.0,5908610600.0,9415544000.0,8834679000.0,7172240400.0,8103009300.0,7910876000.0,9788012000.0
2077.0,8954884000.0,8572459500.0,5729855000.0,9365914000.0,9042459000.0,7020928000.0,8041328600.0,7857484000.0,9741109000.0
2078.0,8904536000.0,8517762000.0,5639869000.0,9316700000.0,8834543000.0,6954148400.0,7965641000.0,7802526000.0,9720783000.0
2079.0,8890298000.0,8477039000.0,5513084000.0,9282417000.0,8800220000.0,6849155600.0,7906453500.0,7755123700.0,9693406000.0
2080.0,8844690000.0,8402940000.0,5410138000.0,9252064000.0,8741710000.0,6785571300.0,7850308000.0,7734125600.0,9684374000.0
2081.0,8810336000.0,8329384000.0,5314720000.0,9232969000.0,8719213000.0,6674454000.0,7803866600.0,7680769000.0,9700077000.0
2082.0,8769903000.0,8284411000.0,5246244400.0,9205003000.0,8748417000.0,6598191600.0,7714735000.0,7624417000.0,9649674000.0
2083.0,8736266000.0,8223571000.0,5124955600.0,9164441000.0,8648518000.0,6531877400.0,7628460500.0,7605715500.0,9786036000.0
2084.0,8676210000.0,8186755600.0,5056107000.0,9121601000.0,8575597600.0,6444231000.0,7577179600.0,7551174000.0,9662948000.0
2085.0,8676908000.0,8114850300.0,4947339000.0,9092989000.0,8646582000.0,6356878000.0,7494372000.0,7487802400.0,9703643000.0
2086.0,8626108000.0,8074188000.0,4868172300.0,9070339000.0,8578416600.0,6239475000.0,7405011500.0,7522771000.0,9609891000.0
2087.0,8582278700.0,8044852700.0,4732491300.0,9043013000.0,8481639400.0,6144630300.0,7350585300.0,7449411600.0,9577680000.0
2088.0,8553758700.0,7970209300.0,4599186400.0,8993141000.0,8465614000.0,6048283600.0,7254106600.0,7484248000.0,9565456000.0
2089.0,8509429000.0,7930249700.0,4486696000.0,8972254000.0,8466871000.0,5945262000.0,7202141000.0,7396766700.0,9553970000.0
2090.0,8443570700.0,7915767300.0,4387513300.0,8929541000.0,8422228500.0,5856531500.0,7138392600.0,7365360000.0,9539611000.0
2091.0,8411094000.0,7867832000.0,4286863600.0,8885389000.0,8359162400.0,5762021000.0,7067798500.0,7333962000.0,9538521000.0
2092.0,8423892000.0,7775127600.0,4187184000.0,8827409000.0,8312954400.0,5664851500.0,6982226400.0,7306344000.0,9556929000.0
2093.0,8339193300.0,7706081300.0,4102430000.0,8801786000.0,8308818000.0,5570605000.0,6926868000.0,7300210700.0,9498674000.0
2094.0,8273776000.0,7641233400.0,4060136400.0,8747832000.0,8242296000.0,5509345000.0,6840412000.0,7256349700.0,9511730000.0
2095.0,8227165700.0,7582298000.0,3962775000.0,8712749000.0,8218710500.0,5416778000.0,6779799000.0,7227696600.0,9596023000.0
2096.0,8184041500.0,7546006500.0,3834923800.0,8698616000.0,8167637500.0,5370115000.0,6679558000.0,7240913000.0,9527917000.0
2097.0,8168086500.0,7479913500.0,3730134000.0,8680493000.0,8125782500.0,5316095500.0,6596082000.0,7170648600.0,9460359000.0
2098.0,8144645000.0,7448324000.0,3636346400.0,8625451000.0,8086062000.0,5231961600.0,6545572400.0,7135121000.0,9465549000.0
2099.0,8129053000.0,7386426400.0,3570726000.0,8581413400.0,8074373000.0,5141880000.0,6430685000.0,7118264000.0,9495203000.0
2100.0,8108782600.0,7327292400.0,3474567000.0,8548052500.0,8011041000.0,5074885600.0,6394918000.0,7097075000.0,9466358000.0
