time,TAIESM1,MIROC6,CESM2-WACCM,CANESM5,MRI-ESM2-0,KACE-1-0-G,IPSL-CM6A-LR,GFDL-ESM4,CNRM-CM6-1,CNRM-ESM2-1,UKESM1-0-LL,MPI-ESM1-2-HR,EC-EARTH3
2012.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0
2013.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0
2014.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0
2015.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0
2016.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0
2017.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0
2018.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0
2019.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0
2020.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0
2021.0,10682927000.0,10680900000.0,10685224000.0,10674163000.0,10673423000.0,11202738000.0,10721940000.0,10683878000.0,10686253000.0,10682281000.0,10675480000.0,10769350000.0,10669575000.0
2022.0,10675531000.0,10668909000.0,10679136000.0,10653337000.0,10657083000.0,11202590000.0,10708597000.0,10674983000.0,10675324000.0,10666842000.0,10665862000.0,10723637000.0,10646294000.0
2023.0,10680850000.0,10673372000.0,10683037000.0,10639775000.0,10640034000.0,11152158000.0,10693840000.0,10668240000.0,10671985000.0,10656468000.0,10654990000.0,10681657000.0,10623888000.0
2024.0,10675649000.0,10665141000.0,10669787000.0,10624587000.0,10629333000.0,11127949000.0,10682606000.0,10664278000.0,10665760000.0,10655124000.0,10638592000.0,10738654000.0,10598069000.0
2025.0,10658026000.0,10656377000.0,10661041000.0,10600897000.0,10677936000.0,11133346000.0,10661201000.0,10654201000.0,10659683000.0,10645759000.0,10626592000.0,10663681000.0,10561248000.0
2026.0,10650634000.0,10657463000.0,10658713000.0,10575820000.0,10616747000.0,11143321000.0,10663968000.0,10648481000.0,10657545000.0,10636138000.0,10609626000.0,10658374000.0,10511696000.0
2027.0,10641130000.0,10645051000.0,10683096000.0,10547263000.0,10591635000.0,11134285000.0,10719976000.0,10698036000.0,10656367000.0,10625807000.0,10597720000.0,10704298000.0,10465623000.0
2028.0,10632095000.0,10634324000.0,10657898000.0,10501782000.0,10566221000.0,11129400000.0,10689583000.0,10636714000.0,10646693000.0,10608622000.0,10566627000.0,10664596000.0,10412479000.0
2029.0,10626067000.0,10620804000.0,10638507000.0,10459650000.0,10522740000.0,11130457000.0,10626485000.0,10633573000.0,10641577000.0,10599986000.0,10544109000.0,10636023000.0,10356580000.0
2030.0,10607836000.0,10603079000.0,10634233000.0,10406569000.0,10494013000.0,11111093000.0,10612471000.0,10610598000.0,10646889000.0,10581665000.0,10521620000.0,10616864000.0,10283668000.0
2031.0,10593577000.0,10595134000.0,10615665000.0,10349818000.0,10463284000.0,11143413000.0,10616890000.0,10592215000.0,10644926000.0,10566274000.0,10479252000.0,10592285000.0,10218311000.0
2032.0,10592863000.0,10583543000.0,10608597000.0,10276920000.0,10438755000.0,11110000000.0,10583908000.0,10580330000.0,10667765000.0,10554911000.0,10434907000.0,10607198000.0,10149612000.0
2033.0,10565573000.0,10563557000.0,10662623000.0,10217818000.0,10418104000.0,11076449000.0,10596570000.0,10582695000.0,10623000000.0,10530746000.0,10388274000.0,10609254000.0,10070932000.0
2034.0,10544058000.0,10552269000.0,10583255000.0,10144607000.0,10364653000.0,11031908000.0,10552794000.0,10559322000.0,10604274000.0,10524518000.0,10340025000.0,10635835000.0,9991635000.0
2035.0,10526139000.0,10536803000.0,10575766000.0,10033897000.0,10318328000.0,11016831000.0,10544063000.0,10548494000.0,10582420000.0,10513268000.0,10269583000.0,10582574000.0,9886185000.0
2036.0,10523212000.0,10523480000.0,10563529000.0,9927191000.0,10258661000.0,10990041000.0,10522980000.0,10556768000.0,10580069000.0,10490448000.0,10270434000.0,10544203000.0,9792188000.0
2037.0,10506372000.0,10492133000.0,10549578000.0,9823952000.0,10200002000.0,10975757000.0,10507094000.0,10526908000.0,10565407000.0,10470932000.0,10162151000.0,10522653000.0,9675752000.0
2038.0,10467137000.0,10478326000.0,10520115000.0,9735011000.0,10151959000.0,10990559000.0,10484737000.0,10506001000.0,10617685000.0,10447045000.0,10092322000.0,10507252000.0,9524713000.0
2039.0,10439481000.0,10461671000.0,10535996000.0,9611946000.0,10116911000.0,10928687000.0,10469172000.0,10487737000.0,10596688000.0,10426136000.0,10014324000.0,10484371000.0,9401605000.0
2040.0,10400103000.0,10430811000.0,10492552000.0,9485050000.0,10047150000.0,10896050000.0,10438715000.0,10491659000.0,10556562000.0,10397073000.0,9929849000.0,10455806000.0,9185536000.0
2041.0,10351652000.0,10410415000.0,10459750000.0,9294475000.0,9968040000.0,10905069000.0,10420034000.0,10454610000.0,10552703000.0,10377278000.0,9876755000.0,10447790000.0,9038001000.0
2042.0,10302286000.0,10385255000.0,10443026000.0,9161991000.0,9900126000.0,10843140000.0,10385675000.0,10439341000.0,10527179000.0,10374433000.0,9805720000.0,10457283000.0,8852533000.0
2043.0,10265537000.0,10349759000.0,10420344000.0,9014185000.0,9818999000.0,10874541000.0,10360159000.0,10422457000.0,10513613000.0,10330143000.0,9650417000.0,10402814000.0,8684716000.0
2044.0,10242491000.0,10310544000.0,10422127000.0,8887110000.0,9751458000.0,10951562000.0,10328494000.0,10404287000.0,10488144000.0,10304588000.0,9522839000.0,10381604000.0,8519672000.0
2045.0,10202826000.0,10279685000.0,10386302000.0,8773133000.0,9671889000.0,10828705000.0,10289427000.0,10379414000.0,10476981000.0,10287313000.0,9370116000.0,10357881000.0,8368923600.0
2046.0,10157572000.0,10249703000.0,10370012000.0,8617757000.0,9599174000.0,10763513000.0,10252619000.0,10342114000.0,10457293000.0,10277913000.0,9262386000.0,10336312000.0,8183604000.0
2047.0,10130865000.0,10220471000.0,10326657000.0,8447498000.0,9478083000.0,10719846000.0,10197794000.0,10312764000.0,10474943000.0,10266444000.0,9101921000.0,10308948000.0,8039017500.0
2048.0,10088577000.0,10192608000.0,10297612000.0,8331832000.0,9334993000.0,10673851000.0,10153475000.0,10288101000.0,10443253000.0,10252062000.0,8940669000.0,10290379000.0,7874690600.0
2049.0,10020567000.0,10169711000.0,10265364000.0,8195504600.0,9281300000.0,10613795000.0,10111640000.0,10270726000.0,10420998000.0,10219032000.0,8759785000.0,10268540000.0,7742873600.0
2050.0,9974847000.0,10150667000.0,10236316000.0,7972584400.0,9193217000.0,10540269000.0,10048976000.0,10242761000.0,10397757000.0,10201070000.0,8643175000.0,10247934000.0,7637760000.0
2051.0,9904431000.0,10119296000.0,10190685000.0,7850665500.0,9132648000.0,10508979000.0,10001662000.0,10212949000.0,10437509000.0,10205263000.0,8541166600.0,10221082000.0,7512261000.0
2052.0,9837274000.0,10068542000.0,10166155000.0,7696277500.0,9017506000.0,10453607000.0,9940984000.0,10176335000.0,10381177000.0,10180557000.0,8375065600.0,10194094000.0,7394707000.0
2053.0,9742322000.0,10017901000.0,10128879000.0,7514473500.0,8941345000.0,10419277000.0,9907935000.0,10152839000.0,10491585000.0,10207318000.0,8199822300.0,10160893000.0,7250372600.0
2054.0,9644207000.0,9997409000.0,10102053000.0,7306595000.0,8873147000.0,10375411000.0,9847127000.0,10100317000.0,10412279000.0,10127797000.0,8072097000.0,10117726000.0,7090339000.0
2055.0,9549353000.0,9953653000.0,10080907000.0,7113511400.0,8807971000.0,10444753000.0,9767698000.0,10072301000.0,10348488000.0,10109948000.0,7964065300.0,10059395000.0,6872423400.0
2056.0,9453444000.0,9895954000.0,10047069000.0,6917159400.0,8735840000.0,10316280000.0,9676183000.0,10033702000.0,10322865000.0,10071310000.0,7834962000.0,10049297000.0,6679986700.0
2057.0,9377584000.0,9839760000.0,10018477000.0,6718962000.0,8645801000.0,10277021000.0,9672294000.0,9989584000.0,10381133000.0,10037311000.0,7683478000.0,10021524000.0,6490414000.0
2058.0,9258016000.0,9797062000.0,9984966000.0,6520953300.0,8581244400.0,10255702000.0,9538738000.0,9921435000.0,10304567000.0,10021278000.0,7573783600.0,9969025000.0,6290123300.0
2059.0,9165223000.0,9742904000.0,9928382000.0,6302664700.0,8513895000.0,10216635000.0,9483291000.0,9854395000.0,10272710000.0,9974315000.0,7463324000.0,9905293000.0,6146375700.0
2060.0,9047777000.0,9642999000.0,9939047000.0,6103042600.0,8459286000.0,10252231000.0,9403536000.0,9798033000.0,10288952000.0,9937087000.0,7351761400.0,9870287000.0,5983600000.0
2061.0,8981237000.0,9614211000.0,9853166000.0,5990917600.0,8337530400.0,10142849000.0,9324581000.0,9715591000.0,10230521000.0,9894218000.0,7243059700.0,9797212000.0,5830404000.0
2062.0,8926142000.0,9519004000.0,9792004000.0,5810617300.0,8235117000.0,10098511000.0,9276319000.0,9669162000.0,10206965000.0,9844504000.0,7118330000.0,9755382000.0,5687694300.0
2063.0,8833401000.0,9435135000.0,9725527000.0,5647345700.0,8178768000.0,10071625000.0,9200012000.0,9568432000.0,10195787000.0,9793743000.0,6989560300.0,9721959000.0,5502727700.0
2064.0,8746203000.0,9369591000.0,9670575000.0,5524135000.0,8108884500.0,10025504000.0,9110917000.0,9458649000.0,10200929000.0,9773608000.0,6823081000.0,9635301000.0,5433803300.0
2065.0,8692399000.0,9316065000.0,9616560000.0,5370006000.0,8055542000.0,10028527000.0,9055870000.0,9400098000.0,10155212000.0,9730035000.0,6671785000.0,9582555000.0,5323099000.0
2066.0,8605129000.0,9230472000.0,9546882000.0,5248479700.0,7976834000.0,10131488000.0,9014914000.0,9344607000.0,10120379000.0,9663024000.0,6520350700.0,9547108000.0,5196184600.0
2067.0,8505488000.0,9172520000.0,9474733000.0,5115892000.0,7912383000.0,10049876000.0,8958128000.0,9268342000.0,10091225000.0,9609344000.0,6377116000.0,9505900000.0,5113756000.0
2068.0,8425922600.0,9108435000.0,9438214000.0,4998356500.0,7835151400.0,10000639000.0,8888550000.0,9202643000.0,10043486000.0,9567790000.0,6220061700.0,9413740000.0,4947038700.0
2069.0,8328797700.0,9095076000.0,9391562000.0,4835282400.0,7756107300.0,9960583000.0,8823302000.0,9146809000.0,10003688000.0,9546142000.0,6102372000.0,9376776000.0,4805963300.0
2070.0,8231238000.0,9011886000.0,9320465000.0,4639409700.0,7700006000.0,9943091000.0,8737157000.0,9083642000.0,9960328000.0,9484398000.0,5960100000.0,9330365000.0,4680518700.0
2071.0,8180240000.0,8963934000.0,9287560000.0,4483403000.0,7608975000.0,9910430000.0,8651134000.0,8999602000.0,9912891000.0,9424339000.0,5825381400.0,9250133000.0,4588014000.0
2072.0,8062117000.0,8901563000.0,9199136000.0,4303653400.0,7523047400.0,9895476000.0,8562500600.0,8938125000.0,9896733000.0,9394407000.0,5687244000.0,9207185000.0,4472281000.0
2073.0,7980314600.0,8845810000.0,9130712000.0,4214101800.0,7446995000.0,9869810000.0,8481029000.0,8872108000.0,9825623000.0,9359228000.0,5561017000.0,9170819000.0,4394584600.0
2074.0,7880916000.0,8815069000.0,9094402000.0,4030795800.0,7376489500.0,9839737000.0,8401316400.0,8796637000.0,9770496000.0,9331471000.0,5472395300.0,9121614000.0,4316310500.0
2075.0,7796342000.0,8745038000.0,9042100000.0,3883538400.0,7339147000.0,9855093000.0,8329031700.0,8732731000.0,9736587000.0,9303028000.0,5347460600.0,9081392000.0,4219004700.0
2076.0,7723666000.0,8644708000.0,8996406000.0,3750218800.0,7261155000.0,9902904000.0,8244808000.0,8658395000.0,9651320000.0,9239625000.0,5223491600.0,9035811000.0,4091115500.0
2077.0,7570455000.0,8602695000.0,8946893000.0,3558524000.0,7221420000.0,9866707000.0,8172031500.0,8587060000.0,9591927000.0,9211520000.0,5127721000.0,9002341000.0,3950501600.0
2078.0,7484090000.0,8557504000.0,8894931000.0,3410610200.0,7177767400.0,9803560000.0,8063124000.0,8508483600.0,9517030000.0,9160216000.0,5018066400.0,8962469000.0,3830089200.0
2079.0,7388214000.0,8497303600.0,8833111000.0,3168063200.0,7128511500.0,9771069000.0,7991030000.0,8449124400.0,9488505000.0,9111482000.0,4938045400.0,8921513000.0,3731779000.0
2080.0,7280127000.0,8403768000.0,8794908000.0,3042042400.0,7088569300.0,9746808000.0,7916493300.0,8423028700.0,9432426000.0,9076665000.0,4831003000.0,8859030000.0,3642014200.0
2081.0,7173090000.0,8354897400.0,8757081000.0,2891778800.0,7027754500.0,9752707000.0,7845652000.0,8334555600.0,9378327000.0,8999384000.0,4685680000.0,8827447000.0,3516242400.0
2082.0,7069264400.0,8271662000.0,8684492000.0,2730299000.0,6997408300.0,9721368000.0,7742338000.0,8244373500.0,9316208000.0,8977820000.0,4593990700.0,8813050000.0,3434970400.0
2083.0,6955046000.0,8208965000.0,8659548000.0,2563083300.0,6918859300.0,9695180000.0,7661250000.0,8195966500.0,9264200000.0,8946829000.0,4421066000.0,8757789000.0,3313252600.0
2084.0,6843529700.0,8151108000.0,8569638000.0,2410568400.0,6880142000.0,9658592000.0,7596289500.0,8127999500.0,9195391000.0,8873957000.0,4328087000.0,8710793000.0,3233998800.0
2085.0,6754538000.0,8099505700.0,8509089300.0,2264371200.0,6825284000.0,9639925000.0,7483625500.0,8077381000.0,9146000000.0,8841349000.0,4235344400.0,8676969000.0,3153042000.0
2086.0,6637091000.0,8043143700.0,8436749300.0,2141366700.0,6804500000.0,9607965000.0,7403054000.0,7992711000.0,9070843000.0,8782536000.0,4107101200.0,8610676000.0,3029702400.0
2087.0,6586967000.0,7999913500.0,8369565700.0,2031842400.0,6723570700.0,9616664000.0,7332941300.0,7922013000.0,9010033000.0,8734531000.0,3986057000.0,8553570300.0,2863086600.0
2088.0,6466589000.0,7927403000.0,8283991600.0,1924353800.0,6693911600.0,9566219000.0,7213227000.0,7828739000.0,8912845000.0,8710058000.0,3875678700.0,8490861000.0,2738328800.0
2089.0,6419930600.0,7864659000.0,8246849500.0,1739790200.0,6656707600.0,9531815000.0,7083246600.0,7753198000.0,8843985000.0,8661465000.0,3733884000.0,8429092000.0,2611416800.0
2090.0,6307306500.0,7794477600.0,8201200000.0,1655876900.0,6594672000.0,9502028000.0,6945130500.0,7683350000.0,8758646000.0,8597510000.0,3618067700.0,8358706700.0,2491628500.0
2091.0,6215039500.0,7748091000.0,8160084000.0,1559541900.0,6537184000.0,9485532000.0,6807076000.0,7604255000.0,8695399000.0,8523741700.0,3495609600.0,8315067000.0,2392044000.0
2092.0,6071850500.0,7695498000.0,8095988000.0,1476665500.0,6496296400.0,9459077000.0,6698025500.0,7543253500.0,8589662000.0,8454019600.0,3377651700.0,8275905000.0,2258395600.0
2093.0,5987742000.0,7628592600.0,8186646000.0,1335700700.0,6440335400.0,9425756000.0,6609482000.0,7475543000.0,8500236000.0,8405428000.0,3196574700.0,8189686000.0,2148190200.0
2094.0,5893371000.0,7571432000.0,8062694400.0,1226251600.0,6395565600.0,9396525000.0,6513086500.0,7428913700.0,8416998400.0,8330726400.0,3078877700.0,8133604400.0,2016458500.0
2095.0,5795823600.0,7518706700.0,7965177000.0,1122507900.0,6361663500.0,9356698000.0,6437589000.0,7362633700.0,8308482600.0,8262347300.0,2864242400.0,8087536000.0,1920424800.0
2096.0,5663677400.0,7457540600.0,7913014300.0,989120500.0,6285605000.0,9344364000.0,6316511000.0,7313095000.0,8231757000.0,8210113500.0,2698764300.0,8021593000.0,1818416600.0
2097.0,5548840000.0,7395538400.0,7884486700.0,915716860.0,6248107500.0,9329736000.0,6255276500.0,7257941000.0,8156031000.0,8157004000.0,2563614000.0,7968922600.0,1684900100.0
2098.0,5438032000.0,7327836700.0,7837496000.0,813952800.0,6183676000.0,9312895000.0,6181349400.0,7208308000.0,8076092000.0,8105557500.0,2413587700.0,7923355600.0,1608410400.0
2099.0,5392986000.0,7292053500.0,7771396600.0,732340500.0,6146853000.0,9301215000.0,6075365400.0,7143286300.0,8024462300.0,8040455700.0,2284863500.0,7869245000.0,1532554500.0
2100.0,5306197500.0,7215421400.0,7744183000.0,669177660.0,6079048700.0,9302656000.0,5992452000.0,7072495000.0,7922601000.0,7965904400.0,2177494300.0,7798283000.0,1454373800.0
