time,MRI-ESM2-0,IPSL-CM6A-LR
2000.0,3284600000000.0,3284600000000.0
2001.0,3278894000000.0,3278894000000.0
2002.0,3266868400000.0,3266868400000.0
2003.0,3262148800000.0,3262148800000.0
2004.0,3273126300000.0,3273126300000.0
2005.0,3276279400000.0,3276279400000.0
2006.0,3269771400000.0,3269771400000.0
2007.0,3248333000000.0,3248333000000.0
2008.0,3228356600000.0,3228356600000.0
2009.0,3205327200000.0,3205327200000.0
2010.0,3190852400000.0,3190852400000.0
2011.0,3188905000000.0,3188905000000.0
2012.0,3169102900000.0,3169102900000.0
2013.0,3145221500000.0,3145221500000.0
2014.0,3133198000000.0,3133198000000.0
2015.0,3123046000000.0,3123046000000.0
2016.0,3111347300000.0,3111347300000.0
2017.0,3102432000000.0,3102432000000.0
2018.0,3095914600000.0,3095914600000.0
2019.0,3082908900000.0,3082908900000.0
2020.0,3070688000000.0,3070688000000.0
2021.0,3042829000000.0,3045849800000.0
2022.0,3011880000000.0,2997573000000.0
2023.0,2977560500000.0,2959992700000.0
2024.0,2937020000000.0,2914358400000.0
2025.0,2898773400000.0,2886240000000.0
2026.0,2865981600000.0,2873867000000.0
2027.0,2834640700000.0,2837042000000.0
2028.0,2808792000000.0,2792469000000.0
2029.0,2784952300000.0,2756849200000.0
2030.0,2749140000000.0,2716486900000.0
2031.0,2719040100000.0,2690184600000.0
2032.0,2677555000000.0,2642754700000.0
2033.0,2648644300000.0,2599430700000.0
2034.0,2616427000000.0,2556890700000.0
2035.0,2588570000000.0,2502953500000.0
2036.0,2544534000000.0,2454043800000.0
2037.0,2497247000000.0,2401848500000.0
2038.0,2456618800000.0,2369860400000.0
2039.0,2406779200000.0,2326549000000.0
2040.0,2392178300000.0,2265257000000.0
2041.0,2342574000000.0,2217078400000.0
2042.0,2311746700000.0,2174745700000.0
2043.0,2277844700000.0,2150277300000.0
2044.0,2238943900000.0,2102903400000.0
2045.0,2197657000000.0,2055072000000.0
2046.0,2163331600000.0,2006628600000.0
2047.0,2124063000000.0,1968883600000.0
2048.0,2089752000000.0,1926709900000.0
2049.0,2040210700000.0,1885740200000.0
2050.0,1992896300000.0,1855110400000.0
2051.0,1958095500000.0,1813922000000.0
2052.0,1917129900000.0,1768960600000.0
2053.0,1875345000000.0,1716917400000.0
2054.0,1835620500000.0,1677288300000.0
2055.0,1796369200000.0,1630882200000.0
2056.0,1745572900000.0,1596424000000.0
2057.0,1722921800000.0,1557532600000.0
2058.0,1691052900000.0,1521375600000.0
2059.0,1657037900000.0,1484043600000.0
2060.0,1618149400000.0,1452408600000.0
2061.0,1572994000000.0,1418969600000.0
2062.0,1538176600000.0,1378389000000.0
2063.0,1507877600000.0,1342621400000.0
2064.0,1480370400000.0,1309389200000.0
2065.0,1448048500000.0,1279852000000.0
2066.0,1429041200000.0,1239883400000.0
2067.0,1398433400000.0,1207126200000.0
2068.0,1376150500000.0,1176105400000.0
2069.0,1351934500000.0,1141296100000.0
2070.0,1329759800000.0,1101047800000.0
2071.0,1304806800000.0,1068879300000.0
2072.0,1281614500000.0,1047031600000.0
2073.0,1249730800000.0,1016810000000.0
2074.0,1220600700000.0,993531000000.0
2075.0,1193548600000.0,968614700000.0
2076.0,1176194300000.0,940918830000.0
2077.0,1152167700000.0,917089750000.0
2078.0,1127777800000.0,887658250000.0
2079.0,1105403300000.0,855958600000.0
2080.0,1078739660000.0,828589700000.0
2081.0,1061178400000.0,804213360000.0
2082.0,1051537400000.0,779328750000.0
2083.0,1032421000000.0,750142700000.0
2084.0,1005175050000.0,730419560000.0
2085.0,988146430000.0,708257250000.0
2086.0,963390200000.0,682143060000.0
2087.0,944751400000.0,661394550000.0
2088.0,928465300000.0,636118400000.0
2089.0,914009500000.0,619759140000.0
2090.0,894135800000.0,594339360000.0
2091.0,880516460000.0,578948800000.0
2092.0,862236500000.0,556580100000.0
2093.0,855209000000.0,536186320000.0
2094.0,834884700000.0,519902920000.0
2095.0,818495500000.0,499467850000.0
2096.0,803915100000.0,482037860000.0
2097.0,789453200000.0,461489300000.0
2098.0,772912100000.0,447635880000.0
2099.0,757073000000.0,431373320000.0
2100.0,739991200000.0,419905700000.0
