time,IITM-ESM,CESM2-WACCM,TAIESM1,IPSL-CM6A-LR,MRI-ESM2-0,GFDL-ESM4,UKESM1-0-LL,KACE-1-0-G,MPI-ESM1-2-HR
2032.0,2912767200000.0,2749077700000.0,2662738400000.0,2678583500000.0,2634242000000.0,2704306900000.0,2440105800000.0,2469307400000.0,2786856000000.0
2033.0,2906672000000.0,2723597300000.0,2618348500000.0,2641874000000.0,2597285500000.0,2678585800000.0,2397870800000.0,2424823600000.0,2756263500000.0
2034.0,2906513200000.0,2678283300000.0,2583916700000.0,2593646400000.0,2548321000000.0,2651912700000.0,2335872000000.0,2362695500000.0,2733991000000.0
2035.0,2896322000000.0,2665649800000.0,2540982200000.0,2540745000000.0,2517483700000.0,2632004700000.0,2274865200000.0,2305404200000.0,2730069000000.0
2036.0,2884642000000.0,2627111700000.0,2494934800000.0,2500793700000.0,2469398600000.0,2605708700000.0,2215617500000.0,2258528600000.0,2694778000000.0
2037.0,2877449600000.0,2587059600000.0,2436422700000.0,2449029000000.0,2407628000000.0,2573320800000.0,2177486400000.0,2202149800000.0,2652036700000.0
2038.0,2863575600000.0,2569800500000.0,2403948600000.0,2394610000000.0,2375897800000.0,2540997000000.0,2122269200000.0,2150730300000.0,2610981800000.0
2039.0,2849170800000.0,2546974600000.0,2365345000000.0,2341239500000.0,2335705400000.0,2496852000000.0,2057397300000.0,2107413600000.0,2571603300000.0
2040.0,2831705000000.0,2513679000000.0,2325569600000.0,2284413500000.0,2299853500000.0,2472344600000.0,2021902900000.0,2045947800000.0,2542105800000.0
2041.0,2828361300000.0,2484047400000.0,2290660000000.0,2232660500000.0,2251476700000.0,2445580700000.0,1966720500000.0,1976597200000.0,2510120000000.0
2042.0,2802916500000.0,2444317700000.0,2270454300000.0,2176537000000.0,2206219000000.0,2412738000000.0,1904100000000.0,1944719600000.0,2480079400000.0
2043.0,2793261500000.0,2415007400000.0,2258042000000.0,2132005500000.0,2175410600000.0,2400946700000.0,1846475200000.0,1894914000000.0,2450175600000.0
2044.0,2785584600000.0,2383496000000.0,2198047800000.0,2087598400000.0,2144052400000.0,2403181500000.0,1785558200000.0,1860486600000.0,2416423500000.0
2045.0,2765178500000.0,2351325500000.0,2149306500000.0,2038771200000.0,2107574800000.0,2382285000000.0,1745877600000.0,1818870000000.0,2347850500000.0
2046.0,2747913200000.0,2332508300000.0,2112699100000.0,1999902300000.0,2066068400000.0,2355235400000.0,1695249200000.0,1745600100000.0,2320849700000.0
2047.0,2733865200000.0,2299095000000.0,2076429600000.0,1958434000000.0,2035766000000.0,2322691800000.0,1641179900000.0,1713698500000.0,2301624600000.0
2048.0,2719762000000.0,2266878200000.0,2040546100000.0,1904229600000.0,1998294600000.0,2295014600000.0,1589731800000.0,1662889600000.0,2286456000000.0
2049.0,2726063200000.0,2225866800000.0,2000677000000.0,1867177100000.0,1963133200000.0,2288703200000.0,1548512400000.0,1620899700000.0,2243178000000.0
2050.0,2719426000000.0,2180312000000.0,1958984800000.0,1830668300000.0,1918609100000.0,2257544800000.0,1493425600000.0,1575515600000.0,2208713700000.0
2051.0,2707992600000.0,2145736900000.0,1905686000000.0,1786832000000.0,1867834600000.0,2218404300000.0,1449878400000.0,1530679500000.0,2171016000000.0
2052.0,2696974000000.0,2102426200000.0,1862935100000.0,1742555300000.0,1827233900000.0,2189052900000.0,1404968000000.0,1482040500000.0,2153908700000.0
2053.0,2688772500000.0,2062506800000.0,1832900500000.0,1700760900000.0,1790707100000.0,2159771500000.0,1373716700000.0,1432905600000.0,2119214300000.0
2054.0,2660796500000.0,2021688000000.0,1804150200000.0,1664070700000.0,1742105500000.0,2143716600000.0,1331039800000.0,1397173800000.0,2086303000000.0
2055.0,2625407300000.0,1985202900000.0,1764141000000.0,1633786100000.0,1708686700000.0,2109037500000.0,1298659700000.0,1345831200000.0,2045279500000.0
2056.0,2603510100000.0,1965406000000.0,1734088200000.0,1596922100000.0,1684692000000.0,2099768700000.0,1264842400000.0,1311195300000.0,2011999500000.0
2057.0,2579702700000.0,1949625100000.0,1678536300000.0,1564234200000.0,1652929600000.0,2081664700000.0,1231854100000.0,1281536000000.0,1970739600000.0
2058.0,2577067100000.0,1911713300000.0,1642120300000.0,1534803000000.0,1621112400000.0,2036573100000.0,1198076000000.0,1254557700000.0,1952455700000.0
2059.0,2570258000000.0,1876454700000.0,1607731600000.0,1486552400000.0,1588428500000.0,2008739900000.0,1156045500000.0,1224362600000.0,1931629000000.0
2060.0,2524105700000.0,1842923000000.0,1589161800000.0,1455961400000.0,1553410600000.0,1969917000000.0,1124673000000.0,1189869300000.0,1918386700000.0
2061.0,2501761600000.0,1824992500000.0,1569075400000.0,1422428200000.0,1518075400000.0,1931285800000.0,1094986600000.0,1162137700000.0,1870017000000.0
2062.0,2499279600000.0,1799117100000.0,1530180800000.0,1396898900000.0,1485090200000.0,1890818600000.0,1067541800000.0,1127188400000.0,1826867500000.0
2063.0,2483559000000.0,1769108500000.0,1480654600000.0,1365741300000.0,1456499300000.0,1861019100000.0,1033714400000.0,1111604600000.0,1782444000000.0
2064.0,2450752800000.0,1737546900000.0,1461551200000.0,1345207500000.0,1420216800000.0,1825180600000.0,994933600000.0,1079205600000.0,1764061100000.0
2065.0,2420341700000.0,1708470300000.0,1445186600000.0,1314610600000.0,1391630500000.0,1802674900000.0,967966600000.0,1055134100000.0,1728987100000.0
2066.0,2401416200000.0,1674796300000.0,1414035000000.0,1293513100000.0,1366726800000.0,1780776700000.0,938963900000.0,1041662600000.0,1709526700000.0
2067.0,2392492900000.0,1633673800000.0,1386604300000.0,1264804400000.0,1341335000000.0,1764644000000.0,918094940000.0,1012228160000.0,1681628600000.0
2068.0,2379211900000.0,1615081600000.0,1355272200000.0,1234026200000.0,1311728100000.0,1729873400000.0,893649350000.0,994821500000.0,1662737200000.0
2069.0,2374748900000.0,1595472500000.0,1329454800000.0,1198490800000.0,1284695500000.0,1707749700000.0,867465360000.0,974333740000.0,1633497400000.0
2070.0,2337082200000.0,1569102900000.0,1304103400000.0,1165355900000.0,1264059700000.0,1682643000000.0,850043700000.0,963917900000.0,1599312200000.0
2071.0,2327721500000.0,1544860600000.0,1274275000000.0,1132467600000.0,1231770200000.0,1661853800000.0,839290800000.0,935883050000.0,1566315900000.0
2072.0,2305881500000.0,1524928100000.0,1254732500000.0,1105638300000.0,1216499400000.0,1631562900000.0,811738460000.0,918495300000.0,1550988500000.0
2073.0,2283378800000.0,1483486800000.0,1233390900000.0,1077184000000.0,1195592400000.0,1610922900000.0,784100600000.0,894573300000.0,1526699000000.0
2074.0,2266032500000.0,1455727800000.0,1201882500000.0,1054968200000.0,1183002100000.0,1576250000000.0,762724160000.0,876995300000.0,1512388000000.0
2075.0,2256445600000.0,1434063600000.0,1183608700000.0,1033000450000.0,1162773100000.0,1548395100000.0,743418230000.0,858011800000.0,1487841500000.0
2076.0,2247969200000.0,1414142900000.0,1170034800000.0,1008259300000.0,1152923100000.0,1518523600000.0,718197500000.0,839550760000.0,1457538300000.0
2077.0,2238980800000.0,1395878700000.0,1127369400000.0,985463800000.0,1134565800000.0,1491427900000.0,704294200000.0,822269400000.0,1417482600000.0
2078.0,2213458000000.0,1370378000000.0,1094404300000.0,959582300000.0,1105483500000.0,1468548900000.0,687007500000.0,811050100000.0,1373087000000.0
2079.0,2219530300000.0,1347125000000.0,1069433700000.0,935077800000.0,1080417100000.0,1448472100000.0,663670950000.0,794738360000.0,1332848500000.0
2080.0,2203665300000.0,1325554000000.0,1039981150000.0,915683100000.0,1067485700000.0,1444724000000.0,635481600000.0,783077740000.0,1309716300000.0
2081.0,2196296000000.0,1303771900000.0,1024494300000.0,892409300000.0,1053183900000.0,1424752200000.0,617040450000.0,770374570000.0,1281474000000.0
2082.0,2178997400000.0,1296300000000.0,989876300000.0,869748100000.0,1043443300000.0,1410857200000.0,598393550000.0,746329500000.0,1263503000000.0
2083.0,2164341300000.0,1284298800000.0,961297700000.0,849446300000.0,1030221140000.0,1386991300000.0,576774730000.0,739407700000.0,1240553100000.0
2084.0,2147094400000.0,1283960100000.0,939015900000.0,826560150000.0,1019173200000.0,1367416600000.0,555868300000.0,719104700000.0,1204842700000.0
2085.0,2121752600000.0,1258211800000.0,917996400000.0,807465600000.0,1008301800000.0,1354334300000.0,537702800000.0,705894400000.0,1184865500000.0
2086.0,2107589900000.0,1232040000000.0,895545800000.0,788082300000.0,997313350000.0,1335891000000.0,522136500000.0,689421800000.0,1164081800000.0
2087.0,2094011500000.0,1216624300000.0,871412860000.0,768529660000.0,983569660000.0,1310460700000.0,502570750000.0,679952100000.0,1140087300000.0
2088.0,2080592900000.0,1207785100000.0,851871100000.0,745548350000.0,969953900000.0,1293489000000.0,484950800000.0,666444700000.0,1125564300000.0
2089.0,2059483500000.0,1189681000000.0,824120640000.0,730883000000.0,952590860000.0,1279539500000.0,466435180000.0,658840750000.0,1101967000000.0
2090.0,2050016700000.0,1172831500000.0,806050270000.0,719426700000.0,938511240000.0,1257295300000.0,446114170000.0,641371000000.0,1089702660000.0
2091.0,2048412700000.0,1152180200000.0,790012000000.0,701759000000.0,919321800000.0,1247791500000.0,432743900000.0,631215500000.0,1073804350000.0
2092.0,2042881800000.0,1129424600000.0,764527640000.0,684884560000.0,905800200000.0,1236220100000.0,418927800000.0,621699330000.0,1061912440000.0
2093.0,2029128800000.0,1101465600000.0,748961700000.0,672063160000.0,891535750000.0,1220703300000.0,409847370000.0,611366200000.0,1040664100000.0
2094.0,2015756600000.0,1094042100000.0,731096940000.0,656445600000.0,890376000000.0,1200725400000.0,399850270000.0,601327300000.0,1022140100000.0
2095.0,1995111500000.0,1072796400000.0,711906000000.0,637339040000.0,874879600000.0,1182664400000.0,384506460000.0,590213150000.0,1007078540000.0
2096.0,1980516400000.0,1070429900000.0,689266360000.0,621770700000.0,855450800000.0,1170000800000.0,367739760000.0,581249600000.0,989276340000.0
2097.0,1971381000000.0,1045866800000.0,666588600000.0,606878900000.0,849626600000.0,1153971000000.0,358032180000.0,570971060000.0,971237160000.0
2098.0,1933634300000.0,1033289330000.0,649705800000.0,593141300000.0,838909800000.0,1145263100000.0,346916230000.0,560534300000.0,963557460000.0
2099.0,1914335900000.0,1025784700000.0,634279300000.0,577222200000.0,831696540000.0,1126516800000.0,333595340000.0,552368300000.0,952730100000.0
2100.0,1905275300000.0,1020287600000.0,625057330000.0,563281200000.0,828186030000.0,1114406000000.0,318962730000.0,547232740000.0,932958400000.0
