time,EC-EARTH3,IPSL-CM6A-LR,GFDL-ESM4,MRI-ESM2-0,UKESM1-0-LL,KACE-1-0-G,CNRM-ESM2-1,MPI-ESM1-2-HR,CANESM5,MIROC6,CESM2-WACCM,CNRM-CM6-1,TAIESM1
2023.0,2940799800000.0,2977302800000.0,3038205400000.0,2973071600000.0,2951413500000.0,2960803800000.0,2965384500000.0,2951287400000.0,2808700700000.0,2985751500000.0,2980164400000.0,3001192300000.0,2949259500000.0
2024.0,2894356500000.0,2960974200000.0,2976513800000.0,2933018600000.0,2916850600000.0,2916639000000.0,2932379500000.0,2912779500000.0,2725768600000.0,2926509000000.0,2957551900000.0,2984410300000.0,2913603200000.0
2025.0,2844985400000.0,2937204500000.0,2955066200000.0,2902699300000.0,2863841400000.0,2879150600000.0,2893420200000.0,2851255400000.0,2616948000000.0,2876017500000.0,2930954700000.0,2951862600000.0,2887616800000.0
2026.0,2797075700000.0,2919524500000.0,2920717500000.0,2861838600000.0,2798471300000.0,2826673600000.0,2882251300000.0,2833448200000.0,2528951400000.0,2826415400000.0,2889195700000.0,2911150000000.0,2867090700000.0
2027.0,2748172500000.0,2861419700000.0,2904104400000.0,2835978000000.0,2751737000000.0,2776530000000.0,2865522800000.0,2802532200000.0,2450141000000.0,2797397000000.0,2850960400000.0,2878606100000.0,2808711500000.0
2028.0,2701642700000.0,2814870600000.0,2863984300000.0,2803898500000.0,2705923500000.0,2699817600000.0,2840113400000.0,2777528000000.0,2374066200000.0,2798139200000.0,2816416400000.0,2866381300000.0,2784405700000.0
2029.0,2643167500000.0,2760148300000.0,2842201200000.0,2753327500000.0,2652901200000.0,2643579400000.0,2803014800000.0,2748737000000.0,2293329600000.0,2770957000000.0,2788300700000.0,2829182600000.0,2752129800000.0
2030.0,2582084000000.0,2721136000000.0,2819078500000.0,2716082000000.0,2593115000000.0,2590188000000.0,2779012100000.0,2704104000000.0,2206216200000.0,2747553000000.0,2747660800000.0,2802530600000.0,2712520400000.0
2031.0,2517347000000.0,2686256200000.0,2783722900000.0,2673550800000.0,2534048000000.0,2538316500000.0,2763022000000.0,2679331400000.0,2114235800000.0,2741334200000.0,2700254400000.0,2781119800000.0,2697523400000.0
2032.0,2459331200000.0,2645379800000.0,2739506200000.0,2647822200000.0,2458384600000.0,2488227300000.0,2722362300000.0,2667821100000.0,2036207700000.0,2719979000000.0,2687588400000.0,2754495400000.0,2643144700000.0
2033.0,2424208400000.0,2583653800000.0,2726882400000.0,2628053000000.0,2392495800000.0,2436855500000.0,2686733500000.0,2632453000000.0,1967391200000.0,2706224200000.0,2649183500000.0,2722535300000.0,2602468000000.0
2034.0,2366943000000.0,2545154800000.0,2698350000000.0,2585609400000.0,2331467600000.0,2367330000000.0,2662256600000.0,2623862700000.0,1890952800000.0,2683430000000.0,2605633200000.0,2677447000000.0,2549049000000.0
2035.0,2339295000000.0,2514226800000.0,2659055300000.0,2545729400000.0,2285905000000.0,2316805000000.0,2631284600000.0,2598178400000.0,1810083300000.0,2651413300000.0,2552956200000.0,2639161500000.0,2490236400000.0
2036.0,2279236700000.0,2477415200000.0,2647497600000.0,2503370300000.0,2226538700000.0,2247537000000.0,2598939700000.0,2572756700000.0,1752170900000.0,2605587400000.0,2522387300000.0,2615693000000.0,2444415200000.0
2037.0,2214640000000.0,2430346000000.0,2623387000000.0,2457081000000.0,2171817400000.0,2206848800000.0,2564265600000.0,2529127000000.0,1679662500000.0,2566443800000.0,2490526900000.0,2582191300000.0,2401898900000.0
2038.0,2172903100000.0,2399810600000.0,2586760000000.0,2416449400000.0,2117120300000.0,2151708100000.0,2530333200000.0,2487881300000.0,1604927400000.0,2530829700000.0,2469381300000.0,2552854700000.0,2364968300000.0
2039.0,2131707400000.0,2347874600000.0,2549058400000.0,2364946300000.0,2059996000000.0,2114915500000.0,2493690000000.0,2466180200000.0,1538428100000.0,2502390400000.0,2437986400000.0,2535732500000.0,2306906000000.0
2040.0,2098603200000.0,2311093500000.0,2524356000000.0,2323189000000.0,1998427700000.0,2073655900000.0,2473922100000.0,2468070600000.0,1476008200000.0,2482205400000.0,2400339400000.0,2512158200000.0,2272751500000.0
2041.0,2046038600000.0,2255236400000.0,2499563700000.0,2284802300000.0,1926429500000.0,2027552800000.0,2449060400000.0,2443386000000.0,1411026400000.0,2456611000000.0,2375101400000.0,2489262500000.0,2244745600000.0
2042.0,2015878300000.0,2212221400000.0,2470017000000.0,2236980000000.0,1866596100000.0,1991769800000.0,2427839800000.0,2385988300000.0,1344385400000.0,2426640000000.0,2325119500000.0,2454879200000.0,2206301400000.0
2043.0,1972618400000.0,2170154400000.0,2442894200000.0,2195126100000.0,1797005200000.0,1928590900000.0,2404941300000.0,2347364300000.0,1266531000000.0,2383889600000.0,2291983700000.0,2415752600000.0,2142214600000.0
2044.0,1929291100000.0,2120974900000.0,2420273800000.0,2159738500000.0,1735671200000.0,1882445600000.0,2375746000000.0,2331733700000.0,1209117400000.0,2350956700000.0,2255172100000.0,2364676200000.0,2102824900000.0
2045.0,1878429900000.0,2069344700000.0,2390385000000.0,2116121000000.0,1677614400000.0,1816274700000.0,2329090200000.0,2291132000000.0,1154087800000.0,2313086300000.0,2194113000000.0,2317497400000.0,2069040700000.0
2046.0,1828326100000.0,2032305200000.0,2357088700000.0,2066797300000.0,1622749100000.0,1770314100000.0,2294079000000.0,2247707900000.0,1103411400000.0,2289020700000.0,2158097500000.0,2261503700000.0,2033758800000.0
2047.0,1781390200000.0,1982079800000.0,2320064800000.0,2042772000000.0,1575069200000.0,1729079800000.0,2275132000000.0,2211345000000.0,1037511500000.0,2257267200000.0,2130511400000.0,2221985200000.0,1996477600000.0
2048.0,1741413300000.0,1919858500000.0,2290823500000.0,2002022400000.0,1520895800000.0,1675637800000.0,2233039600000.0,2200754200000.0,975474100000.0,2222438000000.0,2087809400000.0,2185156600000.0,1952726300000.0
2049.0,1700649600000.0,1883251000000.0,2253704100000.0,1957783700000.0,1479913600000.0,1608506800000.0,2188873400000.0,2135204600000.0,919139450000.0,2183408800000.0,2048080000000.0,2133374300000.0,1920276100000.0
2050.0,1662786500000.0,1832620900000.0,2195344000000.0,1927303900000.0,1434634400000.0,1557942600000.0,2146736000000.0,2093373500000.0,885689600000.0,2145179900000.0,2001199400000.0,2105456900000.0,1878982000000.0
2051.0,1605017300000.0,1786647400000.0,2148295800000.0,1878810700000.0,1398435200000.0,1517390500000.0,2098272100000.0,2081572500000.0,849380250000.0,2125278500000.0,1962061900000.0,2075536000000.0,1833721400000.0
2052.0,1552829400000.0,1744681800000.0,2118037400000.0,1834173100000.0,1352127000000.0,1480080900000.0,2075622600000.0,2041528700000.0,806189140000.0,2113766800000.0,1939730900000.0,2041986500000.0,1776497300000.0
2053.0,1521634900000.0,1710462000000.0,2071762000000.0,1799833400000.0,1323283400000.0,1441275300000.0,2044288200000.0,2008100900000.0,762208200000.0,2085898300000.0,1901685900000.0,2004720800000.0,1729471300000.0
2054.0,1496154100000.0,1677795300000.0,2057880300000.0,1764309900000.0,1279885400000.0,1391554600000.0,2009146700000.0,1966225100000.0,715303900000.0,2055973100000.0,1859841800000.0,1975423200000.0,1702200600000.0
2055.0,1457623700000.0,1630429100000.0,2008195100000.0,1732437700000.0,1230363300000.0,1351391900000.0,1992476100000.0,1916450200000.0,683439950000.0,2002350900000.0,1805640500000.0,1923357300000.0,1679836800000.0
2056.0,1415593700000.0,1596631400000.0,1971276000000.0,1689199700000.0,1183145900000.0,1307478500000.0,1949712500000.0,1884430700000.0,648532300000.0,1962973700000.0,1774543000000.0,1891942000000.0,1645006000000.0
2057.0,1361361600000.0,1552972500000.0,1952091700000.0,1644898000000.0,1140889500000.0,1281106000000.0,1929752700000.0,1848320000000.0,614995800000.0,1934247100000.0,1724444000000.0,1851923500000.0,1599773600000.0
2058.0,1325577300000.0,1518629700000.0,1918539000000.0,1608623200000.0,1099173860000.0,1250030600000.0,1899988500000.0,1821148400000.0,583949400000.0,1886112400000.0,1673079600000.0,1816715200000.0,1567273600000.0
2059.0,1302777000000.0,1478871700000.0,1872845600000.0,1568703800000.0,1065116900000.0,1200751200000.0,1864402200000.0,1779758100000.0,550554400000.0,1848717000000.0,1633908000000.0,1771585400000.0,1528347000000.0
2060.0,1255018900000.0,1430750400000.0,1835448500000.0,1537571000000.0,1022486450000.0,1168718700000.0,1841343400000.0,1726433500000.0,526085320000.0,1821288400000.0,1607909500000.0,1735769000000.0,1496154100000.0
2061.0,1224592200000.0,1391910000000.0,1780682900000.0,1495827700000.0,980316500000.0,1134810900000.0,1797799000000.0,1692430500000.0,497741860000.0,1803108400000.0,1568052300000.0,1695570300000.0,1449076000000.0
2062.0,1198143700000.0,1364846800000.0,1747041900000.0,1471580700000.0,939258500000.0,1095657600000.0,1767707800000.0,1648326500000.0,468680840000.0,1785253300000.0,1539086700000.0,1658111800000.0,1392765800000.0
2063.0,1162742700000.0,1328854900000.0,1711290300000.0,1446757500000.0,910388170000.0,1049640760000.0,1743070300000.0,1628920200000.0,443951250000.0,1750954800000.0,1499333400000.0,1631606400000.0,1362053000000.0
2064.0,1118491400000.0,1281629100000.0,1668759000000.0,1411652800000.0,874936900000.0,1013759800000.0,1711569100000.0,1614556300000.0,421800380000.0,1735716100000.0,1449094500000.0,1592083300000.0,1341613400000.0
2065.0,1100880300000.0,1235625300000.0,1640434100000.0,1386387000000.0,850661200000.0,972134550000.0,1668664900000.0,1568577200000.0,402996820000.0,1710664300000.0,1399122300000.0,1551538200000.0,1300105900000.0
2066.0,1078619000000.0,1184937500000.0,1606706900000.0,1348428900000.0,820310200000.0,952072140000.0,1632250600000.0,1529848400000.0,382094800000.0,1688898200000.0,1358358800000.0,1507080800000.0,1258782700000.0
2067.0,1048546050000.0,1147955000000.0,1568481000000.0,1314383500000.0,787673300000.0,918343840000.0,1605870800000.0,1501822600000.0,364335530000.0,1647492700000.0,1331778700000.0,1482749000000.0,1236964700000.0
2068.0,1019782560000.0,1115542100000.0,1526085800000.0,1294070400000.0,764400040000.0,887879240000.0,1572452400000.0,1480176600000.0,352329270000.0,1616634600000.0,1299620200000.0,1440994000000.0,1210696900000.0
2069.0,996035500000.0,1085348700000.0,1497273700000.0,1269122200000.0,724682000000.0,855636700000.0,1545379400000.0,1450524100000.0,338634700000.0,1603414700000.0,1276053000000.0,1407638400000.0,1160302000000.0
2070.0,969003500000.0,1050639340000.0,1475720400000.0,1233660000000.0,698796300000.0,820953800000.0,1507222400000.0,1406826000000.0,322435320000.0,1580263800000.0,1245165500000.0,1386827900000.0,1123418100000.0
2071.0,938596560000.0,1021883840000.0,1440069200000.0,1186477000000.0,667996000000.0,795749600000.0,1475956300000.0,1370844000000.0,304648220000.0,1566942600000.0,1216168000000.0,1355142400000.0,1088741300000.0
2072.0,916249900000.0,988397600000.0,1403343300000.0,1164740400000.0,634334200000.0,767418000000.0,1430119500000.0,1337373800000.0,286808100000.0,1516688600000.0,1189227400000.0,1308803600000.0,1065413800000.0
2073.0,893366600000.0,946984000000.0,1373871700000.0,1134816000000.0,608568200000.0,741657150000.0,1405632400000.0,1318604400000.0,270884680000.0,1472466400000.0,1158427400000.0,1276849000000.0,1038607600000.0
2074.0,872102500000.0,913677750000.0,1344434500000.0,1108876100000.0,578517700000.0,711080700000.0,1380515600000.0,1286379300000.0,258981950000.0,1433930300000.0,1126810300000.0,1226996700000.0,1005892600000.0
2075.0,852688040000.0,883245900000.0,1318743300000.0,1090780000000.0,551272300000.0,682875100000.0,1346265800000.0,1269546600000.0,243677700000.0,1397222700000.0,1102358600000.0,1193522900000.0,966707600000.0
2076.0,833945600000.0,855127360000.0,1291800700000.0,1055361400000.0,522872700000.0,663424000000.0,1311016400000.0,1234591200000.0,234757230000.0,1361281000000.0,1078583500000.0,1162557700000.0,948432000000.0
2077.0,810399560000.0,819724500000.0,1246193100000.0,1024777500000.0,494719070000.0,638955400000.0,1276735000000.0,1200836300000.0,223775800000.0,1343012100000.0,1047807600000.0,1119786400000.0,915984700000.0
2078.0,792571800000.0,788729560000.0,1217976000000.0,998830400000.0,467608370000.0,610012200000.0,1240060500000.0,1157226300000.0,214114900000.0,1308664100000.0,1033163400000.0,1080930800000.0,899630700000.0
2079.0,775743860000.0,763547600000.0,1194780700000.0,975929700000.0,442235550000.0,585186300000.0,1212158400000.0,1120886800000.0,204473860000.0,1280250700000.0,1002179660000.0,1060711200000.0,859165400000.0
2080.0,751410000000.0,737394700000.0,1169496500000.0,953499840000.0,419598700000.0,566179660000.0,1167272200000.0,1091482000000.0,195481300000.0,1259188800000.0,972311600000.0,1029355200000.0,833547900000.0
2081.0,721187800000.0,709298600000.0,1150037500000.0,929158900000.0,401218800000.0,538993700000.0,1122456700000.0,1057574000000.0,183818140000.0,1229782400000.0,951864800000.0,986922300000.0,806743400000.0
2082.0,695851940000.0,678002950000.0,1132797600000.0,912300200000.0,378907130000.0,520466240000.0,1083558000000.0,1024761140000.0,173616150000.0,1205720300000.0,932361140000.0,966014100000.0,780206340000.0
2083.0,676269800000.0,652157060000.0,1112095700000.0,890548450000.0,356206740000.0,506052200000.0,1046943500000.0,1003717700000.0,165415010000.0,1179455700000.0,905811500000.0,926850000000.0,758789240000.0
2084.0,658424200000.0,624530550000.0,1078033100000.0,865682460000.0,333175000000.0,488314370000.0,1013157500000.0,986009630000.0,154979710000.0,1141514300000.0,882791150000.0,888543100000.0,735503700000.0
2085.0,634202900000.0,598455750000.0,1056891100000.0,832432240000.0,314463160000.0,469418870000.0,978175850000.0,957748000000.0,147220120000.0,1110343500000.0,863312000000.0,852893300000.0,709777700000.0
2086.0,606511600000.0,579306300000.0,1038187000000.0,816576460000.0,291953250000.0,452736550000.0,945475700000.0,934282900000.0,140185670000.0,1076020800000.0,843447100000.0,825908800000.0,687590340000.0
2087.0,585312400000.0,554867700000.0,1021469460000.0,793327200000.0,268082320000.0,435335070000.0,916428400000.0,911097660000.0,130826310000.0,1031800500000.0,817629300000.0,797806900000.0,665630000000.0
2088.0,565464470000.0,533066550000.0,1003606200000.0,774220400000.0,245359050000.0,415022500000.0,884513800000.0,872421500000.0,124551170000.0,1004702000000.0,799891850000.0,765892030000.0,641729360000.0
2089.0,547131950000.0,508953900000.0,989949300000.0,750021300000.0,228477270000.0,399985020000.0,856556240000.0,854126000000.0,117762500000.0,980449950000.0,777171400000.0,746368200000.0,616682400000.0
2090.0,534798140000.0,488822280000.0,967591660000.0,732172400000.0,214572270000.0,386954760000.0,828951800000.0,836998800000.0,110750220000.0,950212360000.0,755656900000.0,723864300000.0,590184100000.0
2091.0,515242900000.0,465837950000.0,951642200000.0,714989440000.0,202860790000.0,367914650000.0,801831000000.0,807002640000.0,104376550000.0,924041150000.0,739770300000.0,694141100000.0,571884500000.0
2092.0,497340870000.0,436075800000.0,935551570000.0,698126040000.0,181986150000.0,352052020000.0,775816200000.0,780667900000.0,99084214000.0,912244150000.0,716391800000.0,664456270000.0,546731070000.0
2093.0,475827140000.0,415777000000.0,903645200000.0,679470600000.0,166732610000.0,331232970000.0,748144700000.0,760291500000.0,93788640000.0,889972460000.0,694504900000.0,639769250000.0,525731660000.0
2094.0,459968970000.0,394354160000.0,881505700000.0,661440760000.0,152485690000.0,320456230000.0,722919360000.0,735334040000.0,89023020000.0,851799300000.0,680825260000.0,615633000000.0,496655270000.0
2095.0,444587180000.0,374671300000.0,864130700000.0,638789000000.0,139834400000.0,311526720000.0,698848700000.0,713767400000.0,83811000000.0,817857600000.0,657263950000.0,584863840000.0,475546350000.0
2096.0,421767100000.0,355873160000.0,845368200000.0,624837700000.0,127838670000.0,296649100000.0,678149900000.0,689227960000.0,80622930000.0,810394600000.0,640911540000.0,561155000000.0,451897430000.0
2097.0,403734400000.0,332086500000.0,828361300000.0,609659800000.0,120034310000.0,284109960000.0,659064100000.0,662828350000.0,76771450000.0,799151950000.0,622377500000.0,540155180000.0,432847900000.0
2098.0,388975700000.0,312052450000.0,811161160000.0,596857100000.0,109488630000.0,270235830000.0,636811600000.0,637955900000.0,73250730000.0,777066200000.0,605559200000.0,512408000000.0,407450580000.0
2099.0,375121970000.0,297368800000.0,794305400000.0,582513000000.0,102880985000.0,259882320000.0,620575500000.0,620601340000.0,69035340000.0,764149040000.0,590398900000.0,487557700000.0,389952800000.0
2100.0,360569770000.0,282873100000.0,775992970000.0,562802100000.0,95678734000.0,247029800000.0,602924700000.0,596978240000.0,67750007000.0,751010000000.0,562589800000.0,464500850000.0,367546000000.0
