time,CANESM5,MRI-ESM2-0,CNRM-ESM2-1,IPSL-CM6A-LR,UKESM1-0-LL
2029.0,2219313700000.0,2668469400000.0,2751175000000.0,2804376700000.0,2638492000000.0
2030.0,2121668500000.0,2629175300000.0,2724984500000.0,2770669000000.0,2576596600000.0
2031.0,2027178200000.0,2593419400000.0,2672650400000.0,2745143400000.0,2520734800000.0
2032.0,1951860700000.0,2556867600000.0,2622543600000.0,2709902900000.0,2461294000000.0
2033.0,1872843500000.0,2505722800000.0,2586584500000.0,2665770000000.0,2399971000000.0
2034.0,1793193800000.0,2459039000000.0,2543437200000.0,2613458000000.0,2327476000000.0
2035.0,1707136500000.0,2412102800000.0,2484246200000.0,2569093800000.0,2267093400000.0
2036.0,1651676700000.0,2361632800000.0,2464749000000.0,2529507000000.0,2210999000000.0
2037.0,1568465600000.0,2316912000000.0,2403577400000.0,2496970000000.0,2148412800000.0
2038.0,1498052600000.0,2260250700000.0,2387837200000.0,2472941200000.0,2094598000000.0
2039.0,1416811100000.0,2187747900000.0,2360589400000.0,2423066500000.0,2027206900000.0
2040.0,1370483900000.0,2146690700000.0,2327353000000.0,2371431200000.0,1974144500000.0
2041.0,1305322000000.0,2091269400000.0,2306110700000.0,2310890800000.0,1924271400000.0
2042.0,1246979400000.0,2045048700000.0,2277731500000.0,2267423700000.0,1862927300000.0
2043.0,1171075600000.0,1976880900000.0,2238469600000.0,2223785400000.0,1802519400000.0
2044.0,1111231700000.0,1911446300000.0,2195089900000.0,2173253600000.0,1746169900000.0
2045.0,1053321600000.0,1868444600000.0,2158397200000.0,2121051900000.0,1699940000000.0
2046.0,996854700000.0,1815285100000.0,2106050500000.0,2053947700000.0,1633634600000.0
2047.0,946647400000.0,1772635000000.0,2076899000000.0,1997538700000.0,1566952300000.0
2048.0,899018600000.0,1716780300000.0,2034607200000.0,1941665700000.0,1513015200000.0
2049.0,848924440000.0,1672363400000.0,1984025000000.0,1894532100000.0,1463346100000.0
2050.0,803735140000.0,1620394900000.0,1950623300000.0,1842889900000.0,1386385500000.0
2051.0,774065950000.0,1583220800000.0,1899327300000.0,1785005700000.0,1338429700000.0
2052.0,736199100000.0,1541104600000.0,1855527300000.0,1744764300000.0,1285968600000.0
2053.0,702501750000.0,1504057100000.0,1805793200000.0,1694583600000.0,1232574700000.0
2054.0,666895100000.0,1469917300000.0,1775909500000.0,1649474000000.0,1191205900000.0
2055.0,635428540000.0,1430855200000.0,1730335100000.0,1603831100000.0,1148427700000.0
2056.0,602541000000.0,1392821100000.0,1693072000000.0,1564149400000.0,1097519000000.0
2057.0,573681760000.0,1358416400000.0,1666651800000.0,1519296700000.0,1055875860000.0
2058.0,552194500000.0,1330086700000.0,1628251400000.0,1485707400000.0,1018835900000.0
2059.0,522640950000.0,1302099400000.0,1602474000000.0,1442821400000.0,983556360000.0
2060.0,501804170000.0,1270957900000.0,1563203900000.0,1389280800000.0,948732950000.0
2061.0,486421700000.0,1241520900000.0,1524406800000.0,1353008500000.0,918014700000.0
2062.0,469976150000.0,1215859700000.0,1489274900000.0,1309762300000.0,886968100000.0
2063.0,453000700000.0,1201525900000.0,1462813700000.0,1272958200000.0,855605640000.0
2064.0,437554350000.0,1180041200000.0,1429884200000.0,1242716200000.0,820948240000.0
2065.0,423671460000.0,1158755300000.0,1397247700000.0,1204462000000.0,798280840000.0
2066.0,411423670000.0,1139788500000.0,1369480400000.0,1173838600000.0,765092900000.0
2067.0,397317370000.0,1131696800000.0,1345994500000.0,1144580100000.0,740728900000.0
2068.0,382259560000.0,1112260000000.0,1327331000000.0,1124045200000.0,723431700000.0
2069.0,368077440000.0,1089494800000.0,1304085300000.0,1102225900000.0,698567950000.0
2070.0,356349540000.0,1076577300000.0,1282279200000.0,1082984500000.0,671432200000.0
2071.0,352559820000.0,1058418000000.0,1261153200000.0,1054961900000.0,645379850000.0
2072.0,343399660000.0,1042490600000.0,1235658900000.0,1031840700000.0,626112800000.0
2073.0,335350660000.0,1027861400000.0,1215615500000.0,1010614140000.0,613556200000.0
2074.0,328675260000.0,1016763100000.0,1197320800000.0,992545000000.0,598906400000.0
2075.0,319533840000.0,1003223300000.0,1171615500000.0,976427200000.0,573020770000.0
2076.0,312090620000.0,987852800000.0,1158436700000.0,962505900000.0,552958360000.0
2077.0,309096900000.0,985157500000.0,1143880000000.0,945279340000.0,544832950000.0
2078.0,306313600000.0,977485960000.0,1118558600000.0,924840100000.0,533803960000.0
2079.0,299892740000.0,973182800000.0,1097782400000.0,907791560000.0,520840940000.0
2080.0,291561960000.0,965208300000.0,1085736160000.0,892373700000.0,510290620000.0
2081.0,286406640000.0,956509850000.0,1073316600000.0,872937300000.0,496498670000.0
2082.0,278046740000.0,950039700000.0,1066383900000.0,854753100000.0,482279900000.0
2083.0,274337140000.0,942711050000.0,1048401150000.0,842541000000.0,472587570000.0
2084.0,275119300000.0,932622100000.0,1033337600000.0,827422400000.0,460499420000.0
2085.0,272273400000.0,928210500000.0,1021124540000.0,805875800000.0,447176770000.0
2086.0,270107330000.0,921329000000.0,1008580500000.0,794042040000.0,440000970000.0
2087.0,267939350000.0,914170600000.0,996332300000.0,778982300000.0,427062260000.0
2088.0,269563450000.0,919680500000.0,978119950000.0,768156100000.0,417126780000.0
2089.0,270225050000.0,918474100000.0,968732800000.0,754773900000.0,411860070000.0
2090.0,266069100000.0,913912200000.0,964576700000.0,747483040000.0,401875930000.0
2091.0,262152700000.0,908563300000.0,954583500000.0,740764000000.0,396750260000.0
2092.0,262373950000.0,907957000000.0,940905400000.0,734155200000.0,391359920000.0
2093.0,258944730000.0,903382800000.0,936436600000.0,722775200000.0,384159580000.0
2094.0,256589660000.0,900451900000.0,931039700000.0,715673040000.0,373682960000.0
2095.0,254467280000.0,900824560000.0,919785440000.0,706612500000.0,364940460000.0
2096.0,251914130000.0,902804870000.0,911700660000.0,701407800000.0,361209500000.0
2097.0,250153830000.0,885744800000.0,913780240000.0,689998600000.0,356321600000.0
2098.0,250068570000.0,882342300000.0,910798600000.0,689612650000.0,345002670000.0
2099.0,251556540000.0,881403200000.0,906254940000.0,685058400000.0,335517550000.0
2100.0,250581090000.0,886525660000.0,899313600000.0,684548200000.0,322869850000.0
