time,MPI-ESM-LR,CESM1-CAM5,CANESM2
2049.0,9196368000.0,7500493000.0,7522620000.0
2050.0,9167708000.0,7251170300.0,7326824400.0
2051.0,8922852000.0,7043117600.0,7093480000.0
2052.0,8772985000.0,6865599500.0,6959807000.0
2053.0,8696278000.0,6503648000.0,6915535400.0
2054.0,8588158500.0,6294852000.0,6534712000.0
2055.0,8598787000.0,6192466400.0,6841368600.0
2056.0,8269239300.0,5978590700.0,6256799000.0
2057.0,8314087000.0,5846411300.0,6115268600.0
2058.0,8146374000.0,5714463000.0,6007982600.0
2059.0,8703410000.0,5485604400.0,5980891600.0
2060.0,7847834000.0,5312624600.0,5845351400.0
2061.0,7784627000.0,5117605400.0,5689026000.0
2062.0,7627731500.0,4965536300.0,5596816000.0
2063.0,7518851000.0,4878499300.0,6177638400.0
2064.0,7447287000.0,4896071700.0,5603539000.0
2065.0,7282045400.0,4656018000.0,5359963600.0
2066.0,7118266400.0,4549938000.0,5395886600.0
2067.0,7141735000.0,4446919700.0,5279896600.0
2068.0,6995568000.0,4324349400.0,5196377000.0
2069.0,7025950700.0,4229019000.0,5008211500.0
2070.0,6858858000.0,4089079300.0,4895202000.0
2071.0,6757144000.0,3970016000.0,4878360600.0
2072.0,6787319300.0,3885742300.0,4916313000.0
2073.0,6538325500.0,3755037400.0,5108943000.0
2074.0,6524656600.0,3632430000.0,4974956000.0
2075.0,6563849700.0,3582200800.0,5067498500.0
2076.0,6832230400.0,3512160800.0,4708728300.0
2077.0,6327155700.0,3371198000.0,4665690000.0
2078.0,6220900400.0,3277433300.0,4527891500.0
2079.0,6966530000.0,3289880800.0,4469733000.0
2080.0,6285373000.0,3105927700.0,4379777500.0
2081.0,6188896000.0,3201844500.0,5114690000.0
2082.0,6159643600.0,2974950100.0,4706703000.0
2083.0,6218427400.0,2884271600.0,4496441300.0
2084.0,5970078700.0,2983825200.0,4357814300.0
2085.0,5887765500.0,2782481400.0,4196631000.0
2086.0,5878404600.0,2685369300.0,4123438300.0
2087.0,5799338000.0,2526626800.0,3990669600.0
2088.0,5713383400.0,2685529000.0,3940091000.0
2089.0,5662162000.0,2549747200.0,3982295800.0
2090.0,6416626000.0,2469999400.0,3877092900.0
2091.0,6652565000.0,2490250200.0,3827241700.0
2092.0,5801603600.0,2870748000.0,3873873000.0
2093.0,5616181000.0,2644672000.0,3785982000.0
2094.0,5735744000.0,2346630100.0,3760670200.0
2095.0,5652243500.0,2453194200.0,3616078600.0
2096.0,5451767000.0,2269651000.0,3674041900.0
2097.0,5440759300.0,2662081000.0,3542492200.0
2098.0,5382245000.0,2153731000.0,3655268400.0
2099.0,5501816300.0,2104937900.0,3488663000.0
2100.0,5637459500.0,2155241000.0,3401358300.0
2101.0,5323478500.0,2080442800.0,3399334700.0
2102.0,6221193700.0,2227338200.0,3388197400.0
2103.0,5661798400.0,2165985000.0,3248964900.0
2104.0,5623689000.0,2138443400.0,3225981700.0
2105.0,5309638700.0,2483255800.0,3212613400.0
2106.0,5366054000.0,2042510100.0,3122286000.0
2107.0,5555304400.0,1885142000.0,3069479700.0
2108.0,5478207000.0,1856191700.0,3011304700.0
2109.0,5603155500.0,1836041500.0,3041855200.0
2110.0,5685066000.0,1840387100.0,3099285200.0
2111.0,5135002600.0,2214401000.0,3193075200.0
2112.0,5160023600.0,1741435400.0,3824084000.0
2113.0,5167931400.0,1715103500.0,3305717800.0
2114.0,5193492500.0,1693427100.0,3031362300.0
2115.0,5016075000.0,1661984900.0,3133364500.0
2116.0,4940478000.0,1631852500.0,2918342700.0
2117.0,5176758000.0,1872142000.0,2949649700.0
2118.0,5374062600.0,1636686600.0,4187143400.0
2119.0,5897618400.0,1571396000.0,3486925600.0
2120.0,6641449500.0,1582969600.0,4496832500.0
2121.0,5317316000.0,1578299900.0,3214491400.0
2122.0,5675985400.0,1494758300.0,3196859400.0
2123.0,5280756700.0,1580910100.0,3180125200.0
2124.0,5034422300.0,1530538500.0,2997381600.0
2125.0,4965724000.0,1536667500.0,3059532800.0
2126.0,4902990000.0,1525011300.0,2917535000.0
2127.0,6142205000.0,1518897500.0,2999614500.0
2128.0,4894668300.0,1481648900.0,2999238000.0
2129.0,5243960000.0,1449205900.0,2909680600.0
2130.0,5191543000.0,1435169900.0,3050120000.0
2131.0,5586362000.0,1444257000.0,2979089200.0
2132.0,4922331000.0,1428110600.0,2971330800.0
2133.0,4958564400.0,1443942500.0,2881524500.0
2134.0,4796198000.0,1401542900.0,3159305000.0
2135.0,4856718000.0,1417640000.0,3060329200.0
2136.0,4955046400.0,1369734300.0,2994322700.0
2137.0,4691044000.0,1323773600.0,3004126000.0
2138.0,5072588000.0,1442693400.0,3788531500.0
2139.0,4638906000.0,1625472000.0,3248925400.0
2140.0,5432890400.0,1378158500.0,3061620500.0
2141.0,5244210700.0,1278811400.0,3088457700.0
2142.0,5219683300.0,1349433500.0,3100044300.0
2143.0,5158508500.0,1456214300.0,2935666200.0
2144.0,4934744600.0,1340921300.0,2994965200.0
2145.0,5141779500.0,1337305900.0,2840352000.0
2146.0,4694004000.0,1368315000.0,3459643400.0
2147.0,4708404700.0,3457385700.0,4559837000.0
2148.0,7719053000.0,1976501200.0,3665453300.0
2149.0,5677581300.0,1327753700.0,3209012200.0
2150.0,4940780500.0,1383025800.0,3322974700.0
2151.0,5138267000.0,1328764400.0,3356387300.0
2152.0,5608286000.0,1399921900.0,4727036000.0
2153.0,5290582500.0,1441257500.0,3312768800.0
2154.0,5137857500.0,1296166400.0,3060926200.0
2155.0,5381135000.0,1312113300.0,3152029200.0
2156.0,5181758500.0,1371110100.0,3266539500.0
2157.0,5071359500.0,1287347700.0,3028700700.0
2158.0,8245343700.0,1240147000.0,3063662300.0
2159.0,6720542000.0,1204239000.0,2934803200.0
2160.0,6023759000.0,1214144300.0,2998040300.0
2161.0,5777722000.0,1234223500.0,4054755800.0
2162.0,5627037700.0,1299428000.0,3510344400.0
2163.0,5801775000.0,1234235900.0,3421096400.0
2164.0,5569794600.0,1156224800.0,3146197500.0
2165.0,5182983700.0,1149214700.0,3026232000.0
2166.0,5054777300.0,1171083600.0,5316999700.0
2167.0,5498483700.0,1295234300.0,4253197300.0
2168.0,5169388500.0,1170571400.0,3179712300.0
2169.0,4968017400.0,1151967500.0,3053170700.0
2170.0,7458910000.0,1696050400.0,2947108900.0
2171.0,5940837400.0,1149728300.0,4896952300.0
2172.0,5881259500.0,1182252300.0,4184425700.0
2173.0,5276934000.0,1318816800.0,3687641600.0
2174.0,5158535000.0,1185923600.0,3156346400.0
2175.0,5508250600.0,2111402400.0,3147912200.0
2176.0,5245038000.0,1491152000.0,3071764000.0
2177.0,5385349000.0,1367569800.0,3040939000.0
2178.0,5218046000.0,1307881700.0,3634389200.0
2179.0,5212161000.0,1208228200.0,3399630600.0
2180.0,5423768000.0,1329583400.0,3209148700.0
2181.0,5529919000.0,2039794800.0,3363627300.0
2182.0,5124983000.0,1504262500.0,3972636400.0
2183.0,5234774000.0,1200358900.0,3412162800.0
2184.0,5537743400.0,1212437600.0,3240356400.0
2185.0,5058830000.0,1382308400.0,3106721000.0
2186.0,5004717600.0,1196713300.0,4399450000.0
2187.0,5187560400.0,1273511800.0,3135202600.0
2188.0,6731877400.0,1273248900.0,3598297900.0
2189.0,5481457700.0,1172646300.0,3750141200.0
2190.0,5252444000.0,1161349400.0,3318459000.0
2191.0,5383377400.0,1131761800.0,3716854800.0
2192.0,5110817300.0,1138902700.0,3466229500.0
2193.0,6165447700.0,1281034900.0,3162366500.0
2194.0,5867274000.0,1188988200.0,3249652000.0
2195.0,5480448500.0,1199478300.0,3431708200.0
2196.0,6170509000.0,1111136600.0,3212274200.0
2197.0,8999461000.0,1365109000.0,3188154400.0
2198.0,6392449500.0,1236073200.0,3146913500.0
2199.0,6907304400.0,1210974600.0,3138394400.0
2200.0,6175317500.0,1321900400.0,3295130400.0
2201.0,6034143000.0,1423164500.0,3261533200.0
2202.0,5772005000.0,1254121100.0,3081410600.0
2203.0,6715303000.0,1416024600.0,3734578200.0
2204.0,7371382000.0,1244952600.0,3687013600.0
2205.0,7053973500.0,1400055900.0,3332933400.0
2206.0,6345094000.0,1274541000.0,3131639800.0
2207.0,5889002500.0,1211562000.0,3718112300.0
2208.0,6571824600.0,1329507700.0,3632426200.0
2209.0,6694999600.0,1361189200.0,3257734100.0
2210.0,6788474400.0,3559478800.0,3279710500.0
2211.0,6367219000.0,1467306400.0,3629256000.0
2212.0,7178630700.0,1282501900.0,3427264800.0
2213.0,7290425000.0,1414506400.0,3260680000.0
2214.0,6690147300.0,2581049000.0,3213885000.0
2215.0,6174737400.0,1430662300.0,3073991700.0
2216.0,6288209000.0,1420828200.0,4033323800.0
2217.0,6197408300.0,2305954800.0,4824411000.0
2218.0,5913673000.0,1336338800.0,3485841700.0
2219.0,5795383300.0,1317522600.0,3279537700.0
2220.0,7224465400.0,1311040600.0,3290016000.0
2221.0,6303992000.0,1269346300.0,3332919000.0
2222.0,6132844500.0,3338763300.0,3384274400.0
2223.0,6019407400.0,1488506500.0,3258234400.0
2224.0,6255387600.0,1371554600.0,3226999600.0
2225.0,6006126600.0,1295884400.0,3457920800.0
2226.0,5902856000.0,2219146200.0,3247452200.0
2227.0,6561098000.0,1352753900.0,3272684800.0
2228.0,6603215000.0,1447351400.0,3288779000.0
2229.0,6482261500.0,2725612000.0,3145958700.0
2230.0,6308145700.0,2046802600.0,3313173500.0
2231.0,6178517000.0,1575599700.0,3335232000.0
2232.0,6136601000.0,1404720300.0,4351648300.0
2233.0,6111914500.0,1424210300.0,3198559500.0
2234.0,5970781700.0,1410717400.0,3461996800.0
2235.0,6567352300.0,1651223300.0,3445773600.0
2236.0,6791766500.0,1506997900.0,3326341400.0
2237.0,7181336600.0,1946452000.0,3202070000.0
2238.0,6853273600.0,1474999600.0,3499306800.0
2239.0,6525217300.0,1608922000.0,3623649800.0
2240.0,7936854500.0,1558040200.0,5321395700.0
2241.0,8219650600.0,1503292500.0,3710728400.0
2242.0,7575995000.0,2682224400.0,3649802000.0
2243.0,7379554300.0,2373063000.0,3518555100.0
2244.0,7716563500.0,1860150400.0,4221752000.0
2245.0,7120044000.0,1590497300.0,3384002000.0
2246.0,8002842000.0,1505260700.0,3379115800.0
2247.0,7075635700.0,1529314400.0,3584711700.0
2248.0,6904022000.0,1714228000.0,3283346000.0
2249.0,6754353700.0,2326220800.0,3214573000.0
2250.0,6999607300.0,1715627400.0,3197990000.0
2251.0,6818830300.0,2064912300.0,3264649200.0
2252.0,7595049500.0,1574125200.0,3300949500.0
2253.0,7129319000.0,1852635000.0,3424421600.0
2254.0,7251191300.0,1593110500.0,3412862700.0
2255.0,7214589400.0,1591300100.0,3137052400.0
2256.0,7218196000.0,1582682200.0,3171753500.0
2257.0,6842810400.0,1607164900.0,3258231600.0
2258.0,6876232700.0,1696196100.0,4831420000.0
2259.0,6909761500.0,2027590400.0,4851410000.0
2260.0,6858481000.0,1902347800.0,3836061200.0
2261.0,6768572400.0,1652053800.0,3609695500.0
2262.0,8365528000.0,1770238700.0,3530672000.0
2263.0,9882761000.0,1609499800.0,3462372600.0
2264.0,8086329300.0,1674158100.0,5412366000.0
2265.0,8135971300.0,2853108000.0,6123759600.0
2266.0,7662334500.0,2787957000.0,3828368000.0
2267.0,7843718000.0,2332890000.0,3702161400.0
2268.0,7447681000.0,2183101200.0,3687065300.0
2269.0,8904176000.0,1801243300.0,4199406300.0
2270.0,8043157000.0,2251092700.0,4013227000.0
2271.0,7534117400.0,1840355300.0,3784295700.0
2272.0,7305896400.0,2135953500.0,3980331800.0
2273.0,7412592000.0,1938902300.0,4443934700.0
2274.0,7361369000.0,1897658000.0,3843304700.0
2275.0,7300065000.0,1994747300.0,3749780700.0
2276.0,7206795000.0,1777856500.0,4415716000.0
2277.0,7441469000.0,1847515400.0,4956493300.0
2278.0,7654152000.0,1787819500.0,3738243000.0
2279.0,7510569500.0,1849959200.0,3727608000.0
2280.0,7296664600.0,2640926500.0,3674453000.0
2281.0,7399839000.0,4337635000.0,3674211800.0
2282.0,7368619000.0,3100144400.0,3808093200.0
2283.0,7245071000.0,2277633300.0,3605833500.0
2284.0,7560811000.0,1973235700.0,3642831000.0
2285.0,8035693600.0,2051549800.0,3581691000.0
2286.0,7627806000.0,3463954200.0,3616230000.0
2287.0,7997350000.0,2118582700.0,3671265000.0
2288.0,7327659500.0,2062696800.0,4116467000.0
2289.0,7316212700.0,2483846400.0,3501614600.0
2290.0,8202564600.0,2392172800.0,4548979000.0
2291.0,7871160300.0,2089470600.0,3933955600.0
2292.0,7570232300.0,2120873600.0,3731908600.0
2293.0,7614740500.0,1923014700.0,4638084000.0
2294.0,7356658700.0,2108196900.0,4404058600.0
2295.0,7238402600.0,1922429200.0,5664619500.0
2296.0,7320712000.0,2149822200.0,5618078000.0
2297.0,7341873000.0,2903304200.0,4532782600.0
2298.0,7143574500.0,2845467400.0,4141555700.0
2299.0,7659211300.0,2136977800.0,4156534000.0
2300.0,7688280600.0,2172942000.0,4490313700.0
