time,CSIRO-MK3-6-0,MPI-ESM-LR,CCSM4
2049.0,8890697000.0,9670500000.0,5578765000.0
2050.0,8611450000.0,9430205000.0,5287778300.0
2051.0,8393213400.0,9324381000.0,5044414000.0
2052.0,8109459500.0,9035418000.0,4850909000.0
2053.0,7680478000.0,8859324000.0,4668777000.0
2054.0,7355819000.0,8663455000.0,4525157400.0
2055.0,7042825700.0,8449048600.0,4347456000.0
2056.0,6722243600.0,8052730000.0,4148669000.0
2057.0,6418310700.0,7805005000.0,3954570200.0
2058.0,6075231700.0,7578969000.0,3820864800.0
2059.0,5907728400.0,7411041000.0,3669328100.0
2060.0,5641388500.0,7180222500.0,3460033000.0
2061.0,5354307000.0,7031248400.0,3292130600.0
2062.0,5093175300.0,6868539400.0,3081733000.0
2063.0,4857117000.0,6658457000.0,2925390800.0
2064.0,4570824000.0,6402456000.0,2792415000.0
2065.0,4481655300.0,6244765000.0,2641422000.0
2066.0,4192884700.0,6022349000.0,2506028800.0
2067.0,3938375400.0,5737393000.0,2352408600.0
2068.0,3755485200.0,5576030000.0,2250590200.0
2069.0,3584835300.0,5335530000.0,2151157000.0
2070.0,3407659800.0,5153221000.0,2007385200.0
2071.0,3155049000.0,4920802300.0,1894907100.0
2072.0,3008772400.0,4701146000.0,1812511700.0
2073.0,2811079000.0,4564355600.0,1755515900.0
2074.0,2663176200.0,4370748000.0,1605867400.0
2075.0,2529750000.0,4197030400.0,1492405000.0
2076.0,2409390000.0,4059979500.0,1376273400.0
2077.0,2321418200.0,3863107000.0,1242301200.0
2078.0,2165006300.0,3670100500.0,1131199400.0
2079.0,2090945700.0,3685060600.0,1042800640.0
2080.0,1958686200.0,3457186600.0,953723140.0
2081.0,1806125600.0,3316309200.0,887651500.0
2082.0,1664274800.0,3231417900.0,820563400.0
2083.0,1553644500.0,3126550500.0,739429700.0
2084.0,1355472100.0,3016430300.0,686489100.0
2085.0,1243719400.0,2909825800.0,594205200.0
2086.0,1133443300.0,2806494200.0,552031600.0
2087.0,1024083260.0,2652904400.0,521057250.0
2088.0,925088450.0,2524108300.0,466683940.0
2089.0,859844030.0,2392942300.0,430918050.0
2090.0,807422660.0,2286733800.0,393824540.0
2091.0,758208200.0,2131514400.0,354508900.0
2092.0,701367550.0,1945071400.0,326779200.0
2093.0,650702660.0,1828437900.0,292819140.0
2094.0,604926500.0,1665763700.0,271333820.0
2095.0,542261100.0,1582799500.0,231660720.0
2096.0,511131650.0,1499404200.0,222276100.0
2097.0,448636320.0,1422287600.0,178132060.0
2098.0,426050780.0,1344211600.0,163350050.0
2099.0,392856500.0,1292956000.0,148865440.0
2100.0,366678800.0,1223617400.0,143216110.0
2101.0,317450300.0,1119249000.0,132124410.0
2102.0,292850050.0,1038938900.0,123398100.0
2103.0,279110460.0,974894460.0,121304900.0
2104.0,244947310.0,946874900.0,117417330.0
2105.0,215314380.0,883132700.0,112505944.0
2106.0,187827330.0,839947200.0,97116510.0
2107.0,178217470.0,801863900.0,84426590.0
2108.0,173137380.0,757723800.0,82164960.0
2109.0,151467490.0,716593600.0,79568410.0
2110.0,145086260.0,658854700.0,78489010.0
2111.0,141580900.0,628786200.0,75753580.0
2112.0,128895360.0,572116200.0,68688330.0
2113.0,107710370.0,520079650.0,65318310.0
2114.0,93884690.0,487347870.0,63472230.0
2115.0,89162024.0,414173200.0,62281536.0
2116.0,82392660.0,394284000.0,55307588.0
2117.0,74006280.0,378357540.0,53972720.0
2118.0,72928680.0,343089570.0,52185184.0
2119.0,68405150.0,327072800.0,51720490.0
2120.0,67309830.0,294624770.0,51703250.0
2121.0,62243628.0,279997570.0,50722184.0
2122.0,60622464.0,240055470.0,50320296.0
2123.0,56864236.0,223251870.0,48777190.0
2124.0,54765340.0,205279000.0,48681908.0
2125.0,49981196.0,191282690.0,46314644.0
2126.0,45617384.0,185838960.0,45748452.0
2127.0,45051536.0,179291420.0,44960016.0
2128.0,41968600.0,171361520.0,42196810.0
2129.0,41443190.0,160280750.0,41605880.0
2130.0,41021900.0,145320590.0,40844664.0
2131.0,40154676.0,139932130.0,40638480.0
2132.0,38970308.0,119386800.0,39859124.0
2133.0,34466430.0,101710890.0,37810236.0
2134.0,34252800.0,97670190.0,37296144.0
2135.0,32251140.0,91431944.0,37028224.0
2136.0,31522636.0,87831210.0,36503308.0
2137.0,31323804.0,80665544.0,35978532.0
2138.0,27421508.0,77556216.0,35928340.0
2139.0,27332488.0,72269070.0,35581584.0
2140.0,26916846.0,67440580.0,32840806.0
2141.0,26816538.0,63777732.0,29613708.0
2142.0,26863804.0,62226468.0,29218676.0
2143.0,26648670.0,58097012.0,29060308.0
2144.0,26473394.0,55337916.0,28738458.0
2145.0,26221946.0,54647204.0,28492036.0
2146.0,26092704.0,51977052.0,27602724.0
2147.0,25862748.0,51347092.0,26547748.0
2148.0,25001448.0,48975340.0,25451068.0
2149.0,23119436.0,48080220.0,25075736.0
2150.0,22036912.0,44447256.0,24772976.0
2151.0,21874536.0,43726028.0,24885600.0
2152.0,21716988.0,38514748.0,24505056.0
2153.0,21482188.0,38236428.0,24535042.0
2154.0,21202736.0,37756016.0,25494150.0
2155.0,21153252.0,37385070.0,24119682.0
2156.0,20944284.0,35964700.0,23974748.0
2157.0,20708250.0,36194370.0,23862158.0
2158.0,20569748.0,35272836.0,23795314.0
2159.0,18163918.0,34771176.0,21934520.0
2160.0,18064222.0,32962430.0,21720508.0
2161.0,17447032.0,30265274.0,21530802.0
2162.0,17279560.0,29781560.0,19802890.0
2163.0,17073664.0,29616276.0,19792738.0
2164.0,14939124.0,29460210.0,19686660.0
2165.0,14038927.0,32150864.0,19484900.0
2166.0,14000139.0,27988850.0,19472482.0
2167.0,13648355.0,27488836.0,19410162.0
2168.0,13486159.0,26039904.0,19392862.0
2169.0,13257830.0,25968388.0,19142696.0
2170.0,11212966.0,26468110.0,17402090.0
2171.0,10662515.0,26067788.0,17265574.0
2172.0,10553319.0,25757282.0,17034226.0
2173.0,10077519.0,25600070.0,16072770.0
2174.0,9743028.0,23606088.0,15561067.0
2175.0,9742309.0,23536110.0,15359413.0
2176.0,9577743.0,23902584.0,14848540.0
2177.0,9490862.0,23555280.0,14736390.0
2178.0,9404655.0,23557240.0,14662173.0
2179.0,7927557.5,23393468.0,14096153.0
2180.0,7786019.0,23239328.0,13979052.0
2181.0,7595907.5,23195406.0,13926346.0
2182.0,7583612.5,22301226.0,13759849.0
2183.0,7483149.0,22343996.0,13467630.0
2184.0,7411486.0,21542834.0,13339031.0
2185.0,7279821.5,21458222.0,12015258.0
2186.0,7157910.0,21323194.0,11960107.0
2187.0,7183243.0,21222714.0,11762748.0
2188.0,7029174.5,21397996.0,11562315.0
2189.0,6888387.0,20997708.0,11428926.0
2190.0,6719638.5,20852006.0,10905014.0
2191.0,5612042.5,20895408.0,10913892.0
2192.0,5613276.0,20889940.0,10850239.0
2193.0,4689211.0,21223494.0,10927145.0
2194.0,4606457.5,20408862.0,10694722.0
2195.0,4599223.5,18092384.0,10664492.0
2196.0,4529774.0,18015898.0,10656211.0
2197.0,4519454.0,18024864.0,10638204.0
2198.0,3443596.5,17923696.0,10622708.0
2199.0,3390962.2,17855888.0,9704896.0
2200.0,3451790.8,17723256.0,10061247.0
2201.0,3425352.0,17713430.0,9632263.0
2202.0,3295233.8,17587942.0,8550727.0
2203.0,4152220.8,17540932.0,8548930.0
2204.0,3231521.0,17543894.0,8536796.0
2205.0,3222592.2,16756514.0,8520336.0
2206.0,2995149.2,16627087.0,8492737.0
2207.0,2991875.8,16672390.0,8376035.0
2208.0,2985221.5,16533401.0,8272781.0
2209.0,2966803.8,16269627.0,8267720.0
2210.0,2961811.2,16257361.0,7311798.0
2211.0,2969252.5,15393045.0,7278025.5
2212.0,2512758.2,13560923.0,7259544.5
2213.0,2519398.2,13480394.0,7182119.5
2214.0,2449348.0,13347496.0,7127942.0
2215.0,2382022.8,13357769.0,7049375.5
2216.0,1994795.0,12399746.0,7044278.5
2217.0,1923137.5,12297460.0,7037837.5
2218.0,1927576.4,12147424.0,6887019.5
2219.0,1637479.1,12097308.0,6874327.5
2220.0,1630716.1,11755048.0,6488212.5
2221.0,1625254.0,11660504.0,6349489.0
2222.0,1501243.6,11447044.0,6156272.0
2223.0,1499327.4,11432367.0,6101069.5
2224.0,1495692.6,9737273.0,5857072.5
2225.0,1380965.6,9567997.0,5812243.5
2226.0,1383779.0,9420526.0,5821769.0
2227.0,1328525.6,9570234.0,5505723.5
2228.0,1320736.9,9436791.0,5427699.5
2229.0,1257763.4,9336499.0,5333575.0
2230.0,1210300.6,9271842.0,5327089.5
2231.0,1206487.4,9190593.0,5169895.0
2232.0,1208395.9,9035235.0,5146051.0
2233.0,1088363.9,8947466.0,5148769.5
2234.0,1086301.6,8803815.0,4669479.0
2235.0,1069595.6,7563793.5,4839577.0
2236.0,1097080.9,7550535.0,4688148.0
2237.0,1088643.1,7499595.0,4662818.0
2238.0,1091049.8,7495975.0,4546837.0
2239.0,1036963.94,8499454.0,4566440.5
2240.0,1034657.44,7719093.0,4395000.0
2241.0,989283.4,7726806.5,4393213.0
2242.0,981829.56,6817684.5,4421371.5
2243.0,793181.6,6849466.0,4379557.0
2244.0,790457.44,7858705.0,4080604.0
2245.0,763053.75,6889170.0,4072893.2
2246.0,1731973.6,7814568.0,4066856.0
2247.0,761511.2,6725245.5,3955841.5
2248.0,683233.7,6720511.5,3954546.0
2249.0,620197.2,6647091.5,3871915.5
2250.0,621221.3,6645378.0,3804245.8
2251.0,620543.8,7420644.0,4143231.0
2252.0,619098.9,6706028.0,3923032.2
2253.0,617653.9,6590998.0,3802295.2
2254.0,616205.5,6536894.5,4154282.8
2255.0,614802.25,6523482.5,4088992.0
2256.0,499164.1,6340600.0,3710689.2
2257.0,499058.06,6332831.0,3716481.5
2258.0,498315.8,6282083.0,3669366.8
2259.0,602240.3,6264970.5,3955414.5
2260.0,487083.2,6372549.5,3641271.2
2261.0,487966.25,5723922.0,3569861.8
2262.0,487571.9,5442462.5,3510626.0
2263.0,486498.03,5399322.5,3367672.2
2264.0,593521.2,5498520.5,3251269.2
2265.0,530323.8,5300633.0,3391412.0
2266.0,501846.78,5291392.0,3258206.8
2267.0,470404.84,5285182.0,3225490.8
2268.0,479158.5,5283316.0,3222039.0
2269.0,469190.6,5281471.5,3224256.8
2270.0,467072.6,4374533.0,3225933.5
2271.0,484052.66,4286129.0,3208665.0
2272.0,464838.47,5160384.5,3205199.8
2273.0,464844.84,4760602.0,3198924.8
2274.0,464810.28,4225466.5,3138060.0
2275.0,464856.47,4074316.8,3364476.8
2276.0,464866.78,4071848.2,3232370.2
2277.0,467968.7,4050747.5,3102659.0
2278.0,464934.7,4068822.0,3104552.2
2279.0,464938.44,4670177.5,3105679.2
2280.0,464792.62,3999432.0,3067538.2
2281.0,464793.88,4882569.0,3067118.2
2282.0,464754.75,3981937.2,3066829.8
2283.0,464795.34,3851786.2,3060339.0
2284.0,464740.47,3852997.2,3040334.2
2285.0,465755.0,3868903.5,3033977.2
2286.0,464781.7,3867456.0,3032618.2
2287.0,464825.62,3840839.8,3026778.0
2288.0,815835.94,3784757.5,2953855.2
2289.0,588881.8,3783677.8,2994639.0
2290.0,482896.2,3724146.2,2966692.2
2291.0,462766.25,3724259.0,2958431.2
2292.0,462682.1,3634976.2,2940154.8
2293.0,462630.6,3630899.5,2965228.0
2294.0,462630.94,3626749.0,2938681.0
2295.0,462578.3,3619853.5,2901545.8
2296.0,462499.3,2710922.2,2809740.2
2297.0,462680.3,3714790.0,3068986.0
2298.0,462596.34,2862273.2,3302981.0
2299.0,462503.12,2680034.2,2883106.8
2300.0,462547.25,2673178.8,2902140.0
