time,CANESM2,CESM1-CAM5,MPI-ESM-LR
2000.0,294520130000.0,294520130000.0,294520130000.0
2001.0,295523000000.0,295523000000.0,295523000000.0
2002.0,294038800000.0,294038800000.0,294038800000.0
2003.0,288999570000.0,288999570000.0,288999570000.0
2004.0,286509630000.0,286509630000.0,286509630000.0
2005.0,284878370000.0,284878370000.0,284878370000.0
2006.0,284771060000.0,284771060000.0,284771060000.0
2007.0,280920700000.0,280920700000.0,280920700000.0
2008.0,281615600000.0,281615600000.0,281615600000.0
2009.0,280683300000.0,280683300000.0,280683300000.0
2010.0,276750470000.0,276750470000.0,276750470000.0
2011.0,274535190000.0,274535190000.0,274535190000.0
2012.0,273861620000.0,273861620000.0,273861620000.0
2013.0,274323000000.0,274323000000.0,274323000000.0
2014.0,271608430000.0,271608430000.0,271608430000.0
2015.0,267881640000.0,267881640000.0,267881640000.0
2016.0,269461500000.0,269461500000.0,269461500000.0
2017.0,266265660000.0,266265660000.0,266265660000.0
2018.0,265924400000.0,265924400000.0,265924400000.0
2019.0,261099270000.0,261099270000.0,261099270000.0
2020.0,259034120000.0,259034120000.0,259034120000.0
2021.0,257043970000.0,253319710000.0,254384140000.0
2022.0,256569640000.0,252709980000.0,250909560000.0
2023.0,255926600000.0,251159250000.0,246815360000.0
2024.0,253991450000.0,249636130000.0,245022600000.0
2025.0,250368430000.0,244012550000.0,243863680000.0
2026.0,248512580000.0,239524820000.0,237422990000.0
2027.0,244520190000.0,236576800000.0,234894030000.0
2028.0,239672820000.0,233603630000.0,231683200000.0
2029.0,234733440000.0,231728610000.0,225729970000.0
2030.0,231274860000.0,228687890000.0,221616770000.0
2031.0,228757360000.0,225517720000.0,220122840000.0
2032.0,227226450000.0,222657180000.0,217722780000.0
2033.0,227124170000.0,217366540000.0,215291330000.0
2034.0,223620550000.0,209258040000.0,210760250000.0
2035.0,221724200000.0,207320900000.0,206473600000.0
2036.0,220095950000.0,204194200000.0,202715890000.0
2037.0,216587120000.0,198968930000.0,199848600000.0
2038.0,214384660000.0,194405420000.0,195325440000.0
2039.0,212872740000.0,191487740000.0,190876430000.0
2040.0,209911000000.0,189425290000.0,189101700000.0
2041.0,209542970000.0,185484770000.0,188432710000.0
2042.0,205555650000.0,180681130000.0,185251840000.0
2043.0,203873030000.0,176300150000.0,182555870000.0
2044.0,200929890000.0,175415380000.0,179884000000.0
2045.0,201277180000.0,171558030000.0,178069140000.0
2046.0,198700710000.0,166608570000.0,174325740000.0
2047.0,194942440000.0,161792460000.0,167341420000.0
2048.0,192663810000.0,160361400000.0,166175380000.0
2049.0,188358360000.0,156547990000.0,162217000000.0
2050.0,186940960000.0,153114350000.0,160748700000.0
2051.0,184391610000.0,149871250000.0,157737730000.0
2052.0,182276230000.0,144825960000.0,152219470000.0
2053.0,178548850000.0,141650970000.0,148840280000.0
2054.0,173660030000.0,138214600000.0,145968800000.0
2055.0,171191100000.0,135456690000.0,142860390000.0
2056.0,166288210000.0,131268900000.0,139574580000.0
2057.0,163522940000.0,129400650000.0,137395720000.0
2058.0,163595760000.0,125167080000.0,135882640000.0
2059.0,160237400000.0,121679560000.0,135568280000.0
2060.0,157001420000.0,119609330000.0,133694100000.0
2061.0,156338800000.0,115577274000.0,130859246000.0
2062.0,152952180000.0,112834220000.0,129360840000.0
2063.0,151050100000.0,107906170000.0,127061120000.0
2064.0,146364040000.0,106464750000.0,125428924000.0
2065.0,145743770000.0,104169420000.0,123571720000.0
2066.0,143465510000.0,100921550000.0,122206440000.0
2067.0,141119080000.0,99200050000.0,120517160000.0
2068.0,138925590000.0,97895690000.0,117387200000.0
2069.0,139101780000.0,95642060000.0,115520000000.0
2070.0,138917280000.0,93903590000.0,113518910000.0
2071.0,137003330000.0,92205070000.0,112575160000.0
2072.0,134739710000.0,90539440000.0,112737200000.0
2073.0,132225450000.0,87684060000.0,110976800000.0
2074.0,128888540000.0,85297504000.0,111510800000.0
2075.0,127248090000.0,83366740000.0,109198510000.0
2076.0,126347250000.0,81513400000.0,108089420000.0
2077.0,123394900000.0,80559550000.0,107285230000.0
2078.0,122761980000.0,78012326000.0,106016190000.0
2079.0,118584590000.0,75947540000.0,104949826000.0
2080.0,116761846000.0,74150250000.0,102509126000.0
2081.0,114466860000.0,72532206000.0,100576535000.0
2082.0,111571850000.0,70833170000.0,99268575000.0
2083.0,110775570000.0,70041350000.0,98471850000.0
2084.0,109504160000.0,68589474000.0,96522180000.0
2085.0,108183770000.0,67345043000.0,94306050000.0
2086.0,105172420000.0,65837253000.0,94541900000.0
2087.0,103511870000.0,65145510000.0,92861825000.0
2088.0,101811350000.0,63899470000.0,93502920000.0
2089.0,99502785000.0,64580930000.0,94168154000.0
2090.0,97402530000.0,64195744000.0,92291330000.0
2091.0,95720400000.0,63033490000.0,91159610000.0
2092.0,94709230000.0,61667090000.0,89992460000.0
2093.0,93305450000.0,60012626000.0,89282675000.0
2094.0,91802450000.0,58775974000.0,86848190000.0
2095.0,90132130000.0,57325953000.0,85700470000.0
2096.0,87871110000.0,56469295000.0,84257270000.0
2097.0,86706310000.0,56102412000.0,83223830000.0
2098.0,84864870000.0,54154592000.0,83091100000.0
2099.0,83938290000.0,52959977000.0,81905630000.0
2100.0,82498224000.0,52107805000.0,81131730000.0
2101.0,80673950000.0,50714096000.0,83907150000.0
2102.0,79456535000.0,49210630000.0,82009465000.0
2103.0,78083470000.0,47713006000.0,79350145000.0
2104.0,77437100000.0,46706176000.0,78087160000.0
2105.0,75515560000.0,45531970000.0,76651720000.0
2106.0,72813600000.0,43987120000.0,76998950000.0
2107.0,72202040000.0,42808200000.0,75887370000.0
2108.0,71131046000.0,41957340000.0,75457995000.0
2109.0,69183685000.0,41105834000.0,75096040000.0
2110.0,67943395000.0,40605786000.0,73087705000.0
2111.0,67156124000.0,39334660000.0,71872810000.0
2112.0,66138685000.0,38306750000.0,71984700000.0
2113.0,65390776000.0,37359630000.0,70994985000.0
2114.0,63925920000.0,36551650000.0,69955220000.0
2115.0,63064380000.0,35714716000.0,69241290000.0
2116.0,61505724000.0,34318633000.0,68614890000.0
2117.0,60099270000.0,33702167000.0,67528557000.0
2118.0,59555946000.0,32834750000.0,66596303000.0
2119.0,58298237000.0,32193686000.0,66320335000.0
2120.0,57343630000.0,31457937000.0,67484262000.0
2121.0,56443683000.0,30911359000.0,68432458000.0
2122.0,55587600000.0,30193650000.0,68403180000.0
2123.0,54706794000.0,29188983000.0,67834356000.0
2124.0,55964340000.0,27757732000.0,66239316000.0
2125.0,54711624000.0,26921492000.0,64594420000.0
2126.0,54513880000.0,26082650000.0,64041628000.0
2127.0,54850780000.0,25720720000.0,63253470000.0
2128.0,54345937000.0,24775100000.0,63097510000.0
2129.0,53379002000.0,24274303000.0,61454800000.0
2130.0,52554450000.0,23678319000.0,61188973000.0
2131.0,51796013000.0,23264030000.0,61331665000.0
2132.0,50880463000.0,22837033000.0,60779690000.0
2133.0,50795327000.0,21798615000.0,60383170000.0
2134.0,50701770000.0,21017391000.0,60009853000.0
2135.0,49661022000.0,20240374000.0,59221344000.0
2136.0,49351758000.0,19468612000.0,58588156000.0
2137.0,48778715000.0,18825180000.0,57813496000.0
2138.0,47764873000.0,18375420000.0,57053807000.0
2139.0,47539474000.0,18329457000.0,56007940000.0
2140.0,46520898000.0,17919440000.0,55411850000.0
2141.0,45420294000.0,17621244000.0,53324930000.0
2142.0,44011565000.0,17385222000.0,52709860000.0
2143.0,42999083000.0,16793782000.0,52438220000.0
2144.0,42388206000.0,16391453000.0,52480910000.0
2145.0,41371270000.0,15970753000.0,51744346000.0
2146.0,40618353000.0,15482918000.0,51780993000.0
2147.0,39947256000.0,15283359000.0,51002843000.0
2148.0,39116825000.0,14955088000.0,50818220000.0
2149.0,38428200000.0,14526305000.0,50535555000.0
2150.0,37620335000.0,14243852000.0,50918322000.0
2151.0,36598860000.0,13957161000.0,49542906000.0
2152.0,36156220000.0,13595289000.0,49261457000.0
2153.0,35668582000.0,13313755000.0,48664424000.0
2154.0,34922365000.0,12778827000.0,48560427000.0
2155.0,34252900000.0,12456867000.0,48574067000.0
2156.0,33686725000.0,12168048000.0,47925727000.0
2157.0,33247920000.0,11725684000.0,46992490000.0
2158.0,32564824000.0,11230041000.0,46953530000.0
2159.0,31992793000.0,10605951000.0,47111310000.0
2160.0,31172268000.0,10193973000.0,46522552000.0
2161.0,30579890000.0,9795171000.0,45737000000.0
2162.0,30091487000.0,9480010000.0,45622747000.0
2163.0,29640309000.0,9306933000.0,45178556000.0
2164.0,29174888000.0,8939671000.0,44481393000.0
2165.0,28444330000.0,8737494000.0,43694522000.0
2166.0,28098148000.0,8611675000.0,43925352000.0
2167.0,27363498000.0,8331395600.0,42833342000.0
2168.0,26613799000.0,8178988500.0,42359374000.0
2169.0,26115695000.0,8077359000.0,41880855000.0
2170.0,25193243000.0,7827019000.0,41144775000.0
