time,CAMS-CSM1-0,CESM2-WACCM,MRI-ESM2-0,MPI-ESM1-2-HR,EC-EARTH3,CESM2,INM-CM4-8,INM-CM5-0,NORESM2-MM,CANESM5,GFDL-ESM4,FGOALS-F3-L,BCC-CSM2-MR,ACCESS-CM2,IPSL-CM6A-LR,EC-EARTH3-VEG,ACCESS-ESM1-5
2022.0,88959920000.0,88809144000.0,88674845000.0,90426786000.0,89315975000.0,88780390000.0,89045025000.0,89102746000.0,89040520000.0,89903080000.0,89161170000.0,88891760000.0,89424160000.0,88698905000.0,88968270000.0,89790390000.0,88995270000.0
2023.0,89047920000.0,89140020000.0,88405070000.0,90320910000.0,88647320000.0,88680220000.0,89590570000.0,89526490000.0,88837470000.0,89219334000.0,88894190000.0,88926585000.0,88925080000.0,88568390000.0,88823460000.0,88976260000.0,88801526000.0
2024.0,88637980000.0,88596726000.0,88265580000.0,89516270000.0,88232960000.0,88507500000.0,88957300000.0,88827860000.0,88577950000.0,89108636000.0,89007730000.0,88768890000.0,90052640000.0,89074745000.0,89291320000.0,88801985000.0,88714140000.0
2025.0,88577590000.0,88315080000.0,87971455000.0,88855860000.0,88319380000.0,88509000000.0,88601040000.0,88831800000.0,88366260000.0,88536120000.0,89505410000.0,88431980000.0,89485410000.0,88710890000.0,88604550000.0,88577490000.0,88563690000.0
2026.0,88683350000.0,88096670000.0,87729110000.0,88686076000.0,87875120000.0,88272450000.0,88365330000.0,88357470000.0,88273110000.0,88238770000.0,88785050000.0,88431760000.0,88833450000.0,88938330000.0,88463900000.0,88525500000.0,88363660000.0
2027.0,88654820000.0,87835170000.0,87510426000.0,88548630000.0,87605230000.0,88143150000.0,88263066000.0,88500480000.0,88034705000.0,88008350000.0,88465244000.0,88298710000.0,88584500000.0,88513550000.0,88618800000.0,88190840000.0,88323710000.0
2028.0,88242820000.0,87682680000.0,87210630000.0,88312550000.0,87260470000.0,88097340000.0,88082964000.0,88349065000.0,87922336000.0,88308350000.0,88231485000.0,89870640000.0,88452430000.0,88213770000.0,88244850000.0,88031250000.0,87993460000.0
2029.0,88133060000.0,87613630000.0,86993486000.0,88449170000.0,86875090000.0,87881600000.0,87937200000.0,88058430000.0,87679164000.0,87804040000.0,88066425000.0,88676150000.0,88320830000.0,87830560000.0,88308785000.0,87948470000.0,87858905000.0
2030.0,87807090000.0,87359900000.0,86744790000.0,88010470000.0,86501900000.0,87769870000.0,87745420000.0,87954910000.0,87655450000.0,87568200000.0,87933310000.0,88190510000.0,88092840000.0,87757060000.0,88009610000.0,87802090000.0,87658740000.0
2031.0,87679240000.0,87106960000.0,86429760000.0,87930270000.0,86144670000.0,87566524000.0,87754420000.0,87673184000.0,87355880000.0,87297080000.0,87816490000.0,87942250000.0,87889900000.0,87347800000.0,88356274000.0,87867060000.0,87550650000.0
2032.0,87637630000.0,86845240000.0,86050570000.0,88162770000.0,85708260000.0,87327380000.0,87304010000.0,87288340000.0,87203290000.0,87036560000.0,88239000000.0,87707080000.0,88065540000.0,87119960000.0,88268200000.0,87450485000.0,87464350000.0
2033.0,87496490000.0,86722840000.0,86372520000.0,87875610000.0,85331160000.0,87127640000.0,87242010000.0,87104180000.0,87652400000.0,86621225000.0,87865240000.0,87434470000.0,87564706000.0,87964700000.0,87504490000.0,87381640000.0,87299040000.0
2034.0,87220410000.0,86627250000.0,85699880000.0,87452705000.0,84891255000.0,86938830000.0,86990094000.0,86760310000.0,87433060000.0,86386430000.0,87373350000.0,87756530000.0,88061210000.0,87485006000.0,87440390000.0,86983740000.0,87201630000.0
2035.0,87633560000.0,86208070000.0,85208460000.0,88033300000.0,84514990000.0,86937580000.0,87404520000.0,86416290000.0,86842240000.0,85932680000.0,87016700000.0,87344780000.0,87713050000.0,86710780000.0,87008870000.0,86970150000.0,86890460000.0
2036.0,87031640000.0,85884420000.0,84894550000.0,87475570000.0,84171375000.0,86569150000.0,86762900000.0,86225370000.0,86548580000.0,85585580000.0,87171604000.0,86912760000.0,87208090000.0,86855090000.0,86670520000.0,86444384000.0,86615580000.0
2037.0,86996570000.0,85503950000.0,84630544000.0,87396650000.0,83702645000.0,86328345000.0,86362290000.0,85949430000.0,86239580000.0,85235130000.0,87637926000.0,86861914000.0,87055020000.0,86822920000.0,86606954000.0,86161880000.0,86926570000.0
2038.0,86682500000.0,85353100000.0,84176520000.0,87183800000.0,83090930000.0,86023700000.0,86142110000.0,85741380000.0,86070190000.0,84792690000.0,86796894000.0,87126745000.0,86982040000.0,86815980000.0,86470386000.0,86115164000.0,86730280000.0
2039.0,86910260000.0,85046140000.0,84027010000.0,87447405000.0,82580130000.0,86156690000.0,85828430000.0,85292690000.0,85806146000.0,84313690000.0,86425264000.0,86814750000.0,86631145000.0,85962310000.0,86173835000.0,86178170000.0,86490915000.0
2040.0,86315060000.0,84654150000.0,83643965000.0,86889290000.0,81909640000.0,85542770000.0,85772850000.0,84920934000.0,85632565000.0,83979680000.0,86100730000.0,86414210000.0,87122890000.0,85788590000.0,85907820000.0,85832130000.0,86306070000.0
2041.0,86015590000.0,84209910000.0,83323085000.0,87377730000.0,81417720000.0,85510070000.0,85252490000.0,84611270000.0,85361210000.0,83516840000.0,86762170000.0,86326370000.0,87759270000.0,85218480000.0,86340624000.0,85601430000.0,86083430000.0
2042.0,86269160000.0,84079460000.0,83226680000.0,86828800000.0,80965560000.0,84979335000.0,85142840000.0,84243330000.0,85287625000.0,82994240000.0,86190440000.0,86278110000.0,87338710000.0,84838850000.0,85629530000.0,85345680000.0,85781400000.0
2043.0,85709250000.0,83578765000.0,83675190000.0,87140024000.0,80380620000.0,84775790000.0,84802620000.0,84063740000.0,84785390000.0,82809830000.0,86714770000.0,86034014000.0,86352994000.0,84617620000.0,86118180000.0,84929850000.0,85913880000.0
2044.0,85466350000.0,83426590000.0,83099710000.0,87314040000.0,79661230000.0,84370450000.0,84469580000.0,83625880000.0,84438160000.0,82316740000.0,86361460000.0,85813780000.0,86039480000.0,84207680000.0,85228225000.0,84681230000.0,85223340000.0
2045.0,85465310000.0,83009120000.0,82281430000.0,87235535000.0,79148106000.0,84076640000.0,84165310000.0,83176040000.0,84195580000.0,81712050000.0,85564250000.0,85506340000.0,86256706000.0,83810240000.0,85216985000.0,84576580000.0,84973780000.0
2046.0,85031035000.0,82561925000.0,81714455000.0,86867600000.0,78320120000.0,83664060000.0,83759700000.0,82776400000.0,83823860000.0,81187090000.0,84956316000.0,86063964000.0,86026500000.0,83341450000.0,85404050000.0,84329310000.0,84878910000.0
2047.0,84810610000.0,82239650000.0,81119220000.0,86230350000.0,77698160000.0,83329475000.0,83760260000.0,82405655000.0,83471606000.0,80798240000.0,85091385000.0,85305246000.0,85781094000.0,83131760000.0,84798820000.0,83958940000.0,84463665000.0
2048.0,84698070000.0,81801855000.0,80872620000.0,85991410000.0,76862720000.0,82925250000.0,83185950000.0,82074670000.0,83536610000.0,80690830000.0,84401290000.0,84846980000.0,85334475000.0,82580360000.0,84237880000.0,83882205000.0,84189350000.0
2049.0,84359840000.0,81405300000.0,80807395000.0,86399970000.0,76193956000.0,82677930000.0,82880510000.0,82011880000.0,82980650000.0,80056090000.0,84192720000.0,84588280000.0,85081220000.0,82184520000.0,83869340000.0,83549495000.0,84548200000.0
2050.0,83916500000.0,80897655000.0,80095945000.0,86044070000.0,75600350000.0,82124660000.0,83256830000.0,81715730000.0,82561290000.0,79722300000.0,84000060000.0,85528920000.0,84814570000.0,81783410000.0,83546130000.0,83594445000.0,84073636000.0
2051.0,83731690000.0,80571250000.0,79781060000.0,85400420000.0,74969250000.0,81648665000.0,82443620000.0,81343020000.0,82141650000.0,79633210000.0,83707410000.0,84410080000.0,85621690000.0,81283170000.0,83273310000.0,82863310000.0,83663225000.0
2052.0,83749970000.0,81531070000.0,79759230000.0,85190100000.0,74412350000.0,81221116000.0,82133390000.0,81017100000.0,82006930000.0,79032970000.0,83397290000.0,84109206000.0,84824230000.0,80998154000.0,82591250000.0,82537640000.0,83545235000.0
2053.0,83071820000.0,80326240000.0,79102590000.0,84948690000.0,73597680000.0,80705170000.0,81757180000.0,80619030000.0,81885405000.0,78419700000.0,83191180000.0,84186920000.0,84518080000.0,80331580000.0,82273150000.0,82361100000.0,83252630000.0
2054.0,82869870000.0,80855770000.0,78595195000.0,84581460000.0,72852570000.0,80061120000.0,81476040000.0,80289350000.0,81405805000.0,77656640000.0,83759950000.0,83621620000.0,83997450000.0,79867200000.0,82008150000.0,81803520000.0,82890480000.0
2055.0,82645565000.0,79963726000.0,78194065000.0,85198700000.0,72409330000.0,79772670000.0,81175855000.0,80019510000.0,81105895000.0,77195710000.0,83256950000.0,83154100000.0,83709950000.0,79407780000.0,81782890000.0,81311670000.0,82594630000.0
2056.0,82395955000.0,79307240000.0,78049480000.0,84342660000.0,72094550000.0,79183640000.0,80804110000.0,79732190000.0,80641320000.0,76688440000.0,82854460000.0,83036060000.0,84210860000.0,78938595000.0,81347510000.0,80994470000.0,82701170000.0
2057.0,82460880000.0,79329730000.0,77424000000.0,84205490000.0,71753170000.0,79068594000.0,80673890000.0,79806700000.0,80292850000.0,76238910000.0,82239850000.0,82996750000.0,83513614000.0,78603624000.0,81361175000.0,80891390000.0,82559130000.0
2058.0,81933330000.0,79110860000.0,76836250000.0,84155010000.0,70564960000.0,78642650000.0,80231520000.0,78927530000.0,79945110000.0,75608620000.0,81982235000.0,82749145000.0,83055690000.0,78170860000.0,80798860000.0,80401970000.0,82142265000.0
2059.0,81484956000.0,79018050000.0,76490840000.0,84338850000.0,69974750000.0,77778730000.0,79750250000.0,78637650000.0,79487830000.0,75119450000.0,81642660000.0,82810110000.0,82834270000.0,77661380000.0,80196060000.0,79868120000.0,81591850000.0
2060.0,81008665000.0,78026430000.0,76222900000.0,83963400000.0,69596820000.0,78420650000.0,79366320000.0,78423015000.0,79170480000.0,74249070000.0,81794860000.0,82081890000.0,83007330000.0,77276830000.0,79652010000.0,79688510000.0,81842150000.0
2061.0,80839530000.0,77775370000.0,75881850000.0,83578880000.0,69003780000.0,76902010000.0,79228710000.0,77881250000.0,79003790000.0,73992420000.0,81309655000.0,81858490000.0,82598945000.0,76758140000.0,79144485000.0,79045330000.0,81466720000.0
2062.0,80447410000.0,77385270000.0,75535420000.0,83193700000.0,68352303000.0,76391970000.0,78608960000.0,77888780000.0,78570330000.0,73351270000.0,81134050000.0,81703560000.0,82262900000.0,76417890000.0,78733710000.0,78771050000.0,81084530000.0
2063.0,80435960000.0,76831750000.0,74986865000.0,83372710000.0,67680596000.0,75760270000.0,78389200000.0,77328420000.0,78144900000.0,72759484000.0,81357890000.0,81615225000.0,82055160000.0,76089830000.0,78307540000.0,78173150000.0,80751346000.0
2064.0,80164180000.0,76610080000.0,75933360000.0,83278390000.0,67144850000.0,75216260000.0,78760390000.0,77053936000.0,77742960000.0,72836940000.0,81797820000.0,81414865000.0,81891280000.0,75608790000.0,77789900000.0,78122890000.0,80260690000.0
2065.0,79807770000.0,77211845000.0,75449900000.0,82956214000.0,66526134000.0,75003640000.0,77562510000.0,76987770000.0,77595550000.0,71932880000.0,80850444000.0,81024830000.0,82558935000.0,75267000000.0,77665500000.0,77804480000.0,80103090000.0
2066.0,79743164000.0,76151860000.0,75079010000.0,82530570000.0,65893437000.0,74526745000.0,77063864000.0,77150134000.0,77199290000.0,71005920000.0,80417600000.0,81666785000.0,81625104000.0,75311290000.0,76897436000.0,77352460000.0,79699485000.0
2067.0,79529160000.0,75673800000.0,74582770000.0,82589336000.0,65236763000.0,73978044000.0,76527660000.0,76337480000.0,77213230000.0,70867200000.0,80129565000.0,81817920000.0,81223746000.0,74955686000.0,76346400000.0,77252936000.0,79561480000.0
2068.0,79577460000.0,75301265000.0,74412640000.0,82554520000.0,64746140000.0,73449636000.0,76500115000.0,75886050000.0,76764070000.0,70283850000.0,79786615000.0,80840870000.0,81354600000.0,74174775000.0,76181480000.0,76721005000.0,79286050000.0
2069.0,79484200000.0,75359590000.0,73519630000.0,82124930000.0,64190505000.0,73109280000.0,75930214000.0,75491560000.0,76216566000.0,69717510000.0,80097760000.0,80302150000.0,81366220000.0,73954830000.0,75582235000.0,76091450000.0,78929035000.0
2070.0,78791290000.0,75243450000.0,73179250000.0,81886180000.0,63411440000.0,73244080000.0,75498070000.0,75133270000.0,76120170000.0,69055850000.0,79623830000.0,80328990000.0,80933210000.0,73335750000.0,75093050000.0,76042396000.0,78560990000.0
2071.0,78548880000.0,74823730000.0,73460130000.0,81606296000.0,62613890000.0,73040040000.0,75351780000.0,74809960000.0,75764340000.0,68487660000.0,79311080000.0,80076120000.0,80423580000.0,73079240000.0,74717190000.0,75362290000.0,78421800000.0
2072.0,78760310000.0,74735070000.0,72728920000.0,81272130000.0,61901206000.0,72041775000.0,75483000000.0,74543776000.0,75352820000.0,67951420000.0,78924650000.0,79846010000.0,79999110000.0,72496540000.0,74020870000.0,75249350000.0,78251770000.0
2073.0,78629510000.0,74705440000.0,72696490000.0,81281650000.0,61306327000.0,71683480000.0,74509410000.0,74345595000.0,74851260000.0,67573674000.0,79625340000.0,79289270000.0,79779770000.0,72122070000.0,73383846000.0,74590100000.0,77719920000.0
2074.0,78321660000.0,73860430000.0,72069554000.0,81153475000.0,60677243000.0,70845930000.0,73997795000.0,74134390000.0,74540550000.0,66856340000.0,78547050000.0,78871716000.0,79381600000.0,71723610000.0,74003440000.0,74164404000.0,77697810000.0
2075.0,77673415000.0,73472420000.0,71725790000.0,80793670000.0,60167655000.0,70499590000.0,73707225000.0,73852900000.0,74323000000.0,66230960000.0,78488486000.0,78966700000.0,81915810000.0,71381400000.0,72915240000.0,73951584000.0,77176690000.0
2076.0,77636220000.0,73215164000.0,72506570000.0,80530104000.0,59359863000.0,69758770000.0,73721710000.0,73485640000.0,73744730000.0,65663660000.0,78176305000.0,78629270000.0,79399820000.0,71167740000.0,72255010000.0,74367030000.0,77640720000.0
2077.0,78025930000.0,74143950000.0,71547280000.0,81345460000.0,59330073000.0,69333080000.0,73089020000.0,73171070000.0,73672150000.0,65371754000.0,77963570000.0,78727750000.0,79452180000.0,70838845000.0,71818190000.0,73140806000.0,76495790000.0
2078.0,78001780000.0,72818850000.0,74935615000.0,80841810000.0,58477090000.0,69128400000.0,74032940000.0,72797160000.0,73303640000.0,64768550000.0,78033486000.0,78599730000.0,78989460000.0,70341260000.0,71288250000.0,72596150000.0,76140100000.0
2079.0,77707800000.0,72820930000.0,71802850000.0,80198070000.0,57698374000.0,69616960000.0,72574530000.0,72478110000.0,73198980000.0,64239587000.0,77837210000.0,78231430000.0,78639440000.0,69717020000.0,71308510000.0,72455140000.0,75632900000.0
2080.0,77184780000.0,71789306000.0,71819630000.0,79987016000.0,57315185000.0,68202557000.0,72152670000.0,72156110000.0,72609980000.0,64093840000.0,77415800000.0,77792210000.0,78585640000.0,69293110000.0,71356010000.0,72336105000.0,75429450000.0
2081.0,79281860000.0,71259260000.0,71710310000.0,79892505000.0,56518885000.0,67433402000.0,71700680000.0,71994180000.0,72063250000.0,63529900000.0,77634750000.0,78720330000.0,77984560000.0,68833470000.0,70208990000.0,71792420000.0,74959610000.0
2082.0,78148200000.0,71601996000.0,70525575000.0,79802230000.0,55997430000.0,66988210000.0,71327556000.0,72820520000.0,71926964000.0,62905872000.0,76975200000.0,78312660000.0,77699580000.0,68572197000.0,70584430000.0,71110930000.0,74619625000.0
2083.0,78826865000.0,71029800000.0,69936144000.0,79453635000.0,55792230000.0,66488533000.0,71046890000.0,71416690000.0,71438320000.0,62515760000.0,76533950000.0,77555160000.0,77430415000.0,68807720000.0,69363606000.0,71336804000.0,74251760000.0
2084.0,77406400000.0,70390000000.0,69750130000.0,79183370000.0,54732080000.0,66284100000.0,70557620000.0,70984060000.0,71030270000.0,62013700000.0,76289960000.0,77170380000.0,77406900000.0,67730854000.0,69152810000.0,70222100000.0,74257730000.0
2085.0,76652540000.0,69880520000.0,69651500000.0,78774215000.0,54334546000.0,65959390000.0,70173640000.0,70877454000.0,70776940000.0,61646602000.0,76692420000.0,76991720000.0,77618495000.0,67239248000.0,68782460000.0,69718420000.0,74067950000.0
2086.0,77250040000.0,69453545000.0,70159800000.0,78687880000.0,53477425000.0,65476022000.0,69837030000.0,70486655000.0,70317630000.0,61083200000.0,75895820000.0,77076820000.0,77605724000.0,67807883000.0,67970687000.0,69086780000.0,73506510000.0
2087.0,76604170000.0,68870775000.0,69391070000.0,78737420000.0,53026054000.0,64982100000.0,69627570000.0,70118860000.0,70699440000.0,60818960000.0,76071370000.0,76563800000.0,76693135000.0,66461940000.0,67547935000.0,68927050000.0,73204840000.0
2088.0,75975180000.0,68509348000.0,68697020000.0,78102670000.0,52592144000.0,64076180000.0,69413724000.0,69925580000.0,69939450000.0,60201513000.0,75894006000.0,76174640000.0,76280050000.0,65828573000.0,67211200000.0,68119253000.0,72661600000.0
2089.0,76236190000.0,68094150000.0,69249660000.0,77889675000.0,52014637000.0,63549026000.0,68917740000.0,69943890000.0,69383310000.0,59785146000.0,76957160000.0,75839910000.0,76164800000.0,65339230000.0,66637115000.0,67635880000.0,72921360000.0
2090.0,75378600000.0,67675173000.0,68418445000.0,78906786000.0,51550230000.0,63116243000.0,68488176000.0,70778610000.0,69037515000.0,60100174000.0,75528390000.0,75486320000.0,76503660000.0,65121796000.0,66086500000.0,67123593000.0,72631610000.0
2091.0,75074790000.0,67446735000.0,68556430000.0,77900005000.0,50991640000.0,62816928000.0,68332237000.0,69253220000.0,68667994000.0,59253150000.0,76366160000.0,76800320000.0,76025980000.0,64554107000.0,65840824000.0,66900693000.0,72242080000.0
2092.0,74857000000.0,69554980000.0,68684850000.0,77604120000.0,50531680000.0,61836837000.0,67872596000.0,68726610000.0,68360995000.0,58836850000.0,74866310000.0,76744580000.0,75696560000.0,64222847000.0,66168005000.0,66399556000.0,72055980000.0
2093.0,75006680000.0,67896816000.0,69375930000.0,76991000000.0,50263876000.0,61264486000.0,67569627000.0,68831800000.0,67970770000.0,59266520000.0,74943046000.0,74949320000.0,75810840000.0,65518550000.0,65285812000.0,66806428000.0,71524960000.0
2094.0,74642340000.0,67595400000.0,68191478000.0,78204020000.0,49563780000.0,60821074000.0,67369240000.0,68676833000.0,67812413000.0,58220646000.0,75096800000.0,78050920000.0,75789220000.0,63790408000.0,65325650000.0,66185540000.0,71745590000.0
2095.0,74423304000.0,66409394000.0,69744530000.0,76969560000.0,49239466000.0,60163700000.0,67455705000.0,68300980000.0,67346846000.0,57715190000.0,74676140000.0,76331150000.0,75281660000.0,63241220000.0,64121053000.0,65684074000.0,71597440000.0
2096.0,74682200000.0,65757140000.0,68159644000.0,77277995000.0,48736158000.0,59628257000.0,66769383000.0,67988537000.0,67037610000.0,57360114000.0,74452060000.0,75017140000.0,74864220000.0,62693704000.0,63442895000.0,65101308000.0,72123680000.0
2097.0,74182205000.0,65810026000.0,67573860000.0,76677020000.0,48257892000.0,59120243000.0,68338856000.0,68107993000.0,66781356000.0,56884710000.0,74268360000.0,74812840000.0,74818090000.0,62524174000.0,63005670000.0,64795447000.0,71093985000.0
2098.0,74161180000.0,65359413000.0,67651940000.0,76270300000.0,47680570000.0,58524934000.0,67171220000.0,67589630000.0,66405700000.0,57987363000.0,73867210000.0,74522250000.0,75214080000.0,62139480000.0,63165575000.0,63697910000.0,70523990000.0
2099.0,74171230000.0,64977260000.0,67305040000.0,75786490000.0,47265423000.0,57707954000.0,66131382000.0,67266204000.0,66209493000.0,57306280000.0,74319770000.0,74286190000.0,77469720000.0,61625250000.0,62795272000.0,63213793000.0,70494080000.0
2100.0,75477490000.0,64369980000.0,67710464000.0,75965890000.0,46774243000.0,57412854000.0,66005060000.0,67847580000.0,65831264000.0,55915237000.0,73713620000.0,73784350000.0,76389160000.0,61111980000.0,62246707000.0,62685426000.0,70197486000.0
