time,CESM2,EC-EARTH3,MPI-ESM1-2-HR,INM-CM4-8,INM-CM5-0,CESM2-WACCM,CAMS-CSM1-0,CMCC-CM2-SR5,MRI-ESM2-0,TAIESM1,ACCESS-CM2,IPSL-CM6A-LR,EC-EARTH3-VEG,ACCESS-ESM1-5,CANESM5,NORESM2-MM,GFDL-ESM4,BCC-CSM2-MR,FGOALS-F3-L
2015.0,89637170000.0,89637170000.0,89637170000.0,89637170000.0,89637170000.0,89637170000.0,89637170000.0,89637170000.0,89637170000.0,89637170000.0,89637170000.0,89637170000.0,89637170000.0,89637170000.0,89637170000.0,89637170000.0,89637170000.0,89637170000.0,89637170000.0
2016.0,90927735000.0,90927735000.0,90927735000.0,90927735000.0,90927735000.0,90927735000.0,90927735000.0,90927735000.0,90927735000.0,90927735000.0,90927735000.0,90927735000.0,90927735000.0,90927735000.0,90927735000.0,90927735000.0,90927735000.0,90927735000.0,90927735000.0
2017.0,89663775000.0,89663775000.0,89663775000.0,89663775000.0,89663775000.0,89663775000.0,89663775000.0,89663775000.0,89663775000.0,89663775000.0,89663775000.0,89663775000.0,89663775000.0,89663775000.0,89663775000.0,89663775000.0,89663775000.0,89663775000.0,89663775000.0
2018.0,89569940000.0,89569940000.0,89569940000.0,89569940000.0,89569940000.0,89569940000.0,89569940000.0,89569940000.0,89569940000.0,89569940000.0,89569940000.0,89569940000.0,89569940000.0,89569940000.0,89569940000.0,89569940000.0,89569940000.0,89569940000.0,89569940000.0
2019.0,91341800000.0,91341800000.0,91341800000.0,91341800000.0,91341800000.0,91341800000.0,91341800000.0,91341800000.0,91341800000.0,91341800000.0,91341800000.0,91341800000.0,91341800000.0,91341800000.0,91341800000.0,91341800000.0,91341800000.0,91341800000.0,91341800000.0
2020.0,89271484000.0,89271484000.0,89271484000.0,89271484000.0,89271484000.0,89271484000.0,89271484000.0,89271484000.0,89271484000.0,89271484000.0,89271484000.0,89271484000.0,89271484000.0,89271484000.0,89271484000.0,89271484000.0,89271484000.0,89271484000.0,89271484000.0
2021.0,89212305000.0,89042520000.0,89347200000.0,89214220000.0,88947460000.0,89237750000.0,89064020000.0,89380676000.0,88987710000.0,88894510000.0,89104015000.0,89018960000.0,89258480000.0,89204320000.0,89851030000.0,88964990000.0,89476310000.0,89111580000.0,89720226000.0
2022.0,89014400000.0,88883930000.0,89166290000.0,88897010000.0,88846655000.0,88940724000.0,88829895000.0,88928910000.0,88848560000.0,88596400000.0,88850440000.0,89050520000.0,88941410000.0,88938740000.0,89115550000.0,88866955000.0,89523660000.0,88781640000.0,89131720000.0
2023.0,88807540000.0,88994920000.0,88785306000.0,88804380000.0,89058380000.0,88876770000.0,88623850000.0,88834280000.0,88495950000.0,88519025000.0,88814310000.0,88609740000.0,88869220000.0,88813700000.0,89201760000.0,88684540000.0,89113960000.0,88509940000.0,88916110000.0
2024.0,88537915000.0,88554000000.0,88702230000.0,88567260000.0,88707140000.0,88774525000.0,88528930000.0,88704570000.0,88341455000.0,88331580000.0,88522180000.0,88670044000.0,88462160000.0,88787180000.0,88494760000.0,89085510000.0,88668950000.0,88723366000.0,88855100000.0
2025.0,88361980000.0,88393196000.0,88512640000.0,88906720000.0,88366236000.0,88445110000.0,88374650000.0,88891240000.0,88310810000.0,88154830000.0,88334246000.0,88798230000.0,88342946000.0,88464910000.0,88165030000.0,88619810000.0,88457780000.0,88371266000.0,88701034000.0
2026.0,88177164000.0,88763290000.0,88389280000.0,88563930000.0,88555270000.0,88318220000.0,88150990000.0,88555670000.0,88010780000.0,88089360000.0,89290470000.0,88339180000.0,88113290000.0,88465875000.0,88025030000.0,88292460000.0,88346570000.0,88242635000.0,89170020000.0
2027.0,87954990000.0,87994016000.0,88591800000.0,88091200000.0,88561600000.0,88368144000.0,88072680000.0,88313640000.0,88112380000.0,87808040000.0,88374900000.0,88244020000.0,88054550000.0,88214225000.0,88044820000.0,88114230000.0,88607420000.0,88139500000.0,88437090000.0
2028.0,87819000000.0,87876330000.0,88215036000.0,88234010000.0,88141095000.0,88415410000.0,88016120000.0,88124940000.0,87967244000.0,87567010000.0,88150530000.0,88053220000.0,87882650000.0,87999820000.0,87588930000.0,87890100000.0,88483684000.0,88216060000.0,88180924000.0
2029.0,87949150000.0,87606590000.0,88356830000.0,87817060000.0,88057890000.0,87933710000.0,87805490000.0,87998570000.0,87710890000.0,87393140000.0,87859650000.0,87762170000.0,87537530000.0,87892880000.0,87336240000.0,87964700000.0,88020910000.0,88265620000.0,88164940000.0
2030.0,87655340000.0,87380880000.0,88288020000.0,87488010000.0,87690530000.0,87823940000.0,87615200000.0,87738850000.0,87534170000.0,87007180000.0,87602320000.0,87595970000.0,87428590000.0,87636830000.0,87230690000.0,87592340000.0,87681516000.0,87539070000.0,88037190000.0
2031.0,87266640000.0,86935360000.0,87849660000.0,87487590000.0,87529300000.0,87544370000.0,87550740000.0,87553570000.0,87267770000.0,86640180000.0,87311390000.0,87797460000.0,87188440000.0,87469990000.0,87114010000.0,87396690000.0,87488420000.0,87511695000.0,87943135000.0
2032.0,87055820000.0,86811910000.0,87633710000.0,87136400000.0,87042850000.0,87524350000.0,87982340000.0,87350140000.0,86959610000.0,86338520000.0,87064200000.0,87098380000.0,87466470000.0,87273420000.0,86437370000.0,87215270000.0,87267040000.0,87224754000.0,87917280000.0
2033.0,86757410000.0,86391690000.0,88088460000.0,87136670000.0,86747440000.0,87159270000.0,87476945000.0,87085630000.0,86828294000.0,85998486000.0,86969655000.0,86822760000.0,86824380000.0,87041630000.0,86479790000.0,87242736000.0,87024390000.0,86967680000.0,87473980000.0
2034.0,86507100000.0,86179180000.0,88423250000.0,86682850000.0,86772335000.0,86889180000.0,87059050000.0,86732915000.0,86443590000.0,85443764000.0,86954290000.0,86575140000.0,86548320000.0,86673370000.0,85823160000.0,86795470000.0,86894710000.0,86749400000.0,87193980000.0
2035.0,86260070000.0,85581470000.0,87735290000.0,86490190000.0,86459810000.0,86786400000.0,86877510000.0,86522810000.0,86196170000.0,84995210000.0,86421040000.0,86558630000.0,86171180000.0,86415620000.0,85666870000.0,86668400000.0,87098480000.0,86926990000.0,86891540000.0
2036.0,86310160000.0,85353210000.0,87453230000.0,86177850000.0,86036990000.0,86853845000.0,86648920000.0,86222310000.0,86151250000.0,84527420000.0,86233400000.0,86314640000.0,85821700000.0,86274335000.0,85025430000.0,86446240000.0,86840880000.0,87330660000.0,87291420000.0
2037.0,85962440000.0,84895560000.0,87033400000.0,85907070000.0,85717350000.0,86402380000.0,86471850000.0,85940870000.0,85792055000.0,83878715000.0,85741806000.0,86097265000.0,85484670000.0,85967910000.0,84672770000.0,86316130000.0,86814520000.0,86461370000.0,86829930000.0
2038.0,85506160000.0,84367050000.0,86853180000.0,85548474000.0,85409956000.0,86075834000.0,86055690000.0,85511700000.0,85325960000.0,83364880000.0,85366670000.0,85881570000.0,85135560000.0,85889630000.0,84379116000.0,85920260000.0,87449060000.0,86285345000.0,86787480000.0
2039.0,85096280000.0,84034404000.0,86620630000.0,85507760000.0,85094980000.0,85759740000.0,85915560000.0,85117710000.0,85015910000.0,83034590000.0,85109580000.0,85293375000.0,84741080000.0,85574150000.0,84154410000.0,86040500000.0,86168800000.0,86043140000.0,86454990000.0
2040.0,84667080000.0,83394535000.0,86334750000.0,85180320000.0,84853236000.0,85344395000.0,85771230000.0,84906205000.0,85093350000.0,82219300000.0,84670235000.0,86232760000.0,84400030000.0,85263155000.0,83464540000.0,85550860000.0,86457680000.0,85823960000.0,86331370000.0
2041.0,84336320000.0,82775930000.0,86409410000.0,84756955000.0,84394130000.0,85060360000.0,85338330000.0,84824830000.0,84365540000.0,81475870000.0,84462260000.0,85528730000.0,83895575000.0,84891480000.0,82876390000.0,85178060000.0,85496670000.0,85452505000.0,86591910000.0
2042.0,83864040000.0,82050290000.0,87453850000.0,84315200000.0,84101660000.0,84840950000.0,85047570000.0,84260990000.0,84114360000.0,80587600000.0,84051460000.0,84756050000.0,83356200000.0,84737160000.0,82190680000.0,84897890000.0,85155170000.0,85147570000.0,85681650000.0
2043.0,83489290000.0,81507254000.0,86385060000.0,83990860000.0,84000560000.0,84361585000.0,84812370000.0,83746190000.0,83566230000.0,79729115000.0,83635690000.0,84096730000.0,82797300000.0,84700594000.0,82666010000.0,84540670000.0,84893220000.0,84969780000.0,85433655000.0
2044.0,83040805000.0,80815870000.0,86121470000.0,83489540000.0,83828890000.0,84168880000.0,84587430000.0,83147930000.0,83018450000.0,79165370000.0,83241755000.0,83994770000.0,82133590000.0,84078715000.0,81146450000.0,84089740000.0,84372320000.0,84819660000.0,85131930000.0
2045.0,82640670000.0,80237126000.0,85873705000.0,83075056000.0,83186380000.0,83489866000.0,84302490000.0,82757400000.0,82611670000.0,78278800000.0,82830520000.0,83744236000.0,81699590000.0,83715440000.0,80590184000.0,83741970000.0,84367520000.0,84289815000.0,84737930000.0
2046.0,82215170000.0,79368490000.0,86489020000.0,82834110000.0,82690220000.0,82959690000.0,84173900000.0,82171090000.0,82063475000.0,77444190000.0,82308290000.0,83007280000.0,81088690000.0,83396580000.0,79793210000.0,83499940000.0,83795100000.0,84593070000.0,84406370000.0
2047.0,81752540000.0,78509460000.0,85354594000.0,82264240000.0,82273360000.0,82570900000.0,84039330000.0,81597070000.0,81513250000.0,76377965000.0,82341380000.0,82504060000.0,80552395000.0,82839440000.0,78872840000.0,83030510000.0,83510170000.0,83942910000.0,84057900000.0
2048.0,81166270000.0,77810600000.0,85320750000.0,81869800000.0,81976930000.0,82240110000.0,83602990000.0,80961620000.0,80836624000.0,75405850000.0,81537150000.0,82139620000.0,79891186000.0,82555080000.0,78210780000.0,82659530000.0,83290110000.0,83971320000.0,83651690000.0
2049.0,80906800000.0,77136120000.0,84710285000.0,81287220000.0,81565940000.0,81663450000.0,84095500000.0,80316170000.0,80295576000.0,74392730000.0,81016440000.0,81409250000.0,79245700000.0,82191860000.0,77409700000.0,82143230000.0,82883280000.0,83557900000.0,83450724000.0
2050.0,80188350000.0,76353225000.0,84490070000.0,80720265000.0,81132840000.0,81066410000.0,83310240000.0,79634160000.0,79643890000.0,73111480000.0,80471610000.0,80898420000.0,78647080000.0,81818460000.0,76698255000.0,81714290000.0,83187106000.0,82952090000.0,83188500000.0
2051.0,79530640000.0,75480850000.0,84053795000.0,80143390000.0,80743195000.0,80760136000.0,82883520000.0,79086560000.0,79141724000.0,71884840000.0,80191920000.0,80670580000.0,77901914000.0,81380475000.0,75852720000.0,81191630000.0,83564470000.0,82411184000.0,82542690000.0
2052.0,79051964000.0,74566615000.0,83895520000.0,79580865000.0,80193560000.0,80005230000.0,83038310000.0,78326520000.0,78572860000.0,70646900000.0,79555660000.0,80124940000.0,77210714000.0,80798770000.0,74921296000.0,80915560000.0,82272950000.0,82587435000.0,81967235000.0
2053.0,78268840000.0,73659650000.0,84136450000.0,78920114000.0,79811690000.0,79486200000.0,82478930000.0,77926680000.0,77960570000.0,69431075000.0,79028216000.0,79312380000.0,76449930000.0,80343740000.0,74132210000.0,80511130000.0,81599594000.0,81695030000.0,81641420000.0
2054.0,77639950000.0,72838390000.0,83311710000.0,78421524000.0,79303070000.0,78866610000.0,82199660000.0,77066910000.0,77274325000.0,68176990000.0,78581810000.0,78629960000.0,75569530000.0,79876220000.0,73341936000.0,79998575000.0,81564510000.0,81358630000.0,81325090000.0
2055.0,76974875000.0,71841554000.0,82823620000.0,77948390000.0,78831624000.0,78126230000.0,81931060000.0,76258820000.0,76515230000.0,66627305000.0,78135300000.0,77811670000.0,74651680000.0,79162730000.0,72423550000.0,79474000000.0,80858430000.0,80912910000.0,80868150000.0
2056.0,76232570000.0,71056000000.0,82464790000.0,77170740000.0,78342595000.0,77894380000.0,81407830000.0,75460680000.0,75994374000.0,65080700000.0,77581070000.0,77029600000.0,73680280000.0,78581360000.0,71561280000.0,79277590000.0,81209150000.0,80559590000.0,80324020000.0
2057.0,75324360000.0,70174450000.0,82309990000.0,76468040000.0,77764380000.0,77174230000.0,81102550000.0,74779520000.0,75426546000.0,63860170000.0,76960825000.0,76256985000.0,72844240000.0,77970555000.0,70629990000.0,78628430000.0,79973350000.0,80357710000.0,80138890000.0
2058.0,74590265000.0,69147330000.0,81961730000.0,75850400000.0,77217150000.0,76676340000.0,80812160000.0,74096020000.0,74727990000.0,62730375000.0,76397300000.0,75596710000.0,71919436000.0,77442710000.0,69811266000.0,78162120000.0,79834440000.0,79815655000.0,79696350000.0
2059.0,73785030000.0,68204925000.0,81529290000.0,75084610000.0,76867830000.0,76013806000.0,80379620000.0,73138020000.0,74132810000.0,61398573000.0,75960754000.0,75325235000.0,70952610000.0,77009674000.0,69020010000.0,77602300000.0,79123970000.0,79334646000.0,79409005000.0
2060.0,72761990000.0,67315330000.0,81131410000.0,74535940000.0,76698124000.0,75193320000.0,79962735000.0,72437780000.0,73515530000.0,60034630000.0,75425956000.0,74404730000.0,69983740000.0,76379920000.0,68052780000.0,77204260000.0,78535670000.0,78894150000.0,79149620000.0
2061.0,72226400000.0,66333970000.0,80776220000.0,74361660000.0,75931210000.0,74461710000.0,79878840000.0,71705240000.0,72681950000.0,58655805000.0,74778580000.0,73622610000.0,69089400000.0,75559670000.0,67076837000.0,76700250000.0,78284866000.0,78356130000.0,79216120000.0
2062.0,71195090000.0,65362194000.0,80466850000.0,73996640000.0,76922850000.0,73876144000.0,79347065000.0,70852050000.0,71930940000.0,57257440000.0,74122820000.0,74113390000.0,68181410000.0,74969465000.0,65945625000.0,76251610000.0,77852000000.0,78855450000.0,78331250000.0
2063.0,70322954000.0,64371910000.0,80025440000.0,73474030000.0,75585730000.0,73038100000.0,79178700000.0,69855730000.0,71327900000.0,56281170000.0,73484240000.0,72483730000.0,67182727000.0,74271244000.0,64970883000.0,75723620000.0,77233530000.0,78098874000.0,77838156000.0
2064.0,69278155000.0,63284077000.0,79659745000.0,72674810000.0,74721710000.0,72348900000.0,78543290000.0,68687114000.0,70474610000.0,54898520000.0,72874650000.0,71582800000.0,66416930000.0,73712110000.0,63918230000.0,75096930000.0,76991310000.0,77562000000.0,77477814000.0
2065.0,68270006000.0,62305040000.0,79162950000.0,71697550000.0,74116780000.0,71648770000.0,78305610000.0,67493880000.0,70222540000.0,53540954000.0,72221520000.0,70846145000.0,65330102000.0,73089920000.0,62898983000.0,74736740000.0,76651586000.0,76686720000.0,76954630000.0
2066.0,67411263000.0,61433970000.0,78818060000.0,71084966000.0,73676870000.0,70873770000.0,78035390000.0,66355140000.0,69640660000.0,52305830000.0,71954645000.0,70158450000.0,64093400000.0,72592470000.0,61796410000.0,74012700000.0,75888100000.0,76008810000.0,76156830000.0
2067.0,66367540000.0,60335900000.0,78313010000.0,70461050000.0,73087386000.0,70173720000.0,77638164000.0,65296290000.0,68830370000.0,51054658000.0,71152910000.0,69548650000.0,62837133000.0,71910440000.0,60989706000.0,73479800000.0,76048744000.0,75336690000.0,75593890000.0
2068.0,65557545000.0,59186635000.0,77854760000.0,69722276000.0,72549810000.0,69725190000.0,77434970000.0,63944480000.0,68113370000.0,49851363000.0,70580400000.0,68651463000.0,61690847000.0,71418585000.0,60089676000.0,72724090000.0,75095210000.0,74834665000.0,75370010000.0
2069.0,64557060000.0,58030375000.0,77399750000.0,69020295000.0,72507630000.0,68609370000.0,76982310000.0,62476880000.0,67446133000.0,48587665000.0,69751960000.0,68081353000.0,60418220000.0,70814010000.0,59015670000.0,72171910000.0,74630360000.0,74349490000.0,74704224000.0
2070.0,63709635000.0,56779043000.0,77171840000.0,68309820000.0,71823760000.0,67686363000.0,76764545000.0,61197672000.0,66848250000.0,47359582000.0,69178550000.0,67326960000.0,59187110000.0,70136140000.0,58045403000.0,71567050000.0,74208080000.0,73770720000.0,74171730000.0
2071.0,62685078000.0,55724413000.0,76746250000.0,67765973000.0,71145600000.0,66966557000.0,76233196000.0,60366967000.0,65987510000.0,46185767000.0,68572103000.0,67252396000.0,58048127000.0,69376330000.0,56908415000.0,70857760000.0,74535390000.0,73063250000.0,73870500000.0
2072.0,61947548000.0,54658294000.0,76216980000.0,66913313000.0,70465900000.0,66277670000.0,75679780000.0,59363140000.0,65091520000.0,44931957000.0,67731997000.0,65879257000.0,56620917000.0,68711256000.0,55678320000.0,70227480000.0,73396530000.0,72466400000.0,72955950000.0
2073.0,60692853000.0,53543560000.0,75995620000.0,66147520000.0,70135020000.0,65270560000.0,75784950000.0,57903120000.0,64444550000.0,43743826000.0,66912838000.0,66054700000.0,55374676000.0,67960940000.0,54767043000.0,69485410000.0,72968270000.0,71874340000.0,72584856000.0
2074.0,59794964000.0,52310890000.0,75607270000.0,65383800000.0,70118980000.0,64262030000.0,75008400000.0,56743350000.0,63559885000.0,42351616000.0,66193840000.0,64431890000.0,54119494000.0,67149400000.0,53707900000.0,68917250000.0,72609730000.0,71142220000.0,71770360000.0
2075.0,58619396000.0,50918785000.0,74886230000.0,65304060000.0,69010030000.0,63297610000.0,74622580000.0,55467205000.0,62737420000.0,40924725000.0,65334297000.0,63693783000.0,52898600000.0,66353844000.0,52657426000.0,68182500000.0,72049980000.0,70514655000.0,71133520000.0
2076.0,57512497000.0,49757975000.0,74254200000.0,64015655000.0,68288905000.0,62321254000.0,74140525000.0,54234853000.0,61951610000.0,39819903000.0,64557290000.0,62811226000.0,51441810000.0,65680876000.0,51441193000.0,67654857000.0,71817170000.0,70186180000.0,70391590000.0
2077.0,56421510000.0,48368927000.0,73626420000.0,63410717000.0,67699126000.0,61448040000.0,74367390000.0,53235438000.0,61033984000.0,38528995000.0,64239698000.0,61867516000.0,49963220000.0,65028620000.0,50254094000.0,66790740000.0,71185550000.0,69386390000.0,69657020000.0
2078.0,55324090000.0,47050015000.0,73105090000.0,62923235000.0,67260680000.0,60160983000.0,74738860000.0,51551674000.0,60403730000.0,37213426000.0,63039095000.0,61164460000.0,48292864000.0,64287110000.0,49237955000.0,66114270000.0,70895000000.0,68793600000.0,69101175000.0
2079.0,54058754000.0,45789233000.0,72762210000.0,62095675000.0,66628428000.0,58992402000.0,73602390000.0,50197650000.0,59347677000.0,36100637000.0,62055186000.0,60348547000.0,46830730000.0,63585485000.0,47873340000.0,65289130000.0,70214690000.0,67937140000.0,68396016000.0
2080.0,52855267000.0,44404396000.0,72321470000.0,61656764000.0,66049552000.0,57801630000.0,72736270000.0,48460255000.0,58412000000.0,34891928000.0,61127430000.0,59647120000.0,45316130000.0,62693593000.0,46866747000.0,64374380000.0,69989470000.0,67373140000.0,67581374000.0
2081.0,51611406000.0,42966065000.0,71679620000.0,60999990000.0,65593180000.0,56898093000.0,72829330000.0,47028445000.0,57532670000.0,33718180000.0,60262466000.0,58545897000.0,43324023000.0,61968503000.0,45776933000.0,63579623000.0,69242380000.0,66676924000.0,66826924000.0
2082.0,50396670000.0,41485013000.0,71218455000.0,60473520000.0,65095090000.0,55642810000.0,72320336000.0,45601510000.0,56649458000.0,32397090000.0,59284914000.0,57652180000.0,41910112000.0,61233906000.0,44598930000.0,62753014000.0,69067950000.0,66046600000.0,66346280000.0
2083.0,49117835000.0,40083450000.0,70940180000.0,59549696000.0,64451230000.0,54484943000.0,71749394000.0,44203920000.0,56003023000.0,30972790000.0,58392076000.0,56704647000.0,40260080000.0,60191736000.0,43752972000.0,61898750000.0,68408795000.0,65141190000.0,65271484000.0
2084.0,48080876000.0,38248243000.0,70052364000.0,58804564000.0,63694696000.0,53263393000.0,71369490000.0,42733840000.0,55188490000.0,29566560000.0,57473315000.0,55958794000.0,38612378000.0,59353400000.0,42585182000.0,60955420000.0,67715610000.0,64172745000.0,64592716000.0
2085.0,46969704000.0,36702085000.0,69773740000.0,58472320000.0,62998073000.0,52180270000.0,71051320000.0,41218134000.0,54259065000.0,28388383000.0,56883080000.0,55460340000.0,36826317000.0,58502070000.0,41537733000.0,60106290000.0,67204993000.0,63376495000.0,63666300000.0
2086.0,45708235000.0,35359162000.0,68918900000.0,57720700000.0,62286225000.0,50893574000.0,70498160000.0,39671750000.0,53260554000.0,27151034000.0,55986260000.0,54632923000.0,35247903000.0,57888700000.0,40438202000.0,59196576000.0,66658877000.0,62681590000.0,62747124000.0
2087.0,44519645000.0,33209287000.0,69334090000.0,57494483000.0,61741150000.0,49816360000.0,69940700000.0,38344897000.0,52140880000.0,25773947000.0,55052300000.0,53528646000.0,33735287000.0,57082200000.0,39278498000.0,58362733000.0,66865885000.0,61672403000.0,62124510000.0
2088.0,43537920000.0,31196471000.0,67933626000.0,57406194000.0,60937322000.0,48580620000.0,69474210000.0,36743614000.0,51095884000.0,24532880000.0,54114730000.0,52711240000.0,32153272000.0,55854720000.0,38176580000.0,57455770000.0,65956120000.0,60862472000.0,61269270000.0
2089.0,42507740000.0,29588849000.0,67314774000.0,56488060000.0,60304204000.0,47557554000.0,69079650000.0,35278012000.0,49823630000.0,23425400000.0,53615870000.0,51880915000.0,30122445000.0,54791746000.0,37204177000.0,56657367000.0,66691404000.0,59922563000.0,61004505000.0
2090.0,41485680000.0,28091027000.0,70043130000.0,55799690000.0,59647263000.0,46532540000.0,68776000000.0,33996284000.0,48704877000.0,22323970000.0,52680250000.0,50645740000.0,28497099000.0,54011564000.0,36274060000.0,55676756000.0,65107845000.0,58987336000.0,59825213000.0
2091.0,40679820000.0,26037258000.0,66942304000.0,56001780000.0,58900984000.0,45411963000.0,68374745000.0,32825151000.0,47637107000.0,21273543000.0,51700007000.0,49503175000.0,26933477000.0,53083250000.0,35212500000.0,54571040000.0,65485324000.0,58196247000.0,59080920000.0
2092.0,39357153000.0,24474413000.0,65900030000.0,54999396000.0,58381582000.0,44043375000.0,68268920000.0,31616125000.0,46552502000.0,20304028000.0,50814070000.0,48314520000.0,25006313000.0,52058235000.0,34376196000.0,53608560000.0,64152637000.0,57426936000.0,58368635000.0
2093.0,38289020000.0,23094755000.0,65356290000.0,54383104000.0,58051580000.0,42792980000.0,67671170000.0,30407647000.0,45545677000.0,19407804000.0,49815884000.0,47178965000.0,23520813000.0,51121906000.0,33308447000.0,52655858000.0,63226642000.0,56570420000.0,57264108000.0
2094.0,37100820000.0,21809267000.0,64732480000.0,53774790000.0,57416393000.0,41537495000.0,67344273000.0,29395430000.0,45029900000.0,18529845000.0,48987824000.0,46638936000.0,22083990000.0,50048926000.0,32478736000.0,51822813000.0,62556230000.0,55894577000.0,57461780000.0
2095.0,36052558000.0,20481942000.0,64811327000.0,53362885000.0,56824037000.0,40313774000.0,66983748000.0,28389767000.0,44018390000.0,17735522000.0,47992870000.0,45962560000.0,20656069000.0,49160196000.0,31572703000.0,50808190000.0,62104072000.0,54970260000.0,56520823000.0
2096.0,35136050000.0,19179348000.0,65021410000.0,52676157000.0,56296317000.0,39092085000.0,66751750000.0,27234275000.0,42894123000.0,17001073000.0,46931124000.0,44991767000.0,19346536000.0,48377754000.0,30407844000.0,49857868000.0,61472014000.0,54341290000.0,55270793000.0
2097.0,34187717000.0,17936474000.0,64113066000.0,52080787000.0,55901413000.0,38028153000.0,66262360000.0,26130342000.0,41937547000.0,16321697000.0,46104793000.0,44036927000.0,18116710000.0,47409054000.0,29286371000.0,48867950000.0,60855054000.0,53515747000.0,54475960000.0
