time,CESM1-CAM5,CANESM2,MPI-ESM-LR
2000.0,3646099600000.0,3646099600000.0,3646099600000.0
2001.0,3630449600000.0,3630449600000.0,3630449600000.0
2002.0,3619795200000.0,3619795200000.0,3619795200000.0
2003.0,3617222000000.0,3617222000000.0,3617222000000.0
2004.0,3606108000000.0,3606108000000.0,3606108000000.0
2005.0,3592676700000.0,3592676700000.0,3592676700000.0
2006.0,3585865000000.0,3585865000000.0,3585865000000.0
2007.0,3578603800000.0,3578603800000.0,3578603800000.0
2008.0,3577170600000.0,3577170600000.0,3577170600000.0
2009.0,3558707000000.0,3558707000000.0,3558707000000.0
2010.0,3553073000000.0,3553073000000.0,3553073000000.0
2011.0,3528993800000.0,3528993800000.0,3528993800000.0
2012.0,3530225400000.0,3530225400000.0,3530225400000.0
2013.0,3529745000000.0,3529745000000.0,3529745000000.0
2014.0,3528008000000.0,3528008000000.0,3528008000000.0
2015.0,3516553500000.0,3516553500000.0,3516553500000.0
2016.0,3514765000000.0,3514765000000.0,3514765000000.0
2017.0,3497463400000.0,3497463400000.0,3497463400000.0
2018.0,3480095800000.0,3480095800000.0,3480095800000.0
2019.0,3475432300000.0,3475432300000.0,3475432300000.0
2020.0,3452667200000.0,3452667200000.0,3452667200000.0
2021.0,3426545300000.0,3433138700000.0,3438112000000.0
2022.0,3418013600000.0,3419851500000.0,3427856300000.0
2023.0,3400849000000.0,3409910000000.0,3416117700000.0
2024.0,3376009400000.0,3391553800000.0,3407375800000.0
2025.0,3346458700000.0,3372614000000.0,3394832700000.0
2026.0,3318888300000.0,3351934400000.0,3378384500000.0
2027.0,3291273500000.0,3326507000000.0,3366276000000.0
2028.0,3269328400000.0,3316409400000.0,3348499500000.0
2029.0,3242761400000.0,3285402500000.0,3329737400000.0
2030.0,3205710700000.0,3249203000000.0,3310400000000.0
2031.0,3180927600000.0,3233920800000.0,3301464900000.0
2032.0,3154242700000.0,3218054800000.0,3288878000000.0
2033.0,3133942500000.0,3199643000000.0,3276928200000.0
2034.0,3097922400000.0,3169091000000.0,3265187000000.0
2035.0,3072657000000.0,3149936700000.0,3249749000000.0
2036.0,3057367000000.0,3132269500000.0,3232849500000.0
2037.0,3030256000000.0,3115995400000.0,3217612600000.0
2038.0,3006807400000.0,3092290700000.0,3197551800000.0
2039.0,2990340800000.0,3077338000000.0,3171723500000.0
2040.0,2966277300000.0,3049871600000.0,3159927000000.0
2041.0,2942417500000.0,3043114600000.0,3153358500000.0
2042.0,2907711000000.0,3018221200000.0,3137913700000.0
2043.0,2887840400000.0,2994040700000.0,3121565700000.0
2044.0,2874895200000.0,2963481000000.0,3109037800000.0
2045.0,2856929700000.0,2945180500000.0,3099570000000.0
2046.0,2832374000000.0,2925585800000.0,3084416700000.0
2047.0,2807781000000.0,2895918700000.0,3063368000000.0
2048.0,2786900600000.0,2864099600000.0,3053311000000.0
2049.0,2761403400000.0,2843791300000.0,3036816300000.0
2050.0,2734733000000.0,2826174700000.0,3018494600000.0
2051.0,2724204000000.0,2803374500000.0,3005779500000.0
2052.0,2701661600000.0,2780252000000.0,2982628000000.0
2053.0,2683200900000.0,2752971300000.0,2967969700000.0
2054.0,2658717100000.0,2725770700000.0,2950608500000.0
2055.0,2640821400000.0,2692449300000.0,2933335500000.0
2056.0,2616403400000.0,2663511500000.0,2922934200000.0
2057.0,2599986100000.0,2638592900000.0,2907555200000.0
2058.0,2572387400000.0,2621645300000.0,2894583000000.0
2059.0,2549530800000.0,2583989000000.0,2885010600000.0
2060.0,2519117000000.0,2561699700000.0,2875244400000.0
2061.0,2490842500000.0,2534137700000.0,2852183900000.0
2062.0,2467031200000.0,2507422300000.0,2839891400000.0
2063.0,2434860000000.0,2486825600000.0,2826027100000.0
2064.0,2414565400000.0,2456251300000.0,2820154000000.0
2065.0,2396234400000.0,2438586200000.0,2806305800000.0
2066.0,2367214300000.0,2416856500000.0,2800116000000.0
2067.0,2344140400000.0,2399830000000.0,2789963200000.0
2068.0,2318210000000.0,2371357800000.0,2767864700000.0
2069.0,2301577000000.0,2358392400000.0,2752771800000.0
2070.0,2279571000000.0,2352056600000.0,2737255200000.0
2071.0,2255779500000.0,2332912000000.0,2727260000000.0
2072.0,2238686400000.0,2311109200000.0,2721100300000.0
2073.0,2216381000000.0,2294333000000.0,2712110000000.0
2074.0,2190416700000.0,2265758000000.0,2703701800000.0
2075.0,2163493700000.0,2239795600000.0,2691106000000.0
2076.0,2144067000000.0,2221683200000.0,2678696400000.0
2077.0,2126084800000.0,2188436800000.0,2676366800000.0
2078.0,2107862400000.0,2169950300000.0,2675465500000.0
2079.0,2088194500000.0,2142936500000.0,2668882300000.0
2080.0,2063667400000.0,2106571500000.0,2660835500000.0
2081.0,2053820600000.0,2078955700000.0,2650247800000.0
2082.0,2038132600000.0,2048592400000.0,2636766800000.0
2083.0,2020128500000.0,2029166700000.0,2627064800000.0
2084.0,2004212100000.0,2017304400000.0,2613517000000.0
2085.0,1991910100000.0,2000266200000.0,2608130400000.0
2086.0,1978996400000.0,1977030300000.0,2603179600000.0
2087.0,1968792100000.0,1955196000000.0,2592821700000.0
2088.0,1954254200000.0,1936202900000.0,2589959700000.0
2089.0,1945423700000.0,1919253700000.0,2589566400000.0
2090.0,1941533900000.0,1897206600000.0,2578460700000.0
2091.0,1932154200000.0,1882306000000.0,2568006700000.0
2092.0,1922148000000.0,1863239900000.0,2561192200000.0
2093.0,1911946700000.0,1841132500000.0,2557400300000.0
2094.0,1899678000000.0,1820311300000.0,2545512000000.0
2095.0,1884906200000.0,1806547600000.0,2538261000000.0
2096.0,1876893500000.0,1787573300000.0,2525129600000.0
2097.0,1873458400000.0,1772984000000.0,2522813000000.0
2098.0,1861415700000.0,1752855200000.0,2514227000000.0
2099.0,1848721100000.0,1732451000000.0,2503697000000.0
2100.0,1836069700000.0,1714233800000.0,2496820000000.0
2101.0,1822221400000.0,1698654600000.0,2498955000000.0
2102.0,1808758600000.0,1675797700000.0,2488908600000.0
2103.0,1800979300000.0,1659307400000.0,2486054200000.0
