time,NORESM1-M,CESM1-CAM5,MPI-ESM-LR,CSIRO-MK3-6-0
2000.0,3646099600000.0,3646099600000.0,3646099600000.0,3646099600000.0
2001.0,3630449600000.0,3630449600000.0,3630449600000.0,3630449600000.0
2002.0,3619795200000.0,3619795200000.0,3619795200000.0,3619795200000.0
2003.0,3617222000000.0,3617222000000.0,3617222000000.0,3617222000000.0
2004.0,3606108000000.0,3606108000000.0,3606108000000.0,3606108000000.0
2005.0,3592676700000.0,3592676700000.0,3592676700000.0,3592676700000.0
2006.0,3585865000000.0,3585865000000.0,3585865000000.0,3585865000000.0
2007.0,3578603800000.0,3578603800000.0,3578603800000.0,3578603800000.0
2008.0,3577170600000.0,3577170600000.0,3577170600000.0,3577170600000.0
2009.0,3558707000000.0,3558707000000.0,3558707000000.0,3558707000000.0
2010.0,3553073000000.0,3553073000000.0,3553073000000.0,3553073000000.0
2011.0,3528993800000.0,3528993800000.0,3528993800000.0,3528993800000.0
2012.0,3530225400000.0,3530225400000.0,3530225400000.0,3530225400000.0
2013.0,3529745000000.0,3529745000000.0,3529745000000.0,3529745000000.0
2014.0,3528008000000.0,3528008000000.0,3528008000000.0,3528008000000.0
2015.0,3516553500000.0,3516553500000.0,3516553500000.0,3516553500000.0
2016.0,3514765000000.0,3514765000000.0,3514765000000.0,3514765000000.0
2017.0,3497463400000.0,3497463400000.0,3497463400000.0,3497463400000.0
2018.0,3480095800000.0,3480095800000.0,3480095800000.0,3480095800000.0
2019.0,3475432300000.0,3475432300000.0,3475432300000.0,3475432300000.0
2020.0,3452667200000.0,3452667200000.0,3452667200000.0,3452667200000.0
2021.0,3444286000000.0,3435913800000.0,3436509100000.0,3442960000000.0
2022.0,3435131800000.0,3408013600000.0,3414974500000.0,3427378700000.0
2023.0,3418812300000.0,3381721800000.0,3405609700000.0,3411257000000.0
2024.0,3417487200000.0,3362669000000.0,3389354400000.0,3398006700000.0
2025.0,3407203500000.0,3339572000000.0,3377532800000.0,3386919000000.0
2026.0,3400039700000.0,3321903000000.0,3367770800000.0,3377660400000.0
2027.0,3387855200000.0,3287333000000.0,3353115600000.0,3377777300000.0
2028.0,3364386200000.0,3268306800000.0,3338468600000.0,3368995000000.0
2029.0,3354871000000.0,3246923700000.0,3313068100000.0,3365591300000.0
2030.0,3330964500000.0,3221226800000.0,3296876600000.0,3368453700000.0
2031.0,3307696600000.0,3198154000000.0,3287961600000.0,3369256000000.0
2032.0,3286553600000.0,3160066000000.0,3272016100000.0,3364230800000.0
2033.0,3262827000000.0,3132143400000.0,3247736600000.0,3347900300000.0
2034.0,3240453700000.0,3098367200000.0,3223393100000.0,3339397000000.0
2035.0,3215140300000.0,3073983000000.0,3215864400000.0,3323737700000.0
2036.0,3195949300000.0,3053145800000.0,3200424300000.0,3308246000000.0
2037.0,3169961000000.0,3032490400000.0,3180712700000.0,3297995700000.0
2038.0,3146062200000.0,3012425700000.0,3166759800000.0,3289967800000.0
2039.0,3116952000000.0,2979402000000.0,3145437800000.0,3274884800000.0
2040.0,3090458000000.0,2959135200000.0,3129562600000.0,3257010200000.0
2041.0,3063321500000.0,2938537000000.0,3111288600000.0,3256245300000.0
2042.0,3042139700000.0,2913472600000.0,3091048200000.0,3242041000000.0
2043.0,3003242800000.0,2884728500000.0,3073789400000.0,3242940400000.0
2044.0,2973550200000.0,2857390600000.0,3059976800000.0,3217760200000.0
2045.0,2945204400000.0,2811633600000.0,3044038000000.0,3195982800000.0
2046.0,2910049300000.0,2780354600000.0,3020871000000.0,3183978500000.0
2047.0,2891704000000.0,2759066600000.0,2995275700000.0,3173693800000.0
2048.0,2873828600000.0,2720135400000.0,2979209200000.0,3158096000000.0
2049.0,2848480300000.0,2693426300000.0,2965546700000.0,3151387400000.0
2050.0,2816857000000.0,2676776200000.0,2946624700000.0,3158559700000.0
2051.0,2791182200000.0,2644410000000.0,2932189700000.0,3166746200000.0
2052.0,2760694000000.0,2608092700000.0,2906732000000.0,3160104800000.0
2053.0,2732549000000.0,2572209400000.0,2881783900000.0,3154857700000.0
2054.0,2713615300000.0,2536472600000.0,2859926600000.0,3158300200000.0
2055.0,2693086000000.0,2505934400000.0,2849004000000.0,3158072600000.0
2056.0,2677760300000.0,2466159300000.0,2831920000000.0,3155146800000.0
2057.0,2657845500000.0,2436929000000.0,2815829200000.0,3136828700000.0
2058.0,2635929000000.0,2414151200000.0,2803858400000.0,3117278000000.0
